"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","verbatimBasisOfRecord","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","geo.check","cult.check","out.check","dist.check","dist.check.obs","confidenceLocality","selectionCategory","Nome_UC","tax.check","species.new"
"user",,,,,,,,"IBGE","IBGE",,"PRESERVED_SPECIMEN",,,,"IBGE00014898","12901","Shepherd, GJ",,,,,,,,,,,,"1981","09","08",,,,"Árvore 8 m de altura. Frutos jovens. Habito: Árvore",,,,"São Paulo",,"São Paulo","Serra da Bocaina, Km 25 - Estrada para a Fazenda Pinheirinho - Ao lado do rio Manbucaba. Coordenada calculada.",,"1600",,"-23.0161111111111","-46.5530555555556",,,,,,,,,,,"não","Fonseca, ML",,"16/11/2022",,,"Mimosa scabrella Benth.",,,,,,,,,,,,"Fabaceae",,,,"Mimosa",,,,,,,"species",,,,,,,,,"scabrella",,"FABACEAE Mimosa scabrella Benth.",,,,,,,"Brasil",,,,,,,"23º 0' 58"""" S","46º 33' 11"""" W","Benth.","Reflora",,,,,,"Árvore 8 m de altura. Frutos jovens. Habito: Árvore",,,,,,,,,,,"IBGE",,"IBGE 14898",,,"08/09/1981",,,"METRO",,,,,"IBGE",,"Shepherd, G.J.","12901","1981","Fonseca, M.L.","2022",,"Shepherd",,"brazil","sao paulo","sao paulo","serra da bocaina, estrada para a fazenda pinheirinho","serra da bocaina","locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Mimosa scabrella","Benth.","name_w_authors","Fabaceae","Mimosa scabrella","Benth.","species","name accepted","bfo-100978",,,"Mimosa scabrella Benth.","Mimosa","Fabaceae",1725718,"TRUE","-23.0161111111111",-46.5530555555556,"coord_original","miliseconds","ok_state",,0,"ok_dist","full_name_match","Low","coord_original","ESTAÇÃO ECOLÓGICA MUNICIPAL DO CAETÊ","high","Mimosa scabrella"
"speciesLink",,,"2018-04-26T15:49:12",,,"506",,"UFRPE","CONVOLVULACEAE_BR",,,,,,,"1162","Simão-Bianchini, R; Bianchini, S",,,,,,,,,,,,"1997","05","04",,,,,,,,"São Paulo","São José do Barreiro","São José do Barreiro","Serra da Bacaina, municipio de ão José do Barreiro, Serra da Bocaina. Local úmido em interior da mata.",,,,"-23.017222","-46.553056",,,,,,,,,,,,"Simão-Bianchini, R",,"1997-NA-NA",,,"Dichondra carolinensis",,,,,,,"Plantae",,,,,"Convolvulaceae",,,,"Dichondra",,,,"carolinensis",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,"-23.017222","-46.553056","Michx.","Splink","O",,,,,,"1997",,,,"CONV000434 SING0127792","Southern America",,,,,,,,,,,,,,,,,,"CONVOLVULACEAE_BR","code not found","Simao-Bianchini, R.","1162","1997","Simao-Bianchini, R.","1997","Bianchini, S.","Simao-Bianchini",,"brazil","sao paulo","sao jose do barreiro","serra da bacaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge","check_local.2municip.","Dichondra carolinensis","Michx.","possibly_ok","Convolvulaceae","Dichondra carolinensis","Michx.","species","name accepted","bfo-6986",,,"Dichondra carolinensis Michx.","Dichondra","Convolvulaceae",1631581,"TRUE","-23.017222",-46.553056,"coord_original","seconds","ok_state",,,"ok_dist","full_name_match","Low","coord_original","ESTAÇÃO ECOLÓGICA MUNICIPAL DO CAETÊ","high","Dichondra carolinensis"
"gbif","2.20144979573657e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5813065",,,"33.787.094/0034-08",,,"IBGE","IBGE",,"PRESERVED_SPECIMEN",,,"5813065","IBGE00014898","12901","Shepherd, GJ",,,,,"PRESENT",,,,,,"1981-09-08","1981","9","8","1981-9-8",,,,,,"BR","São Paulo",,"São Paulo","Serra da Bocaina, Km 25 - Estrada para a Fazenda Pinheirinho - Ao lado do rio Manbucaba. Coordenada calculada.",,,,"-23.016111","-46.553056",,,,,,,,,,,,"Fonseca, ML",,"2022-11-16",,,"Mimosa scabrella Benth.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Mimosa","Mimosa",,,"scabrella",,,"species",,"ACCEPTED",,"06f0d5c6-aeab-4205-ac9d-9b2d801a43a8",,,TRUE,FALSE,"Mimosa scabrella","Mimosa scabrella Benth.","Mimosa scabrella Benth.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ibge/ibge/0/1/48/98/ibge00014898.dzi","Brasil","1600",,,,,,,,"Benth.","GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBGE",,"Shepherd, G.J.","12901","1981","Fonseca, M.L.","2022",,"Shepherd",,"brazil","sao paulo","sao paulo","serra da bocaina, estrada para a fazenda pinheirinho","serra da bocaina","locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Mimosa scabrella","Benth.","name_w_authors","Fabaceae","Mimosa scabrella","Benth.","species","name accepted","bfo-100978",,,"Mimosa scabrella Benth.","Mimosa","Fabaceae",774466,"TRUE","-23.016111",-46.553056,"coord_original","seconds","ok_state",,0,"ok_dist","full_name_match","Low","coord_original","ESTAÇÃO ECOLÓGICA MUNICIPAL DO CAETÊ","low","Mimosa scabrella"
"speciesLink",,,"2025-06-01T12:02:46",,,"784",,"IBGE","IBGE",,"PRESERVED_SPECIMEN",,,,"14898","12901","Shepherd, GJ",,,,,,,,,,,,"1981","9","8",,,,,,,,"São Paulo","São Paulo","São Paulo","Serra da Bocaina, Km 25 - Estrada para a Fazenda Pinheirinho - Ao lado do rio Manbucaba. Coordenada calculada.",,,,"-23.0161111","-46.5530556",,,,,,,,,,,,"Fonseca, ML",,"2022-11-16",,,"Mimosa scabrella",,,,,,,"Plantae",,,,,"Fabaceae",,,,"Mimosa",,,,"scabrella",,,,,,,,,,,,,,,,,,,,,"Brasil","1600",,,,,,"23º0'58''S","46º33'11''W","Benth.","Splink","PreservedSpecimen","16",,,"11",,"2022",,,,"IBGE00014898",,,,,,,,,,,,,,,,,,,"IBGE",,"Shepherd, G.J.","12901","1981","Fonseca, M.L.","2022",,"Shepherd",,"brazil","sao paulo","sao paulo","serra da bocaina, estrada para a fazenda pinheirinho","serra da bocaina","locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Mimosa scabrella","Benth.","possibly_ok","Fabaceae","Mimosa scabrella","Benth.","species","name accepted","bfo-100978",,,"Mimosa scabrella Benth.","Mimosa","Fabaceae",1654863,"TRUE","-23.0161111",-46.5530556,"coord_original","miliseconds","ok_state",,0,"ok_dist","full_name_match","Low","coord_original","ESTAÇÃO ECOLÓGICA MUNICIPAL DO CAETÊ","low","Mimosa scabrella"
"gbif","2.23113073259293e-314",,"2024-02-20 16:02:24",,,"b9ff7774-4a5d-47af-a2ea-bdf3ecc78885",,"FLAS","FLAS",,"PRESERVED_SPECIMEN",,,"f6ec2939-6ecb-4251-b882-67f4f1539d5d","FLAS B33243","1603","J.-P. Frahm",,,,,"PRESENT",,,,,,"1977-07-21","1977","7","21","21-VII-1977","epiphytisch im Berg regenwald",,,,,"BR","São Paulo",,,"Serra do Bocaima NE von Campos da Cunha",,"1500m",,"-23.014703","-46.549459","6823",,,,"bkschuh",,,"Serra da Bocaina, Sao Paulo, Brazil. The error includes the entire area until the next closest city, which was identified as Braganca Paulista.",,,,,,,,"247773","Phyllogonium immersum Mitt.",,,,,,,"Plantae","Bryophyta","Bryopsida","Hypnales",,"Phyllogoniaceae",,,,"Phyllogonium","Phyllogonium",,,"immersum",,,"species",,"SYNONYM",,"ad004988-7cbf-4af7-9cdb-d7500cc025f2",,"StillImage",TRUE,FALSE,"Phyllogonium viride","Phyllogonium viride Brid.","Phyllogonium immersum","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"Brazil","1500",,,,"WGS84",,,,"Mitt.","GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FLAS",,"Frahm, J.-P.","1603","1977",,,,"Frahm",,"brazil","sao paulo","serra do bocaima ne von campos da cunha","serra do bocaima ne von campos da cunha",,"locality","brazil_sao paulo_serra bocaima ne von campos cunha","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam","check_local.2state","Salvia coccinea","Buc'hoz ex Etl.","name_w_authors","Lamiaceae","Salvia coccinea","Buc'hoz ex Etl.","species","author misspelled","bfo-36592",,,"Salvia coccinea Buc'hoz ex Etl.","Salvia","Lamiaceae",781612,"TRUE","-23.014703",-46.549459,"coord_original","miliseconds","ok_state",,0,"ok_dist","full_name_match","Low","coord_original","ESTAÇÃO ECOLÓGICA MUNICIPAL DO CAETÊ","unknown","Salvia coccinea"
