"type","bibliographicCitation","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","verbatimLatitude","verbatimLongitude","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","scientificNameAuthorship","taxonomicStatus","latitude","longitude","acceptedScientificName","dayIdentified","monthIdentified","yearIdentified","verbatimScientificName","species","taxonID","geodeticDatum","associatedMedia","virtualDuplicates","duplicates","barcode","downloadedFrom","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","species.new","recordID","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","tax.check","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","geo.check","cult.check","out.check","dist.check","dist.check.obs","numTombo","dup.ID","dup.numb","dup.prop","ref.spec.tax","ref.spec.geo","ref.spec.loc","selectionCategory","confidenceLocality","Nome_UC"
,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2624629",,,"ESA","ESA",,"PRESERVED_SPECIMEN","ESA025592","8616","Souza, V.C. et al.",,"1995-05-28","1995","5","28","5/28/1995",,,"Brasil","BR","São Paulo",,"Itapeva","Estação Ecológica de Itapeva",,,,,,,,,"Souza, V.C.","1905-06-21",,"Calibrachoa micrantha (R.E.Fr.) Stehmann & Semir","Solanaceae","Calibrachoa","species",,"ACCEPTED",,,"Calibrachoa micrantha (R.E.Fr.) Stehmann & Semir",,,,"Calibrachoa micrantha","Calibrachoa micrantha",,,"jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/2/55/92/esa00025592.dzi",,,,"GBIF","ESA",,"Souza, V.C.","8616","1995","Souza, V.C.","1905",,"Souza",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"municipality","brazil_sao paulo_itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Solanaceae","A.Juss.","family_as_genus","Solanaceae","Calibrachoa micrantha","(R.E.Fr.) Stehmann & Semir","family","name accepted","bfo-225",,,"Solanaceae A.Juss.",,"Solanaceae",,484780,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-23.98,-48.869999,"coord_original","miliseconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","ESA_25592","ESA_25592|SP_289486","2","0.5","ESA_25592","SP_289486","SP_289486","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,,"https://specieslink.net/col/1",,"IPA/SP","SP",,"PRESERVED_SPECIMEN","289486","8616","Souza, VC; et al.",,"1995-05-28","1995","5","28",,,,"Brasil","BR","São Paulo",,"Itapeva","Estação Ecológica de Itapeva",,,,,,,,,"Stehmann, JR",,,"Calibrachoa micrantha (R.E.Fr.) Stehmann & Semir","Solanaceae","Calibrachoa","species","(R.E.Fr.) Stehmann & Semir","ACCEPTED",,,"Calibrachoa micrantha (R.E.Fr.) Stehmann & Semir",,,,"Calibrachoa micrantha","Calibrachoa micrantha",,,,,,,"GBIF","SP","code not found","Souza, V.C.","8616","1995","Souza, V.C.","1905",,"Souza",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"locality","brazil_sao paulo_itapeva_estacao ecologica itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Solanaceae","A.Juss.","family_as_genus","Solanaceae","Calibrachoa micrantha","(R.E.Fr.) Stehmann & Semir","family","name accepted","bfo-225",,,"Solanaceae A.Juss.",,"Solanaceae",,570013,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-23.98,-48.869999,"coord_original","miliseconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","SP_289486","ESA_25592|SP_289486","2","0.5","ESA_25592","SP_289486","SP_289486","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,,"https://specieslink.net/col/2",,"UNICAMP","UEC",,"PRESERVED_SPECIMEN","76269","7081","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY",,"1994-11-12","1994","11","12",,,,"Brazil","BR","São Paulo",,"Itapeva","Estação Ecológica de Itapeva",,,"-24.073611","-49.0525",,,,,"Chukr, NS","1997-12-01",,"Sisyrinchium weirii Baker","Iridaceae","Sisyrinchium","species","Baker","ACCEPTED",,,"Sisyrinchium weirii Baker",,,,"Sisyrinchium weirii","Sisyrinchium weirii",,"WGS84","https://images.cria.org.br/viewer/UEC083199",,,,"GBIF","UEC",,"Souza, V.C.","7081","1994","Chukr, N.S.","2003","Souza, J.P.; Miyagi, P.H.; Nakagomi, M.Y.","Souza",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"locality","brazil_sao paulo_itapeva_estacao ecologica itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Iridaceae","Juss.","family_as_genus","Iridaceae","Sisyrinchium weirii","Baker","family","name accepted","bfo-136",,,"Iridaceae Juss.",,"Iridaceae",,88238,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-24.073611,-49.0525,"coord_original","seconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","UEC_76269","ESA_26632|SP_287267|SPF_107959|UEC_76269","4","1","ESA_26632","UEC_76269","UEC_76269","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,,"https://specieslink.net/col/7",,"USP-IB","SPF",,"PRESERVED_SPECIMEN","107959","7081","Souza, VC",,"1994-11-12","1994","11","12",,,,"Brazil","BR","São Paulo",,"Itapeva","Estação Ecológica de Itapeva",,,"-24.073611","-49.0525",,,,,"Chukr, NS","1999-01-01",,"Sisyrinchium weirii Baker","Iridaceae","Sisyrinchium","species","Baker","ACCEPTED",,,"Sisyrinchium weirii Baker",,,,"Sisyrinchium weirii","Sisyrinchium weirii",,"WGS84",,,,,"GBIF","SPF","code not found","Souza, V.C.","7081","1994","Chukr, N.S.","2003",,"Souza",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"locality","brazil_sao paulo_itapeva_estacao ecologica itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Iridaceae","Juss.","family_as_genus","Iridaceae","Sisyrinchium weirii","Baker","family","name accepted","bfo-136",,,"Iridaceae Juss.",,"Iridaceae",,185148,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-24.073611,-49.0525,"coord_original","seconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","SPF_107959","ESA_26632|SP_287267|SPF_107959|UEC_76269","4","1","ESA_26632","UEC_76269","UEC_76269","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,,"https://specieslink.net/col/1",,"IPA/SP","SP",,"PRESERVED_SPECIMEN","287267","7081","Souza, VC; et al.",,"1994-11-12","1994","11","12",,,,"Brazil","BR","São Paulo",,"Itapeva","Estação Ecológica de Itapeva",,,"-24.073611","-49.0525",,,,,"Inácio, CD","2017-09-01",,"Sisyrinchium weirii Baker","Iridaceae","Sisyrinchium","species","Baker","ACCEPTED",,,"Sisyrinchium weirii Baker",,,,"Sisyrinchium weirii","Sisyrinchium weirii",,"WGS84",,,,,"GBIF","SP","code not found","Souza, V.C.","7081","1994","Chukr, N.S.","2003",,"Souza",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"locality","brazil_sao paulo_itapeva_estacao ecologica itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Iridaceae","Juss.","family_as_genus","Iridaceae","Sisyrinchium weirii","Baker","family","name accepted","bfo-136",,,"Iridaceae Juss.",,"Iridaceae",,455690,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-24.073611,-49.0525,"coord_original","seconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","SP_287267","ESA_26632|SP_287267|SPF_107959|UEC_76269","4","1","ESA_26632","UEC_76269","UEC_76269","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3051738",,,"ESA","ESA",,"PRESERVED_SPECIMEN","ESA026632","7081","Souza, V.C. et al.",,"1994-12-11","1994","12","11","11/12/1994",,,"Brazil","BR","São Paulo",,"Itapeva","Estação Ecológica de Itapeva",,,,,,,,,"Chukr, N.S.","2003-01-01",,"Sisyrinchium vaginatum Spreng.","Iridaceae","Sisyrinchium","species",,"ACCEPTED",,,"Sisyrinchium vaginatum Spreng.",,,,"Sisyrinchium vaginatum","Sisyrinchium vaginatum",,"WGS84","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/2/66/32/esa00026632.dzi",,,,"GBIF","ESA",,"Souza, V.C.","7081","1994","Chukr, N.S.","2003",,"Souza",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"municipality","brazil_sao paulo_itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Iridaceae","Juss.","family_as_genus","Iridaceae","Sisyrinchium vaginatum","Spreng.","family","name accepted","bfo-136",,,"Iridaceae Juss.",,"Iridaceae",,479436,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-24.073611,-49.0525,"coord_original","seconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","ESA_26632","ESA_26632|SP_287267|SPF_107959|UEC_76269","3","0.75","ESA_26632","UEC_76269","UEC_76269","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,,"https://specieslink.net/col/13",,"IF","SPSF",,"PRESERVED_SPECIMEN","22607","737","J.M.Torezan",,"1997-12-17","1997","12","17",,,,"Brasil","BR","Sp",,"Itapeva","Estação Ecológica de Itapeva",,,"-23.98","-48.87",,,,,,,,"Lithraea molleoides (Vell.) Engl.","Anacardiaceae","Lithraea","species",,"ACCEPTED",,,"Lithraea molleoides (Vell.) Engl.",,,,"Lithraea molleoides","Lithraea molleoides",,"WGS84",,,,,"GBIF","SPSF",,"Torezan, J.M.","737","1997","Falkenberg, D.","2023",,"Torezan",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"locality","brazil_sao paulo_itapeva_estacao ecologica itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Anacardiaceae","R.Br.","family_as_genus","Anacardiaceae","Lithraea molleoides","(Vell.) Engl.","family","name accepted","bfo-44",,,"Anacardiaceae R.Br.",,"Anacardiaceae",,44030,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-23.98,-48.87,"coord_original","miliseconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","SPSF_22607","ESA_40650|SPSF_22607|UEC_98236","2","0.5","ESA_40650","SPSF_22607","SPSF_22607","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,,"https://specieslink.net/col/2",,"UNICAMP","UEC",,"PRESERVED_SPECIMEN","098236","737","Torezan, JMD; Ivanauskas, NM; Arima, LIA; Pimenta, JA; Resende, JCF; Sifuentes, DVO",,"1997-12-17","1997","12","17",,,,"Brasil","BR","Sp",,"Itapeva","Estação Ecológica de Itapeva",,,"-24.074722","-49.071111",,,,,,,,"Lithraea molleoides (Vell.) Engl.","Anacardiaceae","Lithraea","species","(Vell.) Engl.","ACCEPTED",,,"Lithraea molleoides (Vell.) Engl.",,,,"Lithraea molleoides","Lithraea molleoides",,"WGS84","https://images.cria.org.br/viewer/UEC066686",,,,"GBIF","UEC",,"Torezan, J.M.D.","737","1997","Falkenberg, D.","2023","Ivanauskas, N.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","Torezan",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"locality","brazil_sao paulo_itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Anacardiaceae","R.Br.","family_as_genus","Anacardiaceae","Lithraea molleoides","(Vell.) Engl.","family","name accepted","bfo-44",,,"Anacardiaceae R.Br.",,"Anacardiaceae",,97163,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-23.98,-48.87,"coord_original","miliseconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","UEC_98236","ESA_40650|SPSF_22607|UEC_98236","2","0.5","ESA_40650","SPSF_22607","SPSF_22607","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2604277",,,"ESA","ESA",,"PRESERVED_SPECIMEN","ESA040650","737","Torezan, J.M.;Pimenta, J.A.,Arima, L.I.A.,Sifuentes, D.V.O.,Resende, J.C.F.","Arvore com 4m. Frutos maduros marrons.","1997-12-17","1997","12","17","12/17/1997",,"Arvore com 4m. Frutos maduros marrons.","Brasil","BR","Sp",,"Itapeva","Estação Ecológica de Itapeva",,,,,,,,,"Falkenberg, D.","2023-01-01",,"Lithraea molleoides (Vell.) Engl.","Anacardiaceae","Lithraea","species",,"ACCEPTED",,,"Lithraea molleoides (Vell.) Engl.",,,,"Lithraea molleoides","Lithraea molleoides",,"WGS84","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/4/6/50/esa00040650.dzi",,,,"GBIF","ESA",,"Torezan, J.M.","737","1997","Falkenberg, D.","2023","Pimenta, J.A.; Arima, L.I.A.; Sifuentes, D.V.O.; Resende, J.C.F.","Torezan",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"locality","brazil_sao paulo_itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Anacardiaceae","R.Br.","family_as_genus","Anacardiaceae","Lithraea molleoides","(Vell.) Engl.","family","name accepted","bfo-44",,,"Anacardiaceae R.Br.",,"Anacardiaceae",,478522,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-23.98,-48.87,"coord_original","miliseconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","ESA_40650","ESA_40650|SPSF_22607|UEC_98236","2","0.5","ESA_40650","SPSF_22607","SPSF_22607","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
,,"https://specieslink.net/col/2",,"UNICAMP","UEC",,"PRESERVED_SPECIMEN","78479","7101","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY",,"1994-11-12","1994","11","12",,,,"Brazil","BR","São Paulo",,"Itapeva","Estação Ecológica de Itapeva, Cerrado.",,,"-24.073611","-49.0525",,,,,"Souza, VC","1994-01-01",,"Lithraea molleoides (Vell.) Engl.","Anacardiaceae","Lithraea","species","(Vell.) Engl.","ACCEPTED",,,"Lithraea molleoides (Vell.) Engl.",,,,"Lithraea molleoides","Lithraea molleoides",,"WGS84","https://images.cria.org.br/viewer/UEC066733",,,,"GBIF","UEC",,"Souza, V.C.","7101","1994","Falkenberg, D.","2023","Souza, J.P.; Miyagi, P.H.; Nakagomi, M.Y.","Souza",,"brazil","sao paulo","itapeva","estacao ecologica de itapeva",,"locality","brazil_sao paulo_itapeva_estacao ecologica itapeva","brazil_sao paulo_itapeva_estacao ecologica itapeva",-24.077226,-49.075679,"locality","Anacardiaceae","R.Br.","family_as_genus","Anacardiaceae","Lithraea molleoides","(Vell.) Engl.","family","name accepted","bfo-44",,,"Anacardiaceae R.Br.",,"Anacardiaceae",,89113,"brazil_sao paulo_itapeva","Brazil","São Paulo","Itapeva",,"gadm","high",TRUE,-24.073611,-49.0525,"coord_original","seconds","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","UEC_78479","ESA_21206|HRCB_22899|SP_288246|SPF_109426|UEC_78479|UNIP_2734","2","0.5","ESA_21206","UEC_78479","UEC_78479","plantr_exact","High","ESTAÇÃO ECOLÓGICA ITAPEVA"
