"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","confidenceLocality","selectionCategory","tax.check","species.new"
"gbif","2.42124215314899e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6163408",,,,,,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"6163408","MBM00444338","10132","Engels, M.E.;Mazziero, F.F.F.,Dall´Agnol, R.T.",,,,,"PRESENT",,,,,,"2022-01-17","2022","1","17","2022-01-17",,,,,,"BR","São Paulo",,"São Bernardo do Campo","Represa Billings.",,,,"-23.765556","-46.509444",,,,,,,,,,,,,,,,,"Poaceae",,,,,,,"Plantae","Tracheophyta","Liliopsida","Poales",,"Poaceae",,,,,,,,,,,"family",,"ACCEPTED",,"5c9a924c-8d45-4452-8604-415a118578aa",,,TRUE,FALSE,,"Poaceae",,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/mbm/mbm/0/44/43/38/mbm00444338.dzi","Brasil","772",,,,,,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBM",,"Engels, M.E.","10132","2022",,,"Mazziero, F.F.F.; Dall´agnol, R.T.","Engels",,"brazil","sao paulo","sao bernardo do campo","represa billings",,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.765556,-46.509444,"coord_original","seconds","check_local.2municip.","Poaceae","Barnhart","family_as_genus","Poaceae","Poaceae","Barnhart","family","name accepted","bfo-193",,,"Poaceae Barnhart",,"Poaceae",802131,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","unknown",
"gbif","2.45778983816299e-314",,"2025-01-01 00:01:03",,,"https://specieslink.net/col/40",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/40/444338","444338","10132","Engels, M.E.; Mazziero, F.F.F.; Dall´Agnol, R.T.",,,,,"PRESENT",,,,,,"2022-01-17","2022","1","17",,,,,,,"BR","São Paulo",,"São Bernardo do Campo","Represa Billings.",,,,"-23.765556","-46.509444",,,,,,,,,,,,,,,,,"Poaceae",,,,,,,"Plantae","Tracheophyta","Liliopsida","Poales",,"Poaceae",,,,,,,,,,,"family",,"ACCEPTED",,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,TRUE,FALSE,,"Poaceae",,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/MBM444338","Brasil","772",,,,"WGS84",,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBM",,"Engels, M.E.","10132","2022",,,"Mazziero, F.F.F.; Dall´agnol, R.T.","Engels",,"brazil","sao paulo","sao bernardo do campo","represa billings",,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.765556,-46.509444,"coord_original","seconds","check_local.2municip.","Poaceae","Barnhart","family_as_genus","Poaceae","Poaceae","Barnhart","family","name accepted","bfo-193",,,"Poaceae Barnhart",,"Poaceae",893622,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","unknown",
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"444338","10132","Engels, M.E.; Mazziero, F.F.F.; Dall´Agnol, R.T.",,,,,,,,,,,,"2022","01","17",,,,,,,,"São Paulo","São Bernardo do Campo","São Bernardo do Campo","Represa Billings.",,,,"-23.7655556","-46.5094444",,,,,,,,,,,,,,,,,"Poaceae",,,,,,,"Plantae",,,,,"Poaceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brasil","772",,,,,,"23º45'56''S","46º30'34''W",,"Splink",,,,,,,,,,"MBM444338",,,,,,,,,,,,,,,,,,,"MBM",,"Engels, M.E.","10132","2022",,,"Mazziero, F.F.F.; Dall´agnol, R.T.","Engels",,"brazil","sao paulo","sao bernardo do campo","represa billings",,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.7655556,-46.5094444,"coord_original","miliseconds","check_local.2municip.","Poaceae","Barnhart","family_as_genus","Poaceae","Poaceae","Barnhart","family","name accepted","bfo-193",,,"Poaceae Barnhart",,"Poaceae",1483051,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","unknown",
"gbif","2.1873570484801e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5890292",,,,,,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"5890292","MBM00436779","1419","Marinero, F.;Nardin, E.C.",,,,,"PRESENT",,,,,,"2020-10-26","2020","10","26","2020-10-26",,,,,,"BR","São Paulo",,"São Bernardo do Campo",,,,,"-23.759444","-46.510556",,,,,,,,,,,,,,,,,"Malpighiaceae",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales",,"Malpighiaceae",,,,,,,,,,,"family",,"ACCEPTED",,"5c9a924c-8d45-4452-8604-415a118578aa",,,TRUE,FALSE,,"Malpighiaceae",,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/mbm/mbm/0/43/67/79/mbm00436779.dzi","Brazil","856",,,,,,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBM",,"Marinero, F.","1419","2020",,,"Nardin, E.C.","Marinero",,"brazil","sao paulo","sao bernardo do campo",,,"municipality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.759444,-46.510556,"coord_original","seconds","ok_same_resolution","Malpighiaceae","Juss.","family_as_genus","Malpighiaceae","Malpighiaceae","Juss.","family","name accepted","bfo-155",,,"Malpighiaceae Juss.",,"Malpighiaceae",768025,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","unknown",
"speciesLink",,,"2024-10-31T15:52:56",,,"546",,"PUCPR","HUCP",,"S",,,,"27134","s.n.","Engels, ME; Dall Agnol, RT; Mazziero, FFF",,,,,,,,,,,,"2022","01","18",,,,,,,,"São Paulo","São Bernardo do Campo","São Bernardo do Campo","Parque Estadual Águas da Billings",,,,"-23.76","-46.511389",,,,,,,,,,,,"Canestraro, BK",,"2022-NA-NA",,,"Trematodon",,,,,,,"Plantae","Bryidae",,,,"Bruchiaceae",,,,"Trematodon",,,,,,,,,,,,,,,,,,"Trematodon",,,,,,,"Brasil","747","747",,,,,"-23.76","-46.511389",,"Splink",,,,,,"2022",,,,"HUCP00027134",,,,,,,,,,,,,,,,,,,"HUCP",,"Engels, M.E.",,"2022","Canestraro, B.K.","2022","Agnol, R.T.D.; Mazziero, F.F.F.","Engels",,"brazil","sao paulo","sao bernardo do campo","parque estadual aguas da billings",,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.76,-46.511389,"coord_original","seconds","check_local.2municip.","Trematodon sp.",,"indet",,"Trematodon sp.",,"genus","not found",,,,"Trematodon sp.","Trematodon","Cannabaceae",1634102,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","High","locality_exact","low",
"gbif","2.44752773600721e-314",,"2025-01-01 12:02:17",,,"https://specieslink.net/col/45",,"UFPR","UPCB",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/45/109792","109792","11310","Engels, M.E.",,,,,"PRESENT",,,,,,"2024-01-23","2024","1","23",,,,,,,"BR","São Paulo",,"São Bernardo do Campo","Parque das Águas da Billings",,,,"-23.760833","-46.510833",,,,,,,,,,,,"Engels, M.E.",,"2024-01-23",,,"Microchilus C.Presl",,,,,,,"Plantae","Tracheophyta","Liliopsida","Asparagales",,"Orchidaceae",,,,"Microchilus","Microchilus",,,,,,"genus",,"ACCEPTED",,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,TRUE,FALSE,,"Microchilus C.Presl","Microchilus hylibates","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0070822","Brasil","745",,,,"WGS84",,,,"(Rchb.f.) E.C.Smidt & M.W.Chase","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UPCB",,"Engels, M.E.","11310","2024","Engels, M.E.","2024",,"Engels",,"brazil","sao paulo","sao bernardo do campo","parque das aguas da billings",,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.760833,-46.510833,"coord_original","seconds","check_local.2municip.","Microchilus","C.Presl","name_w_authors","Orchidaceae","Microchilus","C.Presl","genus","name accepted","bfo-11843",,,"Microchilus C.Presl","Microchilus","Orchidaceae",817162,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","low",
"gbif","2.4702383680525e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6736123",,,,,,"UPCB","UPCB",,"PRESERVED_SPECIMEN",,,"6736123","UPCB00070822","11310","Engels, M.E.",,,,,"PRESENT",,,,,,"2024-01-23","2024","1","23","2024-01-23",,,,,,"BR","São Paulo",,"São Bernardo do Campo","Parque das Águas da Billings",,,,"-23.760833","-46.510833",,,,,,,,,,,,"Engels, M.E.",,"2024-01-23",,,"Microchilus C.Presl",,,,,,,"Plantae","Tracheophyta","Liliopsida","Asparagales",,"Orchidaceae",,,,"Microchilus","Microchilus",,,,,,"genus",,"ACCEPTED",,"339e9de5-ee9a-4718-8837-0bc5b4f933f5",,,TRUE,FALSE,,"Microchilus C.Presl","microchilus hylibates (rchb.f.) e.c.smidt & m.w.chase","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/upcb/upcb/0/7/8/22/upcb00070822.dzi","Brasil","745",,,,,,,,"(Rchb.f.) E.C.Smidt & M.W.Chase","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UPCB",,"Engels, M.E.","11310","2024","Engels, M.E.","2024",,"Engels",,"brazil","sao paulo","sao bernardo do campo","parque das aguas da billings",,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.760833,-46.510833,"coord_original","seconds","check_local.2municip.","Microchilus","C.Presl","name_w_authors","Orchidaceae","Microchilus","C.Presl","genus","name accepted","bfo-11843",,,"Microchilus C.Presl","Microchilus","Orchidaceae",910824,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","low",
"gbif","2.22745821962505e-314",,"2023-12-14 18:12:09",,,"https://specieslink.net/col/232",,"UTFPR-CP","HCF",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/232/37923","37923","10130","M.E. Engels",,,,,"PRESENT",,,,,,"2022-01-17","2022","1","17",,,,,,,"BR","Sp",,"São Bernardo do Campo","Represa Billings",,,,"-23.765556","-46.509444",,,,,,,,,,,,"M.E. Engels",,"2022-01-17",,,"Cybianthus Mart.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Ericales",,"Primulaceae",,,,"Cybianthus","Cybianthus",,,,,,"genus",,"ACCEPTED",,"dd31ac22-63d4-4bb4-a987-5eece5ffadb8",,,TRUE,FALSE,,"Cybianthus Mart.","Cybianthus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil","772","772",,,"WGS84",,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HCF","code not found","Engels, M.E.","10130","2022","Engels, M.E.","2022",,"Engels",,"brazil","sao paulo","sao bernardo do campo","represa billings",,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.765556,-46.509444,"coord_original","seconds","check_local.2municip.","Cybianthus","Mart.","name_w_authors","Primulaceae","Cybianthus","Mart.","genus","name accepted","bfo-19800",,,"Cybianthus Mart.","Cybianthus","Primulaceae",779856,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","low",
"gbif","2.4702313656601e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6498473",,,,,,"HCF","HCF",,"PRESERVED_SPECIMEN",,,"6498473","HCF00038737","10130","M.E. Engels F.F.F. Mazziero;R.T. Dall'Agnol",,,,,"PRESENT",,,,,,"2022-01-17","2022","1","17","2022-01-17",,,,,,"BR","São Paulo",,"São Bernardo do Campo",,,,,"-23.765556","-46.509444",,,,,,,,,,,,"M.E. Engels",,"2022-01-17",,,"Cybianthus Mart.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Ericales",,"Primulaceae",,,,"Cybianthus","Cybianthus",,,,,,"genus",,"ACCEPTED",,"8766db9d-86a9-4db5-81ff-d3632826d5b9",,"StillImage",TRUE,FALSE,,"Cybianthus Mart.","Cybianthus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/hcf/hcf/000/38/73/7/hcf00038737.dzi","Brasil","772","772",,,,,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HCF",,"Mazziero, M.E.E.F.F.F.","10130","2022","Engels, M.E.","2022","Dall'agnol, R.T.","Mazziero",,"brazil","sao paulo","sao bernardo do campo",,,"municipality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.765556,-46.509444,"coord_original","seconds","ok_same_resolution","Cybianthus","Mart.","name_w_authors","Primulaceae","Cybianthus","Mart.","genus","name accepted","bfo-19800",,,"Cybianthus Mart.","Cybianthus","Primulaceae",910715,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","low",
"speciesLink",,,"2023-12-14T18:12:09",,,"232",,"UTFPR","HCF",,"PreservedSpecimen",,,,"37923","10130","M.E. Engels",,,,,,,,,,,,"2022","01","17",,,,,,,,"SP","São Bernardo do Campo","São Bernardo do Campo","Represa Billings",,,,"-23.765556","-46.509444",,,,,,,,,,,,"M.E. Engels",,"2022-01-17",,,"Cybianthus",,,,,,,"Plantae",,,,,"Primulaceae",,,,"Cybianthus",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil","772","772",,,,,"23°45'56"" S","46°30'34"" W",,"Splink","17",,,"01",,"2022",,,,"HCF000038737",,,,,,,,,,,,,,,,,,,"HCF",,"Engels, M.E.","10130","2022","Engels, M.E.","2022",,"Engels",,"brazil","sao paulo","sao bernardo do campo","represa billings",,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county",TRUE,-23.765556,-46.509444,"coord_original","seconds","check_local.2municip.","Cybianthus","Mart.","indet","Primulaceae","Cybianthus","Mart.","genus","name accepted","bfo-19800",,,"Cybianthus Mart.","Cybianthus","Primulaceae",1131627,"brazil_sao paulo_sao bernardo campo","Brazil","São Paulo","São Bernardo do Campo",,"ibge","Low","coord_original","low",
