"type","bibliographicCitation","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","verbatimLatitude","verbatimLongitude","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","scientificNameAuthorship","taxonomicStatus","latitude","longitude","acceptedScientificName","dayIdentified","monthIdentified","yearIdentified","verbatimScientificName","species","taxonID","geodeticDatum","associatedMedia","virtualDuplicates","duplicates","barcode","downloadedFrom","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","loc.check","geo.check","cult.check","out.check","dist.check","dist.check.obs","species.new","recordID","confidenceLocality","selectionCategory","Nome_UC"
,,"https://specieslink.net/col/1",,"IPA/SP","SP",,"PRESERVED_SPECIMEN","392413","63","Santos, AL; et al.",,"2007-05-16","2007","5","16",,,,"Brasil","BR","São Paulo",,"São José do Barreiro","Serra da Bocaina, Fazenda Floresta. Estrada para Pousada Recanto da Bocaina.",,,"-22.719722","-44.6175",,,,,"Viana, PL","2007-10-01",,"Axonopus siccus (Nees) Kuhlm.","Poaceae","Axonopus","species","(Nees) Kuhlm.","ACCEPTED",,,"Axonopus siccus (Nees) Kuhlm.",,,,"Axonopus siccus","Axonopus siccus",,"WGS84","https://images.cria.org.br/viewer/SP042180",,,,"GBIF","SP","code not found","Santos, A.L.","63","2007","Viana, P.L.","2007",,"Santos",,"brazil","sao paulo","sao jose do barreiro","serra da bocaina, fazenda floresta, estrada para pousada recanto da bocaina","serra da bocaina","locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge",TRUE,-22.719722,-44.6175,"coord_original","seconds","Axonopus siccus","(Nees) Kuhlm.","name_w_authors","Poaceae","Axonopus siccus","(Nees) Kuhlm.","species","name accepted","bfo-13053",,,"Axonopus siccus (Nees) Kuhlm.","Axonopus","Poaceae","high","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","Axonopus siccus",411840,"Low","coord_original","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POUSADA CAMPOS DA BOCAINA"
,,,,"JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN","RB01425358","163","D.S. Gissi; J. Prado, R.Y. Hirai e D.T. Vasques",,"2015-02-23","2015","2","23",,,,"Brasil","BR","São Paulo",,"São José do Barreiro","Trilha atrás da Pousada Campos da Bocaina",,,"-22.72","-44.618889",,"22º43´12´´","44º37´8´´W",,"D.S. Gissi","2015-02-01",,"Phlegmariurus acerosus (Sw.) B.Øllg.","Lycopodiaceae","Phlegmariurus","species","(Sw.) B.Øllg.","ACCEPTED",,,"Phlegmariurus acerosus (Sw.) B.Øllg.",,,,"Phlegmariurus acerosus (Sw.) B.Øllg.","Phlegmariurus acerosus",,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/42/53/58/01425358.jpg",,,,"GBIF","RB",,"Gissi, D.S.","163","2015","Gissi, D.S.","2015","Prado, J.; Hirai, R.Y.; Vasques, D.T.","Gissi",,"brazil","sao paulo","sao jose do barreiro","trilha atras da pousada campos da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge",TRUE,-22.72,-44.618889,"coord_original","seconds","Phlegmariurus acerosus","(Sw.) B.Øllg.","name_w_authors","Lycopodiaceae","Phlegmariurus acerosus","(Sw.) B.Øllg.","species","name accepted","bfo-128495",,,"Phlegmariurus acerosus (Sw.) B.Øllg.","Phlegmariurus","Lycopodiaceae","low","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","Phlegmariurus acerosus",435384,"Low","coord_original","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POUSADA CAMPOS DA BOCAINA"
"Physical Object",,,,"JBRJ","RB",,,"RB01425358","163","D.S. Gissi; J. Prado, R.Y. Hirai e D.T. Vasques",,"2015-02-23","2015","2","23",,,,"Brasil","BR","São Paulo",,"São José do Barreiro","Trilha atrás da Pousada Campos da Bocaina",,,"-22.72","-44.6188889",,"22º43´12´´","44º37´8´´W",,"D.S. Gissi","2015-2",,"Phlegmariurus acerosus (Sw.) B.Øllg.","Lycopodiaceae","Phlegmariurus","species","(Sw.) B.Øllg.",,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/42/53/58/01425358.jpg",,,,"JABOT","RB",,"Gissi, D.S.","163","2015","Gissi, D.S.","2015","Prado, J.; Hirai, R.Y.; Vasques, D.T.","Gissi",,"brazil","sao paulo","sao jose do barreiro","trilha atras da pousada campos da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge",TRUE,-22.72,-44.6188889,"coord_original","miliseconds","Phlegmariurus acerosus","(Sw.) B.Øllg.","name_w_authors","Lycopodiaceae","Phlegmariurus acerosus","(Sw.) B.Øllg.","species","name accepted","bfo-128495",,,"Phlegmariurus acerosus (Sw.) B.Øllg.","Phlegmariurus","Lycopodiaceae","low","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","Phlegmariurus acerosus",787495,"Low","coord_original","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POUSADA CAMPOS DA BOCAINA"
,,,,"JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN","RB01425361","164","D.S. Gissi; J. Prado, R.Y. Hirai e D.T. Vasques","Presença de riacho","2015-02-23","2015","2","23",,,"Presença de riacho","Brasil","BR","São Paulo",,"São José do Barreiro","Trilha atrás da Pousada Campos da Bocaina",,,"-22.72","-44.618889",,"22º43´12´´","44º37´8´´W",,"D.S. Gissi","2015-02-01",,"Cheiroglossa palmata (L.) C.Presl","Ophioglossaceae","Cheiroglossa","species","(L.) C.Presl","ACCEPTED",,,"Cheiroglossa palmata (L.) C.Presl",,,,"Cheiroglossa palmata (L.) C.Presl","Cheiroglossa palmata",,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/42/53/61/01425361.jpg",,,,"GBIF","RB",,"Gissi, D.S.","164","2015","Gissi, D.S.","2015","Prado, J.; Hirai, R.Y.; Vasques, D.T.","Gissi",,"brazil","sao paulo","sao jose do barreiro","trilha atras da pousada campos da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge",TRUE,-22.72,-44.618889,"coord_original","seconds","Cheiroglossa palmata","(L.) C.Presl","name_w_authors","Ophioglossaceae","Cheiroglossa palmata","(L.) C.Presl","species","name accepted","bfo-116053",,,"Cheiroglossa palmata (L.) C.Presl","Cheiroglossa","Ophioglossaceae","low","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","Cheiroglossa palmata",435414,"Low","coord_original","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POUSADA CAMPOS DA BOCAINA"
"Physical Object",,,,"JBRJ","RB",,,"RB01425361","164","D.S. Gissi; J. Prado, R.Y. Hirai e D.T. Vasques","Presença de riacho","2015-02-23","2015","2","23",,,"Presença de riacho","Brasil","BR","São Paulo",,"São José do Barreiro","Trilha atrás da Pousada Campos da Bocaina",,,"-22.72","-44.6188889",,"22º43´12´´","44º37´8´´W",,"D.S. Gissi","2015-2",,"Cheiroglossa palmata (L.) C.Presl","Ophioglossaceae","Cheiroglossa","species","(L.) C.Presl",,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/42/53/61/01425361.jpg",,,,"JABOT","RB",,"Gissi, D.S.","164","2015","Gissi, D.S.","2015","Prado, J.; Hirai, R.Y.; Vasques, D.T.","Gissi",,"brazil","sao paulo","sao jose do barreiro","trilha atras da pousada campos da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge",TRUE,-22.72,-44.6188889,"coord_original","miliseconds","Cheiroglossa palmata","(L.) C.Presl","name_w_authors","Ophioglossaceae","Cheiroglossa palmata","(L.) C.Presl","species","name accepted","bfo-116053",,,"Cheiroglossa palmata (L.) C.Presl","Cheiroglossa","Ophioglossaceae","low","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","Cheiroglossa palmata",807427,"Low","coord_original","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POUSADA CAMPOS DA BOCAINA"
