"type","bibliographicCitation","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","verbatimLatitude","verbatimLongitude","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","scientificNameAuthorship","taxonomicStatus","latitude","longitude","acceptedScientificName","dayIdentified","monthIdentified","yearIdentified","verbatimScientificName","species","taxonID","geodeticDatum","associatedMedia","virtualDuplicates","duplicates","barcode","downloadedFrom","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","species.new","recordID","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","tax.check","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","geo.check","cult.check","out.check","dist.check","dist.check.obs","numTombo","dup.ID","dup.numb","dup.prop","ref.spec.tax","ref.spec.geo","ref.spec.loc","confidenceLocality","selectionCategory","Nome_UC"
,,"784",,"IBGE","IBGE",,"PRESERVED_SPECIMEN","IBGECarpoteca 90000676","7571","Fonseca, ML; Temponi, L; Alves Pinheiro, LB; Shimizu, SH; Pontoni, DR; Pelech, AS; Costa, J & Mose, J",,,"2024","9","19",,,,"Brasil",,"São Paulo","Cosmópolis","Cosmópolis","ARIE Matão de Cosmópolis. Ponto 50.",,,"-22.6341666","-47.1341666",,"22º38'3''S","47º8'3''W",,"Fonseca, ML","2024-9-19",,"Metrodorea stipularis","Rutaceae","Metrodorea",,"Mart.",,,,,"19","9","2024",,,,,,,,"IBGECarpoteca90000676","Splink","IBGE",,"Fonseca, M.L.","7571","2024","Fonseca, M.L.","2024","Temponi, L.; Pinheiro, L.B.A.; Shimizu, S.H.; Pontoni, D.R.; Pelech, A.S.; Costa, J.; Mose, J.","Fonseca",,"brazil","sao paulo","cosmopolis","arie matao de cosmopolis",,"locality","brazil_sao paulo_cosmopolis","brazil_sao paulo_cosmopolis",-22.65147846,-47.18605057,"county","Metrodorea stipularis","Mart.","possibly_ok","Rutaceae","Metrodorea stipularis","Mart.","species","name accepted","bfo-823",,,"Metrodorea stipularis Mart.","Metrodorea","Rutaceae","Metrodorea stipularis",1376262,"brazil_sao paulo_cosmopolis","Brazil","São Paulo","Cosmópolis",,"ibge","low",TRUE,-22.6341666,-47.1341666,"coord_original","miliseconds","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","IBGE_Carpoteca90000676",,"0","0",,,,"High","plantr_exact","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATÃO DE COSMÓPOLIS"
,,"784",,"IBGE","IBGE",,"PRESERVED_SPECIMEN","IBGECarpoteca 90000677","7572","Fonseca, ML; Temponi, L; Alves Pinheiro, LB; Shimizu, SH; Pontoni, DR; Pelech, AS; Costa, J & Mose, J",,,"2024","9","19",,,,"Brasil",,"São Paulo","Cosmópolis","Cosmópolis","ARIE Matão de Cosmópolis. Ponto 50.",,,"-22.6341666","-47.1341666",,"22º38'3''S","47º8'3''W",,"Fonseca, ML","2024-9-19",,"Hymenaea courbaril","Fabaceae","Hymenaea",,"L.",,,,,"19","9","2024",,,,,,,,"IBGECarpoteca90000677","Splink","IBGE",,"Fonseca, M.L.","7572","2024","Fonseca, M.L.","2024","Temponi, L.; Pinheiro, L.B.A.; Shimizu, S.H.; Pontoni, D.R.; Pelech, A.S.; Costa, J.; Mose, J.","Fonseca",,"brazil","sao paulo","cosmopolis","arie matao de cosmopolis",,"locality","brazil_sao paulo_cosmopolis","brazil_sao paulo_cosmopolis",-22.65147846,-47.18605057,"county","Hymenaea courbaril","L.","possibly_ok","Fabaceae","Hymenaea courbaril","L.","species","name accepted","bfo-22972",,,"Hymenaea courbaril L.","Hymenaea","Fabaceae","Hymenaea courbaril",1375185,"brazil_sao paulo_cosmopolis","Brazil","São Paulo","Cosmópolis",,"ibge","low",TRUE,-22.6341666,-47.1341666,"coord_original","miliseconds","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","IBGE_Carpoteca90000677",,"0","0",,,,"High","plantr_exact","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATÃO DE COSMÓPOLIS"
