"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","verbatimBasisOfRecord","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","geo.check","cult.check","out.check","dist.check","dist.check.obs","confidenceLocality","selectionCategory","tax.check","species.new"
"gbif","5.55226156150412e-315",,"2024-04-22 12:59:40",,,"https://specieslink.net/col/111",,"INMA","MBML-HERBARIO",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/111/7555","7555","1431","G. A. D. C. Franco; & E. P. Teixeira",,,,,"PRESENT",,,,,,"1997-07-04","1997","7","4",,,,,,,"BR","São Paulo",,"São Paulo","Parque Estadual Alberto Loefgreen, próximo à divisão de Dasonomia",,,,"-23.460556","-46.637778",,,,,,,,,,,,,,,,,"Palmae",,,,,,,"Plantae","Tracheophyta","Liliopsida","Arecales",,"Arecaceae",,,,,,,,,,,"family",,"SYNONYM",,"9129ec89-afa7-45af-8b73-509f1f8942ab",,,TRUE,FALSE,,"Arecaceae","Palmae","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,"https://images.cria.org.br/viewer/MBML007555_1 | https://images.cria.org.br/viewer/MBML007555_2","Brasil",,,,,"WGS84",,,,,"GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBML-HERBARIO","code not found","Franco, G.A.D.C.","1431","1997",,,"Teixeira, E.P.","Franco",,"brazil","sao paulo","sao paulo","parque estadual alberto loefgreen",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Palmae sp.",,"indet",,"Palmae sp.",,"family","not found",,,,"Palmae sp.",,"Lycopodiaceae",185839,"TRUE","-23.460556",-46.637778,"coord_original","seconds","ok_county",,,"no_cannot_check","no_match","Low","coord_original","unknown",
"gbif","8.90821632436281e-315",,"2019-05-02 10:53:48",,,"https://specieslink.net/col/339",,"IPA/SP","SP-BRYOPHYTA",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/339/408456","408456","30675","Yano, O.; Yano, T.",,,,,"PRESENT",,,,,,"2007-12-18","2007","12","18",,,,,,,"BR","São Paulo",,"São Paulo","Parque Estadual Alberto Löfgren, Cantareira",,,,,,,,,,,,,,,,,,,,,,"Lejeuneaceae",,,,,,,"Plantae","Marchantiophyta","Jungermanniopsida","Porellales",,"Lejeuneaceae",,,,,,,,,,,"family",,"ACCEPTED",,"f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222",,,FALSE,FALSE,,"Lejeuneaceae","Lejeuneaceae","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"BRASIL",,,,,"WGS84",,,,,"GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP-BRYOPHYTA","code not found","Yano, O.","30675","2007",,,"Yano, T.","Yano",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Lejeuneaceae sp.",,"family_as_genus",,,,"family","not found",,,,,,"Fabaceae",325314,"TRUE","-23.65041685",-46.64802516,"coord_gazet","seconds_centroid","ok_county_gazet",,0,"no_cannot_check","no_match","High","locality_exact","unknown",
"speciesLink",,,"2024-08-06T09:12:28",,,"13",,"IF","SPSF",,"PRESERVED_SPECIMEN",,,,"21765","1431","G.A.D.C. Franco & E.P.Teixeira",,,,,,,,,,,,"1997","07","04",,,,,,,,"SP","São Paulo","São Paulo","Parque Estadual Alberto Löfgren",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,,,,,,"Arecaceae",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Arecales",,"Arecaceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink","PreservedSpecimen",,,,,,,,,,"SPSF00021765","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Franco, G.A.D.C.","1431","1997",,,"Teixeira, E.P.","Franco",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Arecaceae","Bercht. & J.Presl.","family_as_genus","Arecaceae","Arecaceae","Bercht. & J.Presl.","family","name accepted","bfo-53",,,"Arecaceae Bercht. & J.Presl.",,"Arecaceae",980086,"TRUE","-23.540001",-46.630001,"coord_original","miliseconds","ok_county",,0,"no_cannot_check","no_match","High","locality_exact","unknown",
"gbif","1.48007739244462e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4852844",,,,,,"HEPH","HEPH",,"PRESERVED_SPECIMEN",,,"4852844","HEPH00013381","552","Maruyama, A;Cicco, L",,,,,"PRESENT",,,,,,"2016-09-17","2016","9","17","17/09/2016",,,"Erva ca. 1,8 cm alt. Flores de coloração branca; Árvore jovem ca. 2,0 m alt. Botões florais esverdeados",,,"BR","São Paulo",,"Cunha",,,,,"-23.4625","-46.630833",,,,,,,,,,,,"Maruyama, A; Cicco, L",,"2016-09-17",,,"Paubrasilia Gagnon, H.C.Lima & G.P.Lewis",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Paubrasilia","Paubrasilia",,,,,,"genus",,"ACCEPTED",,"1aedcdff-24f2-4925-8e55-23eeef236b0d",,,TRUE,FALSE,,"Paubrasilia Gagnon, H.C.Lima & G.P.Lewis","paubrasilia echinata (lam.) gagnon, h.c.lima & g.p.lewis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/heph/heph/0/1/33/81/heph00013381.dzi","Brasil","715","0",,,,,,,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","GBIF","PRESERVED_SPECIMEN",,,,,"Erva ca. 1,8 cm alt. Flores de coloração branca; Árvore jovem ca. 2,0 m alt. Botões florais esverdeados",,,,,,,,,,,,,,,,,,,,,,,,"HEPH",,"Maruyama, A.","552","2016","Maruyama, A.","2016","Cicco, L.","Maruyama","Cicco, L.","brazil","sao paulo","cunha",,,"municipality","brazil_sao paulo_cunha","brazil_sao paulo_cunha",-23.05263382,-44.94193944,"county","brazil_sao paulo_cunha","Brazil","São Paulo","Cunha",,"ibge","ok_same_resolution","Paubrasilia","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","name_w_authors","Fabaceae","Paubrasilia","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","genus","author misspelled","bfo-602727",,,"Paubrasilia (Lam.) Gagnon, H.C.Lima & G.P.Lewis","Paubrasilia","Fabaceae",537576,"TRUE","-23.4625",-46.630833,"coord_original","seconds","ok_state",,,"no_cannot_check","full_name_match","Low","coord_original","low",
"gbif","5.64920099611708e-315",,"2023-12-20 16:03:59",,,"https://specieslink.net/col/7",,"USP-IB","SPF",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/7/112334","112334","s.n.","Guillaumon, JR",,,,,"PRESENT",,,,,,"1993-10","1993","10",,,,,,,,"BR","São Paulo",,"São Paulo","Parque Estadual Alberto Löfgren",,,,,,,,,,,,,,,,,,,,,,"Tibouchina Aubl.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Myrtales",,"Melastomataceae",,,,"Tibouchina","Tibouchina",,,,,,"genus",,"ACCEPTED",,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,,"Tibouchina Aubl.","Tibouchina","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00112334","Brasil",,,,,"WGS84",,,,,"GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPF","code not found","Guillaumon, J.R.",,"1993",,,,"Guillaumon",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Tibouchina","Aubl.","name_w_authors","Melastomataceae","Tibouchina","Aubl.","genus","name accepted","bfo-9876",,,"Tibouchina Aubl.","Tibouchina","Melastomataceae",189317,"TRUE","-23.65041685",-46.64802516,"coord_gazet","seconds_centroid","ok_county_gazet",,0,"no_cannot_check","full_name_match","High","locality_exact","unknown",
"speciesLink",,,"2023-12-20T16:03:59",,,"7",,"USP","SPF",,"PRESERVED_SPECIMEN",,,,"112334","s.n.","Guillaumon, JR",,,,,,,,,,,,"1993","10",,,,,,,,,"São Paulo","São Paulo","São Paulo","Parque Estadual Alberto Löfgren",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,,,,,,"Tibouchina",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Tibouchina",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink","PreservedSpecimen",,,,,,,,,,"SPF00112334",,,,,,,,,,,,,,,,,,,"SPF",,"Guillaumon, J.R.",,"1993",,,,"Guillaumon",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Tibouchina","Aubl.","indet","Melastomataceae","Tibouchina","Aubl.","genus","name accepted","bfo-9876",,,"Tibouchina Aubl.","Tibouchina","Melastomataceae",1357402,"TRUE","-23.540001",-46.630001,"coord_original","miliseconds","ok_county",,0,"no_cannot_check","full_name_match","High","locality_exact","unknown",
"speciesLink",,,"2024-08-06T09:15:17",,,"13",,"IF","SPSF",,"PRESERVED_SPECIMEN",,,,"52827","s/n","L.V. de Melo",,,,,,,,,,,,"2018","05","13",,,,,,,,"SP","São Paulo","São Paulo","Parque Estadual Alberto Löfgren",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,,,,,,"Sloanea",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Malvales",,"Elaeocarpaceae",,,,"Sloanea",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink","PreservedSpecimen",,,,,,,,,,"SPSF00052827","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Melo, L.V.",,"2018",,,,"Melo",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Sloanea","L.","indet","Elaeocarpaceae","Sloanea","L.","genus","name accepted","bfo-7445",,,"Sloanea L.","Sloanea","Elaeocarpaceae",1000359,"TRUE","-23.540001",-46.630001,"coord_original","miliseconds","ok_county",,0,"no_cannot_check","full_name_match","High","locality_exact","unknown",
"speciesLink",,,"2019-05-02T10:55:27",,,"339",,"IBt","SP-BRYOPHYTA",,,,,,"408458","30677","Yano, O.; Yano, T.",,,,,,,,,,,,"2007","12","18",,,,,,,,"São Paulo","São Paulo","São Paulo","Parque Estadual Alberto Löfgren, Cantareira",,,,"-23.5400009155273","-46.6300010681152",,"53584",,,,,,,,,,,,,,,"Ptychomitrium",,,,,,,"Plantae",,,,,"Ptychomitriaceae",,,,"Ptychomitrium",,,,,,,,,,,,,,,,,,"Ptychomitrium",,,,,,,"BRASIL",,,,,,,"0","0",,"Splink","S",,,,,,,,,,,"Southern America",,,,,,,,,,,,,,,,,,"SP-BRYOPHYTA","code not found","Yano, O.","30677","2007",,,"Yano, T.","Yano",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Ptychomitrium sp.",,"indet",,,,"genus","not found",,,,,"Ptychomitrium","Olacaceae",1097499,"TRUE","-23.5400009155273",-46.6300010681152,"coord_original","miliseconds","ok_county",,0,"no_cannot_check","no_match","High","locality_exact","unknown",
"gbif","8.90821592416963e-315",,"2019-05-02 10:55:27",,,"https://specieslink.net/col/339",,"IPA/SP","SP-BRYOPHYTA",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/339/408458","408458","30677","Yano, O.; Yano, T.",,,,,"PRESENT",,,,,,"2007-12-18","2007","12","18",,,,,,,"BR","São Paulo",,"São Paulo","Parque Estadual Alberto Löfgren, Cantareira",,,,,,,,,,,,,,,,,,,,,,"Ptychomitrium",,,,,,,"Plantae","Bryophyta","Bryopsida","Grimmiales",,"Ptychomitriaceae",,,,"Ptychomitrium","Ptychomitrium",,,,,,"genus",,"ACCEPTED",,"f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222",,,FALSE,FALSE,,"Ptychomitrium Fürnr.","Ptychomitrium Fürnr.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"BRASIL",,,,,"WGS84",,,,"Fürnr.","GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP-BRYOPHYTA","code not found","Yano, O.","30677","2007",,,"Yano, T.","Yano",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Ptychomitrium","Fürnr.","name_w_authors",,,,"genus","not found",,,,,"Ptychomitrium","Olacaceae",325259,"TRUE","-23.65041685",-46.64802516,"coord_gazet","seconds_centroid","ok_county_gazet",,0,"no_cannot_check","no_match","High","locality_exact","unknown",
"gbif","7.72308363398808e-315",,"2024-08-06 09:16:14",,,"https://specieslink.net/col/13",,"IF","SPSF",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/13/51419","51419","574","A. Maruyama & L. Cicco",,,,,"PRESENT",,,,,,"2016-11-01","2016","11","1",,,,,,,"BR","Sp",,"São Paulo",,,,,"-23.460556","-46.635",,,,,,,,,,,,,,,,,"Piper L.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Piperales",,"Piperaceae",,,,"Piper","Piper",,,,,,"genus",,"ACCEPTED",,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,,"Piper L.","Piper","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil","734","734",,,"WGS84",,,,,"GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPSF",,"Maruyama, A.","574","2016",,,"Cicco, L.","Maruyama",,"brazil","sao paulo","sao paulo",,,"municipality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","ok_same_resolution","Piper","L.","name_w_authors","Piperaceae","Piper","L.","genus","name accepted","bfo-12735",,,"Piper L.","Piper","Piperaceae",291826,"TRUE","-23.460556",-46.635,"coord_original","seconds","ok_county",,0,"no_cannot_check","full_name_match","Low","coord_original","unknown",
