"type","bibliographicCitation","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","verbatimLatitude","verbatimLongitude","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","scientificNameAuthorship","taxonomicStatus","latitude","longitude","acceptedScientificName","dayIdentified","monthIdentified","yearIdentified","verbatimScientificName","species","taxonID","geodeticDatum","associatedMedia","virtualDuplicates","duplicates","barcode","downloadedFrom","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","species.new","recordID","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","tax.check","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","geo.check","cult.check","out.check","dist.check","dist.check.obs","numTombo","dup.ID","dup.numb","dup.prop","ref.spec.tax","ref.spec.geo","ref.spec.loc","selectionCategory","confidenceLocality","Nome_UC"
,,"https://specieslink.net/col/189",,"MN","R",,"PRESERVED_SPECIMEN","250724",,"Emmerich, W.",,,,,,,,,"Brasil","BR","São Paulo",,"Campos do Jordão","Parque Estadual de Campos do Jordão, Gleichenial.",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,"WGS84","https://images.cria.org.br/viewer/R010093461",,,,"GBIF","R",,"Emmerich, W.",,,,,,"Emmerich",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1771174,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","R_250724",,"cc","cc",,,,"plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456444","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456444","5769","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5769","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769629,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456444","MO-DUPLICATES_2456444|Tropicos_2456444","1","0.25","MO-DUPLICATES_2456444","MO-DUPLICATES_2456444","MO-DUPLICATES_2456444","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456316","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456316","5761","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5761","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769630,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456316","MO-DUPLICATES_2456316|Tropicos_2456316","1","0.25","MO-DUPLICATES_2456316","MO-DUPLICATES_2456316","MO-DUPLICATES_2456316","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456493","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456493","5772","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5772","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769631,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456493","MO-DUPLICATES_2456493|Tropicos_2456493","1","0.25","MO-DUPLICATES_2456493","MO-DUPLICATES_2456493","MO-DUPLICATES_2456493","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456363","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456363","5764","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5764","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769632,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456363","MO-DUPLICATES_2456363|Tropicos_2456363","1","0.25","MO-DUPLICATES_2456363","MO-DUPLICATES_2456363","MO-DUPLICATES_2456363","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456540","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456540","5775","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5775","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769633,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456540","MO-DUPLICATES_2456540|Tropicos_2456540","1","0.25","MO-DUPLICATES_2456540","MO-DUPLICATES_2456540","MO-DUPLICATES_2456540","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456411","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456411","5767","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5767","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769634,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456411","MO-DUPLICATES_2456411|Tropicos_2456411","1","0.25","MO-DUPLICATES_2456411","MO-DUPLICATES_2456411","MO-DUPLICATES_2456411","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456587","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456587","5778","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5778","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769635,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456587","MO-DUPLICATES_2456587|Tropicos_2456587","1","0.25","MO-DUPLICATES_2456587","MO-DUPLICATES_2456587","MO-DUPLICATES_2456587","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456460","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456460","5770","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5770","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769636,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456460","MO-DUPLICATES_2456460|Tropicos_2456460","1","0.25","MO-DUPLICATES_2456460","MO-DUPLICATES_2456460","MO-DUPLICATES_2456460","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
"PhysicalObject","http://www.tropicos.org/Specimen/2456635","http://biocol.org/urn:lsid:biocol.org:col:15859",,"CTES","Tropicos","Tropicos","PRESERVED_SPECIMEN","2456635","5781","Lidia I. Ferraro",,"1997-09-26","1997","9","26",,,,"Brazil","BR","São Paulo",,,"Campos do Jordão. Parque Estadual de Campos do Jordão; Serra da Mantiqueira",,,,,,,,,,,,"Plantae",,,"kingdom",,"ACCEPTED",,,"Plantae",,,,"Plantae",,,,,,,,"GBIF","Tropicos","code not found","Ferraro, L.I.","5781","1997",,,,"Ferraro",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao","campos do jordao","locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","Plantae sp.",,"indet",,"Plantae sp.",,"kingdom","not found",,,,"Plantae sp.",,"Plantaginaceae",,1769637,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ibge","unknown",TRUE,-22.691958,-45.46331,"coord_gazet","seconds","ok_same_resolution","ok_locality_gazet",,FALSE,"no_cannot_check","no_match","Tropicos_2456635","MO-DUPLICATES_2456635|Tropicos_2456635","1","0.25","MO-DUPLICATES_2456635","MO-DUPLICATES_2456635","MO-DUPLICATES_2456635","plantr_exact","High","PARQUE ESTADUAL CAMPOS DO JORDÃO"
