"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","confidenceLocality","selectionCategory","tax.check","species.new"
"gbif","2.19463714233243e-314",,"2024-11-14 16:17:20",,,"https://specieslink.net/col/16",,"UNESP-FCA","BOTU",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/16/37804","37804","268","Campos, R.P.Monteiro, T.C.; Nascimento, G.M.; Frazão, A.",,,,,"PRESENT",,,,,,"2023-03-02","2023","3","2",,,,,,,"BR","São Paulo",,"Botucatu","Parque Natural Municipal Cachoeira da Marta",,,,"-22.928056","-48.404444",,,,,,,,,,,,"Campos, R.P.",,"2023-03-02",,,"Solanum L.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Solanales",,"Solanaceae",,,,"Solanum","Solanum",,,,,,"genus",,"ACCEPTED",,"92e7a11c-2765-4eee-9341-2a89083e6132",,,TRUE,FALSE,,"Solanum L.","Solanum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOTU","code not found","Campos, R.P.M.C.","268","2023","Campos, R.P.","2023","Nascimento, G.M.; Frazao, A.","Campos",,"brazil","sao paulo","botucatu","parque natural municipal cachoeira da marta",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.928056,-48.404444,"coord_original","seconds","check_local.2municip.","Solanum","L.","name_w_authors","Solanaceae","Solanum","L.","genus","name accepted","bfo-14716",,,"Solanum L.","Solanum","Solanaceae",771381,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","low",
"speciesLink",,,"2025-01-10T15:23:38",,,"16",,"UNESP-IBB","BOTU",,"PreservedSpecimen",,,,"37804","268","Campos, R.P.Monteiro, T.C.; Nascimento, G.M.; Frazão, A.",,,,,,,,,,,,"2023","03","02",,,,,,,,"São Paulo","Botucatu","Botucatu","Parque Natural Municipal Cachoeira da Marta",,,,"-22.928056","-48.404444",,,,,,,,,,,,"Campos, R.P.",,"2023-03-02",,,"Solanum",,,,,,,"Plantae",,,,,"Solanaceae",,,,"Solanum",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"22º55'41""s","48º24'16""w",,"Splink","02",,,"03",,"2023",,,,"BOTU037804","América",,,,,,,,,,,,,,,,,,"BOTU",,"Campos, R.P.M.C.","268","2023","Campos, R.P.","2023","Nascimento, G.M.; Frazao, A.","Campos",,"brazil","sao paulo","botucatu","parque natural municipal cachoeira da marta",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.928056,-48.404444,"coord_original","seconds","check_local.2municip.","Solanum","L.","indet","Solanaceae","Solanum","L.","genus","name accepted","bfo-14716",,,"Solanum L.","Solanum","Solanaceae",1462126,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","low",
"gbif","1.98663071447869e-314",,"2024-11-14 16:17:13",,,"https://specieslink.net/col/16",,"UNESP-FCA","BOTU",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/16/36578","36578","598","Cassola, H.",,,,,"PRESENT",,,,,,"2021-11-12","2021","11","12",,,,,,,"BR","São Paulo",,"Botucatu","Trilha da Cachoeira, PNM Cachoeira da Marta",,,,"-22.931111","-48.406944",,,,,,,,,,,,"Moraes, A.P.",,"2021-11-12",,,"Phoradendron Nutt.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Santalales",,"Viscaceae",,,,"Phoradendron","Phoradendron",,,,,,"genus",,"ACCEPTED",,"92e7a11c-2765-4eee-9341-2a89083e6132",,,TRUE,FALSE,,"Phoradendron Nutt.","Phoradendron","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOTU","code not found","Cassola, H.","598","2021","Moraes, A.P.","2021",,"Cassola",,"brazil","sao paulo","botucatu","trilha da cachoeira",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.931111,-48.406944,"coord_original","seconds","check_local.2municip.","Phoradendron","Nutt.","name_w_authors","Santalaceae","Phoradendron","Nutt.","genus","name accepted","bfo-14413",,,"Phoradendron Nutt.","Phoradendron","Santalaceae",754785,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","low",
"speciesLink",,,"2025-01-10T15:23:28",,,"16",,"UNESP-IBB","BOTU",,"PreservedSpecimen",,,,"36578","598","Cassola, H.",,,,,,,,,,,,"2021","11","12",,,,,,,,"São Paulo","Botucatu","Botucatu","Trilha da Cachoeira, PNM Cachoeira da Marta",,,,"-22.931111","-48.406944",,,,,,,,,,,,"Moraes, A.P.",,"2021-11-12",,,"Phoradendron",,,,,,,"Plantae",,,,,"Santalaceae",,,,"Phoradendron",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"22º55'52""s","48º24'25""w",,"Splink","12",,,"11",,"2021",,,,"BOTU036578","América",,,,,,,,,,,,,,,,,,"BOTU",,"Cassola, H.","598","2021","Moraes, A.P.","2021",,"Cassola",,"brazil","sao paulo","botucatu","trilha da cachoeira",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.931111,-48.406944,"coord_original","seconds","check_local.2municip.","Phoradendron","Nutt.","indet","Santalaceae","Phoradendron","Nutt.","genus","name accepted","bfo-14413",,,"Phoradendron Nutt.","Phoradendron","Santalaceae",1451516,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","low",
"gbif","2.22747445165778e-314",,"2024-11-14 16:16:44",,,"https://specieslink.net/col/16",,"UNESP-FCA","BOTU",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/16/38204","38204","415","Nascimento, G.M.Campos, R.P.; Monteiro, T.C.; Frazão, A.",,,,,"PRESENT",,,,,,"2023-03-02","2023","3","2",,,,,,,"BR","São Paulo",,"Botucatu","Parque Natural Municipal Cachoeira da Marta",,,,"-22.929722","-48.405556",,,,,,,,,,,,"Nascimento, G.M.",,"2023-03-01",,,"Passiflora L.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales",,"Passifloraceae",,,,"Passiflora","Passiflora",,,,,,"genus",,"ACCEPTED",,"92e7a11c-2765-4eee-9341-2a89083e6132",,,TRUE,FALSE,,"Passiflora L.","Passiflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOTU","code not found","Nascimento, G.M.C.P.","415","2023","Nascimento, G.M.","2023","Monteiro, T.C.; Frazao, A.","Nascimento",,"brazil","sao paulo","botucatu","parque natural municipal cachoeira da marta",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.929722,-48.405556,"coord_original","seconds","check_local.2municip.","Passiflora","L.","name_w_authors","Passifloraceae","Passiflora","L.","genus","name accepted","bfo-12506",,,"Passiflora L.","Passiflora","Passifloraceae",780185,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","low",
"speciesLink",,,"2025-01-10T15:22:56",,,"16",,"UNESP-IBB","BOTU",,"PreservedSpecimen",,,,"38204","415","Nascimento, G.M.Campos, R.P.; Monteiro, T.C.; Frazão, A.",,,,,,,,,,,,"2023","03","02",,,,,,,,"São Paulo","Botucatu","Botucatu","Parque Natural Municipal Cachoeira da Marta",,,,"-22.929722","-48.405556",,,,,,,,,,,,"Nascimento, G.M.",,"2023-03-NA",,,"Passiflora",,,,,,,"Plantae",,,,,"Passifloraceae",,,,"Passiflora",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"22º55'47""s","48º24'20""w",,"Splink",,,,"03",,"2023",,,,"BOTU038204","América",,,,,,,,,,,,,,,,,,"BOTU",,"Nascimento, G.M.C.P.","415","2023","Nascimento, G.M.","2023","Monteiro, T.C.; Frazao, A.","Nascimento",,"brazil","sao paulo","botucatu","parque natural municipal cachoeira da marta",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.929722,-48.405556,"coord_original","seconds","check_local.2municip.","Passiflora","L.","indet","Passifloraceae","Passiflora","L.","genus","+1 name, but 1 accepted","bfo-12506","Passiflora","L.","Passiflora L.","Passiflora","Passifloraceae",1451401,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","low",
"gbif","1.98663070410331e-314",,"2023-01-10 11:11:41",,,"https://specieslink.net/col/16",,"UNESP-FCA","BOTU",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/16/36564","36564","537","Cassola, H.",,,,,"PRESENT",,,,,,"2021-07-02","2021","7","2",,,,,,,"BR","São Paulo",,"Botucatu","Zona de Amortecimento do PNM Cachoeira da Marta",,,,"-22.930833","-48.407778",,,,,,,,,,,,,,,,,"Dasyphyllum Kunth",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Dasyphyllum","Dasyphyllum",,,,,,"genus",,"ACCEPTED",,"92e7a11c-2765-4eee-9341-2a89083e6132",,,TRUE,FALSE,,"Dasyphyllum Kunth","Dasyphyllum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOTU","code not found","Cassola, H.","537","2021",,,,"Cassola",,"brazil","sao paulo","botucatu","zona de amortecimento do pnm cachoeira da marta",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.930833,-48.407778,"coord_original","seconds","check_local.2municip.","Dasyphyllum","Kunth","indet","Asteraceae","Dasyphyllum","Kunth","genus","name accepted","bfo-5291",,,"Dasyphyllum Kunth","Dasyphyllum","Asteraceae",754766,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","unknown",
"speciesLink",,,"2023-01-10T11:11:41",,,"16",,"UNESP-IBB","BOTU",,"PreservedSpecimen",,,,"36564","537","Cassola, H.",,,,,,,,,,,,"2021","07","02",,,,,,,,"São Paulo","Botucatu","Botucatu","Zona de Amortecimento do PNM Cachoeira da Marta",,,,"-22.930833","-48.407778",,,,,,,,,,,,,,,,,"Dasyphyllum",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Dasyphyllum",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"22º55'51""s","48º24'28""w",,"Splink",,,,,,,,,,"BOTU036564","América",,,,,,,,,,,,,,,,,,"BOTU",,"Cassola, H.","537","2021",,,,"Cassola",,"brazil","sao paulo","botucatu","zona de amortecimento do pnm cachoeira da marta",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.930833,-48.407778,"coord_original","seconds","check_local.2municip.","Dasyphyllum","Kunth","indet","Asteraceae","Dasyphyllum","Kunth","genus","name accepted","bfo-5291",,,"Dasyphyllum Kunth","Dasyphyllum","Asteraceae",1449235,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","unknown",
"gbif","1.95083515893713e-314",,"2024-11-14 16:16:01",,,"https://specieslink.net/col/16",,"UNESP-FCA","BOTU",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/16/36537","36537","564","Cassola, H.",,,,,"PRESENT",,,,,,"2021-09-16","2021","9","16",,,,,,,"BR","São Paulo",,"Botucatu","Zona de Amortecimento do PNM Cachoeira da Marta",,,,"-22.930833","-48.407778",,,,,,,,,,,,"Moraes, P.",,"2022-09-13",,,"Nectandra megapotamica (Spreng.) Mez",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Laurales",,"Lauraceae",,,,"Nectandra","Nectandra",,,"megapotamica",,,"species",,"ACCEPTED",,"92e7a11c-2765-4eee-9341-2a89083e6132",,,TRUE,FALSE,"Nectandra megapotamica","Nectandra megapotamica (Spreng.) Mez","Nectandra megapotamica","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"Brasil",,,,,"WGS84",,,,"(Spreng.) Mez","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOTU","code not found","Cassola, H.","564","2021","Moraes, P.","2022",,"Cassola",,"brazil","sao paulo","botucatu","zona de amortecimento do pnm cachoeira da marta",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.930833,-48.407778,"coord_original","seconds","check_local.2municip.","Nectandra megapotamica","(Spreng.) Mez","name_w_authors","Lauraceae","Nectandra megapotamica","(Spreng.) Mez","species","name accepted","bfo-8431",,,"Nectandra megapotamica (Spreng.) Mez","Nectandra","Lauraceae",694889,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","high","Nectandra megapotamica"
"speciesLink",,,"2025-01-10T15:22:07",,,"16",,"UNESP-IBB","BOTU",,"PreservedSpecimen",,,,"36537","564","Cassola, H.",,,,,,,,,,,,"2021","09","16",,,,,,,,"São Paulo","Botucatu","Botucatu","Zona de Amortecimento do PNM Cachoeira da Marta",,,,"-22.930833","-48.407778",,,,,,,,,,,,"Moraes, P.",,"2022-09-13",,,"Nectandra megapotamica",,,,,,,"Plantae",,,,,"Lauraceae",,,,"Nectandra",,,,"megapotamica",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"22º55'51""s","48º24'28""w","(Spreng.) Mez","Splink","13",,,"09",,"2022",,,,"BOTU036537","América",,,,,,,,,,,,,,,,,,"BOTU",,"Cassola, H.","564","2021","Moraes, P.","2022",,"Cassola",,"brazil","sao paulo","botucatu","zona de amortecimento do pnm cachoeira da marta",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.930833,-48.407778,"coord_original","seconds","check_local.2municip.","Nectandra megapotamica","(Spreng.) Mez","possibly_ok","Lauraceae","Nectandra megapotamica","(Spreng.) Mez","species","name accepted","bfo-8431",,,"Nectandra megapotamica (Spreng.) Mez","Nectandra","Lauraceae",1460970,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","High","locality_exact","high","Nectandra megapotamica"
