"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","confidenceLocality","selectionCategory","species.new","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","tax.check"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"232858","464","Goldenberg, R",,,,,,,,,,,,,,"8",,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso, Estrada da Captação.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Goldenberg, R",,,,,"Tibouchina multiceps",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Tibouchina",,,,"multiceps",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"Cogn.","Splink",,,,,,,,,,"MBM232858",,,,,,,,,,,,,,,,,,,"MBM",,"Goldenberg, R.","464",,"Goldenberg, R.",,,"Goldenberg",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","check_local.2municip.","Pleroma sellowianum","(Cham.) P.J.F.Guim. & Michelang.","possibly_ok","Melastomataceae","Pleroma sellowianum","(Cham.) P.J.F.Guim. & Michelang.","species","name misspelled|replaced synonym","bfo-612277","Pleroma sellowianum","(Cham.) P.J.F.Guim. & Michelang.","Pleroma sellowianum (Cham.) P.J.F.Guim. & Michelang.","Pleroma","Melastomataceae",259402,"High","locality_exact","Pleroma sellowianum","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso, estrada da captacao",,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"240074","791","Kozera, C",,,,,,,,,,,,,,"8",,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Martins, AB",,,,,"Clidemia blepharodes",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Clidemia",,,,"blepharodes",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"DC.","Splink",,,,,,,,,,"MBM240074",,,,,,,,,,,,,,,,,,,"MBM",,"Kozera, C.","791",,"Martins, A.B.",,,"Kozera",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","ok_same_resolution","Pleiochiton blepharodes","(DC.) Reginato et al.","possibly_ok","Melastomataceae","Pleiochiton blepharodes","(DC.) Reginato et al.","species","replaced synonym","bfo-117217","Pleiochiton blepharodes","(DC.) Reginato et al.","Pleiochiton blepharodes (DC.) Reginato et al.","Pleiochiton","Melastomataceae",259452,"High","locality_exact","Pleiochiton blepharodes","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso",,"locality","brazil_sao paulo_cananeia_parque estadual ilha cardoso","brazil_sao paulo_cananeia_pe ilha cardoso",-25.081975,-47.92687,"locality","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"232357","465","Goldenberg, R",,,,,,,,,,,,,,"8",,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso, Estrada da Captação.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Goldenberg, R",,,,,"Ossaea sanguinea",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Ossaea",,,,"sanguinea",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"Cogn.","Splink",,,,,,,,,,"MBM232357",,,,,,,,,,,,,,,,,,,"MBM",,"Goldenberg, R.","465",,"Goldenberg, R.",,,"Goldenberg",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","check_local.2municip.","Ossaea sanguinea","Cogn.","possibly_ok","Melastomataceae","Ossaea sanguinea","Cogn.","species","name accepted","bfo-9840",,,"Ossaea sanguinea Cogn.","Ossaea","Melastomataceae",260025,"High","locality_exact","Ossaea sanguinea","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso, estrada da captacao",,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"176048","754","Melo, MRF; et al.",,,,,,,,,,,,,,"23",,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Baitello, JB",,,,,"Ocotea laxa",,,,,,,"Plantae",,,,,"Lauraceae",,,,"Ocotea",,,,"laxa",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"(Nees) Mez","Splink",,,,,,,,,,"MBM176048",,,,,,,,,,,,,,,,,,,"MBM",,"Melo, M.R.F.","754",,"Baitello, J.B.",,,"Melo",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","ok_same_resolution","Ocotea laxa","(Nees) Mez","possibly_ok","Lauraceae","Ocotea laxa","(Nees) Mez","species","name accepted","bfo-8468",,,"Ocotea laxa (Nees) Mez","Ocotea","Lauraceae",260211,"High","locality_exact","Ocotea laxa","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso",,"locality","brazil_sao paulo_cananeia_parque estadual ilha cardoso","brazil_sao paulo_cananeia_pe ilha cardoso",-25.081975,-47.92687,"locality","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"232865","461","Goldenberg, R",,,,,,,,,,,,,,"8",,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso, Estrada da Conceição.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Goldenberg, R",,,,,"Miconia pusilliflora",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Miconia",,,,"pusilliflora",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"(DC.) Naudin","Splink",,,,,,,,,,"MBM232865",,,,,,,,,,,,,,,,,,,"MBM",,"Goldenberg, R.","461",,"Goldenberg, R.",,,"Goldenberg",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","check_local.2municip.","Miconia pusilliflora","(DC.) Naudin","possibly_ok","Melastomataceae","Miconia pusilliflora","(DC.) Naudin","species","name accepted","bfo-9754",,,"Miconia pusilliflora (DC.) Naudin","Miconia","Melastomataceae",261067,"High","locality_exact","Miconia pusilliflora","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso, estrada da conceicao",,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"232864","462","Goldenberg, R",,,,,,,,,,,,,,"8",,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso, Estrada da Captação.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Goldenberg, R",,,,,"Miconia fasciculata",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Miconia",,,,"fasciculata",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"Gardner","Splink",,,,,,,,,,"MBM232864",,,,,,,,,,,,,,,,,,,"MBM",,"Goldenberg, R.","462",,"Goldenberg, R.",,,"Goldenberg",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","check_local.2municip.","Miconia fasciculata","Gardner","possibly_ok","Melastomataceae","Miconia fasciculata","Gardner","species","name accepted","bfo-9703",,,"Miconia fasciculata Gardner","Miconia","Melastomataceae",261154,"High","locality_exact","Miconia fasciculata","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso, estrada da captacao",,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"232860","463","Goldenberg, R",,,,,,,,,,,,,,"8",,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso, estrada da Captação.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Goldenberg, R",,,,,"Leandra reversa",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Leandra",,,,"reversa",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"(DC.) Cogn.","Splink",,,,,,,,,,"MBM232860",,,,,,,,,,,,,,,,,,,"MBM",,"Goldenberg, R.","463",,"Goldenberg, R.",,,"Goldenberg",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","check_local.2municip.","Leandra reversa","(DC.) Cogn.","possibly_ok","Melastomataceae","Leandra reversa","(DC.) Cogn.","species","name accepted","bfo-9606",,,"Leandra reversa (DC.) Cogn.","Leandra","Melastomataceae",261666,"High","locality_exact","Leandra reversa","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso, estrada da captacao",,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"232861","466","Goldenberg, R",,,,,,,,,,,,,,"8",,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso, Estrada da Captação.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Goldenberg, R",,,,,"Leandra melastomoides",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Leandra",,,,"melastomoides",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"Raddi","Splink",,,,,,,,,,"MBM232861",,,,,,,,,,,,,,,,,,,"MBM",,"Goldenberg, R.","466",,"Goldenberg, R.",,,"Goldenberg",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","check_local.2municip.","Leandra melastomoides","Raddi","possibly_ok","Melastomataceae","Leandra melastomoides","Raddi","species","name accepted","bfo-9572",,,"Leandra melastomoides Raddi","Leandra","Melastomataceae",261693,"High","locality_exact","Leandra melastomoides","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso, estrada da captacao",,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2025-05-15T14:27:19",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"4983","761","Mazine, F.F.;Sampaio, D.; Forster, W.; Salmazo, P. B.; Ribeiro, E.",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso. Mata de encosta.",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"Mazine, F.F.;Maruyama, A.",,"2023-05-18",,,"Eugenia expansa",,,,,,,"Plantae",,,,,"Myrtaceae",,,,"Eugenia",,,,"expansa",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"Spring ex Mart.","Splink","18",,,"05",,"2023",,,,"SORO004983",,,,,,,,,,,,,,,,,,,"SORO",,"Mazine, F.F.","761",,"Mazine, F.F.","2023","Sampaio, D.; Forster, W.; Salmazo, P.B.; Ribeiro, E.","Mazine","Maruyama, A.","TRUE","-25.01","-47.919998","coord_original","miliseconds","check_local.2municip.","Eugenia expansa","Spring ex Mart.","possibly_ok","Myrtaceae","Eugenia expansa","Spring ex Mart.","species","name accepted","bfo-10395",,,"Eugenia expansa Spring ex Mart.","Eugenia","Myrtaceae",262525,"High","locality_exact","Eugenia expansa","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso, mata de encosta",,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
"speciesLink",,,"2024-08-06T09:15:47",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"47034","152","D.Sampaio",,,,,,,,,,,,,,,,,,,,,,"SP","Cananéia","Cananéia","Parque Estadual da Ilha do Cardoso",,,,"-25.01","-47.919998",,"37574",,,,,,,,,,"O.T. Aguiar",,"2016-07-11",,,"Eugenia astringens",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales",,"Myrtaceae",,,,"Eugenia",,,,"astringens",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"O.Berg","Splink","11",,,"07",,"2016",,,,"SPSF00047034","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Sampaio, D.","152",,"Aguiar, O.T.","2016",,"Sampaio",,"TRUE","-25.01","-47.919998","coord_original","miliseconds","ok_same_resolution","Eugenia strigipes","O.Berg","possibly_ok","Myrtaceae","Eugenia strigipes","O.Berg","species","name misspelled|check not resolved","bfo-10544",,,"Eugenia strigipes O.Berg","Eugenia","Myrtaceae",262507,"High","locality_exact","Eugenia strigipes","brazil","sao paulo","cananeia","parque estadual da ilha do cardoso",,"locality","brazil_sao paulo_cananeia_parque estadual ilha cardoso","brazil_sao paulo_cananeia_pe ilha cardoso",-25.081975,-47.92687,"locality","brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"ibge","high"
