"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","confidenceLocality","selectionCategory","species.new","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","tax.check"
"speciesLink",,,"2021-12-09T11:05:53",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"318835","1478","Nicolau, SA; Mamede, MCH; Anunciação, EA",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Iguape","Iguape","Estação Ecológica Juréia-Itatins",,,,"-24.700001","-47.549999",,"55628",,,,,,,,,,"Cordeiro, I",,,,,"Sapium glandulosum",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Sapium",,,,"glandulosum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0","(L.) Morong","Splink",,,,,,,,,,"SP0318835",,,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","1478",,"Cordeiro, I.",,"Mamede, M.C.H.; Anunciacao, E.A.","Nicolau",,"TRUE","-24.700001","-47.549999","coord_original","miliseconds","ok_same_resolution","Sapium glandulosum","(L.) Morong","possibly_ok","Euphorbiaceae","Sapium glandulosum","(L.) Morong","species","name accepted","bfo-17664",,,"Sapium glandulosum (L.) Morong","Sapium","Euphorbiaceae",218529,"High","locality_exact","Sapium glandulosum","brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","treeco","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"153620","7221","Sobral, M; et al.",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Peruíbe","Peruíbe","Estação Ecológica Juréia-Itatins.",,,,"-24.32","-46.990002",,"21922",,,,,,,,,,"Barneby, RC",,,,,"Senna silvestris silvestris",,,,,,,"Plantae",,,,,"Fabaceae",,,,"Senna",,,,"silvestris","silvestris",,,,,,,,,,,,,"Senna silvestris silvestris",,,,,,,"Brazil",,,,,,,,,,"Splink",,,,,,,,,,"MBM153620",,,,,,,,,,,,,,,,,,,"MBM",,"Sobral, M.","7221",,"Barneby, R.C.",,,"Sobral",,"TRUE","-24.32","-46.990002","coord_original","miliseconds","ok_same_resolution",,,"variety","Fabaceae",,,"genus","+1 name, but 1 accepted",,,,,,"Fabaceae",217232,"High","locality_exact",,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality","brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ibge","high"
"speciesLink",,,"2025-05-30T16:15:36",,,"204",,"UEFS","HUEFS",,"PreservedSpecimen",,,,"176697","216","Silva, S.J.G.da",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Iguape","Iguape","Estação Ecológica Jureia-Itatins, Serra da Jureia, trilha do Imperador, próximo da casa do vigia.",,,,"-24.700001","-47.549999",,"55628",,,,,,,,,,"M.C.Duarte",,"2006-05-NA",,,"Pseudobombax grandiflorum",,,,,,,"Plantae","Angiospermae","Rosanae","Malvales",,"Malvaceae",,,,"Pseudobombax",,,,"grandiflorum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Cav.) A.Robyns","Splink",,,,"05",,"2006",,,,"HUEFS0176697",,,,,,,,,,,,,,,,,,,"HUEFS",,"Silva, S.J.G.","216",,"Duarte, M.C.","2006",,"Silva",,"TRUE","-24.700001","-47.549999","coord_original","miliseconds","check_local.2municip.","Pseudobombax grandiflorum","(Cav.) A.Robyns","possibly_ok","Malvaceae","Pseudobombax grandiflorum","(Cav.) A.Robyns","species","name accepted","bfo-9195",,,"Pseudobombax grandiflorum (Cav.) A.Robyns","Pseudobombax","Malvaceae",219031,"High","locality_exact","Pseudobombax grandiflorum","brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"ibge","high"
"speciesLink",,,"2023-03-09T11:27:02",,,"2",,"UNICAMP","UEC",,"S",,,,"83458","067","Nicolau, SA",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Iguape","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, mata de planície perto do Rio Verde",,,,"-24.700001","-47.549999",,"55628",,,,,,,,,,"Simões, AO",,"2004-11-NA",,,"Temnadenia odorifera",,,,,,,"Plantae","Magnoliopsida",,,,"Apocynaceae",,,,"Temnadenia",,,,"odorifera",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,"0","0","(Vell.) J.F.Morales","Splink",,,,"11",,"2004",,,,"UEC164812",,,,,,,,,,,,,,,,,,,"UEC",,"Nicolau, S.A.","067",,"Simoes, A.O.","2004",,"Nicolau",,"TRUE","-24.700001","-47.549999","coord_original","miliseconds","check_local.2municip.","Temnadenia odorifera","(Vell.) J.F.Morales","possibly_ok","Apocynaceae","Temnadenia odorifera","(Vell.) J.F.Morales","species","name accepted","bfo-4874",,,"Temnadenia odorifera (Vell.) J.F.Morales","Temnadenia","Apocynaceae",218234,"High","locality_exact","Temnadenia odorifera","brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia, mata de planicie perto do rio verde",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"ibge","high"
"speciesLink",,,"2023-11-29T09:56:55",,,"259",,"UFRGS","ICN",,"S",,,,"120709","7238","Sobral, M; Attili, D",,,,,,,,,,,,,,,,,,,,,,"SP","Peruíbe","Peruíbe","Estação Ecológica da Juréia-Itatins",,,,"-24.32","-46.990002",,"21922",,,,,,,,,,"Pereira, MS",,"2004-NA-NA",,,"Alibertia",,,,,,,"Plantae","Dicotyledon",,,,"Rubiaceae",,,,"Alibertia",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0","A. Rich ex DC.","Splink",,,,,,"2004",,,,,"América do Sul",,,,,,,,,,,,,,,,,,"ICN",,"Sobral, M.","7238",,"Pereira, M.S.","2004","Attili, D.","Sobral",,"TRUE","-24.32","-46.990002","coord_original","miliseconds","ok_same_resolution","Alibertia","A.Rich. ex DC.","indet","Rubiaceae","Alibertia","A.Rich. ex DC.","genus","author misspelled","bfo-13822",,,"Alibertia A.Rich. ex DC.","Alibertia","Rubiaceae",217322,"High","locality_exact",,"brazil","sao paulo","peruibe","estacao ecologica da jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality","brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ibge","high"
"speciesLink",,,"2023-03-29T16:53:16",,,"259",,"UFRGS","ICN",,"S",,,,"182832","364","Moura, C; Francisco, JNC; Novaes, LL; Camargo, TCC",,,,,,,,,,,,"2011","02","10",,,,,,,,"SP","Peruíbe","Peruíbe","Estação Ecológica Juréia-Itatins Barra do Una 24°26'34""S - 47°4'36""W",,,,"-24.442778","-47.076667",,,,,,,,,,,,"Aguiar, OT",,,,,"Myrcia brasiliensis",,,,,,,"Plantae","Dicotyledon",,,,"Myrtaceae",,,,"Myrcia",,,,"brasiliensis",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-24.442778","-47.076667","Kiaersk.","Splink",,,,,,,,,,,"América do Sul",,,,,,,,,,,,,,,,,,"ICN",,"Moura, C.","364","2011","Aguiar, O.T.",,"Francisco, J.N.C.; Novaes, L.L.; Camargo, T.C.C.","Moura",,"TRUE","-24.442778","-47.076667","coord_original","seconds","check_local.2municip.","Myrcia brasiliensis","Kiaersk.","possibly_ok","Myrtaceae","Myrcia brasiliensis","Kiaersk.","species","name accepted","bfo-10672",,,"Myrcia brasiliensis Kiaersk.","Myrcia","Myrtaceae",220216,"High","locality_exact","Myrcia brasiliensis","brazil","sao paulo","peruibe","estacao ecologica jureia-itatins barra do una 24°26'34""s - 47°4'36""w",,"locality","brazil_sao paulo_peruibe","brazil_sao paulo_peruibe",-24.27862337,-47.01267321,"county","brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ibge","high"
"speciesLink",,,"2024-08-06T09:17:13",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"44508","354","C. de Moura & J.N.C.Francisco & R.S.Ribeiro",,,,,,,,,,,,"2011","02","08",,,,,,,,"SP","Peruíbe","Peruíbe","Estação Ecológica Juréia-Itatins",,,,"-24.350278","-47.005278",,,,,,,,,,,,"J.R.Stehmann",,"2011-05-19",,,"Solanum torvum",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Solanales",,"Solanaceae",,,,"Solanum",,,,"torvum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"Sw.","Splink","19",,,"05",,"2011",,,,"SPSF00044508","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Moura, C.","354","2011","Stehmann, J.R.","2011","Francisco, J.N.C.; Ribeiro, R.S.","Moura",,"TRUE","-24.350278","-47.005278","coord_original","seconds","ok_same_resolution","Solanum torvum","Sw.","possibly_ok","Solanaceae","Solanum torvum","Sw.","species","name accepted","bfo-14877",,,"Solanum torvum Sw.","Solanum","Solanaceae",218445,"High","locality_exact","Solanum torvum","brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality","brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ibge","high"
"speciesLink",,,"2025-06-01T12:04:39",,,"224",,"UNB","UB",,"PreservedSpecimen",,,,"174552","356","Moura, C; Francisco, JNC; Ribeiro, RS",,,,,,,,,,,,"2011","02","08",,,,,,,,"São Paulo","Peruíbe","Peruíbe","Estação Ecológica Juréia-Itatins, margem da estrada do Guaraú.",,,,"-24.3538889","-47.0055556",,,,,,,,,,,,"Monteiro, D",,"2011-6-22",,,"Piper gaudichaudianum",,,,,,,"Plantae",,,,,"Piperaceae",,,,"Piper",,,,"gaudichaudianum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"24º21'14''S","47º0'20''W","Kunth","Splink","22",,,"6",,"2011",,,,"UB1060723",,,,,,,,,,,,,,,,,,,"UB","code not found","Moura, C.","356","2011","Monteiro, D.","2011","Francisco, J.N.C.; Ribeiro, R.S.","Moura",,"TRUE","-24.3538889","-47.0055556","coord_original","miliseconds","check_local.2municip.","Piper gaudichaudianum","Kunth","possibly_ok","Piperaceae","Piper gaudichaudianum","Kunth","species","name accepted","bfo-12780",,,"Piper gaudichaudianum Kunth","Piper","Piperaceae",219220,"High","locality_exact","Piper gaudichaudianum","brazil","sao paulo","peruibe","estacao ecologica jureia-itatins, margem da estrada do guarau",,"locality","brazil_sao paulo_peruibe","brazil_sao paulo_peruibe",-24.27862337,-47.01267321,"county","brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ibge","high"
"speciesLink",,,"2024-08-06T09:15:57",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"44503","349","C. de Moura & J.N.C.Francisco & R.S.Ribeiro",,,,,,,,,,,,"2011","02","08",,,,,,,,"SP","Iguape","Iguape","Estação Ecológica Juréia - Itatins",,,,"-24.353889","-47.005556",,,,,,,,,,,,"O.T. Aguiar",,"2011-03-02",,,"Myrceugenia myrcioides",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales",,"Myrtaceae",,,,"Myrceugenia",,,,"myrcioides",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Camb.) O.Berg","Splink","02",,,"03",,"2011",,,,"SPSF00044503","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Moura, C.","349","2011","Aguiar, O.T.","2011","Francisco, J.N.C.; Ribeiro, R.S.","Moura",,"TRUE","-24.353889","-47.005556","coord_original","seconds","ok_same_resolution","Myrceugenia myrcioides","(Cambess.) O.Berg","possibly_ok","Myrtaceae","Myrceugenia myrcioides","(Cambess.) O.Berg","species","author misspelled","bfo-10648",,,"Myrceugenia myrcioides (Cambess.) O.Berg","Myrceugenia","Myrtaceae",220259,"High","locality_exact","Myrceugenia myrcioides","brazil","sao paulo","iguape","estacao ecologica jureia - itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","treeco","high"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"425623","572","Pederneiras, LC; Pelissari, G; Gonçalves, GG; Ferreira, MI",,,,,,,,,,,,"2010","10","11",,,,,,,,"São Paulo","Iguape","Iguape","Estação Ecológica Juréia-Itatins, Praia do Guarauzinho, terreno da casa do Paulo.",,,,"-24.700001","-47.549999",,"55628",,,,,,,,,,,,,,,"Ficus adhatodifolia",,,,,,,"Plantae",,,,,"Moraceae",,,,"Ficus",,,,"adhatodifolia",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,"Schott in Spreng.","Splink",,,,,,,,,,"MBM425623",,,,,,,,,,,,,,,,,,,"MBM",,"Pederneiras, L.C.","572","2010",,,"Pelissari, G.; Goncalves, G.G.; Ferreira, M.I.","Pederneiras",,"TRUE","-24.700001","-47.549999","coord_original","miliseconds","ok_same_resolution","Ficus adhatodifolia","Schott in Spreng.","possibly_ok","Moraceae","Ficus adhatodifolia","Schott in Spreng.","species","name accepted","bfo-10152",,,"Ficus adhatodifolia Schott in Spreng.","Ficus","Moraceae",221222,"High","locality_exact","Ficus adhatodifolia","brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","treeco","high"
