"type","bibliographicCitation","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","verbatimLatitude","verbatimLongitude","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","class","order","family","genus","taxonRank","scientificNameAuthorship","taxonomicStatus","latitude","longitude","acceptedScientificName","dayIdentified","monthIdentified","yearIdentified","verbatimScientificName","species","taxonID","geodeticDatum","associatedMedia","virtualDuplicates","duplicates","barcode","downloadedFrom","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","recordID","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","tax.check","species.new","loc.check","geo.check","cult.check","out.check","dist.check","dist.check.obs","numTombo","dup.ID","dup.numb","dup.prop","ref.spec.tax","ref.spec.geo","ref.spec.loc","selectionCategory","confidenceLocality","Nome_UC"
,,,,"MCN-FZBRS","HAS",,"PRESERVED_SPECIMEN","108856","10474",,,,,,,,,,"Brasil",,"São Paulo","Silveiras","Silveiras","próximo",,,"-22.66","-44.849998","26704",,,,"Cordeiro, I.","2017-11-NA",,"Croton lundianus",,,"Euphorbiaceae","Croton",,,,"-22.66","-44.849998",,,"11","2017",,"lundianus",,,,,,"HAS0108856","Splink","HAS",,,"10474",,"Cordeiro, I.","2017",,,,"brazil","sao paulo","silveiras","proximo",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county",1226817,"Croton lundianus","(Didr.) Müll.Arg.","possibly_ok","Euphorbiaceae","Croton lundianus","(Didr.) Müll.Arg.","species","name accepted","bfo-17523",,,"Croton lundianus (Didr.) Müll.Arg.","Croton","Euphorbiaceae","brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"ibge",TRUE,-22.66,-44.849998,"coord_original","miliseconds","high","Croton lundianus","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","HAS_108856",,"cc","cc",,,,"coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"MBM","MBM",,"PRESERVED_SPECIMEN","339527","4331",,"<nO>Terrestre, às margens da estrada. Floresta Atlântica</nO>",,"2008","1","7",,,"<nO>Terrestre, às margens da estrada. Floresta Atlântica</nO>","Brasil",,"São Paulo","Silveiras","Silveiras","Estrada do parque Nacional da Serra da Bocaina para Campos Novos.",,,"-22.66","-44.849998","26704",,,,"Dittrich, V.A.O.","2023-7-NA",,"Lomaridium plumieri",,,"Blechnaceae","Lomaridium",,,,"-22.66","-44.849998",,,"7","2023",,"plumieri",,,,,,"MBM339527","Splink","MBM",,,"4331","2008","Dittrich, V.A.O.","2023",,,,"brazil","sao paulo","silveiras","estrada do parque nacional da serra da bocaina para campos novos",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county",1316042,"Lomaridium plumieri","(Desv.) C. Presl","possibly_ok","Blechnaceae","Lomaridium plumieri","(Desv.) C. Presl","species","name accepted","bfo-603503",,,"Lomaridium plumieri (Desv.) C. Presl","Lomaridium","Blechnaceae","brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"ibge",TRUE,-22.66,-44.849998,"coord_original","miliseconds","high","Lomaridium plumieri","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","MBM_339527",,"cc","cc",,,,"coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"UFMG","BHCB-SL",,"PRESERVED_SPECIMEN","186516","4324",,"<nO>Terrestre; Sobre barranco. Floresta Atlântica</nO>",,"2008","1","7",,,"<nO>Terrestre; Sobre barranco. Floresta Atlântica</nO>","Brasil",,"São Paulo","Silveiras","Silveiras","Estrada do Parque Nacional da Serra da Bocaina para Campos Novos.",,,"-22.66","-44.849998","26704","0","0",,,"0-0-   0",,"Sticherus",,,"Gleicheniaceae","Sticherus",,,,"-22.66","-44.849998",,"0","0","0",,,,,,,,"BHCB186516","Splink","BHCB",,,"4324","2008","Lima, L.V.","2017",,,,"brazil","sao paulo","silveiras","estrada do parque nacional da serra da bocaina para campos novos",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county",1730664,"Sticherus pruinosus","(Mart.) Ching","name_w_authors","Gleicheniaceae","Sticherus","C.Presl","species","name accepted","bfo-135131",,,"Sticherus pruinosus (Mart.) Ching","Sticherus","Gleicheniaceae","brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"ibge",TRUE,-22.66,-44.849998,"coord_original","miliseconds","high","Sticherus pruinosus","check_local.2municip.","ok_county",,FALSE,"no_cannot_check","full_name_match","BHCB_186516","BHCB_186516|UPCB_5052|UPCB_61126","1","0.25","UPCB_61126","UPCB_61126","UPCB_61126","coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"UFRRJ","RBR",,"PRESERVED_SPECIMEN","7966","1",,"<nO>Campo aberto com presença de gamineas, ""barba de bode"" e diversos tipode arbustos.</nO>",,"1997","7","30",,,"<nO>Campo aberto com presença de gamineas, ""barba de bode"" e diversos tipode arbustos.</nO>","Brasil",,"São Paulo","Silveiras","Silveiras","Campos de Bocaina. Campo de altitude, altitude de 1.700m.",,,"-22.66","-44.849998","26704","0","0",,"A. Perse","2007-7-  30",,"Paepalanthus planifolius",,,"Eriocaulaceae","Paepalanthus",,,,"-22.66","-44.849998",,"30","7","2007",,"planifolius",,,,,,"RBR00007966","Splink","RBR",,,"1","1997","Perse, A.","2007",,,,"brazil","sao paulo","silveiras","campos de bocaina",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county",1179278,"Paepalanthus planifolius","(Bong.) Körn.","possibly_ok","Eriocaulaceae","Paepalanthus planifolius","(Bong.) Körn.","species","name accepted","bfo-7629",,,"Paepalanthus planifolius (Bong.) Körn.","Paepalanthus","Eriocaulaceae","brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"ibge",TRUE,-22.66,-44.849998,"coord_original","miliseconds","high","Paepalanthus planifolius","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","RBR_7966","RBR_7966[virtual]","1","0.25","RBR_7966","RBR_7966","RBR_7966","coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"MO","MO",,"PRESERVED_SPECIMEN","2825758","1060",,,,"1992","3","4",,,,"Brasil",,"São Paulo",,,"Serra da Bocaina, Campos da Bocaina, Rio das Pedras, Cachoeira das Meninas.",,,"-22.75","-44.7833333",,,,,"L.G. Clark","2004-NA-NA",,"Aulonemia fimbriatifolia",,,"Poaceae","Aulonemia",,,,"-22.75","-44.7833333",,,,"2004",,"fimbriatifolia",,,,,,,"Splink","MO",,,"1060","1992","Clark, L.G.","2004",,,,"brazil","sao paulo","serra da bocaina","serra da bocaina",,"locality","brazil_sao paulo_serra bocaina","brazil_sao paulo",-22.2584562,-48.7420254,"state",1053070,"Aulonemia radiata","(Rupr.) McClure & L.B.Sm.","possibly_ok","Poaceae","Aulonemia radiata","(Rupr.) McClure & L.B.Sm.","species","replaced synonym","bfo-13028","Aulonemia radiata","(Rupr.) McClure & L.B.Sm.","Aulonemia radiata (Rupr.) McClure & L.B.Sm.","Aulonemia","Poaceae","brazil_sao paulo","Brazil","São Paulo",,,"gadm",TRUE,-22.75,-44.7833333,"coord_original","miliseconds","high","Aulonemia radiata","check_local.2state","ok_state",,FALSE,"ok_dist","full_name_match","MO_2825758",,"cc","cc",,,,"coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"CNPF","HFC",,"PRESERVED_SPECIMEN","8043","604",,"<nO>Arboreta 3-5m, ramo com indumento ferrugíneo, estípulas esverdeadas, inflorescências com botões esverdeados, cálice e corola esverdeados, estames alvos. Mata secundária da encosta. Flores perfumadas e visitadas por insetos. Faz. Campos Novos</nO>",,"1978","6","21",,,"<nO>Arboreta 3-5m, ramo com indumento ferrugíneo, estípulas esverdeadas, inflorescências com botões esverdeados, cálice e corola esverdeados, estames alvos. Mata secundária da encosta. Flores perfumadas e visitadas por insetos. Faz. Campos Novos</nO>","Brasil",,"São Paulo","Silveiras","Silveiras",,,,"-22.65","-44.85",,"-22.65","-44.85",,"Pennington, T D","1996-NA-NA",,"Inga barbata",,,"Fabaceae","Inga",,,,"-22.65","-44.85",,,,"1996",,"barbata",,,,,,"HFC008043","Splink","HFC",,,"604","1978","Pennington, T.D.","1996",,,,"brazil","sao paulo","silveiras",,,"municipality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county",1176409,"Inga barbata","Benth.","possibly_ok","Fabaceae","Inga barbata","Benth.","species","name accepted","bfo-22985",,,"Inga barbata Benth.","Inga","Fabaceae","brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"ibge",TRUE,-22.65,-44.85,"coord_original","miliseconds","high","Inga barbata","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","HFC_8043",,"0","0",,,,"coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"UFPEL","PEL",,"PRESERVED_SPECIMEN","2999","2703",,,,"1951","4","30",,,,"Brasil",,"São Paulo","Silveiras","Silveiras","Bocaina, próximo R. Paraetingas.",,,"-22.66","-44.849998","26704",,,,"http://floradobrasil.jbrj.gov.br","2016-9-   8",,"Paepalanthus elongatus",,,"Eriocaulaceae","Paepalanthus",,,,"-22.66","-44.849998",,"8","9","2016",,"elongatus",,,,,,"PEL0003354","Splink","PEL",,,"2703","1951","Http:floradobrasil.jbrj.gov.br","2016",,,,"brazil","sao paulo","silveiras","bocaina",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county",1322306,"Floralia elongata","(Bong.) Andrino","possibly_ok","Eriocaulaceae","Floralia elongata","(Bong.) Andrino","species","replaced synonym","bfo-635679","Floralia elongata","(Bong.) Andrino","Floralia elongata (Bong.) Andrino","Floralia","Eriocaulaceae","brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"ibge",TRUE,-22.66,-44.849998,"coord_original","miliseconds","high","Floralia elongata","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","PEL_2999","PEL_2999|PEL_3354","1","0.25","PEL_3354","PEL_2999","PEL_2999","coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"UFRJ","RFA",,"PRESERVED_SPECIMEN","23052","2694",,,,"1951","4","30",,,,"Brasil",,"São Paulo","Silveiras","Silveiras","Serra da Bocaina. Source of Paraetinga river",,,"-22.66","-44.849998","26704",,,,"H.N. Moldenke","1959-5-NA",,"Leiothrix pedunculosa",,,"Eriocaulaceae","Leiothrix",,,,"-22.66","-44.849998",,,"5","1959",,"pedunculosa",,,,,,"RFA35879","Splink","RFA",,,"2694","1951","Moldenke, H.N.","1959",,,,"brazil","sao paulo","silveiras","serra da bocaina",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county",12983,"Leiothrix flagellaris var. pedunculosa","(Ruhland) Giul.","possibly_ok","Eriocaulaceae","Leiothrix flagellaris var. pedunculosa","(Ruhland) Giul.","variety","replaced synonym","bfo-28718","Leiothrix flagellaris var. pedunculosa","(Ruhland) Giul.","Leiothrix flagellaris var. pedunculosa (Ruhland) Giul.","Leiothrix","Eriocaulaceae","brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"ibge",TRUE,-22.66,-44.849998,"coord_original","miliseconds","high","Leiothrix flagellaris","check_local.2municip.","ok_county",,,"bad_dist","full_name_match","RFA_23052","RFA_23052|RFA_35879","1","0.25","RFA_23052","RFA_23052","RFA_23052","coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"RB","MO-DUPLICATES",,"PRESERVED_SPECIMEN","101123643","2415",,,,"1894","4","14",,,,"Brasil",,"São Paulo","Bocaina","Bocaina","Invernada Pinhal",,,"-22.7833333","-44.8333333",,,,"Isolectotype","fide Calvo & Roque","2018-NA-NA",,"Campuloclinium megacephalum",,,"Asteraceae","Campuloclinium",,,,"-22.7833333","-44.8333333",,,,"2018",,"megacephalum",,,,,,,"Splink","MO-DUPLICATES","code not found",,"2415","1894","Calvo, F.","2018",,,"Roque","brazil","sao paulo","bocaina","invernada pinhal",,"locality","brazil_sao paulo_bocaina","brazil_sao paulo_bocaina",-22.10496897,-48.52961662,"county",1093410,"Campuloclinium megacephalum","(Mart. ex Baker) R.M.King & H.Rob.","possibly_ok","Asteraceae","Campuloclinium megacephalum","(Mart. ex Baker) R.M.King & H.Rob.","species","name accepted","bfo-26938",,,"Campuloclinium megacephalum (Mart. ex Baker) R.M.King & H.Rob.","Campuloclinium","Asteraceae","brazil_sao paulo_bocaina","Brazil","São Paulo","Bocaina",,"gadm",TRUE,-22.7833333,-44.8333333,"coord_original","miliseconds","high","Campuloclinium megacephalum","check_local.2municip.","ok_state",,FALSE,"ok_dist","full_name_match","MO-DUPLICATES_101123643",,"cc","cc",,,,"coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
,,,,"NY","NY",,"PRESERVED_SPECIMEN","NY00634681","2538","F. Segadas-Vianna",,,,,,,,,"Brazil",,"São Paulo",,"Silveiras","St. of Sao Paulo, Silveiras Co. Serra da Bocaina, Boa Vista Hill",,"2100","22º 39' 36"""" S","44º 50' 59"""" W",,"22º 39' 36"""" S","44º 50' 59"""" W","não","Pastore, J.F.B.","11/01/2024",,"Senega lancifolia (A.St.-Hil. & Moq.) J.F.B.Pastore",,,"Polygalaceae","Senega","species","(A.St.-Hil. & Moq.) J.F.B.Pastore",,,,,,,,"POLYGALACEAE Senega lancifolia (A.St.-Hil. & Moq.) J.F.B.Pastore","lancifolia",,,,,,,"Reflora","NY",,"Segadas-Vianna, F.","2538",,"Pastore, J.F.B.","2024",,"Segadas-Vianna",,"brazil","sao paulo","silveiras","saint of sao paulo",,"locality","brazil_sao paulo_silveiras","brazil_sao paulo_silveiras",-22.73445083,-44.8407973,"county",1460070,"Senega lancifolia","(A.St.-Hil. & Moq.) J.F.B.Pastore","name_w_authors","Polygalaceae","Senega lancifolia","(A.St.-Hil. & Moq.) J.F.B.Pastore","species","name accepted","bfo-625003",,,"Senega lancifolia (A.St.-Hil. & Moq.) J.F.B.Pastore","Senega","Polygalaceae","brazil_sao paulo_silveiras","Brazil","São Paulo","Silveiras",,"ibge",FALSE,-22.66,-44.8497222222222,"coord_original","miliseconds","high","Senega lancifolia","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","NY_634681",,"cc","cc",,,,"coord_original","Low","ÁREA DE PROTEÇÃO AMBIENTAL SILVEIRAS"
