"type","bibliographicCitation","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","verbatimLatitude","verbatimLongitude","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","class","order","family","genus","taxonRank","scientificNameAuthorship","taxonomicStatus","latitude","longitude","acceptedScientificName","dayIdentified","monthIdentified","yearIdentified","verbatimScientificName","species","taxonID","geodeticDatum","associatedMedia","virtualDuplicates","duplicates","barcode","downloadedFrom","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","recordID","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","tax.check","species.new","loc.check","geo.check","cult.check","out.check","dist.check","dist.check.obs","numTombo","dup.ID","dup.numb","dup.prop","ref.spec.tax","ref.spec.geo","ref.spec.loc","selectionCategory","confidenceLocality","Nome_UC"
,,"https://specieslink.net/col/45",,"UFPR","UPCB",,"PRESERVED_SPECIMEN","92849","9","Boscolo, D.",,"2015-12-16","2015","12","16",,,,"Brasil","BR","São Paulo",,"Santa Isabel","Propriedade particular",,,"-23.2875","-46.285555",,,,,,"2023-09-01",,"Miconia raddii R.Goldenb.","Magnoliopsida","Myrtales","Melastomataceae","Miconia","species","R.Goldenb.","ACCEPTED",,,"Miconia raddii R.Goldenb.",,,,"Miconia raddii","Miconia raddii",,"WGS84","https://images.cria.org.br/viewer/UPCB0036759",,,,"GBIF","UPCB",,"Boscolo, D.","9","2015","Goldenberg, R.","2020",,"Boscolo",,"brazil","sao paulo","santa isabel","propriedade particular",,"locality","brazil_sao paulo_santa isabel","brazil_sao paulo_santa isabel",-23.28881474,-46.24197125,"county",311030,"Leandra sericea","DC.","name_w_authors","Melastomataceae","Leandra sericea","DC.","species","replaced synonym","bfo-9617","Leandra sericea","DC.","Leandra sericea DC.","Leandra","Melastomataceae","brazil_sao paulo_santa isabel","Brazil","São Paulo","Santa Isabel",,"ibge",TRUE,-23.287222,-46.285556,"coord_original","seconds","high","Leandra sericea","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","UPCB_92849","SPFR_17660|UPCB_36759|UPCB_92849","4","1","SPFR_17660","SPFR_17660","SPFR_17660","coord_original","Low","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DOS PILÕES"
