"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","selectionCategory","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2024-07-25T21:00:19",,,"220",,"UFMG","BHCB",,"PreservedSpecimen",,,,"220449","671","Trad, RJ; Meyer, L",,,,,,,,,,,,"2020","01","21",,,,,,,,"São Paulo","São Bento do Sapucaí","São Bento do Sapucaí","Estrada da Campista em direção à Pedra do Baú, ca. 20km da cidade (Campos do Jordão), margem esquerda em direção à pedra.&nf;&nf;Vassununga.",,,,"-22.678056","-45.6325",,,,,,,,,,,,,,,,,"Abatia americana",,,,,,,"Plantae","Dicotyledon",,,,"Salicaceae",,,,"Abatia",,,,"americana",,,,,,,,,,,,,,"Abatia americana",,,,,,,"Brasil","1745","1745",,,,,"-22.678056","-45.6325","(Gardner) Eichler","Splink",,,,,,,,,,"BHCB220449","Southern America",,,,,,,,,,,,,,,,,,"BHCB",,"Trad, R.J.","671","2020",,,"Meyer, L.","Trad",,"brazil","sao paulo","sao bento do sapucai","estrada da campista em direcao a pedra do bau",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.678056,-45.6325,"coord_original","seconds",1081302,"Low","coord_original","check_local.2municip.","Abatia americana","(Gardner) Eichler","possibly_ok","Salicaceae","Abatia americana","(Gardner) Eichler","species","name accepted","bfo-14348",,,"Abatia americana (Gardner) Eichler","Abatia","Salicaceae","unknown","Abatia americana"
"speciesLink",,,"2025-06-01T12:02:47",,,"84",,"UFES","VIES",,"PreservedSpecimen",,,,"64504","1103","Nepomuceno, A.; Moura, R.S.",,,,,,,,,,,,"2025","03","03",,,,,,,,"São Paulo","São Bento do Sapucaí","São Bento do Sapucaí","Pedra do Bauzinho. Monumento Natural Estadual Pedra do Baú",,,,"-22.6858333","-45.6569444",,,,,,,,,,,,,,,,,"Abatia glabra",,,,,,,"Plantae",,,,,"Salicaceae",,,,"Abatia",,,,"glabra",,,,,,,,,,,,,,"Abatia glabra",,,,,,,"Brasil","1741",,,,,,"22º41'9''S","45º39'25''W","Sleumer","Splink",,,,,,,,,,"VIES064504",,,,,,,,,,,,,,,,,,,"VIES",,"Nepomuceno, A.","1103","2025",,,"Moura, R.S.","Nepomuceno",,"brazil","sao paulo","sao bento do sapucai","monumento natural estadual pedra do bau",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.6858333,-45.6569444,"coord_original","miliseconds",1519041,"High","locality_exact","check_local.2municip.","Abatia glabra","Sleumer","possibly_ok","Salicaceae","Abatia glabra","Sleumer","species","name accepted","bfo-14350",,,"Abatia glabra Sleumer","Abatia","Salicaceae","unknown","Abatia glabra"
"speciesLink",,,"2025-06-01T12:02:47",,,"84",,"UFES","VIES",,"PreservedSpecimen",,,,"64507","1106","Nepomuceno, A.; Moura, R.S.",,,,,,,,,,,,"2025","03","03",,,,,,,,"São Paulo","São Bento do Sapucaí","São Bento do Sapucaí","Estrada de acesso a portaria do MONA - acesso Bauzinho. Monumento Natural Estadual Pedra do Baú",,,,"-22.675","-45.6280556",,,,,,,,,,,,,,,,,"Abatia mantiqueirensis",,,,,,,"Plantae",,,,,"Salicaceae",,,,"Abatia",,,,"mantiqueirensis",,,,,,,,,,,,,,"Abatia mantiqueirensis",,,,,,,"Brasil","1780",,,,,,"22º40'30''S","45º37'41''W","Nepom.","Splink",,,,,,,,,,"VIES064507",,,,,,,,,,,,,,,,,,,"VIES",,"Nepomuceno, A.","1106","2025",,,"Moura, R.S.","Nepomuceno",,"brazil","sao paulo","sao bento do sapucai","estrada de acesso a portaria do mona - acesso bauzinho, monumento natural estadual pedra do bau",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.675,-45.6280556,"coord_original","miliseconds",1519044,"High","locality_exact","check_local.2municip.","Abatia mantiqueirensis","Nepom.","possibly_ok",,"Abatia mantiqueirensis","Nepom.","species","not found",,,,"Abatia mantiqueirensis Nepom.","Abatia","Salicaceae","unknown","Abatia mantiqueirensis"
"speciesLink",,,"2024-11-25T11:14:02",,,"2",,"UNICAMP","UEC",,"S",,,,"177594","596","Arzolla, FARDP",,,,,,,,,,,,"2004","09","06",,,,,,,,"São Paulo","São Bento Do Sapucaí","São Bento Do Sapucaí","Brasil, Estado de São paulo, Município de São Bento do Sapucaí, Mirante próximo à Pedra do Baú.",,,,"-22.68025","-45.6505",,,,,,,,,,,,"Monge, M",,"2007-03-26",,,"Achyrocline satureioides",,,,,,,"Plantae","Magnoliopsida",,,,"Asteraceae",,,,"Achyrocline",,,,"satureioides",,,,,,,,,,,,,,"Achyrocline satureioides",,,,,,,"Brazil","1500","1500",,,,,"-22.68025","-45.6505","(Lam.) A.DC.","Splink","26",,,"03",,"2007",,,,"UEC155042",,,,,,,,,,,,,,,,,,,"UEC",,"Arzolla, F.A.R.D.P.","596","2004","Monge, M.","2007",,"Arzolla",,"brazil","sao paulo","sao bento do sapucai","brasil",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.68025,-45.6505,"coord_original","miliseconds",1289871,"Low","coord_original","check_local.2municip.","Achyrocline satureioides","(Lam.) DC.","possibly_ok","Asteraceae","Achyrocline satureioides","(Lam.) DC.","species","author misspelled","bfo-108826",,,"Achyrocline satureioides (Lam.) DC.","Achyrocline","Asteraceae","high","Achyrocline satureioides"
"gbif","5.64842553044199e-315",,"2025-01-01 12:04:22",,,"https://specieslink.net/col/401",,"PUC-RIO","FCAB",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/401/6798","6798","854","J.Y. Tamashiro; Ivanauskas, N.; Souza, J.P.; Miyagi, P.H.; Belinello, R.",,,,,"PRESENT",,,,,,"1995-04-13","1995","4","13",,,,,,,"BR","São Paulo",,"São Bento do Sapucaí","Pedra da Bauzinho.",,,,"-22.69","-45.6575",,,,,,,,,,,,"J.C. Siqueira",,"2014-09-16",,,"Alternanthera brasiliana (L.) Kuntze",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",,"Amaranthaceae",,,,"Alternanthera","Alternanthera",,,"brasiliana",,,"species",,"ACCEPTED",,"43e4b07b-f31d-4ab9-82c5-e87048a138ee",,,TRUE,FALSE,"Alternanthera brasiliana","Alternanthera brasiliana (L.) Kuntze","Alternanthera brasiliana (L.) Kuntze","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,"(L.) Kuntze","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FCAB",,"Tamashiro, J.Y.","854","1995","Siqueira, J.C.","2014","Ivanauskas; N.; Souza; J.p.; Miyagi; P.h.; Belinello; R.","Tamashiro",,"brazil","sao paulo","sao bento do sapucai","pedra da bauzinho",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.69,-45.6575,"coord_original","miliseconds",188947,"Low","coord_original","check_local.2municip.","Alternanthera brasiliana","(L.) Kuntze","name_w_authors","Amaranthaceae","Alternanthera brasiliana","(L.) Kuntze","species","name accepted","bfo-4302",,,"Alternanthera brasiliana (L.) Kuntze","Alternanthera","Amaranthaceae","high","Alternanthera brasiliana"
"speciesLink",,,"2024-03-01T08:58:36",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"275965","854","Tamashiro, JY; et al.",,,,,,,,,,,,"1995","04","13",,,,,,,,"São Paulo","São Bento do Sapucaí","São Bento do Sapucaí","Pedra do bauzinho",,,,"-22.69","-45.6575",,,,,,,,,,,,"Senna, LR",,"2015-02-12",,,"Alternanthera brasiliana brasiliana",,,,,,,"Plantae",,,,,"Amaranthaceae",,,,"Alternanthera",,,,"brasiliana","brasiliana",,,,,,,,,,,,,"Alternanthera brasiliana brasiliana",,,,,,,"Brasil",,,,,,,"-22.69","-45.6575","(L.) Kuntze","Splink","12",,,"02",,"2015",,,,,,,,,,,,,,,,,,,,,,,"SP",,"Tamashiro, J.Y.","854","1995","Senna, L.R.","2015",,"Tamashiro",,"brazil","sao paulo","sao bento do sapucai","pedra do bauzinho",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.69,-45.6575,"coord_original","miliseconds",1201662,"Low","coord_original","check_local.2municip.","Alternanthera brasiliana var. brasiliana","(L.) Kuntze","not_Genus_epithet_format","Amaranthaceae","Alternanthera brasiliana var. brasiliana","(L.) Kuntze","variety","name misspelled","bfo-26323",,,"Alternanthera brasiliana var. brasiliana (L.) Kuntze","Alternanthera","Amaranthaceae","low","Alternanthera brasiliana"
"speciesLink",,,"2025-02-04T07:58:11",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"19516","854","Tamashiro, J.Y.",,,,,,,,,,,,"1995","04","13",,,,,,,,"São Paulo","São Bento do Sapucaí","São Bento do Sapucaí","Pedra do Bauzinho.",,,,"-22.69","-45.6575",,,,,,,,,,,,,,,,,"Amaranthaceae",,,,,,,"Plantae",,,,,"Amaranthaceae",,,,,,,,,,,,,,,,,,,,,,"Amaranthaceae",,,,,,,"Brasil",,,,,,,"22º41'24""S","45º39'27""W",,"Splink",,,,,,,,,,"HRCB019516",,,,,,,,,,,,,,,,,,,"HRCB",,"Tamashiro, J.Y.","854","1995",,,,"Tamashiro",,"brazil","sao paulo","sao bento do sapucai","pedra do bauzinho",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.69,-45.6575,"coord_original","miliseconds",1111889,"Low","coord_original","check_local.2municip.","Amaranthaceae","A.Juss.","family_as_genus","Amaranthaceae","Amaranthaceae","A.Juss.","family","name accepted","bfo-42",,,"Amaranthaceae A.Juss.",,"Amaranthaceae","unknown",
"gbif","1.42442762117998e-314",,"2024-06-24 18:17:12",,,,,"iNaturalist","Observations","iNaturalist research-grade observations","HUMAN_OBSERVATION",,,"https://www.inaturalist.org/observations/60959105","60959105",,"Família Weiner",,,,,"PRESENT",,,,,,"2020-09-27T14:00:51Z","2020","9","27","2020-09-27T11:00:51-03:00",,,,,,"BR","São Paulo",,,"São Bento do Sapucaí, BR-SP, BR","São Bento do Sapucaí, BR-SP, BR",,,"-22.682083","-45.651051","10",,,,,,,,"133023719",,,"Família Weiner",,"2020-09-27 14:03:20",,"83168","Araucaria angustifolia",,,,,,,"Plantae","Tracheophyta","Pinopsida","Pinales",,"Araucariaceae",,,,"Araucaria","Araucaria",,,"angustifolia",,,"species",,"ACCEPTED",,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage",TRUE,FALSE,"Araucaria angustifolia","Araucaria angustifolia (Bertol.) Kuntze","Araucaria angustifolia (Bertol.) Kuntze","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","CR",,"BR",,,,,"EPSG:4326",,,,"(Bertol.) Kuntze","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Observations","code not found","Weiner, F.",,"2020","Weiner, F.","2020",,"Weiner",,"brazil","sao paulo","sao bento do sapucai","sao bento do sapucai",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.682083,-45.651051,"coord_original","miliseconds",532517,"Low","coord_original","check_local.2municip.","Araucaria angustifolia","(Bertol.) Kuntze","name_w_authors","Araucariaceae","Araucaria angustifolia","(Bertol.) Kuntze","species","name accepted","bfo-33971",,,"Araucaria angustifolia (Bertol.) Kuntze","Araucaria","Araucariaceae","low","Araucaria angustifolia"
"gbif","1.40857881392817e-314",,"2020-08-05 18:10:25",,,,,"iNaturalist","Observations","iNaturalist research-grade observations","HUMAN_OBSERVATION",,,"https://www.inaturalist.org/observations/55439272","55439272",,"Júlia de Moraes Azanha",,,,,"PRESENT",,,,,,"2018-10-13","2018","10","13","2018-10-13",,,,,,"BR","São Paulo",,,"Pedra do Baú","Pedra do Baú",,,"-22.688889","-45.661389","2104",,,,,,,,"121752993",,,"Júlia de Moraes Azanha",,"2020-08-04 23:15:25",,"75602","Asclepias curassavica",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Gentianales",,"Apocynaceae",,,,"Asclepias","Asclepias",,,"curassavica",,,"species",,"ACCEPTED",,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage;StillImage",TRUE,FALSE,"Asclepias curassavica","Asclepias curassavica L.","Asclepias curassavica L.","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"BR",,,,,"EPSG:4326",,,,"L.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Observations","code not found","Azanha, J.M.",,"2018","Azanha, J.M.","2020",,"Azanha",,"brazil","sao paulo","pedra do bau","pedra do bau",,"locality","brazil_sao paulo_pedra bau","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam",TRUE,-22.688889,-45.661389,"coord_original","seconds",528805,"Low","coord_original","check_local.2state","Asclepias curassavica","L.","name_w_authors","Apocynaceae","Asclepias curassavica","L.","species","name accepted","bfo-4517",,,"Asclepias curassavica L.","Asclepias","Apocynaceae","low","Asclepias curassavica"
"speciesLink",,,"2025-01-10T10:09:52",,,"684",,"UERGS","HERW",,"PreservedSpecimen",,,,"3122","4339","Bordin, J.; Rebouças, C.V.",,,,,,,,,,,,"2023","08","01",,,,,,,,"São Paulo","São Bento do Sapucaí","São Bento do Sapucaí","Trilha para Pedra do Baú",,,,"-22.689444","-45.661111",,,,,,,,,,,,"D.F. Peralta",,,,,"Atrichum",,,,,,,"Plantae",,,,,"Polytrichaceae",,,,"Atrichum",,,,,,,,,,,,,,,,,,"Atrichum",,,,,,,"Brasil","1800","1800",,,,,"22º 41' 22""","45º 39' 40""",,"Splink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HERW","code not found","Bordin, J.","4339","2023","Peralta, D.F.",,"Reboucas, C.V.","Bordin",,"brazil","sao paulo","sao bento do sapucai","trilha para pedra do bau",,"locality","brazil_sao paulo_sao bento sapucai","brazil_sao paulo_sao bento sapucai",-22.68127521,-45.68640003,"county","brazil_sao paulo_sao bento sapucai","Brazil","São Paulo","São Bento do Sapucaí",,"ibge",TRUE,-22.689444,-45.661111,"coord_original","seconds",956418,"Low","coord_original","check_local.2municip.","Atrichum sp.",,"indet",,"Atrichum sp.",,"genus","not found",,,,"Atrichum sp.","Atrichum","Asteraceae","low",
