"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","selectionCategory","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","5.32364980820636e-315",,"2024-05-06 15:45:40",,,"https://specieslink.net/col/148",,"IPA","IPA",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/148/8801","8801","s.n.","Pickel, B.",,,,,"PRESENT",,,,,,"1941-07","1941","7",,,,,,,,"BR","São Paulo",,"São Paulo","Horto Florestal",,,,,,,,,,,,,,,,,,,,,,"Abies",,,,,,,"Plantae","Tracheophyta","Pinopsida","Pinales",,"Pinaceae",,,,"Abies","Abies",,,,,,"genus",,"ACCEPTED",,"f45c5ee0-e5ec-42e3-a80a-07318144efa4",,,FALSE,FALSE,,"Abies Mill.","Abies Mill.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,"Mill.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IPA",,"Pickel, B.",,"1941",,,,"Pickel",,"brazil","sao paulo","sao paulo","horto florestal",,"locality","brazil_sao paulo_sao paulo_horto florestal","brazil_sao paulo_sao paulo_horto florestal",-23.454174,-46.637816,"locality","brazil_sao paulo_sao paulo_horto florestal","Brazil","São Paulo","São Paulo","horto florestal","splink_jabot",TRUE,-23.454174,-46.637816,"coord_gazet","seconds",13012,"Low","coord_gazet","ok_same_resolution","Abies","Mill.","name_w_authors","Pinaceae","Abies","Mill.","genus","name accepted","bfo-616566",,,"Abies Mill.","Abies","Pinaceae","unknown",
"speciesLink",,,"2022-05-13T16:41:19",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"290394","574","Aguiar, OT; et al.",,,,,,,,,,,,"1995","05","08",,,,,,,,"São Paulo","São Paulo","São Paulo","Parque Estadual da Cantareira, Núcleo Engordador, trilha da Cachoeira",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Costa, FN; Sano, PT",,"2007-NA-NA",,,"Abuta selloana",,,,,,,"Plantae",,,,,"Menispermaceae",,,,"Abuta",,,,"selloana",,,,,,,,,,,,,,"Abuta selloana",,,,,,,"Brasil",,,,,,,"0","0","Eichler","Splink",,,,,,"2007",,,,,,,,,,,,,,,,,,,,,,,"SP",,"Aguiar, O.T.","574","1995","Costa, F.N.","2007",,"Aguiar","Sano, P.T.","brazil","sao paulo","sao paulo","parque estadual da cantareira",,"locality","brazil_sao paulo_sao paulo_parque estadual cantareira","brazil_sao paulo_sao paulo_pe cantareira",-23.436334,-46.638625,"locality","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge",TRUE,-23.540001,-46.630001,"coord_original","miliseconds",1148213,"High","locality_exact","ok_same_resolution","Abuta selloana","Eichler","possibly_ok","Menispermaceae","Abuta selloana","Eichler","species","name accepted","bfo-19749",,,"Abuta selloana Eichler","Abuta","Menispermaceae","low","Abuta selloana"
"gbif","5.32365218960278e-315",,"2024-05-06 15:42:26",,,"https://specieslink.net/col/148",,"IPA","IPA",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/148/9415","9415","s.n.","Pickel, B.",,,,,"PRESENT",,,,,,"1941","1941",,,,,,,,,"BR","São Paulo",,"São Paulo","Horto Florestal",,,,,,,,,,,,,,,,,,,,,,"Acacia decurrens var. dealbata (Link) F.Muell. ex Maiden",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Acacia","Acacia",,,"decurrens","dealbata",,"variety",,"SYNONYM",,"f45c5ee0-e5ec-42e3-a80a-07318144efa4",,,FALSE,FALSE,"Acacia dealbata","Acacia dealbata Link","Acacia decurrens var. dealbata (Link) F.Muell. ex Maiden","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,"Brasil",,,,,"WGS84",,,,"(Link) F. Muell. ex Maiden","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IPA",,"Pickel, B.",,"1941",,,,"Pickel",,"brazil","sao paulo","sao paulo","horto florestal",,"locality","brazil_sao paulo_sao paulo_horto florestal","brazil_sao paulo_sao paulo_horto florestal",-23.454174,-46.637816,"locality","brazil_sao paulo_sao paulo_horto florestal","Brazil","São Paulo","São Paulo","horto florestal","splink_jabot",TRUE,-23.454174,-46.637816,"coord_gazet","seconds",13467,"Low","coord_gazet","ok_same_resolution","Acacia dealbata","Link","variety|name_w_authors","Fabaceae","Acacia dealbata","Link","species","author misspelled|replaced synonym","bfo-612065","Acacia dealbata","Link","Acacia dealbata Link","Acacia","Fabaceae","unknown","Acacia dealbata"
"gbif","2.44829305653833e-314",,"2023-09-11 13:37:43",,,"https://specieslink.net/col/229",,"UFJF","CESJ",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/229/229","229","CESJ229","B. Pickel",,,,,"PRESENT",,,,,,"1942-04-28","1942","4","28",,,,,,,"BR","São Paulo",,"São Paulo","Horto Florestal",,,,,,,,,,,,,,,,,"B. Pickel",,,,,"Acacia decurrens Willd.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Acacia","Acacia",,,"decurrens",,,"species",,"ACCEPTED",,"330d773a-abe3-4234-b423-129dc4d00963",,,FALSE,FALSE,"Acacia decurrens","Acacia decurrens Willd.","Acacia decurrens Willd.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,"Willd.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CESJ",,"Pickel, B.","CESJ229","1942","Pickel, B.",,,"Pickel",,"brazil","sao paulo","sao paulo","horto florestal",,"locality","brazil_sao paulo_sao paulo_horto florestal","brazil_sao paulo_sao paulo_horto florestal",-23.454174,-46.637816,"locality","brazil_sao paulo_sao paulo_horto florestal","Brazil","São Paulo","São Paulo","horto florestal","splink_jabot",TRUE,-23.454174,-46.637816,"coord_gazet","seconds",889263,"Low","coord_gazet","ok_same_resolution","Acacia decurrens","Willd.","name_w_authors","Fabaceae","Acacia decurrens","Willd.","species","name accepted","bfo-636944",,,"Acacia decurrens Willd.","Acacia","Fabaceae","low","Acacia decurrens"
"gbif","5.32365222418737e-315",,"2024-05-06 15:42:26",,,"https://specieslink.net/col/148",,"IPA","IPA",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/148/9413","9413","s.n.","Koscinski, M.",,,,,"PRESENT",,,,,,"1938-08","1938","8",,,,,,,,"BR","São Paulo",,"São Paulo","Horto Florestal",,,,,,,,,,,,,,,,,,,,,,"Acacia decurrens var. mollis",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Acacia","Acacia",,,"decurrens","mollis",,"variety",,"SYNONYM",,"f45c5ee0-e5ec-42e3-a80a-07318144efa4",,,FALSE,FALSE,"Acacia dealbata","Acacia dealbata Link","Acacia decurrens var. mollis Lindl.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,"Brasil",,,,,"WGS84",,,,"Lindl.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IPA",,"Koscinski, M.",,"1938",,,,"Koscinski",,"brazil","sao paulo","sao paulo","horto florestal",,"locality","brazil_sao paulo_sao paulo_horto florestal","brazil_sao paulo_sao paulo_horto florestal",-23.454174,-46.637816,"locality","brazil_sao paulo_sao paulo_horto florestal","Brazil","São Paulo","São Paulo","horto florestal","splink_jabot",TRUE,-23.454174,-46.637816,"coord_gazet","seconds",13474,"Low","coord_gazet","ok_same_resolution","Acacia decurrens var. mollis","Lindl.","variety",,"Acacia decurrens var. mollis","Lindl.","variety","not found",,,,"Acacia decurrens var. mollis Lindl.","Acacia","Fabaceae","unknown","Acacia decurrens"
"gbif","5.32365222912803e-315",,"2024-05-06 15:42:28",,,"https://specieslink.net/col/148",,"IPA","IPA",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/148/9418","9418","9418","Koscinski, M.; Pickel, B.; Pickel, B.",,,,,"PRESENT",,,,,,"1939-07","1939","7",,,,,,,,"BR","São Paulo",,"São Paulo","Horto Florestal.",,,,,,,,,,,,,,,,,,,,,,"Acacia longifolia (Andrews) Willd.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Acacia","Acacia",,,"longifolia",,,"species",,"ACCEPTED",,"f45c5ee0-e5ec-42e3-a80a-07318144efa4",,,FALSE,FALSE,"Acacia longifolia","Acacia longifolia (Andrews) Willd.","Acacia longifolia (Andrews) Willd.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"Brasil",,,,,"WGS84",,,,"Willd.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IPA",,"Koscinski, M.","9418","1939",,,"Pickel, B.; Pickel, B.","Koscinski",,"brazil","sao paulo","sao paulo","horto florestal",,"locality","brazil_sao paulo_sao paulo_horto florestal","brazil_sao paulo_sao paulo_horto florestal",-23.454174,-46.637816,"locality","brazil_sao paulo_sao paulo_horto florestal","Brazil","São Paulo","São Paulo","horto florestal","splink_jabot",TRUE,-23.454174,-46.637816,"coord_gazet","seconds",13475,"Low","coord_gazet","ok_same_resolution","Acacia longifolia","(Andrews) Willd.","name_w_authors","Fabaceae","Acacia longifolia","(Andrews) Willd.","species","name accepted","bfo-612067",,,"Acacia longifolia (Andrews) Willd.","Acacia","Fabaceae","unknown","Acacia longifolia"
"gbif","5.32365232794116e-315",,"2024-05-06 15:42:28",,,"https://specieslink.net/col/148",,"IPA","IPA",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/148/9419","9419","9419","IPA",,,,,"PRESENT",,,,,,,,,,,,,,,,"BR","São Paulo",,"São Paulo","Horto Florestal. Herb. Mus. Flor.",,,,,,,,,,,,,,,,,,,,,,"Acacia mollissima",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Acacia","Acacia",,,"mollissima",,,"species",,"SYNONYM",,"f45c5ee0-e5ec-42e3-a80a-07318144efa4",,,FALSE,FALSE,"Acacia pubescens","Acacia pubescens (Vent.) R.Br.","Acacia mollissima hort. ex Willd.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,"Willd.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IPA",,"Ipa","9419",,,,,"Ipa",,"brazil","sao paulo","sao paulo","horto florestal",,"locality","brazil_sao paulo_sao paulo_horto florestal","brazil_sao paulo_sao paulo_horto florestal",-23.454174,-46.637816,"locality","brazil_sao paulo_sao paulo_horto florestal","Brazil","São Paulo","São Paulo","horto florestal","splink_jabot",TRUE,-23.454174,-46.637816,"coord_gazet","seconds",13495,"Low","coord_gazet","ok_same_resolution","Acacia mollissima","Willd.","possibly_ok",,"Acacia mollissima","Willd.","species","not found",,,,"Acacia mollissima Willd.","Acacia","Fabaceae","unknown","Acacia mollissima"
"gbif","1.21187459226345e-314",,"2021-12-09 11:04:47",,,"https://specieslink.net/col/1",,"IPA/SP","SP",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/1/267535","267535","443","Pastore, JA; Marino, L",,,,,"PRESENT",,,,,,"1992-10-16","1992","10","16",,,,,,,"BR","São Paulo",,"São Paulo","Serra da Cantareira, Região do Engordador.",,,,,,,,,,,,,,,,,"Sousa, AAC",,"2018-08-01",,,"Acalypha brasiliensis Müll.Arg.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales",,"Euphorbiaceae",,,,"Acalypha","Acalypha",,,"brasiliensis",,,"species",,"ACCEPTED",,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Acalypha brasiliensis","Acalypha brasiliensis Müll.Arg.","Acalypha brasiliensis Müll.Arg.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP0267535","Brasil",,,,,"WGS84",,,,"Müll.Arg.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP","code not found","Pastore, J.A.","443","1992","Sousa, A.A.C.","2018","Marino, L.","Pastore",,"brazil","sao paulo","sao paulo","serra da cantareira",,"locality","brazil_sao paulo_sao paulo_serra cantareira","brazil_sao paulo_sao paulo_serra cantareira",-23.434805,-46.635091,"locality","brazil_sao paulo_sao paulo_serra cantareira","Brazil","São Paulo","São Paulo","serra cantareira","splink_jabot",TRUE,-23.434805,-46.635091,"coord_gazet","seconds",445383,"Low","coord_gazet","ok_same_resolution","Acalypha brasiliensis","Müll.Arg.","name_w_authors","Euphorbiaceae","Acalypha brasiliensis","Müll.Arg.","species","name accepted","bfo-17440",,,"Acalypha brasiliensis Müll.Arg.","Acalypha","Euphorbiaceae","high","Acalypha brasiliensis"
"gbif","1.21186292934981e-314",,"2021-12-09 11:13:47",,,"https://specieslink.net/col/1",,"IPA/SP","SP",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/1/22381","22381","CGG3316","Edwall, G",,,,,"PRESENT",,,,,,"1896-05-21","1896","5","21",,,,,,,"BR","São Paulo",,"São Paulo","Serra da Cantareira",,,,,,,,,,,,,,,,,"Barros, F",,"2005-04-04",,,"Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase",,,,,,,"Plantae","Tracheophyta","Liliopsida","Asparagales",,"Orchidaceae",,,,"Acianthera","Acianthera",,,"hygrophila",,,"species",,"ACCEPTED",,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Acianthera hygrophila","Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase","Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP009460","Brasil",,,,,"WGS84",,,,"(Barb.Rodr.) Pridgeon & M.W.Chase","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP","code not found","Edwall, G.","CGG3316","1896","Barros, F.","2005",,"Edwall",,"brazil","sao paulo","sao paulo","serra da cantareira",,"locality","brazil_sao paulo_sao paulo_serra cantareira","brazil_sao paulo_sao paulo_serra cantareira",-23.434805,-46.635091,"locality","brazil_sao paulo_sao paulo_serra cantareira","Brazil","São Paulo","São Paulo","serra cantareira","splink_jabot",TRUE,-23.434805,-46.635091,"coord_gazet","seconds",436036,"Low","coord_gazet","ok_same_resolution","Acianthera hygrophila","(Barb.Rodr.) Pridgeon & M.W.Chase","name_w_authors","Orchidaceae","Acianthera hygrophila","(Barb.Rodr.) Pridgeon & M.W.Chase","species","name accepted","bfo-11017",,,"Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase","Acianthera","Orchidaceae","high","Acianthera hygrophila"
"speciesLink",,,"2024-08-06T09:12:38",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"40190","1282","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & I.F.A.Mattos",,,,,,,,,,,,"2008","07","21",,,,,,,,"SP","Guarulhos","Guarulhos","Parque Estadual da Cantareira - Núcleo Cabuçú",,,,"-23.459999","-46.529999",,"26398",,,,,,,,,,"G.M. Marcusso",,"2018-09-19",,,"Acianthera saundersiana",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Orchidales",,"Orchidaceae",,,,"Acianthera",,,,"saundersiana",,,,,,,,,,,,,,"Acianthera saundersiana",,,,,,,"Brasil",,,,,,,,,"(Rchb.f.) ((Pridgeon) & M.W.Chase)","Splink","19",,,"09",,"2018",,,,"SPSF00040190","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1282","2008","Marcusso, G.M.","2018","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","guarulhos","parque estadual da cantareira - nucleo cabucu",,"locality","brazil_sao paulo_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county","brazil_sao paulo_guarulhos","Brazil","São Paulo","Guarulhos",,"ibge",TRUE,-23.459999,-46.529999,"coord_original","miliseconds",975831,"High","locality_exact","check_local.2municip.","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","possibly_ok","Orchidaceae","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","species","author misspelled","bfo-11051",,,"Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase","Acianthera","Orchidaceae","low","Acianthera saundersiana"
