"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","selectionCategory","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2016-03-13T00:00:00",,,"501",,"MICH","MICH",,"PreservedSpecimen",,,,"640243","29","Waldo L. Schmitt",,,,,,,,,,,,"1925","09",,,,,,,,,"São Paulo",,,"Villa Bella, Ilha S. Sebastiao",,,,"-23.852944","-45.332945",,,,,,,,,,,,,,,,,"Acanthophora muscoides",,,,,,,"Plantae","Rhodophyta","Florideophyceae","Ceramiales",,"Rhodomelaceae",,,,"Acanthophora",,,,"muscoides",,,,,,,,,,,,,,"Acanthophora muscoides",,,,,,,"Brazil",,,,,,,,,,"Splink",,,,,,,,,,,"South America",,,,,,,,,,,,,,,,,,"MICH",,"Schmitt, W.L.","29","1925",,,,"Schmitt",,"brazil","sao paulo","villa bella","villa bella",,"locality","brazil_sao paulo_villa bella","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam",TRUE,-23.852944,-45.332945,"coord_original","miliseconds",1630851,"Low","coord_original","check_local.2state","Acanthophora muscoides",,"possibly_ok",,"Acanthophora muscoides",,"species","not found",,,,"Acanthophora muscoides","Acanthophora","Asteraceae","unknown","Acanthophora muscoides"
"gbif","8.90801213197204e-315",,"2024-10-08 14:22:10",,,"https://specieslink.net/col/31",,"IPA/SP","SP-ALGAE",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/31/294704","294704",,"D.P.Santos, M.T.Fujii, D.Bacci, M.B.Barreto, G.A.F",,,,,"PRESENT",,,,,,"2001-03-13","2001","3","13",,,,,,,"BR","São Paulo",,"Ubatuba","Praia Brava",,,,"-23.840278","-45.29",,,,,,,,,,,,"S.M.P.B. Guimarães",,,,,"Acanthophora spicifera",,,,,,,"Plantae","Rhodophyta","Florideophyceae","Ceramiales",,"Rhodomelaceae",,,,"Acanthophora","Acanthophora",,,"spicifera",,,"species",,"ACCEPTED",,"ecc2d1d3-031f-4478-8565-3e098e85b33f",,,TRUE,FALSE,"Acanthophora spicifera","Acanthophora spicifera (M.Vahl) Børgesen","Acanthophora spicifera (M.Vahl) Børgesen","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,"(M.Vahl) Børgesen","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Santos, D.P.",,"2001","Guimaraes, S.M.P.B.",,"Fujii, M.T.; Bacci, D.; Barreto, M.B.; G.a.f","Santos",,"brazil","sao paulo","ubatuba","praia brava",,"locality","brazil_sao paulo_ubatuba","brazil_sao paulo_ubatuba",-23.37925694,-45.02408879,"county","brazil_sao paulo_ubatuba","Brazil","São Paulo","Ubatuba",,"ibge",TRUE,-23.840278,-45.29,"coord_original","miliseconds",314576,"Low","coord_original","check_local.2municip.","Acanthophora spicifera","(M.Vahl) Børgesen","name_w_authors",,"Acanthophora spicifera","(M.Vahl) Børgesen","species","not found",,,,"Acanthophora spicifera (M.Vahl) Børgesen","Acanthophora","Asteraceae","low","Acanthophora spicifera"
"speciesLink",,,"2025-04-17T10:02:37",,,"31",,"IBt","SP-ALGAE",,"PreservedSpecimen",,,,"468980",,"M.T. Fujii",,,,,,,,,,,,"2008","05","20",,,,,,,,"São Paulo",,,"Ilha de Búzios",,,,"-23.813056","-45.14",,,,,,,,,,,,"C.H. Kano",,"2009-0-NA",,,"Acrosorium ciliolatum",,,,,,,"Plantae",,"Florideophyceae","Ceramiales",,"Delesseriaceae",,,,"Acrosorium",,,,"ciliolatum",,,,,,,,,,,,,,"Acrosorium ciliolatum",,,,,,,"Brasil",,,,,,,"23°48'47""S","45°08'24""W","(Harvey) Kylin","Splink",,,,"0",,"2009",,,,,,,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Fujii, M.T.",,"2008","Kano, C.H.","2009",,"Fujii",,"brazil","sao paulo","ilha de buzios","ilha de buzios",,"locality","brazil_sao paulo_ilha buzios","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam",TRUE,-23.813056,-45.14,"coord_original","seconds",1475054,"Low","coord_original","check_local.2state","Acrosorium ciliolatum","(Harvey) Kylin","possibly_ok",,"Acrosorium ciliolatum","(Harvey) Kylin","species","not found",,,,"Acrosorium ciliolatum (Harvey) Kylin","Acrosorium","Pteridaceae","low","Acrosorium ciliolatum"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"429723","1296","Canestraro, BK; Canestraro, MCK; Canestraro, IF",,,,,,,,,,,,"2018","7","31",,,,,,,,"São Paulo","Ilhabela","Ilhabela","Estrada para o Parque Estadual de Ilhabela.",,,,"-23.77","-45.349998",,"23719",,,,,,,,,,"Canestraro, BK",,"2018-NA-NA",,,"Adiantum abscissum",,,,,,,"Plantae",,,,,"Pteridaceae",,,,"Adiantum",,,,"abscissum",,,,,,,,,,,,,,"Adiantum abscissum",,,,,,,"Brazil","264",,,,,,"-23.843333","-45.361111","Schrad.","Splink",,,,,,"2018",,,,"MBM429723",,,,,,,,,,,,,,,,,,,"MBM",,"Canestraro, B.K.","1296","2018","Canestraro, B.K.","2018","Canestraro, M.C.K.; Canestraro, I.F.","Canestraro",,"brazil","sao paulo","ilhabela","estrada para o parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county","brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"ibge",TRUE,-23.77,-45.349998,"coord_original","miliseconds",1489365,"High","locality_exact","check_local.2municip.","Adiantum abscissum","Schrad.","possibly_ok","Pteridaceae","Adiantum abscissum","Schrad.","species","name accepted","bfo-91806",,,"Adiantum abscissum Schrad.","Adiantum","Pteridaceae","low","Adiantum abscissum"
"gbif","2.44683571357312e-314",,"2024-10-01 20:41:20",,,,,"iNaturalist","Observations","iNaturalist research-grade observations","HUMAN_OBSERVATION",,,"https://www.inaturalist.org/observations/244916602","244916602",,"gutomag",,,,,"PRESENT",,,,,,"2024-09-29T12:11:17","2024","9","29","2024-09-29 12:11:17-03:00",,,,,,"BR","São Paulo",,,"Ilha de São Sebastião, Ilhabela, SP, BR","Ilha de São Sebastião, Ilhabela, SP, BR",,,"-23.847712","-45.380393","6709",,,,,,,,"547434372",,,"Malte W. Treftig",,"2024-10-01 10:20:31",,"158021","Adiantum macrophyllum",,,,,,,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",,"Pteridaceae",,,,"Adiantum","Adiantum",,,"macrophyllum",,,"species",,"ACCEPTED",,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage",TRUE,FALSE,"Adiantum macrophyllum","Adiantum macrophyllum Sw.","Adiantum macrophyllum Sw.","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"BR",,,,,"EPSG:4326",,,,"Sw.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Observations","code not found","Gutomag",,"2024","Treftig, M.W.","2024",,"Gutomag",,"brazil","sao paulo","ilha de sao sebastiao","ilha de sao sebastiao",,"locality","brazil_sao paulo_ilha sao sebastiao","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam",TRUE,-23.847712,-45.380393,"coord_original","miliseconds",809650,"Low","coord_original","check_local.2state","Adiantum macrophyllum","Sw.","name_w_authors","Pteridaceae","Adiantum macrophyllum","Sw.","species","name accepted","bfo-91833",,,"Adiantum macrophyllum Sw.","Adiantum","Pteridaceae","low","Adiantum macrophyllum"
"gbif","1.6866785103507e-314",,"2021-11-09 22:33:05",,"04.936.616/0001-20",,,"JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN",,,"urn:catalog:JBRJ:RB:1448520","RB01448520","1312","B.K. Canestraro; M.C.K. Canestraro; I.F. Canestraro",,,,,"PRESENT",,,,,,"2018-08-03","2018","8","3",,,,,,,"BR","São Paulo",,"Ilhabela","Cachoeira do Veloso.",,,,"-23.884444","-45.433333",,,,,,,,,,,,"B.K. Canestraro",,,,,"Adiantum pulverulentum L.",,,,,,,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales",,"Pteridaceae",,,,"Adiantum","Adiantum",,,"pulverulentum",,,"species",,"ACCEPTED",,"4300f8d5-1ae5-49e5-a101-63894b005868",,"StillImage",TRUE,FALSE,"Adiantum pulverulentum","Adiantum pulverulentum L.","Adiantum pulverulentum L.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/44/85/20/01448520.jpg","Brasil",,,,,,,"23º53´4´´","45º26´0´´W","L.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RB",,"Canestraro, B.K.","1312","2018","Canestraro, B.K.",,"Canestraro, M.C.K.; Canestraro, I.F.","Canestraro",,"brazil","sao paulo","ilhabela","cachoeira do veloso",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county","brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"ibge",TRUE,-23.884444,-45.433333,"coord_original","minutes",675098,"Low","coord_original","check_local.2municip.","Adiantum pulverulentum","L.","name_w_authors","Pteridaceae","Adiantum pulverulentum","L.","species","name accepted","bfo-91849",,,"Adiantum pulverulentum L.","Adiantum","Pteridaceae","low","Adiantum pulverulentum"
"gbif","7.0375528618117e-315",,"2020-06-06 05:47:59",,"04.936.616/0001-20",,,"JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN",,,"urn:catalog:JBRJ:RB:717254","RB00717254","15926","Martinelli, G.",,,,,"PRESENT",,,,,,"1999-10-13","1999","10","13",,,,,,,"BR","São Paulo",,"São Paulo","São Luiz do Paraitinga,Parque Estadual da Serra do Mar, Núcleo Santa Virgínia.",,,,"-23.775556","-45.344167",,,,,,,,,,,,,,,,,"Aechmea vanhoutteana (Van Houtte) Mez",,,,,,,"Plantae","Tracheophyta","Liliopsida","Poales",,"Bromeliaceae",,,,"Aechmea","Aechmea",,,"vanhoutteana",,,"species",,"ACCEPTED",,"4300f8d5-1ae5-49e5-a101-63894b005868",,"StillImage;StillImage",TRUE,FALSE,"Aechmea vanhoutteana","Aechmea vanhoutteana (Van Houtte) Mez","Aechmea vanhoutteana (Van Houtte) Mez","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/71/72/54/00717254.jpg","Brasil",,,,,,,"23º45´92´´","45º20´39´´W","(Van Houtte) Mez","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RB",,"Martinelli, G.","15926","1999",,,,"Martinelli",,"brazil","sao paulo","sao paulo","parque estadual serra mar nucleo santa virginia",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge",TRUE,-23.775556,-45.344167,"coord_original","seconds",274470,"Low","coord_original","check_local.2municip.","Aechmea vanhoutteana","(Van Houtte) Mez","name_w_authors","Bromeliaceae","Aechmea vanhoutteana","(Van Houtte) Mez","species","name accepted","bfo-5879",,,"Aechmea vanhoutteana (Van Houtte) Mez","Aechmea","Bromeliaceae","high","Aechmea vanhoutteana"
"speciesLink",,,"2025-04-17T10:03:15",,,"31",,"IBt","SP-ALGAE",,"PreservedSpecimen",,,,"336662",,"D.S.Bacci, N.S.Yokoya, S.M.P.B.Guimarães & J.Dom.",,,,,,,,,,,,"2001","05","25",,,,,,,,"São Paulo","Ubatuba","Ubatuba","Praia Brava",,,,"-23.840278","-45.29",,,,,,,,,,,,"Denise Soares Bacci",,,,,"Agardhiella subulata",,,,,,,"Plantae",,"Florideophyceae","Gigartinales",,"Solieriaceae",,,,"Agardhiella",,,,"subulata",,,,,,,,,,,,,,"Agardhiella subulata",,,,,,,"Brasil",,,,,,,"23º 50' 25""S","45º 17' 24""W","(C.Agardh) Kraft & M.J.Wynne","Splink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Bacci, D.S.",,"2001","Bacci, D.S.",,"Yokoya, N.S.; Guimaraes, S.M.P.B.; Dom., J.","Bacci",,"brazil","sao paulo","ubatuba","praia brava",,"locality","brazil_sao paulo_ubatuba","brazil_sao paulo_ubatuba",-23.37925694,-45.02408879,"county","brazil_sao paulo_ubatuba","Brazil","São Paulo","Ubatuba",,"ibge",TRUE,-23.840278,-45.29,"coord_original","miliseconds",1469833,"Low","coord_original","check_local.2municip.","Agardhiella subulata","(C.Agardh) Kraft & M.J.Wynne","possibly_ok",,"Agardhiella subulata","(C.Agardh) Kraft & M.J.Wynne","species","not found",,,,"Agardhiella subulata (C.Agardh) Kraft & M.J.Wynne","Agardhiella","Ericaceae","low","Agardhiella subulata"
"speciesLink",,,"2021-12-09T11:19:20",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"351674","107","Rocha, FT; Aguiar, OT",,,,,,,,,,,,"2000","03","16",,,,,,,,"São Paulo","Ilhabela","Ilhabela","Parque Estadual de Ilhabela, Estrada para Castelhanos, trevo da serra.",,,,"-23.77","-45.349998",,"23719",,,,,,,,,,"Pastore, JA",,"2001-07-05",,,"Allophylus petiolulatus",,,,,,,"Plantae",,,,,"Sapindaceae",,,,"Allophylus",,,,"petiolulatus",,,,,,,,,,,,,,"Allophylus petiolulatus",,,,,,,"Brasil",,,,,,,"0","0","Radlk.","Splink","05",,,"07",,"2001",,,,"SP045840",,,,,,,,,,,,,,,,,,,"SP",,"Rocha, F.T.","107","2000","Pastore, J.A.","2001","Aguiar, O.T.","Rocha",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela, estrada para castelhanos",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county","brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"ibge",TRUE,-23.77,-45.349998,"coord_original","miliseconds",1201519,"High","locality_exact","check_local.2municip.","Allophylus petiolulatus","Radlk.","possibly_ok","Sapindaceae","Allophylus petiolulatus","Radlk.","species","name accepted","bfo-20875",,,"Allophylus petiolulatus Radlk.","Allophylus","Sapindaceae","low","Allophylus petiolulatus"
"gbif","9.83441385396921e-315",,"2019-01-17 12:13:35",,,,,"iNaturalist","Observations","iNaturalist research-grade observations","HUMAN_OBSERVATION",,,"https://www.inaturalist.org/observations/19662455","19662455",,"Pablo Fraire",,,,,"PRESENT",,,,,,"2012-01-19","2012","1","19","2012/01/19 10:00 AM -03",,,,,,"BR","São Paulo",,,"Ilhabela - Estado de São Paulo, 11630-000, Brasil","Ilhabela - Estado de São Paulo, 11630-000, Brasil",,,"-23.934616","-45.419786","31",,,,,,,,"43255741",,,"Pablo Fraire",,"2019-01-15 21:04:37",,"154776","Alpinia zerumbet",,,,,,,"Plantae","Tracheophyta","Liliopsida","Zingiberales",,"Zingiberaceae",,,,"Alpinia","Alpinia",,,"zerumbet",,,"species",,"ACCEPTED",,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage;StillImage;StillImage",TRUE,FALSE,"Alpinia zerumbet","Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.","Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","DD",,"BR",,,,,"EPSG:4326",,,,"(Pers.) B.L.Burtt & R.M.Sm.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Observations","code not found","Fraire, P.",,"2012","Fraire, P.","2019",,"Fraire",,"brazil","sao paulo","ilhabela - estado de sao paulo","ilhabela - estado de sao paulo",,"locality","brazil_sao paulo_ilhabela estado sao paulo","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam",TRUE,-23.934616,-45.419786,"coord_original","miliseconds",376141,"Low","coord_original","check_local.2state","Alpinia zerumbet","(Pers.) B.L.Burtt & R.M.Sm.","name_w_authors","Zingiberaceae","Alpinia zerumbet","(Pers.) B.L.Burtt & R.M.Sm.","species","name accepted","bfo-110703",,,"Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.","Alpinia","Zingiberaceae","low","Alpinia zerumbet"
