"type","bibliographicCitation","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","verbatimLatitude","verbatimLongitude","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","class","order","family","genus","taxonRank","scientificNameAuthorship","taxonomicStatus","latitude","longitude","acceptedScientificName","dayIdentified","monthIdentified","yearIdentified","verbatimScientificName","species","taxonID","geodeticDatum","associatedMedia","virtualDuplicates","duplicates","barcode","downloadedFrom","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","recordID","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","tax.check","species.new","loc.check","geo.check","cult.check","out.check","dist.check","dist.check.obs","numTombo","dup.ID","dup.numb","dup.prop","ref.spec.tax","ref.spec.geo","ref.spec.loc","selectionCategory","confidenceLocality","Nome_UC"
,,,,"SPSF","SPSF",,"PRESERVED_SPECIMEN","46012","1",,"<nO>Árvore, 4 metros, com frutos.; Floresta Ombrófila Densa Montana. Altitude aproximada de 770 metros.; Habitat: Floresta Ombrófila Densa Montana Habito: Árvore</nO>",,"2012","9","14",,,"<nO>Árvore, 4 metros, com frutos.; Floresta Ombrófila Densa Montana. Altitude aproximada de 770 metros.; Habitat: Floresta Ombrófila Densa Montana Habito: Árvore</nO>","Brasil",,"São Paulo","Guarulhos","Guarulhos","Parque Natural Municipal da Candinha.",,,"-23.3966666","-46.4686111",,"23º23'48''S","46º28'7''W",,"M.C.Junior","2012-9-  17",,"Pleroma raddianum",,,"Melastomataceae","Pleroma",,,,"-23.3966666","-46.4686111",,"17","9","2012",,"raddianum",,,,,,"SPSF00046012","Splink","SPSF",,,"1","2012","C. Junior, M.","2012",,,,"brazil","sao paulo","guarulhos","parque natural municipal da candinha",,"locality","brazil_sao paulo_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county",970627,"Pleroma raddianum","(DC.) Gardner","possibly_ok","Melastomataceae","Pleroma raddianum","(DC.) Gardner","species","name accepted","bfo-603046",,,"Pleroma raddianum (DC.) Gardner","Pleroma","Melastomataceae","brazil_sao paulo_guarulhos","Brazil","São Paulo","Guarulhos",,"ibge",TRUE,-23.3966666,-46.4686111,"coord_original","miliseconds","low","Pleroma raddianum","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","SPSF_46012","SPSF_46012[virtual]","1","0.25","SPSF_46012","SPSF_46012","SPSF_46012","coord_original","Low","PARQUE NATURAL MUNICIPAL CULTURA NEGRA - SÍTIO DA CANDINHA"
