"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","confidenceLocality","selectionCategory","species.new","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","tax.check"
"speciesLink",,,"2022-12-15T11:40:24",,,"259",,"UFRGS","ICN",,"S",,,,"184987",,"Durigan, G",,,,,,,,,,,,"2014","01","23",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis (material material germinou neste local, proveniente da Estação Ecoloógica de Santa Barbara).",,,,"-22.66","-50.41",,"23972",,,,,,,,,,"Longhi-Wagner, HM",,"2016-01-NA",,,"Digitaria corynotricha",,,,,,,"Plantae","Monocotyledon",,,,"Poaceae",,,,"Digitaria",,,,"corynotricha",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0","(Hack.) Henrard","Splink",,,,"01",,"2016",,,,,"América do Sul",,,,,,,,,,,,,,,,,,"ICN",,"Durigan, G.",,"2014","Longhi-Wagner, H.M.","2016",,"Durigan",,"TRUE","-22.66","-50.41","coord_original","miliseconds","ok_same_resolution","Digitaria corynotricha","(Hack.) Henrard","possibly_ok","Poaceae","Digitaria corynotricha","(Hack.) Henrard","species","name accepted","bfo-13178",,,"Digitaria corynotricha (Hack.) Henrard","Digitaria","Poaceae",229088,"High","locality_exact","Digitaria corynotricha","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","high"
"speciesLink",,,"2024-01-30T15:19:13",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"233875","101","Pilon, N",,,,,,,,,,,,"2014","01","31",,,,,,,,"São Paulo","Assis","Assis","Floresta Estadual de Assis, Arboreto",,,,"-22.575667","-50.407472",,,,,,,,,,,,"Loeuille, B",,"2014-NA-NA",,,"Lepidaploa remotiflora",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Lepidaploa",,,,"remotiflora",,,,,,,,,,,,,,,,,,,,,"Brasil","550","550",,,,,"-22.575667","-50.407472","(Rich.) H.Rob.","Splink",,,,,,"2014",,,,"SPF00233875",,,,,,,,,,,,,,,,,,,"SPF",,"Pilon, N.","101","2014","Loeuille, B.","2014",,"Pilon",,"TRUE","-22.575667","-50.407472","coord_original","miliseconds","ok_same_resolution","Lepidaploa remotiflora","(Rich.) H.Rob.","possibly_ok","Asteraceae","Lepidaploa remotiflora","(Rich.) H.Rob.","species","name accepted","bfo-27150",,,"Lepidaploa remotiflora (Rich.) H.Rob.","Lepidaploa","Asteraceae",229080,"High","locality_exact","Lepidaploa remotiflora","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","high"
"speciesLink",,,"2024-08-06T09:16:04",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"43522","s/n","A.C.G.Melo",,,,,,,,,,,,"2009","11","27",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis",,,,"-22.66","-50.41",,"23972",,,,,,,,,,"O.T.Aguiar",,"2016-06-20",,,"Myrcia splendens",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales",,"Myrtaceae",,,,"Myrcia",,,,"splendens",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Sw.) DC.","Splink","20",,,"06",,"2016",,,,"SPSF00043522","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Melo, A.C.G.",,"2009","Aguiar, O.T.","2016",,"Melo",,"TRUE","-22.66","-50.41","coord_original","miliseconds","ok_same_resolution","Myrcia splendens","(Sw.) DC.","possibly_ok","Myrtaceae","Myrcia splendens","(Sw.) DC.","species","name accepted","bfo-10759",,,"Myrcia splendens (Sw.) DC.","Myrcia","Myrtaceae",229078,"High","locality_exact","Myrcia splendens","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","high"
"speciesLink",,,"2024-09-20T16:44:33",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"59436","388","A.C.Dalbeto & G.Durigan",,,,,,,,,,,,"2023","07","08",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis",,,,"-22.6","-50.415833",,,,,,,,,,,,"G.Durigan",,"2023-07-08",,,"Trichanthecium schwackeanum",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Poales",,"Poaceae",,,,"Trichanthecium",,,,"schwackeanum",,,,,,,,,,,,,,,,,,,,,"Brasil","734","734",,,,,,,"(Mez) Zuloaga & Morrone","Splink","08",,,"07",,"2023",,,,"SPSF00059436","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","388","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"TRUE","-22.6","-50.415833","coord_original","seconds","ok_same_resolution","Trichanthecium schwackeanum","(Mez) Zuloaga & Morrone","possibly_ok","Poaceae","Trichanthecium schwackeanum","(Mez) Zuloaga & Morrone","species","name accepted","bfo-129213",,,"Trichanthecium schwackeanum (Mez) Zuloaga & Morrone","Trichanthecium","Poaceae",229095,"High","locality_exact","Trichanthecium schwackeanum","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","medium"
"speciesLink",,,"2024-09-20T16:44:33",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"59428","379","A.C.Dalbeto & G.Durigan",,,,,,,,,,,,"2023","07","08",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis",,,,"-22.6","-50.415833",,,,,,,,,,,,"G.Durigan",,"2023-07-08",,,"Syngonanthus densiflorus",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Eriocaulales",,"Eriocaulaceae",,,,"Syngonanthus",,,,"densiflorus",,,,,,,,,,,,,,,,,,,,,"Brasil","734","734",,,,,,,"(Körn) Ruhland","Splink","08",,,"07",,"2023",,,,"SPSF00059428","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","379","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"TRUE","-22.6","-50.415833","coord_original","seconds","ok_same_resolution","Syngonanthus densiflorus","(Körn.) Ruhland","possibly_ok","Eriocaulaceae","Syngonanthus densiflorus","(Körn.) Ruhland","species","author misspelled","bfo-7658",,,"Syngonanthus densiflorus (Körn.) Ruhland","Syngonanthus","Eriocaulaceae",229099,"High","locality_exact","Syngonanthus densiflorus","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","medium"
"speciesLink",,,"2024-09-20T16:44:33",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"59434","385","A.C.Dalbeto & G.Durigan",,,,,,,,,,,,"2023","07","08",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis",,,,"-22.6","-50.415833",,,,,,,,,,,,"G.Durigan",,"2023-07-08",,,"Stylosanthes gracilis",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Stylosanthes",,,,"gracilis",,,,,,,,,,,,,,,,,,,,,"Brasil","734","734",,,,,,,"Kunth","Splink","08",,,"07",,"2023",,,,"SPSF00059434","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","385","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"TRUE","-22.6","-50.415833","coord_original","seconds","ok_same_resolution","Stylosanthes gracilis","Kunth","possibly_ok","Fabaceae","Stylosanthes gracilis","Kunth","species","name accepted","bfo-29863",,,"Stylosanthes gracilis Kunth","Stylosanthes","Fabaceae",229105,"High","locality_exact","Stylosanthes gracilis","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","medium"
"speciesLink",,,"2024-09-20T16:44:33",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"59429","380","A.C.Dalbeto & G.Durigan",,,,,,,,,,,,"2023","07","08",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis",,,,"-22.6","-50.415833",,,,,,,,,,,,"G.Durigan",,"2023-07-08",,,"Schizachyrium tenerum",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Poales",,"Poaceae",,,,"Schizachyrium",,,,"tenerum",,,,,,,,,,,,,,,,,,,,,"Brasil","734","734",,,,,,,"Nees","Splink","08",,,"07",,"2023",,,,"SPSF00059429","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","380","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"TRUE","-22.6","-50.415833","coord_original","seconds","ok_same_resolution","Schizachyrium tenerum","Nees","possibly_ok","Poaceae","Schizachyrium tenerum","Nees","species","name accepted","bfo-13580",,,"Schizachyrium tenerum Nees","Schizachyrium","Poaceae",229116,"High","locality_exact","Schizachyrium tenerum","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","medium"
"speciesLink",,,"2024-09-20T16:44:33",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"59431","382","A.C.Dalbeto & G.Durigan",,,,,,,,,,,,"2023","07","08",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis",,,,"-22.6","-50.415833",,,,,,,,,,,,"G.Durigan",,"2023-07-08",,,"Lessingianthus glabratus",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Lessingianthus",,,,"glabratus",,,,,,,,,,,,,,,,,,,,,"Brasil","734","734",,,,,,,"(Less.) H.Rob.","Splink","08",,,"07",,"2023",,,,"SPSF00059431","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","382","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"TRUE","-22.6","-50.415833","coord_original","seconds","ok_same_resolution","Lessingianthus glabratus","(Less.) H.Rob.","possibly_ok","Asteraceae","Lessingianthus glabratus","(Less.) H.Rob.","species","name accepted","bfo-27189",,,"Lessingianthus glabratus (Less.) H.Rob.","Lessingianthus","Asteraceae",229194,"High","locality_exact","Lessingianthus glabratus","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","medium"
"speciesLink",,,"2024-09-20T16:44:33",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"59435","387","A.C.Dalbeto & G.Durigan",,,,,,,,,,,,"2023","07","08",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis",,,,"-22.6","-50.415833",,,,,,,,,,,,"G.Durigan",,"2023-07-08",,,"Hyptis balansae",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales",,"Lamiaceae",,,,"Hyptis",,,,"balansae",,,,,,,,,,,,,,,,,,,,,"Brasil","734","734",,,,,,,"Briq.","Splink","08",,,"07",,"2023",,,,"SPSF00059435","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","387","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"TRUE","-22.6","-50.415833","coord_original","seconds","ok_same_resolution","Hyptis balansae","Briq.","possibly_ok","Lamiaceae","Hyptis balansae","Briq.","species","name accepted","bfo-8192",,,"Hyptis balansae Briq.","Hyptis","Lamiaceae",229219,"High","locality_exact","Hyptis balansae","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","medium"
"speciesLink",,,"2024-09-20T16:44:33",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"59432","383","A.C.Dalbeto & G.Durigan",,,,,,,,,,,,"2023","07","08",,,,,,,,"SP","Assis","Assis","Floresta Estadual de Assis",,,,"-22.6","-50.415833",,,,,,,,,,,,"G.Durigan",,"2023-07-08",,,"Campuloclinium megacephalum",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Campuloclinium",,,,"megacephalum",,,,,,,,,,,,,,,,,,,,,"Brasil","734","734",,,,,,,"(Mart. ex Baker) R.M.King & H.Rob.","Splink","08",,,"07",,"2023",,,,"SPSF00059432","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","383","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"TRUE","-22.6","-50.415833","coord_original","seconds","ok_same_resolution","Campuloclinium megacephalum","(Mart. ex Baker) R.M.King & H.Rob.","possibly_ok","Asteraceae","Campuloclinium megacephalum","(Mart. ex Baker) R.M.King & H.Rob.","species","name accepted","bfo-26938",,,"Campuloclinium megacephalum (Mart. ex Baker) R.M.King & H.Rob.","Campuloclinium","Asteraceae",229287,"High","locality_exact","Campuloclinium megacephalum","brazil","sao paulo","assis","floresta estadual de assis",,"locality","brazil_sao paulo_assis_floresta estadual assis","brazil_sao paulo_assis_floresta estadual assis",-22.589444,-50.409722,"locality","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ibge","medium"
