"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","verbatimBasisOfRecord","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","geo.check","cult.check","out.check","dist.check","dist.check.obs","confidenceLocality","selectionCategory","tax.check","species.new"
"speciesLink",,,"2025-02-24T08:59:00",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"3704","7","Castello, A.C.D.",,,,,,,,,,,,"2013","04","04",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,"Maruyama, A.",,"2025-01-29",,,"Serjania",,,,,,,"Plantae",,,,,"Sapindaceae",,,,"Serjania",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink","PreservedSpecimen","29",,,"01",,"2025",,,,"SORO003704",,,,,,,,,,,,,,,,,,,"SORO",,"Castello, A.C.D.","7","2013","Maruyama, A.","2025",,"Castello",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Serjania","Mill.","indet","Sapindaceae","Serjania","Mill.","genus","name accepted","bfo-20937",,,"Serjania Mill.","Serjania","Sapindaceae",1609900,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"no_cannot_check","full_name_match","High","locality_exact","low",
"speciesLink",,,"2024-11-12T10:30:32",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"3703","6","Castello, A.C.D.",,,,,,,,,,,,"2013","04","04",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Trichilia pallida",,,,,,,"Plantae",,,,,"Meliaceae",,,,"Trichilia",,,,"pallida",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"Sw.","Splink","PreservedSpecimen",,,,,,,,,,"SORO003703",,,,,,,,,,,,,,,,,,,"SORO",,"Castello, A.C.D.","6","2013",,,,"Castello",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Trichilia pallida","Sw.","possibly_ok","Meliaceae","Trichilia pallida","Sw.","species","name accepted","bfo-10011",,,"Trichilia pallida Sw.","Trichilia","Meliaceae",1606579,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Trichilia pallida"
"speciesLink",,,"2024-11-12T10:29:50",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"3699","3","Castello, A.C.D.",,,,,,,,,,,,"2013","04","04",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Wedelia",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Wedelia",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink","PreservedSpecimen",,,,,,,,,,"SORO003699",,,,,,,,,,,,,,,,,,,"SORO",,"Castello, A.C.D.","3","2013",,,,"Castello",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Wedelia","Jacq.","indet","Asteraceae","Wedelia","Jacq.","genus","name accepted","bfo-16451",,,"Wedelia Jacq.","Wedelia","Asteraceae",1610238,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"no_cannot_check","full_name_match","High","locality_exact","unknown",
"speciesLink",,,"2024-11-12T10:31:07",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"3701","5","Castello, A.C.D.",,,,,,,,,,,,"2013","04","04",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Piper",,,,,,,"Plantae",,,,,"Piperaceae",,,,"Piper",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink","PreservedSpecimen",,,,,,,,,,"SORO003701",,,,,,,,,,,,,,,,,,,"SORO",,"Castello, A.C.D.","5","2013",,,,"Castello",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Piper","L.","indet","Piperaceae","Piper","L.","genus","name accepted","bfo-12735",,,"Piper L.","Piper","Piperaceae",1605972,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"no_cannot_check","full_name_match","High","locality_exact","unknown",
"speciesLink",,,"2024-11-12T10:30:00",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"3700","4","Castello, A.C.D.",,,,,,,,,,,,"2013","04","04",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Convolvulaceae",,,,,,,"Plantae",,,,,"Convolvulaceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink","PreservedSpecimen",,,,,,,,,,"SORO003700",,,,,,,,,,,,,,,,,,,"SORO",,"Castello, A.C.D.","4","2013",,,,"Castello",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Convolvulaceae","Juss.","family_as_genus","Convolvulaceae","Convolvulaceae","Juss.","family","name accepted","bfo-93",,,"Convolvulaceae Juss.",,"Convolvulaceae",1607246,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"no_cannot_check","no_match","High","locality_exact","unknown",
"speciesLink",,,"2024-11-12T10:31:11",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1422","717","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","09","12",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Zanthoxylum fagara",,,,,,,"Plantae",,,,,"Rutaceae",,,,"Zanthoxylum",,,,"fagara",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(L.) Sarg.","Splink","PreservedSpecimen",,,,,,,,,,"SORO001422",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","717","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Zanthoxylum fagara","(L.) Sarg.","possibly_ok","Rutaceae","Zanthoxylum fagara","(L.) Sarg.","species","name accepted","bfo-1104",,,"Zanthoxylum fagara (L.) Sarg.","Zanthoxylum","Rutaceae",1610241,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Zanthoxylum fagara"
"speciesLink",,,"2024-11-12T10:31:11",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1426","235","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","05","16",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Xylosma pseudosalzmannii",,,,,,,"Plantae",,,,,"Salicaceae",,,,"Xylosma",,,,"pseudosalzmannii",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"Sleumer","Splink","PreservedSpecimen",,,,,,,,,,"SORO001426",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","235","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Xylosma pseudosalzmannii","Sleumer","possibly_ok","Salicaceae","Xylosma pseudosalzmannii","Sleumer","species","name accepted","bfo-14397",,,"Xylosma pseudosalzmannii Sleumer","Xylosma","Salicaceae",1606627,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Xylosma pseudosalzmannii"
"speciesLink",,,"2024-11-12T10:30:01",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1419","856","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","07","06",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Sloanea hirsuta",,,,,,,"Plantae",,,,,"Elaeocarpaceae",,,,"Sloanea",,,,"hirsuta",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Schott) Planch. ex Benth.","Splink","PreservedSpecimen",,,,,,,,,,"SORO001419",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","856","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Sloanea hirsuta","(Schott) Planch. ex Benth.","possibly_ok","Elaeocarpaceae","Sloanea hirsuta","(Schott) Planch. ex Benth.","species","name accepted","bfo-103503",,,"Sloanea hirsuta (Schott) Planch. ex Benth.","Sloanea","Elaeocarpaceae",1606374,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Sloanea hirsuta"
"speciesLink",,,"2024-11-12T10:30:29",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1424","425","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","06","28",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Miconia minutiflora",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Miconia",,,,"minutiflora",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Bompl.) DC.","Splink","PreservedSpecimen",,,,,,,,,,"SORO001424",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","425","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Miconia minutiflora","(Bonpl.) DC.","possibly_ok","Melastomataceae","Miconia minutiflora","(Bonpl.) DC.","species","author misspelled","bfo-9732",,,"Miconia minutiflora (Bonpl.) DC.","Miconia","Melastomataceae",1605093,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Miconia minutiflora"
"speciesLink",,,"2024-11-12T10:29:52",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1420","909","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","07","06",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Handroanthus umbellatus",,,,,,,"Plantae",,,,,"Bignoniaceae",,,,"Handroanthus",,,,"umbellatus",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Sond.) Mattos","Splink","PreservedSpecimen",,,,,,,,,,"SORO001420",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","909","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Handroanthus umbellatus","(Sond.) Mattos","possibly_ok","Bignoniaceae","Handroanthus umbellatus","(Sond.) Mattos","species","name accepted","bfo-114098",,,"Handroanthus umbellatus (Sond.) Mattos","Handroanthus","Bignoniaceae",1611781,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Handroanthus umbellatus"
"speciesLink",,,"2024-11-12T10:31:11",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1427","547","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","07","05",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Esenbeckia febrifuga",,,,,,,"Plantae",,,,,"Rutaceae",,,,"Esenbeckia",,,,"febrifuga",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(A. St.-Hil.) A. Juss. ex Mart.","Splink","PreservedSpecimen",,,,,,,,,,"SORO001427",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","547","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Esenbeckia febrifuga","(A.St.-Hil.) A. Juss. ex Mart.","possibly_ok","Rutaceae","Esenbeckia febrifuga","(A.St.-Hil.) A. Juss. ex Mart.","species","author misspelled","bfo-583",,,"Esenbeckia febrifuga (A.St.-Hil.) A. Juss. ex Mart.","Esenbeckia","Rutaceae",1607493,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Esenbeckia febrifuga"
"speciesLink",,,"2024-11-12T10:30:09",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1428","778","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","07","02",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Dahlstedtia floribunda",,,,,,,"Plantae",,,,,"Fabaceae",,,,"Dahlstedtia",,,,"floribunda",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Vogel) M.J. Silva & A.M.G. Azevedo","Splink","PreservedSpecimen",,,,,,,,,,"SORO001428",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","778","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","possibly_ok","Fabaceae","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","species","name accepted","bfo-135557",,,"Dahlstedtia floribunda (Vogel) M.J. Silva & A.M.G. Azevedo","Dahlstedtia","Fabaceae",1610992,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Dahlstedtia floribunda"
"speciesLink",,,"2024-11-12T10:31:10",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1423","823","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","07","06",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Cordiera concolor",,,,,,,"Plantae",,,,,"Rubiaceae",,,,"Cordiera",,,,"concolor",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Cham.) Kuntze","Splink","PreservedSpecimen",,,,,,,,,,"SORO001423",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","823","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Cordiera concolor","(Cham.) Kuntze","possibly_ok","Rubiaceae","Cordiera concolor","(Cham.) Kuntze","species","name accepted","bfo-13891",,,"Cordiera concolor (Cham.) Kuntze","Cordiera","Rubiaceae",1607278,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Cordiera concolor"
"speciesLink",,,"2025-05-05T15:47:39",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1425","965","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","09","12",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Cordia trichotoma",,,,,,,"Plantae",,,,,"Cordiaceae",,,,"Cordia",,,,"trichotoma",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Vell.) Arráb. ex Steud.","Splink","PreservedSpecimen",,,,,,,,,,"SORO001425",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","965","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Cordia trichotoma","(Vell.) Arráb. ex Steud.","possibly_ok","Cordiaceae","Cordia trichotoma","(Vell.) Arráb. ex Steud.","species","name accepted","bfo-16536",,,"Cordia trichotoma (Vell.) Arráb. ex Steud.","Cordia","Cordiaceae",1610917,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Cordia trichotoma"
"speciesLink",,,"2024-11-12T10:29:58",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"1421","857","Coelho, S.;Castello, A. C. D.",,,,,,,,,,,,"2012","07","06",,,,,,,,"São Paulo","Sorocaba","Sorocaba","Parque Natural Municipal Corredores da Biodiversidade",,,,"-23.5","-47.450001",,"17154",,,,,,,,,,,,,,,"Citronella paniculata",,,,,,,"Plantae",,,,,"Cardiopteridaceae",,,,"Citronella",,,,"paniculata",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Mart.) R. A. Howard","Splink","PreservedSpecimen",,,,,,,,,,"SORO001421",,,,,,,,,,,,,,,,,,,"SORO",,"Coelho, S.","857","2012",,,"Castello, A.C.D.","Coelho",,"brazil","sao paulo","sorocaba","parque natural municipal corredores da biodiversidade",,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county","brazil_sao paulo_sorocaba","Brazil","São Paulo","Sorocaba",,"ibge","check_local.2municip.","Citronella paniculata","(Mart.) R.A.Howard","possibly_ok","Cardiopteridaceae","Citronella paniculata","(Mart.) R.A.Howard","species","author misspelled","bfo-6679",,,"Citronella paniculata (Mart.) R.A.Howard","Citronella","Cardiopteridaceae",1610852,"TRUE","-23.5",-47.450001,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","unknown","Citronella paniculata"
