"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","verbatimBasisOfRecord","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","geo.check","cult.check","out.check","dist.check","dist.check.obs","confidenceLocality","selectionCategory","tax.check","species.new"
"speciesLink",,,"2025-05-15T14:27:19",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"10207","696","Cardoso-Leite, E.",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Eldorado","Eldorado","PE Caverna do Diabo",,,,"-24.52","-48.099998",,"38804",,,,,,,,,,"F.F. Mazine",,"2024-10-NA",,,"Eugenia expansa",,,,,,,"Plantae",,,,,"Myrtaceae",,,,"Eugenia",,,,"expansa",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"Spring ex Mart.","Splink","PreservedSpecimen",,,,"10",,"2024",,,,"SORO010207",,,,,,,,,,,,,,,,,,,"SORO",,"Cardoso-Leite, E.","696",,"Mazine, F.F.","2024",,"Cardoso-Leite",,"brazil","sao paulo","eldorado","pe caverna do diabo",,"locality","brazil_sao paulo_eldorado_pe caverna diabo","brazil_sao paulo_eldorado_pe caverna diabo",-24.6374,-48.402934,"locality","brazil_sao paulo_eldorado_pe caverna diabo","Brazil","São Paulo","Eldorado","PE da Caverna do Diabo","treeco","ok_same_resolution","Eugenia expansa","Spring ex Mart.","possibly_ok","Myrtaceae","Eugenia expansa","Spring ex Mart.","species","name accepted","bfo-10395",,,"Eugenia expansa Spring ex Mart.","Eugenia","Myrtaceae",1607697,"TRUE","-24.52",-48.099998,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","high","Eugenia expansa"
"speciesLink",,,"2025-06-01T12:01:46",,,"268",,"UFSC","FLOR",,"PRESERVED_SPECIMEN",,,,"77772","5708","Fiaschi, P.; Brito, G.R.R.",,,,,,,,,,,,"2023","12","21",,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Caverna do Diabo. Trilha para o Mirante do Governador.",,,,"-24.6358333","-48.4036111",,,,,,,,,,,,"Fiaschi, P.",,"2023-12-21",,,"Oxalis umbraticola",,,,,,,"Plantae",,,,,"Oxalidaceae",,,,"Oxalis",,,,"umbraticola",,,,,,,,,,,,,,,,,,,,,"Brasil","500",,,,,,"24º38'9''S","48º24'13''W","A.St.-Hil.","Splink","PreservedSpecimen","21",,,"12",,"2023",,,,"FLOR0077772",,,,,,,,,,,,,,,,,,,"FLOR",,"Fiaschi, P.","5708","2023","Fiaschi, P.","2023","Brito, G.R.R.","Fiaschi",,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Oxalis umbraticola","A.St.-Hil.","possibly_ok","Oxalidaceae","Oxalis umbraticola","A.St.-Hil.","species","name accepted","bfo-12500",,,"Oxalis umbraticola A.St.-Hil.","Oxalis","Oxalidaceae",1594770,"TRUE","-24.6358333",-48.4036111,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","high","Oxalis umbraticola"
"user",,,,,,,,"FLOR","FLOR",,"PRESERVED_SPECIMEN",,,,"FLOR0065721","88","Nery, E.K.",,,,,,,,,,,,"2018","04","08",,,,"Erva estolonífera, flores brancas e frutos verdes",,,,"São Paulo",,"Eldorado","Parque Estadual Caverna do Diabo, trilha para o Mirante do Governador.",,,,"0","0",,,,,,,,,,,"não","Nery, E.K.",,"08/04/2018",,,"Hydrocotyle leucocephala Cham. & Schltdl.",,,,,,,,,,,,"Araliaceae",,,,"Hydrocotyle",,,,,,,"species",,,,,,,,,"leucocephala",,"ARALIACEAE Hydrocotyle leucocephala Cham. & Schltdl.",,,,,,,"Brasil",,,,,,,,,"Cham. & Schltdl.","Reflora",,,,,,"Erva estolonífera, flores brancas e frutos verdes",,,,,,,,,,,"FLOR",,"FLOR 65721",,"Borges-Ferreira, R.","08/04/2018",,,"METRO",,,,,"FLOR",,"Nery, E.K.","88","2018","Nery, E.K.","2018",,"Nery",,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Hydrocotyle leucocephala","Cham. & Schltdl.","name_w_authors","Araliaceae","Hydrocotyle leucocephala","Cham. & Schltdl.","species","name accepted","bfo-5122",,,"Hydrocotyle leucocephala Cham. & Schltdl.","Hydrocotyle","Araliaceae",1702287,"FALSE","-24.49490556",-48.23324935,"coord_gazet","seconds_centroid","ok_county_gazet",,0,"ok_dist","full_name_match","High","locality_exact","high","Hydrocotyle leucocephala"
"gbif","1.13751577187448e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4673044",,,,,,"PMSP","PMSP",,"PRESERVED_SPECIMEN",,,"4673044","PMSP008207","33145","H.F.Leitão Filho;etal.,et al.",,,,,"PRESENT",,,,,,"1995-02-09","1995","2","9","1995-02-09",,,,,,"BR","São Paulo",,"Eldorado","Parque Estadual da Caverna do Diabo. S 24°38'47"""" W48°23'31"""", clareira encharcada.",,,,,,,,,,,,,,,,,"J.R.Stehmann",,,,,"Solanum wacketii Witasek",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Solanales",,"Solanaceae",,,,"Solanum","Solanum",,,"wacketii",,,"species",,"ACCEPTED",,"4012b76b-7f81-4bd9-b887-6fd3e6a5588c",,"StillImage",FALSE,FALSE,"Solanum wacketii","Solanum wacketii Witasek","Solanum wacketii Witasek","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/0/82/7/pmsp00008207.dzi","Brasil",,,,,,,,,"Witasek","GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PMSP",,"Leitao Filho, H.F.","33145","1995","Stehmann, J.R.",,"Al., E.E.","Leitao Filho",,"brazil","sao paulo","eldorado","parque estadual da caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Solanum wacketii","Witasek","name_w_authors","Solanaceae","Solanum wacketii","Witasek","species","name accepted","bfo-14885",,,"Solanum wacketii Witasek","Solanum","Solanaceae",403342,"TRUE","-24.49490556",-48.23324935,"coord_gazet","seconds_centroid","ok_county_gazet",,0,"ok_dist","full_name_match","High","locality_exact","high","Solanum wacketii"
"gbif","1.13751624864783e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4673266",,,,,,"PMSP","PMSP",,"PRESERVED_SPECIMEN",,,"4673266","PMSP008418","212","R.R.Rodrigues;R.R. Rodrigues,etal.,et al.",,,,,"PRESENT",,,,,,"1995-09-04","1995","9","4","1995-09-04",,,,,,"BR","São Paulo",,"Eldorado","Parque Estadual da Caverna do Diabo, trilha para boca da Caverna Tapagem. S24°37'51"""" W48°24'13"""".",,,,,,,,,,,,,,,,,"E.H.P. Barretto",,,,,"Stylogyne pauciflora Mez",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Ericales",,"Primulaceae",,,,"Stylogyne","Stylogyne",,,"pauciflora",,,"species",,"ACCEPTED",,"4012b76b-7f81-4bd9-b887-6fd3e6a5588c",,"StillImage",FALSE,FALSE,"Stylogyne pauciflora","Stylogyne pauciflora Mez","Stylogyne pauciflora Mez","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/0/84/18/pmsp00008418.dzi","Brasil",,,,,,,,,"Mez","GBIF","PRESERVED_SPECIMEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PMSP",,"Rodrigues, R.R.","212","1995","Barretto, E.H.P.",,"Rodrigues, E.E.A.R.","Rodrigues",,"brazil","sao paulo","eldorado","parque estadual da caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Stylogyne pauciflora","Mez","name_w_authors","Primulaceae","Stylogyne pauciflora","Mez","species","name accepted","bfo-10251",,,"Stylogyne pauciflora Mez","Stylogyne","Primulaceae",404160,"TRUE","-24.49490556",-48.23324935,"coord_gazet","seconds_centroid","ok_county_gazet",,0,"ok_dist","full_name_match","High","locality_exact","medium","Stylogyne pauciflora"
"speciesLink",,,"2024-11-12T10:30:16",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"9117","1314","Cardoso-Leite, E.",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Caverna do Diabo",,,,"-24.52","-48.099998",,"38804",,,,,,,,,,"Cardoso-Leite, E.",,,,,"Senna multijuga",,,,,,,"Plantae",,,,,"Fabaceae",,,,"Senna",,,,"multijuga",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Rich.) H.S.Irwin & Barneby","Splink","PreservedSpecimen",,,,,,,,,,"SORO009117",,,,,,,,,,,,,,,,,,,"SORO",,"Cardoso-Leite, E.","1314",,"Cardoso-Leite, E.",,,"Cardoso-Leite",,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Senna multijuga","(Rich.) H.S.Irwin & Barneby","possibly_ok","Fabaceae","Senna multijuga","(Rich.) H.S.Irwin & Barneby","species","name accepted","bfo-23157",,,"Senna multijuga (Rich.) H.S.Irwin & Barneby","Senna","Fabaceae",1606328,"TRUE","-24.52",-48.099998,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","low","Senna multijuga"
"speciesLink",,,"2025-05-05T15:47:24",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"8944","1183","Cardoso-Leite, E.;Podadera, D.S.;Peres, J.C.",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Caverna do Diabo",,,,"-24.647139","-48.403583",,,,,,,,,,,,"Cardoso-Leite, E.",,,,,"Rauvolfia sellowii",,,,,,,"Plantae",,,,,"Apocynaceae",,,,"Rauvolfia",,,,"sellowii",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"24°38'49.7""S","48°24'12.9""W","Müll. Arg.","Splink","PreservedSpecimen",,,,,,,,,,"SORO008944",,,,,,,,,,,,,,,,,,,"SORO",,"Cardoso-Leite, E.","1183",,"Cardoso-Leite, E.",,"Podadera, D.S.; Peres, J.C.","Cardoso-Leite",,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Rauvolfia sellowii","Müll.Arg.","possibly_ok","Apocynaceae","Rauvolfia sellowii","Müll.Arg.","species","author misspelled","bfo-4847",,,"Rauvolfia sellowii Müll.Arg.","Rauvolfia","Apocynaceae",1609803,"TRUE","-24.647139",-48.403583,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","low","Rauvolfia sellowii"
"speciesLink",,,"2024-11-12T10:30:31",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"8246","888","Cardoso-Leite, E.",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Caverna do Diabo",,,,"-24.52","-48.099998",,"38804",,,,,,,,,,"Cardoso-Leite, E.",,,,,"Tibouchina mutabilis",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Tibouchina",,,,"mutabilis",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"(Vell.) Cogn.","Splink","PreservedSpecimen",,,,,,,,,,"SORO008246",,,,,,,,,,,,,,,,,,,"SORO",,"Cardoso-Leite, E.","888",,"Cardoso-Leite, E.",,,"Cardoso-Leite",,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Pleroma mutabile","(Vell.) Triana","possibly_ok","Melastomataceae","Pleroma mutabile","(Vell.) Triana","species","replaced synonym","bfo-603045","Pleroma mutabile","(Vell.) Triana","Pleroma mutabile (Vell.) Triana","Pleroma","Melastomataceae",1606545,"TRUE","-24.52",-48.099998,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","low","Pleroma mutabile"
"speciesLink",,,"2025-05-05T15:48:02",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"8243","1211","Cardoso-Leite, E.",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Caverna do Diabo",,,,"-24.646944","-48.403333",,,,,,,,,,,,"Cardoso-Leite, E.",,,,,"Miconia cabussu",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Miconia",,,,"cabussu",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"24°38'49""S","48°24'12""W","Hoehne","Splink","PreservedSpecimen",,,,,,,,,,"SORO008243",,,,,,,,,,,,,,,,,,,"SORO",,"Cardoso-Leite, E.","1211",,"Cardoso-Leite, E.",,,"Cardoso-Leite",,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Miconia formosa","Cogn.","possibly_ok","Melastomataceae","Miconia formosa","Cogn.","species","name misspelled|replaced synonym","bfo-9706","Miconia formosa","Cogn.","Miconia formosa Cogn.","Miconia","Melastomataceae",1605071,"TRUE","-24.646944",-48.403333,"coord_original","seconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","low","Miconia formosa"
"speciesLink",,,"2024-11-12T10:30:12",,,"391",,"UFSCar","SORO",,"PRESERVED_SPECIMEN",,,,"9112","445","Cardoso-Leite, E.",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Eldorado","Eldorado","Parque Estadual Caverna do Diabo",,,,"-24.52","-48.099998",,"38804",,,,,,,,,,"Cardoso-Leite, E.",,,,,"Inga marginata",,,,,,,"Plantae",,,,,"Fabaceae",,,,"Inga",,,,"marginata",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,"Willd.","Splink","PreservedSpecimen",,,,,,,,,,"SORO009112",,,,,,,,,,,,,,,,,,,"SORO",,"Cardoso-Leite, E.","445",,"Cardoso-Leite, E.",,,"Cardoso-Leite",,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"ibge","check_local.2municip.","Inga marginata","Willd.","possibly_ok","Fabaceae","Inga marginata","Willd.","species","name accepted","bfo-23012",,,"Inga marginata Willd.","Inga","Fabaceae",1608260,"TRUE","-24.52",-48.099998,"coord_original","miliseconds","ok_county",,0,"ok_dist","full_name_match","High","locality_exact","low","Inga marginata"
