"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","recordID","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","confidenceLocality","selectionCategory","tax.check","species.new"
"gbif","1.24284184780325e-314",,,,"https://ror.org/0566bfb96",,,,"Botany",,"PRESERVED_SPECIMEN",,,"https://data.biodiversitydata.nl/naturalis/specimen/U.1363642","U.1363642","Gottsberger, IS 11 /81085","Gottsberger IS",,,,,"PRESENT",,,,,,"1985-10-08","1985","10","8",,,,,,,"BR",,,,"State of Sao Paulo, Botucatu, Municipio de Botucatu, Fazenda Lageado, ca 10 km NE of Botucatu.",,,,"-22.83333","-48.38333",,,,,,,,,,,,"Coutinho TS",,,,,"Abutilon grandifolium (Willd.) Sweet",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Malvales",,"Malvaceae",,,,"Abutilon","Abutilon",,,"grandifolium",,,"species",,"ACCEPTED",,"15f819bd-6612-4447-854b-14d12ee1022d",,"StillImage",TRUE,FALSE,"Abutilon grandifolium","Abutilon grandifolium (Willd.) Sweet","Abutilon grandifolium (Willd.) Sweet","null",FALSE,"LATIN_AMERICA","EUROPE","NE",,"Brazil",,,,,"WGS84",,,,"(Willd.) Sweet","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Botany","code not found","Gottsberger, I.S.","/81085","1985","Coutinho, T.S.",,,"Gottsberger",,"brazil","sao paulo","botucatu","fazenda lageado",,"country","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.83333,-48.38333,"coord_original","miliseconds","ok_country2municip.","Abutilon grandifolium","(Willd.) Sweet","name_w_authors","Malvaceae","Abutilon grandifolium","(Willd.) Sweet","species","name accepted","bfo-106936",,,"Abutilon grandifolium (Willd.) Sweet","Abutilon","Malvaceae",500575,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","Low","coord_original","low","Abutilon grandifolium"
"speciesLink",,,"2022-07-21T15:48:38",,,"16",,"UNESP-IBB","BOTU",,"PreservedSpecimen",,,,"35997","565","Monteiro, T.C.",,,,,,,,,,,,"2022","01","05",,,,,,,,"São Paulo","Botucatu","Botucatu","Demétria, após a Bioloja",,,,"-22.960278","-48.410833",,,,,,,,,,,,"Monteiro, T.C.",,"2022-NA-NA",,,"Acacia mangium",,,,,,,"Plantae",,,,,"Fabaceae",,,,"Acacia",,,,"mangium",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"22º57'37""s","48º24'39""w","Willd.","Splink",,,,,,"2022",,,,"BOTU035997","América",,,,,,,,,,,,,,,,,,"BOTU",,"Monteiro, T.C.","565","2022","Monteiro, T.C.","2022",,"Monteiro",,"brazil","sao paulo","botucatu","demetria",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.960278,-48.410833,"coord_original","seconds","check_local.2municip.","Acacia mangium","Willd.","possibly_ok","Fabaceae","Acacia mangium","Willd.","species","name accepted","bfo-611526",,,"Acacia mangium Willd.","Acacia","Fabaceae",1447507,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","Low","coord_original","low","Acacia mangium"
"gbif","5.38843789127227e-315",,"2024-01-30 15:21:16",,,"https://specieslink.net/col/7",,"USP-IB","SPF",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/7/212013","212013","153","Pace, MR; Lovo, J",,,,,"PRESENT",,,,,,"2011-11-11","2011","11","11",,,,,,,"BR","São Paulo",,"Botucatu","Fazenda Demetria. Beira da estrada.",,,,"-22.960694","-48.410167",,,,,,,,,,,,"Lewis, GP",,"2016-09-01",,,"Acacia melanoxylon R.Br.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Acacia","Acacia",,,"melanoxylon",,,"species",,"ACCEPTED",,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,TRUE,FALSE,"Acacia melanoxylon","Acacia melanoxylon R.Br.","Acacia melanoxylon","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00212013","Brasil","868","868",,,"WGS84",,,,"R.Br.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPF","code not found","Pace, M.R.","153","2011","Lewis, G.P.","2016","Lovo, J.","Pace",,"brazil","sao paulo","botucatu","fazenda demetria, beira da estrada",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.960694,-48.410167,"coord_original","miliseconds","check_local.2municip.","Acacia melanoxylon","R.Br.","name_w_authors","Fabaceae","Acacia melanoxylon","R.Br.","species","name accepted","bfo-612068",,,"Acacia melanoxylon R.Br.","Acacia","Fabaceae",146241,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","Low","coord_original","high","Acacia melanoxylon"
"speciesLink",,,"2021-12-09T11:04:47",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"304699","563","Souza, JP; et al.",,,,,,,,,,,,"1996","04","27",,,,,,,,"São Paulo","Angatuba","Angatuba","Ca. 6 km de Itatinga em direção a Angatuba.",,,,"-23.157278","-48.557278",,,,,,,,,,,,"Sousa, AAC",,"2018-08-01",,,"Acalypha amblyodonta",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Acalypha",,,,"amblyodonta",,,,,,,,,,,,,,,,,,,,,"Brasil","800","800",,,,,"-23.157278","-48.557278","(Müll.Arg.) Müll.Arg.","Splink","01",,,"08",,"2018",,,,"SP052636",,,,,,,,,,,,,,,,,,,"SP",,"Souza, J.P.","563","1996","Sousa, A.A.C.","2018",,"Souza",,"brazil","sao paulo","angatuba","circa 6 km de itatinga em direcao a angatuba",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",TRUE,-23.157278,-48.557278,"coord_original","miliseconds","check_local.2municip.","Acalypha amblyodonta","(Müll.Arg.) Müll.Arg.","possibly_ok","Euphorbiaceae","Acalypha amblyodonta","(Müll.Arg.) Müll.Arg.","species","name accepted","bfo-25455",,,"Acalypha amblyodonta (Müll.Arg.) Müll.Arg.","Acalypha","Euphorbiaceae",1148295,"brazil_sao paulo_angatuba","Brazil","São Paulo","Angatuba",,"ibge","Low","coord_original","high","Acalypha amblyodonta"
"speciesLink",,,"2021-12-09T11:04:49",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"297466","10381","Souza, VC; et al.",,,,,,,,,,,,"1996","01","23",,,,,,,,"São Paulo","Bofete","Bofete","Mata mesófila semidecídua.",,,,"-23.19","-48.244722",,,,,,,,,,,,"Sousa, AAC",,"2018-08-NA",,,"Acalypha digynostachya",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Acalypha",,,,"digynostachya",,,,,,,,,,,,,,,,,,,,,"Brasil","700","700",,,,,"-23.19","-48.244722","Baill.","Splink",,,,"08",,"2018",,,,"SP0297466",,,,,,,,,,,,,,,,,,,"SP",,"Souza, V.C.","10381","1996","Sousa, A.A.C.","2018",,"Souza",,"brazil","sao paulo","bofete","mata mesofila semidecidua",,"locality","brazil_sao paulo_bofete","brazil_sao paulo_bofete",-23.12856572,-48.28604497,"county",TRUE,-23.19,-48.244722,"coord_original","seconds","check_local.2municip.","Acalypha digynostachya","Baill.","possibly_ok","Euphorbiaceae","Acalypha digynostachya","Baill.","species","name accepted","bfo-35612",,,"Acalypha digynostachya Baill.","Acalypha","Euphorbiaceae",1148321,"brazil_sao paulo_bofete","Brazil","São Paulo","Bofete",,"ibge","Low","coord_original","high","Acalypha digynostachya"
"speciesLink",,,"2022-07-21T15:48:30",,,"16",,"UNESP-IBB","BOTU",,"PreservedSpecimen",,,,"35494","581","Cassola, H.",,,,,,,,,,,,"2021","10","15",,,,,,,,"São Paulo","Botucatu","Botucatu","Trilha da Cachoeira, PNM Cachoeira da Marta",,,,"-22.931111","-48.406944",,,,,,,,,,,,"Cassola, H.",,"2021-10-15",,,"Acalypha gracilis",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Acalypha",,,,"gracilis",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"22º55'52""s","48º24'25""w","Spreng.","Splink","15",,,"10",,"2021",,,,"BOTU035494","América",,,,,,,,,,,,,,,,,,"BOTU",,"Cassola, H.","581","2021","Cassola, H.","2021",,"Cassola",,"brazil","sao paulo","botucatu","trilha da cachoeira",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.931111,-48.406944,"coord_original","seconds","check_local.2municip.","Acalypha gracilis","Spreng.","possibly_ok","Euphorbiaceae","Acalypha gracilis","Spreng.","species","name accepted","bfo-29142",,,"Acalypha gracilis Spreng.","Acalypha","Euphorbiaceae",1447509,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","Low","coord_original","low","Acalypha gracilis"
"gbif","1.95637543619035e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10570345592",,,,,,,,"PRESENT",,,,,,"2022-05-01T13:32:48.898Z","2022","5","1",,,,,,,"BR",,,,,,,,"-23.152123","-48.376632","8",,,,,,,,,,,,,,,,"Acanthospermum australe (Loefl.) Kuntze",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Acanthospermum","Acanthospermum",,,"australe",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Acanthospermum australe","Acanthospermum australe (Loefl.) Kuntze","Acanthospermum australe (Loefl.) Kuntze","queries",FALSE,"LATIN_AMERICA","EUROPE","NE",,"BR","658","658",,,"WGS84",,,,"(Loefl.) Kuntze","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2022",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country",TRUE,-23.152123,-48.376632,"coord_original","miliseconds","ok_same_resolution","Acanthospermum australe","(Loefl.) Kuntze","name_w_authors","Asteraceae","Acanthospermum australe","(Loefl.) Kuntze","species","name accepted","bfo-103231",,,"Acanthospermum australe (Loefl.) Kuntze","Acanthospermum","Asteraceae",710198,"brazil","Brazil",,,,"gdam","Low","coord_original","unknown","Acanthospermum australe"
"gbif","1.98194626811257e-314",,"2023-01-05 00:37:58",,,,,"iNaturalist","Observations","iNaturalist research-grade observations","HUMAN_OBSERVATION",,,"https://www.inaturalist.org/observations/145365432","145365432",,"Ericson Cernawsky Igual",,,,,"PRESENT",,,,,,"2020-12-05T16:03","2020","12","5","2020/12/05 16:03",,,,,,"BR","São Paulo",,,"Torre de Pedra - SP, Brasil","Torre de Pedra - SP, Brasil",,,"-23.268635","-48.207382",,,,,,,,,"323727376",,,"Chris Kettinger",,"2022-12-30 15:05:39",,"430603","Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch",,,,,,,"Plantae","Tracheophyta","Liliopsida","Poales",,"Bromeliaceae",,,,"Acanthostachys","Acanthostachys",,,"strobilacea",,,"species",,"ACCEPTED",,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage",TRUE,FALSE,"Acanthostachys strobilacea","Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch","Acanthostachys strobilacea","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"BR",,,,,"EPSG:4326",,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Observations","code not found","Igual, E.C.",,"2020","Kettinger, C.","2022",,"Igual",,"brazil","sao paulo","torre de pedra - sp","torre de pedra - sp",,"locality","brazil_sao paulo_torre pedra sp","brazil_sao paulo",-22.2584562,-48.7420254,"state",TRUE,-23.268635,-48.207382,"coord_original","miliseconds","check_local.2state","Acanthostachys strobilacea","(Schult. & Schult.f.) Klotzsch","name_w_authors","Bromeliaceae","Acanthostachys strobilacea","(Schult. & Schult.f.) Klotzsch","species","name accepted","bfo-5752",,,"Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch","Acanthostachys","Bromeliaceae",754340,"brazil_sao paulo","Brazil","São Paulo",,,"gdam","Low","coord_original","low","Acanthostachys strobilacea"
"speciesLink",,,"2023-04-14T09:03:19",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"301784","10342","Souza, VC; et al.",,,,,,,,,,,,"1996","01","23",,,,,,,,"São Paulo","Bofete","Bofete",,,,,"-23.190139","-48.244722",,,,,,,,,,,,,,,,,"Acisanthera",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Acisanthera",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.190139","-48.244722",,"Splink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP",,"Souza, V.C.","10342","1996",,,,"Souza",,"brazil","sao paulo","bofete",,,"municipality","brazil_sao paulo_bofete","brazil_sao paulo_bofete",-23.12856572,-48.28604497,"county",TRUE,-23.190139,-48.244722,"coord_original","seconds","ok_same_resolution","Acisanthera","P.Browne","indet","Melastomataceae","Acisanthera","P.Browne","genus","name accepted","bfo-9395",,,"Acisanthera P.Browne","Acisanthera","Melastomataceae",1148625,"brazil_sao paulo_bofete","Brazil","São Paulo","Bofete",,"ibge","Low","coord_original","unknown",
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"444990",,"Mendes, R.R.",,,,,,,,,,,,"2012","05","14",,,,,,,,"São Paulo","Botucatu","Botucatu","Amostra coletada em área remanescente de cultivo de jambú.",,,,"-22.9458333","-48.3983333",,,,,,,,,,,,,,,,,"Spilanthes oleracea",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Spilanthes",,,,"oleracea",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,"22º56'45''S","48º23'54''W","L.","Splink",,,,,,,,,,"MBM444990",,,,,,,,,,,,,,,,,,,"MBM",,"Mendes, R.R.",,"2012",,,,"Mendes",,"brazil","sao paulo","botucatu","amostra coletada em area remanescente de cultivo de jambu",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county",TRUE,-22.9458333,-48.3983333,"coord_original","miliseconds","check_local.2municip.","Acmella oleracea","(L.) R.K.Jansen","possibly_ok","Asteraceae","Acmella oleracea","(L.) R.K.Jansen","species","replaced synonym","bfo-15913","Acmella oleracea","(L.) R.K.Jansen","Acmella oleracea (L.) R.K.Jansen","Acmella","Asteraceae",1488677,"brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge","Low","coord_original","unknown","Acmella oleracea"
