"type","bibliographicCitation","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","verbatimLatitude","verbatimLongitude","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","class","order","family","genus","taxonRank","scientificNameAuthorship","taxonomicStatus","latitude","longitude","acceptedScientificName","dayIdentified","monthIdentified","yearIdentified","verbatimScientificName","species","taxonID","geodeticDatum","associatedMedia","virtualDuplicates","duplicates","barcode","downloadedFrom","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","recordID","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","loc.correct.admin","country.correct","stateProvince.correct","municipality.correct","locality.correct","source.loc","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","tax.check","species.new","loc.check","geo.check","cult.check","out.check","dist.check","dist.check.obs","numTombo","dup.ID","dup.numb","dup.prop","ref.spec.tax","ref.spec.geo","ref.spec.loc","selectionCategory","confidenceLocality","Nome_UC"
,,,,"UNOP","UNOP",,"PRESERVED_SPECIMEN","UNOP 10859","201",,"<nO>Bainha achatada, com margens anguladas. Lâmina foliar levemente discolor, cartácea, mais que 12 nervuras secundárias. Pedunculo verde, curto. Espata verde. Infrutescência verde. Habitat: Floresta Ombrófila Densa Habito: Epífita</nO>",,"2021","6","21",,,"<nO>Bainha achatada, com margens anguladas. Lâmina foliar levemente discolor, cartácea, mais que 12 nervuras secundárias. Pedunculo verde, curto. Espata verde. Infrutescência verde. Habitat: Floresta Ombrófila Densa Habito: Epífita</nO>","Brasil",,"São Paulo","Iporanga","Iporanga","Trilha Betari. PETAR - Parque Estadual Turístico do Alto Ribeira",,,"-24.58","-48.59","38740",,,,"Hentz Júnior, E.J.","2021-6-  24",,"Philodendron obliquifolium",,,"Araceae","Philodendron",,,,"-24.58","-48.59",,"24","6","2021",,"obliquifolium",,,,,,"UNOP010859","Splink","UNOP",,,"201","2021","Hentz Junior, E.J.","2021",,,,"brazil","sao paulo","iporanga","parque estadual turistico do alto ribeira","trilha betari","locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality",838429,"Philodendron obliquifolium","Engl.","possibly_ok","Araceae","Philodendron obliquifolium","Engl.","species","name accepted","bfo-5050",,,"Philodendron obliquifolium Engl.","Philodendron","Araceae","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.58,-48.59,"coord_original","miliseconds","high","Philodendron obliquifolium","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","UNOP_10859","RB_1467744|UNOP_10859","1","0.25","RB_1467744","UNOP_10859","UNOP_10859","plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"UNOP","UNOP",,"PRESERVED_SPECIMEN","UNOP 10855","197",,"<nO>Pecíolo verde, sulcado com margens obtusas adaxialmente, obtuso abaxialmente. Pedunculo verde, cilíndrico. 1-2 inflorescências por simpodio floral. Espata verde com estria vinhao externamente, forte constrição no meio. Infrutescência verde. Região apical decompondo, saindo pelo ápice da espata. Habitat: Floresta Ombrófila Densa Habito: Epífita</nO>",,"2021","6","20",,,"<nO>Pecíolo verde, sulcado com margens obtusas adaxialmente, obtuso abaxialmente. Pedunculo verde, cilíndrico. 1-2 inflorescências por simpodio floral. Espata verde com estria vinhao externamente, forte constrição no meio. Infrutescência verde. Região apical decompondo, saindo pelo ápice da espata. Habitat: Floresta Ombrófila Densa Habito: Epífita</nO>","Brasil",,"São Paulo","Iporanga","Iporanga","Trilha Caverna Temimina. PETAR - Parque Estadual Turístico do Alto Ribeira",,,"-24.58","-48.59","38740",,,,"Hentz Júnior, E.J.","2021-6-  20",,"Philodendron appendiculatum",,,"Araceae","Philodendron",,,,"-24.58","-48.59",,"20","6","2021",,"appendiculatum",,,,,,"UNOP010855","Splink","UNOP",,,"197","2021","Hentz Junior, E.J.","2021",,,,"brazil","sao paulo","iporanga","parque estadual turistico do alto ribeira","trilha caverna temimina","locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality",838428,"Philodendron cordatum","Kunth ex Schott","name_w_authors","Araceae","Philodendron appendiculatum","Nadruz & Mayo","species","name accepted","bfo-5029",,,"Philodendron cordatum Kunth ex Schott","Philodendron","Araceae","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.58,-48.59,"coord_original","miliseconds","high","Philodendron cordatum","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","UNOP_10855","RB_1467755|UNOP_10855","1","0.25","RB_1467755","UNOP_10855","UNOP_10855","plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"UNOP","UNOP",,"PRESERVED_SPECIMEN","UNOP 11187","269",,"<nO>Prófilos e catafilos marcescentes. Pecíolo verde, obtuso abaxial, reto com ângulo agudo e 1-quilhado (3 angulos agudos) adaxial. Genículoda mesma cor do pecíolo. Nervura central quilhada abaxial, obtusa até metade e aguda até o ápice adaxial. Levemente discolor. Pedunculo 4-quilhado a cilindrico. Espata reflexa, verde com nuances vináceas. Espádice castanho com bagas imaturas verdes.</nO>",,"2021","6","22",,,"<nO>Prófilos e catafilos marcescentes. Pecíolo verde, obtuso abaxial, reto com ângulo agudo e 1-quilhado (3 angulos agudos) adaxial. Genículoda mesma cor do pecíolo. Nervura central quilhada abaxial, obtusa até metade e aguda até o ápice adaxial. Levemente discolor. Pedunculo 4-quilhado a cilindrico. Espata reflexa, verde com nuances vináceas. Espádice castanho com bagas imaturas verdes.</nO>","Brasil",,"São Paulo","Iporanga","Iporanga","Parque Estadual Turístico do Alto Ribeira",,,"-24.58","-48.59","38740",,,,"Hammes, J.K.","2021-6-  22",,"Anthurium sellowianum",,,"Araceae","Anthurium",,,,"-24.58","-48.59",,"22","6","2021",,"sellowianum",,,,,,"UNOP011187","Splink","UNOP",,,"269","2021","Hammes, J.K.","2021",,,,"brazil","sao paulo","iporanga","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality",838294,"Anthurium sellowianum","Kunth","possibly_ok","Araceae","Anthurium sellowianum","Kunth","species","name accepted","bfo-4972",,,"Anthurium sellowianum Kunth","Anthurium","Araceae","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.58,-48.59,"coord_original","miliseconds","high","Anthurium sellowianum","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","UNOP_11187","RB_1467591|RB_1467758|UNOP_11187","1","0.25","RB_1467591","UNOP_11187","UNOP_11187","plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"UNOP","UNOP",,"PRESERVED_SPECIMEN","UNOP 11186","271",,"<nO>Prófilos e catafilos inteiros. Pecíolo cilindrico. Genículo vináceo. Lãmina foliar concolor. Nervura central obtusa abaxial e adaxial. Levemente vermelha. Pedunculo cilindrico verde até a metade e vináceo acima. Espata patente, vinácea, com nuances verdes.</nO>",,"2021","6","22",,,"<nO>Prófilos e catafilos inteiros. Pecíolo cilindrico. Genículo vináceo. Lãmina foliar concolor. Nervura central obtusa abaxial e adaxial. Levemente vermelha. Pedunculo cilindrico verde até a metade e vináceo acima. Espata patente, vinácea, com nuances verdes.</nO>","Brasil",,"São Paulo","Iporanga","Iporanga","Perto do Alojamento. Parque Estadual Turístico do Alto Ribeira",,,"-24.58","-48.59","38740",,,,"Hammes, J.K.","2021-6-  22",,"Anthurium gaudichaudianum",,,"Araceae","Anthurium",,,,"-24.58","-48.59",,"22","6","2021",,"gaudichaudianum",,,,,,"UNOP011186","Splink","UNOP",,,"271","2021","Hammes, J.K.","2021",,,,"brazil","sao paulo","iporanga","parque estadual turistico do alto ribeira","perto do alojamento","locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality",1026509,"Anthurium gaudichaudianum","Kunth","possibly_ok","Araceae","Anthurium gaudichaudianum","Kunth","species","name accepted","bfo-4930",,,"Anthurium gaudichaudianum Kunth","Anthurium","Araceae","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.58,-48.59,"coord_original","miliseconds","high","Anthurium gaudichaudianum","ok_same_resolution","ok_county",,FALSE,"ok_dist","full_name_match","UNOP_11186","RB_1467589|UNOP_11186","1","0.25","RB_1467589","UNOP_11186","UNOP_11186","plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"UNOP","UNOP",,"PRESERVED_SPECIMEN","UNOP 11188","277",,"<nO>Prófilos marcescentes. Pecíolo verde, obtuso abaxial e adaxial. Genículo verde. Lâmina foliar concolor. Nervura central obtusa abaxial e adaxial. Pedúnculo castanho quando espádice em pós-antese e vináceo em pré-antese. Esoata verde, externamente vinácea quase castanho, ereta, navicular. Espata castanha na infrutescência. Espádice creme com leves nuances vináceas.</nO>",,"2021","6","21",,,"<nO>Prófilos marcescentes. Pecíolo verde, obtuso abaxial e adaxial. Genículo verde. Lâmina foliar concolor. Nervura central obtusa abaxial e adaxial. Pedúnculo castanho quando espádice em pós-antese e vináceo em pré-antese. Esoata verde, externamente vinácea quase castanho, ereta, navicular. Espata castanha na infrutescência. Espádice creme com leves nuances vináceas.</nO>","Brasil",,"São Paulo","Iporanga","Iporanga","Parque Estadual Turístico do Alto Ribeira. Trilha do Betari",,,"-24.58","-48.59","38740",,,,"Hammes, J.K.","2021-6-  22",,"Anthurium coriaceum",,,"Araceae","Anthurium",,,,"-24.58","-48.59",,"22","6","2021",,"coriaceum",,,,,,"UNOP011188","Splink","UNOP",,,"277","2021","Hammes, J.K.","2021",,,,"brazil","sao paulo","iporanga","parque estadual turistico do alto ribeira","trilha do betari","locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality",838280,"Anthurium coriaceum","(Graham) G.Don","possibly_ok","Araceae","Anthurium coriaceum","(Graham) G.Don","species","name accepted","bfo-4925",,,"Anthurium coriaceum (Graham) G.Don","Anthurium","Araceae","brazil_sao paulo_iporanga","Brazil","São Paulo","Iporanga",,"ibge",TRUE,-24.5525,-48.678333,"coord_original","seconds","high","Anthurium coriaceum","ok_same_resolution","ok_county",,FALSE,"bad_dist","full_name_match","UNOP_11188","RB_1494815|UNOP_11188","1","0.25","RB_1494815","RB_1494815","RB_1494815","plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"SPSF","SPSF",,"PRESERVED_SPECIMEN","56357","127",,"<nO>Erva terrícola; flores e brácteas amarelas.; Floresta Ombrífila Densa sobre afloramento calcário. Trilha da Pescaria.; Habitat: Floresta Ombrófila Densa Habito: Erva</nO>",,"2016","12","16",,,"<nO>Erva terrícola; flores e brácteas amarelas.; Floresta Ombrífila Densa sobre afloramento calcário. Trilha da Pescaria.; Habitat: Floresta Ombrófila Densa Habito: Erva</nO>","Brasil",,"São Paulo","Apiaí","Apiaí","Parque Estadual Turístico do Alto Ribeira - Núcleo Caboclos.",,,"-24.5","-48.84",,"24º30'0''S","48º50'24''W",,,,,"Aphelandra liboniana",,,"Acanthaceae","Aphelandra",,,,"-24.5","-48.84",,,,,,"liboniana",,,,,,"SPSF00056357","Splink","SPSF",,,"127","2016","Azevedo, I.H.F.",,,,,"brazil","sao paulo","apiai","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county",1077647,"Aphelandra liboniana","Linden ex Hook.f.","possibly_ok","Acanthaceae","Aphelandra liboniana","Linden ex Hook.f.","species","name accepted","bfo-4096",,,"Aphelandra liboniana Linden ex Hook.f.","Aphelandra","Acanthaceae","brazil_sao paulo_apiai","Brazil","São Paulo","Apiaí",,"ibge",TRUE,-24.5,-48.84,"coord_original","miliseconds","high","Aphelandra liboniana","check_local.2municip.","ok_county",,FALSE,"bad_dist","full_name_match","SPSF_56357","HRCB_69879|RB_1529960|SP_541639|SPSF_56357","1","0.25","RB_1529960","SPSF_56357","SPSF_56357","plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"UFJF","CESJ",,"PRESERVED_SPECIMEN","83075","51",,"<nO>Floresta Ombrófila Densa sobre afloramento calcário. Prensagem em álcool 70% e amostra preservada em sílica.</nO>",,"2016","7","3",,,"<nO>Floresta Ombrófila Densa sobre afloramento calcário. Prensagem em álcool 70% e amostra preservada em sílica.</nO>","Brasil",,"São Paulo","Apiaí","Apiaí","Parque Estadual Turístico do Alto da Ribeira, Núcleo Caboclos. Km 24",,,"-24.434181","-48.585833",,"-24.434181","-48.585833",,"A. Salino","2025-7-   0",,"Goniopteris scabra",,,"Thelypteridaceae","Goniopteris",,,,"-24.434181","-48.585833",,"0","7","2025",,"scabra",,,,,,"CESJ083075","Splink","CESJ",,,"51","2016","Salino, A.","2025",,,,"brazil","sao paulo","apiai","parque estadual turistico do alto da ribeira",,"locality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county",1218296,"Goniopteris scabra","(C.Presl) Brade","possibly_ok","Thelypteridaceae","Goniopteris scabra","(C.Presl) Brade","species","name accepted","bfo-602660",,,"Goniopteris scabra (C.Presl) Brade","Goniopteris","Thelypteridaceae","brazil_sao paulo_apiai","Brazil","São Paulo","Apiaí",,"ibge",TRUE,-24.434181,-48.585833,"coord_original","seconds","high","Goniopteris scabra","check_local.2municip.","ok_state",,FALSE,"ok_dist","full_name_match","CESJ_83075",,"0","0",,,,"plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"UFMG","BHCB",,"PRESERVED_SPECIMEN","216739","121",,"<nO>Arbusto terrícola, flores alvas e frutos imaturos verdes. Prensagem em ácool e amostra em sílica.; Floresta ombrófila densa sobre afloramento calcário.</nO>",,"2016","12","16",,,"<nO>Arbusto terrícola, flores alvas e frutos imaturos verdes. Prensagem em ácool e amostra em sílica.; Floresta ombrófila densa sobre afloramento calcário.</nO>","Brasil",,"São Paulo","Apiaí","Apiaí","Parque Estadual Turístico do Alto Ribeira - PETAR, Núcleo Caboclos, Trilha da Pescaria, Apiaí - SP",,,"-24.545186","-48.681211",,"-24.545186","-48.681211",,"Stehmann, JR","2024-5-  21",,"Solanum piluliferum",,,"Solanaceae","Solanum",,,,"-24.545186","-48.681211",,"21","5","2024",,"piluliferum",,,,,,"BHCB216739","Splink","BHCB",,,"121","2016","Stehmann, J.R.","2024",,,,"brazil","sao paulo","apiai","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county",1208771,"Solanum piluliferum","Dunal","possibly_ok","Solanaceae","Solanum piluliferum","Dunal","species","name accepted","bfo-14829",,,"Solanum piluliferum Dunal","Solanum","Solanaceae","brazil_sao paulo_apiai","Brazil","São Paulo","Apiaí",,"ibge",TRUE,-24.545186,-48.681211,"coord_original","miliseconds","high","Solanum piluliferum","check_local.2municip.","ok_state",,FALSE,"ok_dist","full_name_match","BHCB_216739",,"cc","cc",,,,"plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"SPSF","SPSF",,"PRESERVED_SPECIMEN","56159","5854",,"<nO>Erva saxícola; espigas verde.; Floresta Ombrófila Densa e Mata Ciliar. Km 24. Morro com afloramentos de calcário em vertentes, paredões, blocos abatidos, grandes fendas.; Habitat: Floresta Ombrófila Densa Aluvial Habito: Erva</nO>",,"2016","10","24",,,"<nO>Erva saxícola; espigas verde.; Floresta Ombrófila Densa e Mata Ciliar. Km 24. Morro com afloramentos de calcário em vertentes, paredões, blocos abatidos, grandes fendas.; Habitat: Floresta Ombrófila Densa Aluvial Habito: Erva</nO>","Brasil",,"São Paulo","Apiaí","Apiaí","Parque Estadual Turístico do Alto Ribeira - Núcleo Caboclos.",,,"-24.5","-48.84",,"24º30'0''S","48º50'24''W",,"G.M.Marcusso",,,"Peperomia punicea",,,"Piperaceae","Peperomia",,,,"-24.5","-48.84",,,,,,"punicea",,,,,,"SPSF00056159","Splink","SPSF",,,"5854","2016","Marcusso, G.M.","2024",,,,"brazil","sao paulo","apiai","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county",1082746,"Peperomia dryadica","Marcusso","name_w_authors","Piperaceae","Peperomia punicea","Dahlst.","species","name accepted","bfo-633095",,,"Peperomia dryadica Marcusso","Peperomia","Piperaceae","brazil_sao paulo_apiai","Brazil","São Paulo","Apiaí",,"ibge",TRUE,-24.5,-48.84,"coord_original","miliseconds","high","Peperomia dryadica","check_local.2municip.","ok_county",,,"bad_dist","full_name_match","SPSF_56159","HRCB_71304|RB_1580053|SPSF_56159","1","0.25","RB_1580053","SPSF_56159","SPSF_56159","plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
,,,,"SPSF","SPSF",,"PRESERVED_SPECIMEN","56369","35",,"<nO>Arbusto saxícola; espigas alvas.; Floresta Ombrófila Densa e Mata Ciliar. Morro com afloramentos de calcário em vertentes, paredões, blocos abatidos, grandes fendas e no topo. As coordenadas mencionadas na exsicata pertencem a Iporang Habitat: Floresta Ombrófila Densa Aluvial Habito: Arbusto</nO>",,"2016","7","03",,,"<nO>Arbusto saxícola; espigas alvas.; Floresta Ombrófila Densa e Mata Ciliar. Morro com afloramentos de calcário em vertentes, paredões, blocos abatidos, grandes fendas e no topo. As coordenadas mencionadas na exsicata pertencem a Iporang Habitat: Floresta Ombrófila Densa Aluvial Habito: Arbusto</nO>","Brasil",,"São Paulo","Apiaí","Apiaí","Parque Estadual Turístico do Alto Ribeira - Núcleo Caboclos.",,,"-24.5","-48.84",,"24º30'0''S","48º50'24''W",,"G.M.Marcusso",,,"Piper mosenii",,,"Piperaceae","Piper",,,,"-24.5","-48.84",,,,,,"mosenii",,,,,,"SPSF00056369","Splink","SPSF",,,"35","2016","Colletta, G.D.","2018",,,,"brazil","sao paulo","apiai","parque estadual turistico do alto ribeira",,"locality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county",967336,"Piper gaudichaudianum","Kunth","name_w_authors","Piperaceae","Piper mosenii","C.DC.","species","name accepted","bfo-12780",,,"Piper gaudichaudianum Kunth","Piper","Piperaceae","brazil_sao paulo_apiai","Brazil","São Paulo","Apiaí",,"ibge",TRUE,-24.5,-48.84,"coord_original","miliseconds","high","Piper gaudichaudianum","check_local.2municip.","ok_county",,FALSE,"ok_dist","full_name_match","SPSF_56369","ESA_149350|HRCB_71319|SPSF_56369","1","0.25","ESA_149350","SPSF_56369","SPSF_56369","plantr_exact","High","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA"
