"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Angiosperms","Begoniaceae","Begonia","capanemae","Brade","BEGONIACEAE Begonia capanemae Brade","8461","GBIF","HUSC","Martins, S.E.","1025","Native","Bronze","Ouro",,"Parque Natural Municipal Morro do Ouro."
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Angiosperms","Begoniaceae","Begonia","fruticosa","(Klotzsch) A.DC.","BEGONIACEAE Begonia fruticosa (Klotzsch) A.DC.","8462","GBIF","HUSC","Martins, S.E.","1026","Native","Bronze","Ouro",,"Parque Natural Municipal Morro do Ouro."
"PARQUE NATURAL MUNICIPAL MORRO DO OURO",,"Brachytheciaceae","Aerolindigia","capillacea","(Hornsch.) M.Menzel","BRACHYTHECIACEAE Aerolindigia capillacea (Hornsch.) M.Menzel","AK124712","GBIF","AK","Puiggari, J.J.",,,"Latão","Bronze",,"""Brazil, Apiahy, Sao Paulo.."""
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Angiosperms","Bromeliaceae","Billbergia","amoena","(Lodd.) Lindl.","BROMELIACEAE Billbergia amoena (Lodd.) Lindl.","412468","GBIF","SP","Martins, S.E.","1015","Native","Bronze","Ouro",,"Parque Natural Municipal Morro do Ouro"
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Angiosperms","Bromeliaceae","Nidularium","amazonicum","(Baker) Linden & É.Morren ex Lindm.","BROMELIACEAE Nidularium amazonicum (Baker) Linden & É.Morren ex Lindm.","412470","GBIF","SP","Martins, S.E.","1017","Native","Ouro","Ouro",,"Parque Natural Municipal Morro do Ouro"
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Angiosperms","Bromeliaceae","Vriesea","flava","A.F.Costa, H.Luther & Wand.","BROMELIACEAE Vriesea flava A.F.Costa, H.Luther & Wand.","412469","GBIF","SP","Martins, S.E.","1010","Native","Ouro","Ouro",,"Parque Natural Municipal Morro do Ouro"
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Angiosperms","Bromeliaceae","Vriesea","friburgensis","Mez","BROMELIACEAE Vriesea friburgensis Mez","412473","GBIF","SP","Martins, S.E.","1011","Native","Ouro","Ouro",,"Parque Natural Municipal Morro do Ouro"
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Angiosperms","Bromeliaceae","Vriesea","pabstii","McWill. & L.B.Sm.","BROMELIACEAE Vriesea pabstii McWill. & L.B.Sm.","412472","GBIF","SP","Martins, S.E.","1016","Native","Ouro","Ouro",,"Parque Natural Municipal Morro do Ouro"
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Angiosperms","Bromeliaceae","Vriesea","platynema","Gaudich.","BROMELIACEAE Vriesea platynema Gaudich.","412489","GBIF","SP","Martins, S.E.","1014","Native","Ouro","Ouro",,"Parque Natural Municipal Morro do Ouro"
"PARQUE NATURAL MUNICIPAL MORRO DO OURO",,"Callicostaceae","Cyclodictyon","limbatum","(Hampe ex Ångstr.) Kuntze","CALLICOSTACEAE Cyclodictyon limbatum (Hampe ex Ångstr.) Kuntze","AK124857","GBIF","AK","Puiggari, J.J.",,,"Latão","Bronze",,"""Brazil, Sao Paulo, Apiahy"""
