"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Acanthaceae","Thunbergia","grandiflora","Roxb.","ACANTHACEAE Thunbergia grandiflora Roxb.","2439","Splink","SINBIOTA",,,"Naturalized","Latão","Bronze",,"Perus"
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Alstroemeriaceae","Bomarea","edulis","(Tussac) Herb.","ALSTROEMERIACEAE Bomarea edulis (Tussac) Herb.","2443","Splink","SINBIOTA",,,"Native","Latão","Bronze",,"Perus"
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Annonaceae","Guatteria","australis","A.St.-Hil.","ANNONACEAE Guatteria australis A.St.-Hil.","HUNI00007076","Splink","HUNI",,"3765","Native","Prata","Bronze",,"Parque Anhanguera, Zona Norte de São Paulo."
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Asteraceae","Baccharis","semiserrata","DC.","ASTERACEAE Baccharis semiserrata DC.","99577","GBIF","UFP","Barretto, E.H.P.","2407","Native","Ouro","Bronze",,"Refúgio da Vida Silvestr Anhanguera"
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Asteraceae","Mikania","micrantha","Kunth","ASTERACEAE Mikania micrantha Kunth","99554","GBIF","CEN","Antar, G.M.","1092","Native","Ouro","Bronze","https://images.cria.org.br/viewer/CEN00099554","Parque Municipal Anhanguera, caminho para o centro de Manejo e Conservação de Animais Silvestre (CEMACAS)"
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Asteraceae","Moquiniastrum","polymorphum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum polymorphum (Less.) G. Sancho","4660","Splink","SINBIOTA",,,"Native","Latão","Bronze",,"Perus"
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Asteraceae","Orthopappus","angustifolius","(Sw.) Gleason","ASTERACEAE Orthopappus angustifolius (Sw.) Gleason","HUNI00007083","Splink","HUNI",,"207","Native","Ouro","Bronze",,"Parque Anhanguera, Zona Norte de São Paulo."
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Asteraceae","Vernonanthura","westiniana","(Less.) H.Rob.","ASTERACEAE Vernonanthura westiniana (Less.) H.Rob.","2193","GBIF",,"Pedraz, M.O.",,"Native","Latão","Bronze",,"Perus"
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Begoniaceae","Begonia","maculata","Raddi","BEGONIACEAE Begonia maculata Raddi",,"GBIF",,,,"Native","Latão","Bronze",,
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Angiosperms","Cannabaceae","Trema","micranthum","(L.) Blume","CANNABACEAE Trema micranthum (L.) Blume","2199","GBIF","PMSP-SMMA-DEAPLA","Honda, S.",,"Native","Latão","Bronze",,"Perus"
