"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","80391","GBIF","HRCB","Azevedo, I.H.F.","319","Native","Ouro","Bronze",,
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Dicliptera","squarrosa","Nees","ACANTHACEAE Dicliptera squarrosa Nees","80389","GBIF","HRCB","Azevedo, I.H.F.","317","Native","Ouro","Bronze",,
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Justicia","brandegeeana","Wassh. & L.B.Sm.","ACANTHACEAE Justicia brandegeeana Wassh. & L.B.Sm.","48148","GBIF","HRCB","Braga, P.A.","162","Native","Bronze","Bronze",,"Campus Unesp Bela Vista"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","43517765","GBIF","Observations","Azevedo, I.",,"Native","Ouro","Ouro",,"Floresta Estadual Edmundo Navarro de Andrade, Rio Claro - SP, Brasil"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Justicia","lythroides","(Pohl ex Nees) V.A.W.Graham","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","80385","GBIF","HRCB","Azevedo, I.H.F.","313","Native","Ouro","Bronze",,
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE",,"Acanthaceae","Odontonema","cuspidatum","(Nees) Kuntze","ACANTHACEAE Odontonema cuspidatum (Nees) Kuntze","80396","GBIF","HRCB","Azevedo, I.H.F.","324",,"Ouro","Bronze",,
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Ruellia","angustiflora","(Nees) Lindau ex Rambo","ACANTHACEAE Ruellia angustiflora (Nees) Lindau ex Rambo","80393","GBIF","HRCB","Azevedo, I.H.F.","321","Native","Ouro","Bronze",,
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Ruellia","blechum","L.","ACANTHACEAE Ruellia blechum L.","229397748","GBIF","Observations","Gussoni, C.O.",,"Naturalized","Ouro","Bronze",,"Rio Claro, SP, Brasil"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","69499","GBIF","HRCB","Azevedo, I.H.F.","106","Native","Ouro","Prata",,"Bela Vista, câmpus da Unesp, atrás do herbário."
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Ruellia","elegans","Poir.","ACANTHACEAE Ruellia elegans Poir.","187498045","GBIF","Observations","Oliveira, F.S.",,"Native","Ouro","Bronze",,"Bela Vista, Rio Claro - SP, Brasil"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Ruellia","jussieuoides","Schltdl. & Cham.","ACANTHACEAE Ruellia jussieuoides Schltdl. & Cham.","80386","GBIF","HRCB","Azevedo, I.H.F.","314","Native","Ouro","Bronze",,
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Ruellia","simplex","C.Wright","ACANTHACEAE Ruellia simplex C.Wright","108618741","GBIF","Observations","Azevedo, I.",,"Native","Ouro","Bronze",,"Rio Claro - SP, Brasil"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE",,"Acanthaceae","Thunbergia","affinis","S.Moore","ACANTHACEAE Thunbergia affinis S.Moore","HRCB037306","Splink","HRCB",,,,"Bronze","Bronze",,
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Thunbergia","alata","Bojer ex Sims","ACANTHACEAE Thunbergia alata Bojer ex Sims","65708183","GBIF","Observations","Gussoni, C.O.",,"Naturalized","Ouro","Bronze",,"Bela Vista, Rio Claro - SP, Brasil"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Thunbergia","erecta","(Benth.) T.Anderson","ACANTHACEAE Thunbergia erecta (Benth.) T.Anderson","48182","GBIF","HRCB","Braga, P.A.","201","Naturalized","Bronze","Bronze",,"Campus Unesp Bela Vista"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Thunbergia","fragrans","Roxb.","ACANTHACEAE Thunbergia fragrans Roxb.","48114","GBIF","HRCB","Braga, P.A.","127","Naturalized","Bronze","Bronze",,"Campus Unesp Bela Vista"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Acanthaceae","Thunbergia","grandiflora","Roxb.","ACANTHACEAE Thunbergia grandiflora Roxb.","48030","GBIF","HRCB","Braga, P.A.","29","Naturalized","Bronze","Bronze",,"Campus Unesp Bela Vista"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Achariaceae","Carpotroche","brasiliensis","(Raddi) A Gray","ACHARIACEAE Carpotroche brasiliensis (Raddi) A Gray","HRCB037538","Splink","HRCB",,,"Native","Bronze","Bronze",,
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Aizoaceae","Mesembryanthemum","cordifolium","L.f.","AIZOACEAE Mesembryanthemum cordifolium L.f.","48131","GBIF","HRCB","Braga, P.A.","144","Cultivated","Bronze","Bronze",,"Campus Unesp Bela Vista"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Alismataceae","Hydrocleys","nymphoides","(Willd.) Buchenau","ALISMATACEAE Hydrocleys nymphoides (Willd.) Buchenau","62428059","GBIF","Observations","Azevedo, I.",,"Native","Bronze","Ouro",,"Floresta Estadual Edmundo Navarro de Andrade, Rio Claro - SP, Brasil"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Alstroemeriaceae","Alstroemeria","caryophyllaea","Jacq.","ALSTROEMERIACEAE Alstroemeria caryophyllaea Jacq.","48126","GBIF","HRCB","Braga, P.A.","139","Native","Bronze","Bronze",,"Campus UNESp Bela Vista"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Amaranthaceae","Alternanthera","philoxeroides","(Mart.) Griseb.","AMARANTHACEAE Alternanthera philoxeroides (Mart.) Griseb.","48173","GBIF","HRCB","Braga, P.A.","191","Native","Bronze","Bronze",,"Campus Unesp Bela Vista"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Amaranthaceae","Alternanthera","tenella","Colla","AMARANTHACEAE Alternanthera tenella Colla","1999","GBIF","HRCB","Chueiri-Chiarretto, I.A.","4","Native","Bronze","Prata",,"Campus da UNESP"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Amaranthaceae","Amaranthus","blitum","L.","AMARANTHACEAE Amaranthus blitum L.","48174","GBIF","HRCB","Braga, P.A.","192","Naturalized","Bronze","Bronze",,"Campus Unesp Bela Vista"
"FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE","Angiosperms","Amaranthaceae","Amaranthus","spinosus","L.","AMARANTHACEAE Amaranthus spinosus L.","48045","GBIF","HRCB","Braga, P.A.","44","Naturalized","Bronze","Bronze",,"Campus Unesp Bela Vista"
