"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Aphelandra","ornata","(Nees) T.Anderson","ACANTHACEAE Aphelandra ornata (Nees) T.Anderson","218937","GBIF","SP","Kirizawa, M.","1931","Native","Ouro","Bronze",,"Estação Ecológica da Juréia, Base do morro, mata atlântica, local sombreado"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Aphelandra","prismatica","(Vell.) Hiern","ACANTHACEAE Aphelandra prismatica (Vell.) Hiern","340602","Splink","SP",,"1896","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Trilha para Cachoeira do salto, mata de planície"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Brillantaisia","lamium","(Nees) Benth.","ACANTHACEAE Brillantaisia lamium (Nees) Benth.","15857","GBIF","HUSC","Vilaca, L.F.","31","Naturalized","Bronze","Ouro",,"Estrada do Icapara (próximo ao acesso ao mirante Cristo), Estação Ecológica Juréia Itatins - núcleo Iguape, Solo - Cambissolos, Textura - Argilosa, Relevo -"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Herpetacanthus",,"Nees","ACANTHACEAE Herpetacanthus Nees","345410","GBIF","SP","Cordeiro, I.","1985",,"Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Núcleo Guaraú, Mata Ombrófila densa de encosta, Base do Morro do Fernando"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","272284","GBIF","SP","Anunciacao, E.A.","533","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Serra dos Itatins, mata alta bem preservada, com dossel irregular"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","comata","(L.) Lam.","ACANTHACEAE Justicia comata (L.) Lam.","ICN00028219","Reflora","ICN","Sobral, M.","7068","Native","Ouro","Ouro",,"Estação Ecológica da Juréia"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","kleinii","Wassh. & L.B.Sm.","ACANTHACEAE Justicia kleinii Wassh. & L.B.Sm.","SPSF00023753","Splink","SPSF",,"61","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Trilha do Imperador"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","plumbaginifolia","Jacq.","ACANTHACEAE Justicia plumbaginifolia Jacq.","SPSF00023756","Splink","SPSF",,"824","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Trilha do Imperador, margem do rio Verde, restinga arbórea"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","pygmaea","Lindau","ACANTHACEAE Justicia pygmaea Lindau","268684","GBIF","SP","Anunciacao, E.A.","369","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Trilha para a Figueira Grande"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","scheidweileri","V.A.W.Graham","ACANTHACEAE Justicia scheidweileri V.A.W.Graham","347714","Splink","SP",,"755","Native","Bronze","Ouro",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, Caminho do Imperador"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","schenckiana","Lindau","ACANTHACEAE Justicia schenckiana Lindau","SPSF00023754","Splink","SPSF",,"812","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Trilha para o Pocinho, Mata a margem do rio"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","sellowiana","Profice","ACANTHACEAE Justicia sellowiana Profice","309071","GBIF","SP","Favero, O.A.","595","Native","Latão","Ouro",,"Estação Ecológica Juréia-Itatins, caminho para a Cachoeira do Guilherme"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","tijucensis","V.A.W.Graham","ACANTHACEAE Justicia tijucensis V.A.W.Graham","SPSF00023826","Splink","SPSF",,"892","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Caminho do Imperador"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Justicia","yhuensis","Lindau","ACANTHACEAE Justicia yhuensis Lindau","37835","GBIF","UEC","Figueiredo, N.","15614","Native","Latão","Ouro","https://images.cria.org.br/viewer/UEC022246","Estação Ecológica de Juréia"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Lepidagathis","kameyamana","Gnanasek. & Arisdason","ACANTHACEAE Lepidagathis kameyamana Gnanasek. & Arisdason","SPSF00023750","Splink","SPSF",,"624","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, trilha do alojamento em direção à foz do Rio Verde, mata de encosta"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","666","GBIF","HUSC","Souza, V.C.","249","Native","Prata","Bronze","https://images.cria.org.br/viewer/HUSC000666_01","Estação Ecológica Juréia-Guaraú. Próximo à foz do Rio Guaraú."
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Acanthaceae","Pseuderanthemum","riedelianum","(Nees) Radlk.","ACANTHACEAE Pseuderanthemum riedelianum (Nees) Radlk.","SPSF00023830","Splink","SPSF",,"809","Native","Ouro","Ouro",,"Estação Ecológica Juréia-Itatins, Trilha para o Pocinho, Mata à margem do rio"
