"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Ferns and Lycophytes","Aspleniaceae","Asplenium","mucronatum","C.Presl","ASPLENIACEAE Asplenium mucronatum C.Presl","UFP101040","Splink","UFP",,"112","Native","Bronze","Bronze",,"Mata"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Asteraceae","Baccharis","helichrysoides","DC.","ASTERACEAE Baccharis helichrysoides DC.","PMSP019510","GBIF","PMSP","Barretto, E.H.P.","420","Native","Ouro","Ouro","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/1/95/10/pmsp00019510.dzi","Parque Natural Municipal Jaceguava."
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Asteraceae","Baccharis","sphenophylla","Dusén ex Malme","ASTERACEAE Baccharis sphenophylla Dusén ex Malme","HUFABC002540","Splink","HUFABC",,"419","Native","Ouro","Ouro",,"Parque Natural Municipal Jaceguava, Campo sujo."
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Asteraceae","Vernonanthura","montevidensis","(Spreng.) H.Rob.","ASTERACEAE Vernonanthura montevidensis (Spreng.) H.Rob.","264332","GBIF","HUEFS","Pascalicchio, F.F.","110","Native","Ouro","Ouro",,"Parque Natural Municipal Jaceguava."
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Balsaminaceae","Impatiens","walleriana","Hook.f.","BALSAMINACEAE Impatiens walleriana Hook.f.","210064344","GBIF","Observations","Pupingb",,"Naturalized","Bronze","Bronze",,"Parque do Terceiro Lago, São Paulo - SP, Brasil"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Bromeliaceae","Vriesea","incurvata","Gaudich.","BROMELIACEAE Vriesea incurvata Gaudich.","210187699","GBIF","Observations","Gutomag",,"Native","Bronze","Bronze",,"Parelheiros, São Paulo, SP, BR"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Bromeliaceae","Vriesea","philippocoburgii","Wawra","BROMELIACEAE Vriesea philippocoburgii Wawra","188178","GBIF","BHCB","Machado, T.M.","621","Native","Latão","Bronze",,"Reserva Biológica Alto da Serra de Paranapiacaba"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Cyperaceae","Cyperus","odoratus","L.","CYPERACEAE Cyperus odoratus L.","57271","GBIF","SPSF","Ivanauskas, N.M.","7414","Native","Bronze","Ouro","https://images.cria.org.br/viewer/SPSF00057271","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Euphorbiaceae","Croton","gnaphaloides","Schrad.","EUPHORBIACEAE Croton gnaphaloides Schrad.","57268","GBIF","SPSF","Ivanauskas, N.M.","7411","Native","Bronze","Ouro","https://images.cria.org.br/viewer/SPSF00057268","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Gesneriaceae","Sinningia","allagophylla","(Mart.) Wiehler","GESNERIACEAE Sinningia allagophylla (Mart.) Wiehler","57267","GBIF","SPSF","Ivanauskas, N.M.","7410","Native","Prata","Ouro","https://images.cria.org.br/viewer/SPSF00057267","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Hypericaceae","Hypericum","brasiliense","Choisy","HYPERICACEAE Hypericum brasiliense Choisy","57269","GBIF","SPSF","Ivanauskas, N.M.","7412","Native","Bronze","Ouro","https://images.cria.org.br/viewer/SPSF00057269","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Malvaceae","Malvaviscus","arboreus","Dill. ex Cav.","MALVACEAE Malvaviscus arboreus Dill. ex Cav.","210120973","GBIF","Observations","Pupingb",,"Cultivated","Bronze","Bronze",,"Parque do Terceiro Lago, São Paulo - SP, Brasil"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Melastomataceae","Arthrostemma","ciliatum","Ruiz & Pav.","MELASTOMATACEAE Arthrostemma ciliatum Ruiz & Pav.","210065602","GBIF","Observations","Pupingb",,"Native","Bronze","Bronze",,"Parque do Terceiro Lago, São Paulo - SP, Brasil"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Melastomataceae","Leandra","aurea","(Cham.) Cogn.","MELASTOMATACEAE Leandra aurea (Cham.) Cogn.","2446","GBIF","SHPR","Barretto, E.H.P.","375","Native","Prata","Bronze",,"Distrito Parelheiros, Pq. Nat. Mun. Jaceguava."
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Melastomataceae","Leandra","australis","(Cham.) Cogn.","MELASTOMATACEAE Leandra australis (Cham.) Cogn.","HUFABC002404","Splink","HUFABC",,"115","Native","Prata","Ouro",,"Parque Natural Municipal Jaceguava, mata."
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Melastomataceae","Leandra","erostrata","(DC.) Cogn.","MELASTOMATACEAE Leandra erostrata (DC.) Cogn.","HVC00005079","Splink","HVC",,"415","Native","Ouro","Ouro",,"Próximo ao Rodoanel. Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Melastomataceae","Ossaea","amygdaloides","(DC.) Triana","MELASTOMATACEAE Ossaea amygdaloides (DC.) Triana","HVC00005128","Splink","HVC",,"78","Native","Ouro","Ouro",,"Capoeirinha. Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Melastomataceae","Pleroma","raddianum","(DC.) Gardner","MELASTOMATACEAE Pleroma raddianum (DC.) Gardner","57270","GBIF","SPSF","Ivanauskas, N.M.","7413","Native","Prata","Ouro","https://images.cria.org.br/viewer/SPSF00057270","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Myrtaceae","Myrcia","glabra","(O.Berg) D.Legrand","MYRTACEAE Myrcia glabra (O.Berg) D.Legrand","003227","GBIF","HUFABC","Barretto, E.H.P.","3654","Native","Prata","Ouro",,"Parque Natural Municipal Jaceguava, Trilha Gol"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Onagraceae","Ludwigia","longifolia","(DC.) H.Hara","ONAGRACEAE Ludwigia longifolia (DC.) H.Hara","HUNI00007162","Splink","HUNI",,"409","Native","Bronze","Ouro",,"Parque Natural Municipal Jaceguava, Zona Sul de São Paulo. Campo próximo ao Rodoanel."
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Orchidaceae","Habenaria","parviflora","Lindl.","ORCHIDACEAE Habenaria parviflora Lindl.","442954","GBIF","SP","Shirasuna, R.T.","2718","Native","Bronze","Bronze",,"Parelheiros, Lote 4 Rodoanel Mário Covas, Trecho Sul"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Andropogon","selloanus","(Hack.) Hack.","POACEAE Andropogon selloanus (Hack.) Hack.","57297","GBIF","SPSF","Shirasuna, R.T.","5239","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057297","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Cinnagrostis","viridiflavescens","(Poir.) P.M. Peterson, Soreng, Romasch. & Barberá","POACEAE Cinnagrostis viridiflavescens (Poir.) P.M. Peterson, Soreng, Romasch. & Barberá","57291","GBIF","SPSF","Shirasuna, R.T.","5233","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057291","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Echinolaena","inflexa","(Poir.) Chase","POACEAE Echinolaena inflexa (Poir.) Chase","57296","GBIF","SPSF","Shirasuna, R.T.","5238","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057296 | https://images.cria.org.br/viewer/SPSF00057296_v1 | https://images.cria.org.br/viewer/SPSF00057296_v2","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Imperata","brasiliensis","Trin.","POACEAE Imperata brasiliensis Trin.","57292","GBIF","SPSF","Shirasuna, R.T.","5234","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057292","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Panicum","campestre","Nees ex Trin.","POACEAE Panicum campestre Nees ex Trin.","57293","GBIF","SPSF","Shirasuna, R.T.","5235","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057293","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Panicum","sellowii","Nees","POACEAE Panicum sellowii Nees","57294","GBIF","SPSF","Shirasuna, R.T.","5236","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057294","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Paspalum","pilosum","Lam.","POACEAE Paspalum pilosum Lam.","57290","GBIF","SPSF","Shirasuna, R.T.","5232","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057290","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Paspalum","regnellii","Mez","POACEAE Paspalum regnellii Mez","57289","GBIF","SPSF","Shirasuna, R.T.","5231","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057289","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Setaria","vaginata","Spreng.","POACEAE Setaria vaginata Spreng.","57295","GBIF","SPSF","Shirasuna, R.T.","5237","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPSF00057295","Parque Natural Municipal Jaceguava"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Rubiaceae","Borreria","capitata","(Ruiz & Pav.) DC.","RUBIACEAE Borreria capitata (Ruiz & Pav.) DC.","HUFABC002409","Splink","HUFABC",,"121","Native","Bronze","Ouro",,"Parque Natural Municipal Jaceguava, campo."
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Zingiberaceae","Hedychium","coronarium","J.Koenig","ZINGIBERACEAE Hedychium coronarium J.Koenig","211188692","GBIF","Observations","Pupingb",,"Naturalized","Bronze","Bronze",,"Parque do Terceiro Lago, São Paulo - SP, Brasil"
