"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Alismataceae","Echinodorus","grandiflorus","(Cham. & Schltr.) Micheli","ALISMATACEAE Echinodorus grandiflorus (Cham. & Schltr.) Micheli","EFC021841","Splink","EFC","Agnol, R.T.D.","3913","Native","Bronze","High","Parque Estadual Águas da Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Araceae","Anthurium","sellowianum","Kunth","ARACEAE Anthurium sellowianum Kunth","EFC021832","Splink","EFC","Agnol, R.T.D.","3902","Native","Bronze","High","Parque Estadual Águas da Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Araceae","Heteropsis","salicifolia","Kunth","ARACEAE Heteropsis salicifolia Kunth","MBM444335","Splink","MBM","Engels, M.E.","10129","Native","Bronze","Low","Represa Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Asteraceae","Calea","pinnatifida","(R.Br.) Less.","ASTERACEAE Calea pinnatifida (R.Br.) Less.","21816","GBIF","EFC","Agnol, R.T.D.","3886","Native","Bronze","High","Parque Estadual Águas da Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Asteraceae","Critoniopsis","hermogenesii","M.Monge & Semir","ASTERACEAE Critoniopsis hermogenesii M.Monge & Semir","EFC021796","Splink","EFC","Agnol, R.T.D.","3865","Native","Ouro","High","Parque Estadual Águas da Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Asteraceae","Leptostelma","maximum","D.Don","ASTERACEAE Leptostelma maximum D.Don","EFC021814","Splink","EFC","Agnol, R.T.D.","3884","Native","Bronze","High","Parque Estadual Águas da Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Bromeliaceae","Quesnelia",,"Gaudich.","BROMELIACEAE Quesnelia Gaudich.","MBM444337","Splink","MBM","Engels, M.E.","10131",,"Latão","Low","Represa Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Commelinaceae","Dichorisandra","pubescens","Mart. ex Schult. f.","COMMELINACEAE Dichorisandra pubescens Mart. ex Schult. f.","EFC021811","Splink","EFC","Agnol, R.T.D.","3881","Native","Bronze","High","Parque Estadual Águas da Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Commelinaceae","Tripogandra","diuretica","(Mart.) Handlos","COMMELINACEAE Tripogandra diuretica (Mart.) Handlos","EFC021845","Splink","EFC","Agnol, R.T.D.","3917","Native","Bronze","High","Parque Estadual Águas da Billings.","Não"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Cyperaceae","Rhynchospora","corymbosa","(L.) Britton","CYPERACEAE Rhynchospora corymbosa (L.) Britton","EFC021797","Splink","EFC","Agnol, R.T.D.","3866","Native","Bronze","High","Parque Estadual Águas da Billings.","Não"
