"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","57724","GBIF","SPSF","Pilon, N.","232","Native","Prata","High","https://images.cria.org.br/viewer/SPSF00057724","Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Amaranthaceae","Pfaffia","tuberosa","(Spreng.) Hicken","AMARANTHACEAE Pfaffia tuberosa (Spreng.) Hicken","204243","GBIF","UEC","Pilon, N.A.L.","293","Native","Bronze","High","https://images.cria.org.br/viewer/UEC183008","Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","BOTUW003040","Splink","BOTUw",,"535","Native","Bronze","High",,"Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Annonaceae","Annona","coriacea","Mart.","ANNONACEAE Annona coriacea Mart.","154260","GBIF","BHCB","Pires, J.","s.n.","Native","Latão","Low","https://images.cria.org.br/viewer/BHCB056299","Instituto Florestal de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Annonaceae","Annona","dioica","A.St.-Hil.","ANNONACEAE Annona dioica A.St.-Hil.","BOTUW003030","Splink","BOTUw",,"506","Native","Bronze","High",,"Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Annonaceae","Xylopia","aromatica","(Lam.) Mart.","ANNONACEAE Xylopia aromatica (Lam.) Mart.","BOTUW003020","Splink","BOTUw",,"489","Native","Bronze","High",,"Floresta Estadual de Assis, Zona Primitiva de cerrado"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Apocynaceae","Tabernaemontana","catharinensis","A.DC.","APOCYNACEAE Tabernaemontana catharinensis A.DC.","BOTUW003035","Splink","BOTUw",,"520","Native","Bronze","High",,"Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Araliaceae","Didymopanax","vinosus","(Cham. & Schltdl.) Marchal","ARALIACEAE Didymopanax vinosus (Cham. & Schltdl.) Marchal","BOTUW003018","Splink","BOTUw",,"487","Native","Bronze","High",,"Floresta Estadual de Assis, Zona Primitiva de cerrado"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Asteraceae","Ambrosia","polystachya","DC.","ASTERACEAE Ambrosia polystachya DC.","SPSF00059559","Splink","SPSF",,"49","Native","Prata","High",,"Floresta Estadual de Assis. Campo úmido, próximo à linha ferroviária."
"FLORESTA ESTADUAL ASSIS","Angiosperms","Asteraceae","Aspilia","clausseniana","Baker","ASTERACEAE Aspilia clausseniana Baker","210762","GBIF","UEC","Dalbeto, A.C.","51","Native","Prata","High","https://images.cria.org.br/viewer/UEC176983","Coletada na Floresta Estadual de Assis, campo úmido, próximo à linha do trem."
"FLORESTA ESTADUAL ASSIS","Angiosperms","Asteraceae","Baccharis","vismioides","DC.","ASTERACEAE Baccharis vismioides DC.","57713","GBIF","SPSF","Pilon, N.","221","Native","Prata","High","https://images.cria.org.br/viewer/SPSF00057713","Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Asteraceae","Campovassouria","cruciata","(Vell.) R.M.King & H.Rob.","ASTERACEAE Campovassouria cruciata (Vell.) R.M.King & H.Rob.","210718","GBIF","UEC","Dalbeto, A.C.","67","Native","Prata","High","https://images.cria.org.br/viewer/UEC176968","Coletada na Floresta Estadual de Assis, campo úmido, próximo à linha do trem."
"FLORESTA ESTADUAL ASSIS","Angiosperms","Asteraceae","Campuloclinium","megacephalum","(Mart. ex Baker) R.M.King & H.Rob.","ASTERACEAE Campuloclinium megacephalum (Mart. ex Baker) R.M.King & H.Rob.","59432","GBIF","SPSF","Dalbeto, A.C.","383","Native","Prata","High",,"Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Asteraceae","Dasyphyllum","sprengelianum","(Gardner) Cabrera","ASTERACEAE Dasyphyllum sprengelianum (Gardner) Cabrera","57729","GBIF","SPSF","Pilon, N.","238","Native","Prata","High","https://images.cria.org.br/viewer/SPSF00057729","Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Asteraceae","Elephantopus","mollis","Kunth","ASTERACEAE Elephantopus mollis Kunth","56599","GBIF","SPSF","Durigan, G.","4176","Native","Prata","High","https://images.cria.org.br/viewer/SPSF00056599","Floresta Estadual de Assis"
"FLORESTA ESTADUAL ASSIS","Angiosperms","Asteraceae","Lepidaploa","aurea","(Mart. ex DC.) H.Rob.","ASTERACEAE Lepidaploa aurea (Mart. ex DC.) H.Rob.","198504","GBIF","UEC","Rossato, D.R.","153","Native","Latão","Low","https://images.cria.org.br/viewer/UEC160685","Estação Ecológica."
