"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Anacardiaceae",,,"R.Br.","ANACARDIACEAE Anacardiaceae R.Br.","2059","GBIF","SPFR","Marcondes-Ferreira, W.",,,"Bronze","High","Estação Ecológica Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Apocynaceae","Hancornia","speciosa","Gomes","APOCYNACEAE Hancornia speciosa Gomes","114535","GBIF","SPF","Kinoshita-Gouveia, L.S.","94221","Native","Bronze","Low","Campo cerrado.","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Arecaceae","Syagrus","loefgrenii","Glassman","ARECACEAE Syagrus loefgrenii Glassman","52079","GBIF","SPSF","Ivanauskas, N.M.","6788","Native","Prata","Low","E.Ec.Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Asteraceae","Cyrtocymura",,"H. Rob.","ASTERACEAE Cyrtocymura H. Rob.","52083","GBIF","SPSF","Ivanauskas, N.M.","6789",,"Prata","Low","E.Ec.Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Chrysobalanaceae","Parinari","obtusifolia","Hook.f.","CHRYSOBALANACEAE Parinari obtusifolia Hook.f.","52082","GBIF","SPSF","Ivanauskas, N.M.","6787","Native","Prata","Low","E.Ec.Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Erythroxylaceae","Erythroxylum","suberosum","A.St.-Hil.","ERYTHROXYLACEAE Erythroxylum suberosum A.St.-Hil.","20451","GBIF","BOTU","Tozzi, A.M.G.A.S.B.","187","Native","Ouro","Low",,"Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Fabaceae","Bauhinia",,"L.","FABACEAE Bauhinia L.","25955","GBIF","HRCB","Tozzi, A.M.G.A.","189",,"Ouro","Low",,"Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Fabaceae","Betencourtia","crassifolia","(Benth.) L.P.Queiroz","FABACEAE Betencourtia crassifolia (Benth.) L.P.Queiroz","27131","GBIF","HUEFS","Tozzi, A.M.G.A.","9431","Native","Ouro","Low",,"Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Fabaceae","Desmodium",,"Desv.","FABACEAE Desmodium Desv.","52084","GBIF","SPSF","Ivanauskas, N.M.","6790",,"Prata","Low","E.Ec.Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Fabaceae","Diptychandra","aurantiaca","Tul.","FABACEAE Diptychandra aurantiaca Tul.","52075","GBIF","SPSF","Ivanauskas, N.M.","6783","Native","Prata","Low","E.Ec. Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Fabaceae","Inga","vera","Willd.","FABACEAE Inga vera Willd.","52081","GBIF","SPSF","Ivanauskas, N.M.","6793","Native","Prata","Low","E.Ec. Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Fabaceae","Pterodon","pubescens","(Benth.) Benth.","FABACEAE Pterodon pubescens (Benth.) Benth.","52078","GBIF","SPSF","Ivanauskas, N.M.","6786","Native","Prata","Low","E.Ec.Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Fabaceae","Senna","rugosa","(G.Don) H.S.Irwin & Barneby","FABACEAE Senna rugosa (G.Don) H.S.Irwin & Barneby","53194","GBIF","SPSF","Ivanauskas, N.M.","6819","Native","Prata","Low","Estação Experimental São Simão","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Fabaceae","Stryphnodendron","rotundifolium","Mart.","FABACEAE Stryphnodendron rotundifolium Mart.","310214","GBIF","SP","Tozzi, A.M.G.A.","94-32","Native","Ouro","Low",,"Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Lamiaceae","Hyptis","campestris","Harley & J.F.B.Pastore","LAMIACEAE Hyptis campestris Harley & J.F.B.Pastore","53197","GBIF","SPSF","Ivanauskas, N.M.","6822","Native","Prata","Low","Estação Experimental São Simão","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Malpighiaceae","Banisteriopsis","stellaris","(Griseb.) B.Gates","MALPIGHIACEAE Banisteriopsis stellaris (Griseb.) B.Gates","53196","GBIF","SPSF","Ivanauskas, N.M.","6821","Native","Prata","Low","Estação Experimental São Simão","Não"
"ESTAÇÃO ECOLÓGICA SANTA MARIA","Angiosperms","Malpighiaceae","Byrsonima","coccolobifolia","Kunth","MALPIGHIACEAE Byrsonima coccolobifolia Kunth","305929","GBIF","SP","Ferreira, W.M.","94-229","Native","Ouro","Low",,"Não"
