"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Annonaceae","Annona","sylvatica","A.St.-Hil.","ANNONACEAE Annona sylvatica A.St.-Hil.",,"GBIF",,"Rafael, M.",,"Native","Bronze","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.",,"GBIF",,"Siqueira, P.",,"Native","Bronze","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Apocynaceae",,,"Juss.","APOCYNACEAE Apocynaceae Juss.",,"GBIF",,"Siqueira, P.",,,"Bronze","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Apocynaceae","Aspidosperma","olivaceum","Müll.Arg.","APOCYNACEAE Aspidosperma olivaceum Müll.Arg.",,"GBIF",,"Rafael, M.",,"Native","Bronze","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Araliaceae",,,"Juss.","ARALIACEAE Araliaceae Juss.",,"GBIF",,"Siqueira, P.",,,"Bronze","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Araliaceae","Didymopanax","angustissimus","Marchal","ARALIACEAE Didymopanax angustissimus Marchal",,"GBIF",,"Rafael, M.",,"Native","Bronze","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Arecaceae",,,"Bercht. & J.Presl.","ARECACEAE Arecaceae Bercht. & J.Presl.",,"GBIF",,"Siqueira, P.",,,"Bronze","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Arecaceae","Euterpe","edulis","Mart.","ARECACEAE Euterpe edulis Mart.",,"GBIF",,"Rafael, M.",,"Native","Bronze","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Arecaceae","Geonoma","schottiana","Mart.","ARECACEAE Geonoma schottiana Mart.",,"GBIF",,,,"Native","Latão","Propriedade de João","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS","Angiosperms","Bignoniaceae","Cybistax","antisyphilitica","(Mart.) Mart.","BIGNONIACEAE Cybistax antisyphilitica (Mart.) Mart.",,"GBIF",,"Rafael, M.",,"Native","Bronze","Propriedade de João","Não"
