"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Brillantaisia","lamium","(Nees) Benth.","ACANTHACEAE Brillantaisia lamium (Nees) Benth.","245134306","GBIF","Observations","Romano, P.",,"Naturalized","Bronze","Bronze",,"Parque do Estado, São Paulo - SP, Brasil"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Chamaeranthemum","venosum","M.B.Foster ex Wassh. & L.B.Sm.","ACANTHACEAE Chamaeranthemum venosum M.B.Foster ex Wassh. & L.B.Sm.","490645","GBIF","SP","Indriunas, A.","39","Native","Latão","Prata",,"Jardim Botânico"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Eranthemum","pulchellum","Andrews","ACANTHACEAE Eranthemum pulchellum Andrews","108391","Splink","SP",,"242","Cultivated","Latão","Prata",,"Jardim Botânico, Cultivada. Procedência ignorada"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Hygrophila","costata","Nees & T. Nees","ACANTHACEAE Hygrophila costata Nees & T. Nees","42913","Splink","SP",,"s.n.","Native","Latão","Prata",,"Jardim Botânico, Cultivada"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Justicia","brandegeeana","Wassh. & L.B.Sm.","ACANTHACEAE Justicia brandegeeana Wassh. & L.B.Sm.","108395","Splink","SP",,"263","Native","Ouro","Prata",,"Jardim Botânico, Cultivada"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","147127947","GBIF","Observations","Praeiro, C.",,"Native","Bronze","Bronze",,"Zoológico de São Paulo, São Paulo, SP, BR"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","MBM069184","Reflora","MBM","Camargo, J.C.","10","Native","Ouro","Prata",,"Jardim Botânico"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","CEN00125410","Splink","CEN",,"2","Native","Latão","Bronze",,"Parque da Ciência e Tecnologia da Universidade de São Paulo. Trilha Fontes do Ipiranga."
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Odontonema","tubaeforme","(Bertol.) Kuntze","ACANTHACEAE Odontonema tubaeforme (Bertol.) Kuntze","198507321","GBIF","Observations","Crisnici",,"Cultivated","Bronze","Bronze",,"Parque do Estado, São Paulo - State of São Paulo, Brazil"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Pachystachys","lutea","Nees","ACANTHACEAE Pachystachys lutea Nees","211574776","GBIF","Observations","Thegiovannna",,"Native","Bronze","Bronze",,"Parque do Estado, São Paulo - SP, Brasil"
"PARQUE ESTADUAL FONTES DO IPIRANGA",,"Acanthaceae","Pseuderanthemum","alatum","(Nees) Radlk.","ACANTHACEAE Pseuderanthemum alatum (Nees) Radlk.","106889315","GBIF","Observations","Aranda, B.H.",,,"Bronze","Bronze",,"Parque do Estado"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","196148515","GBIF","Observations","Elprofer",,"Native","Bronze","Bronze",,"Parque do Estado, São Paulo - State of São Paulo, Brazil"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Ruellia","elegans","Poir.","ACANTHACEAE Ruellia elegans Poir.",,"GBIF",,,,"Native","Latão","Bronze",,
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Ruellia","portellae","Hook. f.","ACANTHACEAE Ruellia portellae Hook. f.","US 3092065","GBIF","US","Hoehne, W.","SPF15367",,"Latão","Ouro","https://collections.nmnh.si.edu/media/?i=12789509","Capital, Parque do Estado."
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Ruellia","schottiana","(Nees) R.Kr.Singh","ACANTHACEAE Ruellia schottiana (Nees) R.Kr.Singh","162453891","GBIF","Observations","Ginkovarg",,"Native","Ouro","Bronze",,"996H+H7 - Parque do Estado, São Paulo, 04301-902, Brasilien"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Ruellia","solitaria","Vell.","ACANTHACEAE Ruellia solitaria Vell.","491045","GBIF","SP","Fernandes, U.G.","370","Native","Latão","Ouro",,"Parque Estadual das Fontes do Ipiranga"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Sanchezia","parvibracteata","Sprague & Hutch.","ACANTHACEAE Sanchezia parvibracteata Sprague & Hutch.","196148493","GBIF","Observations","Elprofer",,"Cultivated","Bronze","Bronze",,"São Paulo, BR-SP, BR"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Staurogyne","mandioccana","(Nees) Kuntze","ACANTHACEAE Staurogyne mandioccana (Nees) Kuntze","SPF00085530","Reflora","SPF","Hoehne, F.C.","s.n.","Native","Ouro","Ouro",,"Jardim Botânico de São Paulo"
"PARQUE ESTADUAL FONTES DO IPIRANGA",,"Acanthaceae","Strobilanthes","maculata",,"ACANTHACEAE Strobilanthes maculata","31960","Splink","SP",,"s.n.",,"Bronze","Prata",,"Jardim Botânico, Cultivada"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Thunbergia","alata","Bojer ex Sims","ACANTHACEAE Thunbergia alata Bojer ex Sims","151582","Splink","SP",,"191","Naturalized","Ouro","Prata",,"Jardim Botânico"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Thunbergia","erecta","(Benth.) T.Anderson","ACANTHACEAE Thunbergia erecta (Benth.) T.Anderson","41430","Splink","SP",,"s.n.","Naturalized","Latão","Prata",,"Jardim Botânico, Cultivada"
"PARQUE ESTADUAL FONTES DO IPIRANGA",,"Acanthaceae","Thunbergia","gregorii","S.Moore","ACANTHACEAE Thunbergia gregorii S.Moore","HB000011014","Splink","HB",,"s/n",,"Bronze","Ouro",,"Cultivada em Jardim Botânico de São Paulo.(sementes recebidas da Inglaterra)."
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Thunbergia","mysorensis","(Wight) T. Anderson","ACANTHACEAE Thunbergia mysorensis (Wight) T. Anderson","REAL001557","Splink","REAL",,"29","Cultivated","Prata","Ouro",,"Parque Estadual das Fontes do Ipiranga, Cultivada no Jardim Botânico"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Adoxaceae","Sambucus",,"L.","ADOXACEAE Sambucus L.","159107","GBIF","SP","Kirizawa, M.","351",,"Latão","Ouro",,"Parque Estadual das Fontes do Ipiranga, Área 8"
"PARQUE ESTADUAL FONTES DO IPIRANGA","Angiosperms","Alismataceae","Echinodorus","floribundus","(Seub.) Seub.","ALISMATACEAE Echinodorus floribundus (Seub.) Seub.","393760","GBIF","NY","Abreu, L.C.","255","Native","Ouro","Ouro",,"Parque Estadual das Fontes do Ipiranga"
