"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Acanthaceae","Aphelandra","schottiana","(Nees) Profice","ACANTHACEAE Aphelandra schottiana (Nees) Profice","38091","GBIF","SPSF","Baitello, J.B.","1824","Native","Ouro","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Acanthaceae","Ruellia","angustiflora","(Nees) Lindau ex Rambo","ACANTHACEAE Ruellia angustiflora (Nees) Lindau ex Rambo","38191","GBIF","SPSF","Cielo Filho, R.","492","Native","Ouro","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","38566","GBIF","SPSF","Toniato, M.T.Z.","50","Native","Prata","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","38192","GBIF","SPSF","Cielo Filho, R.","493","Native","Prata","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Anacardiaceae","Schinus","terebinthifolia","Raddi","ANACARDIACEAE Schinus terebinthifolia Raddi","39227","GBIF","SPSF","Baitello, J.B.","1990","Native","Ouro","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","38888","GBIF","SPSF","Cielo Filho, R.","575","Native","Bronze","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Annonaceae","Annona","emarginata","(Schltdl.) H.Rainer","ANNONACEAE Annona emarginata (Schltdl.) H.Rainer","38798","GBIF","SPSF","Pastore, J.A.","1506","Native","Ouro","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.","38526","GBIF","SPSF","Toniato, M.T.Z.","38","Native","Prata","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","39249","GBIF","SPSF","Lima, C.R.","87","Native","Bronze","High","Estação Ecológica de Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA PARANAPANEMA","Angiosperms","Annonaceae","Guatteria","australis","A.St.-Hil.","ANNONACEAE Guatteria australis A.St.-Hil.","38799","GBIF","SPSF","Pastore, J.A.","1507","Native","Ouro","High","Estação Ecológica de Paranapanema","Não"
