"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Asteraceae","Vernonanthura","beyrichii","(Less.) H.Rob.","ASTERACEAE Vernonanthura beyrichii (Less.) H.Rob.","PMSP011444","GBIF","PMSP","Marcon, S.L.","100","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Asteraceae","Vernonanthura","puberula","(Less.) H.Rob.","ASTERACEAE Vernonanthura puberula (Less.) H.Rob.","HUNI00007109","Splink","HUNI",,"585","Native","Ouro","High","Parque Natural Municipal Cratera de Colônia, Parelheiros."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Bignoniaceae","Handroanthus","umbellatus","(Sond.) Mattos","BIGNONIACEAE Handroanthus umbellatus (Sond.) Mattos","PMSP011405","GBIF","PMSP","Marcon, S.L.","54","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Ferns and Lycophytes","Blechnaceae","Telmatoblechnum","serrulatum","(Rich.) Perrie, D.J. Ohlsen & Brownsey","BLECHNACEAE Telmatoblechnum serrulatum (Rich.) Perrie, D.J. Ohlsen & Brownsey","77743","GBIF","UPCB","Pereira, F.G.","578","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia. Campo úmido."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Cannabaceae","Trema","micranthum","(L.) Blume","CANNABACEAE Trema micranthum (L.) Blume","PMSP011432","GBIF","PMSP","Marcon, S.L.","85","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia. Borda do Sítio Otsuka."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Celastraceae","Monteverdia","glaucescens","(Reissek) Biral","CELASTRACEAE Monteverdia glaucescens (Reissek) Biral","12229","GBIF","SPFR","Marcon, S.L.","52","Native","Bronze","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Ericaceae","Agarista","chlorantha","(Cham.) G.Don","ERICACEAE Agarista chlorantha (Cham.) G.Don","PMSP013914","GBIF","PMSP","Pereira, F.G.","609","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia. Trilha na divisa Leste. Campo Sujo."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Fabaceae","Inga","barbata","Benth.","FABACEAE Inga barbata Benth.","UNIP08013","GBIF","UNIP","Pereira, F.G.","625","Native","Ouro","High","Parque Natural Municipal Cratera de Colônia."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Lauraceae","Endlicheria","paniculata","(Spreng.) J.F.Macbr.","LAURACEAE Endlicheria paniculata (Spreng.) J.F.Macbr.","SPSF00047009","Splink","SPSF",,"10","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Lauraceae","Persea","obovata","Nees & Mart.","LAURACEAE Persea obovata Nees & Mart.","58755","GBIF","HRCB","Marcon, S.L.","150","Native","Ouro","High","Parque Natural Municipal Cratera de Colônia, Mata de Brejo, próximo ao Ribeirão Vermelho"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Ferns and Lycophytes","Lindsaeaceae","Lindsaea","quadrangularis","Raddi","LINDSAEACEAE Lindsaea quadrangularis Raddi","77734","GBIF","UPCB","Pereira, F.G.","587","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Marantaceae","Stromanthe","thalia","(Vell.) J.M.A.Braga","MARANTACEAE Stromanthe thalia (Vell.) J.M.A.Braga","PMSP011486","GBIF","PMSP","Marcon, S.L.","156","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Melastomataceae","Miconia","racemifera","(DC.) Triana","MELASTOMATACEAE Miconia racemifera (DC.) Triana","196907","GBIF","HUEFS","Marcon, S.L.","42","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia Mata de Turfeira."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Myrtaceae","Blepharocalyx","salicifolius","(Kunth) O.Berg","MYRTACEAE Blepharocalyx salicifolius (Kunth) O.Berg","PMSP011463","GBIF","PMSP","Marcon, S.L.","120","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Myrtaceae","Eucalyptus","ovata","Labill.","MYRTACEAE Eucalyptus ovata Labill.","PEL0014778","Splink","PEL",,"48","Cultivated","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Myrtaceae","Eucalyptus","robusta","Sm.","MYRTACEAE Eucalyptus robusta Sm.","PMSP011425","GBIF","PMSP","Marcon, S.L.","75","Cultivated","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Myrtaceae","Myrceugenia","campestris","(DC.) D.Legrand & Kausel","MYRTACEAE Myrceugenia campestris (DC.) D.Legrand & Kausel","PMSP011435","GBIF","PMSP","Marcon, S.L.","89","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Myrtaceae","Myrcia","hartwegiana","(O.Berg) Kiaersk.","MYRTACEAE Myrcia hartwegiana (O.Berg) Kiaersk.","PMSP013913","GBIF","PMSP","Pereira, F.G.","611","Native","Ouro","High","Parque Natural Municipal Cratera de Colônia. Trilha da divisa leste."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Myrtaceae","Myrcia","splendens","(Sw.) DC.","MYRTACEAE Myrcia splendens (Sw.) DC.","PMSP011361","GBIF","PMSP","Marcon, S.L.","5","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia. Entre as linhas de transmissão"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Ferns and Lycophytes","Nephrolepidaceae","Nephrolepis","cordifolia","(L.) C.Presl","NEPHROLEPIDACEAE Nephrolepis cordifolia (L.) C.Presl","PMSP011470","GBIF","PMSP","Marcon, S.L.","128","Naturalized","Ouro","High","Parque Natural Municipal da Cratera da Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Picramniaceae","Picramnia","parvifolia","Engl.","PICRAMNIACEAE Picramnia parvifolia Engl.","197667","GBIF","HUEFS","Marcon, S.L.","74","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Ferns and Lycophytes","Polypodiaceae","Pleopeltis","hirsutissima","(Raddi) de la Sota","POLYPODIACEAE Pleopeltis hirsutissima (Raddi) de la Sota","77737","GBIF","UPCB","Pereira, F.G.","591","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia. Mata."
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Primulaceae","Myrsine","coriacea","(Sw.) R.Br. ex Roem. & Schult.","PRIMULACEAE Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","PMSP011431","GBIF","PMSP","Marcon, S.L.","84","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia. Borda do Sítio Otsuka"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Primulaceae","Myrsine","umbellata","Mart.","PRIMULACEAE Myrsine umbellata Mart.","PMSP011429","GBIF","PMSP","Marcon, S.L.","80","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia. Na borda do Parque"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Rutaceae","Zanthoxylum","rhoifolium","Lam.","RUTACEAE Zanthoxylum rhoifolium Lam.","PMSP011406","GBIF","PMSP","Marcon, S.L.","55","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Sapindaceae","Cupania","vernalis","Cambess.","SAPINDACEAE Cupania vernalis Cambess.","PMSP011375","GBIF","PMSP","Marcon, S.L.","21","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Sapindaceae","Paullinia","carpopoda","Cambess.","SAPINDACEAE Paullinia carpopoda Cambess.","PMSP011473","GBIF","PMSP","Marcon, S.L.","132","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia. Borda da estrada da Vargem Grande"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Solanaceae","Solanum","bullatum","Vell.","SOLANACEAE Solanum bullatum Vell.","12213","GBIF","SPFR","Ara, A.L.S.C.","157","Native","Bronze","High","Parque Natural Municipal da Cratera de Colônia"
"PARQUE NATURAL MUNICIPAL CRATERA DE COLÔNIA","Angiosperms","Thymelaeaceae","Daphnopsis","fasciculata","(Meisn.) Nevling","THYMELAEACEAE Daphnopsis fasciculata (Meisn.) Nevling","PMSP011454","GBIF","PMSP","Marcon, S.L.","110","Native","Ouro","High","Parque Natural Municipal da Cratera de Colônia"
