"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Acanthaceae","Aphelandra","schottiana","(Nees) Profice","ACANTHACEAE Aphelandra schottiana (Nees) Profice","HRCB020566","Splink","HRCB","Tamashiro, J.Y.","1270","Native","Ouro","Low","Fazenda Domiciana","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","UFG0035930","Splink","UFG","Biral, L.","3092","Native","Bronze","Low",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Alstroemeriaceae","Bomarea","edulis","(Tussac) Herb.","ALSTROEMERIACEAE Bomarea edulis (Tussac) Herb.","SHPR002607","Splink","SHPR","Biral, L.","3069","Native","Bronze","Low","Estrada rural do bairro Areia Alta","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Amaranthaceae","Alternanthera",,"Forssk.","AMARANTHACEAE Alternanthera Forssk.","UFG0039180","Splink","UFG","Biral, L.","3065",,"Latão","Low",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Annonaceae","Annona","squamosa","L.","ANNONACEAE Annona squamosa L.","BOTU028232","Splink","BOTU","Baron, D.C.M.","12","Cultivated","Latão","Low",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Apocynaceae","Prestonia",,"R.Br.","APOCYNACEAE Prestonia R.Br.","UFG0039155","Splink","UFG","Biral, L.","3081",,"Latão","Low",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Apocynaceae","Rhodocalyx","riedelii","(Müll.Arg.) J.F.Morales & M.E.Endress","APOCYNACEAE Rhodocalyx riedelii (Müll.Arg.) J.F.Morales & M.E.Endress","SPF00116383","Splink","SPF","Souza, V.C.","10421","Native","Bronze","Low","Coronel Machado. Bairro da Costa. Mata mesófila semedecídua.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Aristolochiaceae","Aristolochia","triangularis","Cham. & Schltdl.","ARISTOLOCHIACEAE Aristolochia triangularis Cham. & Schltdl.","SHPR002632","Splink","SHPR","Biral, L.","3094","Native","Bronze","Low","Fazenda Palmital","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Acilepidopsis","echitifolia","(Mart. ex DC.) H.Rob.","ASTERACEAE Acilepidopsis echitifolia (Mart. ex DC.) H.Rob.","UEC177004","Splink","UEC","Dalbeto, A.C.","139","Native","Prata","Low","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Ageratum","conyzoides","L.","ASTERACEAE Ageratum conyzoides L.","UEC177025","Splink","UEC","Dalbeto, A.C.","102","Native","Prata","Low","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido, Área do Quadrado","Não"
