"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","65701","GBIF","UEC","Buzato, S.","31721","Native","Bronze","Prata","https://images.cria.org.br/viewer/UEC044492","Souzas - Joaquim Egídeo"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","168875","GBIF","UEC","Vieira, L.T.","195","Native","Bronze","Bronze","https://images.cria.org.br/viewer/UEC053201","Sousas, Mata Ribeirão Cachoeira."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Justicia","hatschbachii","(Rizzini) Wassh. & L.B.Sm.","ACANTHACEAE Justicia hatschbachii (Rizzini) Wassh. & L.B.Sm.","254722","GBIF","SP","Bernacci, L.C.","s.n.","Native","Latão","Prata",,"Fazenda São Vicente"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Justicia","lythroides","(Pohl ex Nees) V.A.W.Graham","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","41965","Splink","SP",,"s.n.","Native","Ouro","Prata",,"Joaquim Egídio"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Lepidagathis","kameyamana","Gnanasek. & Arisdason","ACANTHACEAE Lepidagathis kameyamana Gnanasek. & Arisdason","168878","GBIF","UEC","Vieira, L.T.","354","Native","Bronze","Bronze","https://images.cria.org.br/viewer/UEC053200","Sousas, Mata Ribeirão Cachoeira."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Megaskepasma","erythrochlamys","Lindau","ACANTHACEAE Megaskepasma erythrochlamys Lindau","39773992","GBIF","Observations","Rnkz",,"Cultivated","Ouro","Bronze",,"Colinas do Ermitage (Sousas), Campinas - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","ESA121308","GBIF","ESA","Garcia, L.C.","239","Native","Bronze","Bronze","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/12/13/8/esa00121308.dzi","Distrito de Souzas, Condomínio Colinas do Atibaia."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","140872","GBIF","UEC","Nascimento, S.L.","s.n.","Native","Bronze","Prata","https://images.cria.org.br/viewer/UEC097199","Distrito de Sousas, Floresta estacional semidecidual. &nf;Condomínio Colinas do Atibaia - Mata do Ribeirão Cachoeira."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Acanthaceae","Thunbergia","grandiflora","Roxb.","ACANTHACEAE Thunbergia grandiflora Roxb.","151923208","GBIF","Observations","Esteladca",,"Naturalized","Bronze","Bronze",,"Campinas, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Alismataceae","Echinodorus","subalatus","(Mart.) Griseb.","ALISMATACEAE Echinodorus subalatus (Mart.) Griseb.","3602","GBIF","IAC","Pereira, C.","s/nº","Native","Bronze","Bronze",,"Sousas"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Alstroemeriaceae","Alstroemeria","inodora","Herb.","ALSTROEMERIACEAE Alstroemeria inodora Herb.","UEC090514","Splink","UEC",,"5305","Native","Bronze","Prata",,"Souzas, Morro do Observatório do Capricórnio."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(L.) Kuntze","AMARANTHACEAE Alternanthera brasiliana var. brasiliana (L.) Kuntze","145876","GBIF","HUEFS","Viegas, A.P.","s/n","Native","Bronze","Prata","https://images.cria.org.br/viewer/HUEFS0145876","Joaquim Egidio."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(Moq.) Kuntze","AMARANTHACEAE Alternanthera brasiliana var. villosa (Moq.) Kuntze","44016","GBIF","SP","Viegas, A.P.","s.n.","Native","Bronze","Prata",,"Joaquim Egídio"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Amaranthaceae","Alternanthera","micrantha","R.E.Fr.","AMARANTHACEAE Alternanthera micrantha R.E.Fr.","169011","GBIF","UEC","Vieira, L.T.","85","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC053233","Souzas, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Amaranthaceae","Chamissoa","acuminata","Mart.","AMARANTHACEAE Chamissoa acuminata Mart.","169010","GBIF","UEC","Vieira, L.T.","367","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC053236","Souzas, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Amaranthaceae","Chamissoa","altissima","(Jacq.) Kunth","AMARANTHACEAE Chamissoa altissima (Jacq.) Kunth","26759","GBIF","UEC","Vasconcellos-Neto, J.","5598","Native","Latão","Prata","https://images.cria.org.br/viewer/UEC080801","Joaquim Egídio."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS",,"Amaranthaceae","Hebanthe","eriantha","(Poir.) Pedersen","AMARANTHACEAE Hebanthe eriantha (Poir.) Pedersen","4764","GBIF","IAC","Viegas, A.P.","s/nº",,"Ouro","Prata",,"Joaquim Egídio"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","268401","GBIF","SP","Viegas, A.P.","s.n.","Native","Ouro","Prata",,"Joaquim Egídio"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Amaranthaceae","Pfaffia","glomerata","(Spreng.) Pedersen","AMARANTHACEAE Pfaffia glomerata (Spreng.) Pedersen","3555","GBIF","IAC","Pereira, C.","s/nº","Native","Ouro","Bronze",,"Sousas, Arrail dos Sousas"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Amaryllidaceae","Narcissus",,"L.","AMARYLLIDACEAE Narcissus L.","898","GBIF","Unicamp","Keith S., A.V.L.F.U.-P.",,,"Latão","Prata",,"Mata Ribeirão Cachoeira - Condomínio Colinas do Atibaia"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Anacardiaceae","Anacardium","occidentale","L.","ANACARDIACEAE Anacardium occidentale L.",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Anacardiaceae","Astronium","graveolens","Jacq.","ANACARDIACEAE Astronium graveolens Jacq.","168773","GBIF","UEC","Sims","1493","Native","Bronze","Prata","https://images.cria.org.br/viewer/UEC007856","Mata Ribeirão Cachoeira."
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPINAS","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","147821","GBIF","UB","Viegas, A.P.","4762","Native","Ouro","Prata","https://images.cria.org.br/viewer/UB0113075","Joaquim Egidio."
