"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Acanthaceae","Justicia","brandegeeana","Wassh. & L.B.Sm.","ACANTHACEAE Justicia brandegeeana Wassh. & L.B.Sm.","201652","GBIF","UEC","Zanetti, B.C.","41","Native","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Casa Amarela, Arcadas.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Acanthaceae","Pachystachys","lutea","Nees","ACANTHACEAE Pachystachys lutea Nees","201416","GBIF","UEC","Braga, J.O.","43","Native","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Acanthaceae","Thunbergia","alata","Bojer ex Sims","ACANTHACEAE Thunbergia alata Bojer ex Sims","201418","GBIF","UEC","Zanetti, B.C.","17","Naturalized","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Acanthaceae","Thunbergia","grandiflora","Roxb.","ACANTHACEAE Thunbergia grandiflora Roxb.","197403","GBIF","UEC","Zanetti, B.C.","24","Naturalized","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Caminho das moradas.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Amaranthaceae","Alternanthera","tenella","Colla","AMARANTHACEAE Alternanthera tenella Colla","199229","GBIF","UEC","Zanetti, B.C.","9","Native","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Anacardiaceae","Mangifera","indica","L.","ANACARDIACEAE Mangifera indica L.","197402","GBIF","UEC","Braga, J.O.","3","Cultivated","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Caminho das Colinas.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Anacardiaceae","Schinus","molle","L.","ANACARDIACEAE Schinus molle L.","197389","GBIF","UEC","Braga, J.O.","63","Native","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Anacardiaceae","Schinus","terebinthifolia","Raddi","ANACARDIACEAE Schinus terebinthifolia Raddi","197407","GBIF","UEC","Braga, J.O.","40","Native","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Apocynaceae","Allamanda","doniana","Müll.Arg.","APOCYNACEAE Allamanda doniana Müll.Arg.","201432","GBIF","UEC","Braga, J.O.","65","Native","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","Angiosperms","Apocynaceae","Aspidosperma","australe","Müll.Arg.","APOCYNACEAE Aspidosperma australe Müll.Arg.","201415","GBIF","UEC","Braga, J.O.","62","Native","Latão","Low","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","Não"
