"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","BOTU033968","Splink","BOTU","Matheus, L.C.","45","Native","Latão","Low","Jardim Botânico do IBB","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","SPSF00043999","Splink","SPSF","Arzolla, F.A.R.D.P.","1462","Native","Bronze","Low","Estação Ecológica Mogi-Guaçu","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Annonaceae","Annona","coriacea","Mart.","ANNONACEAE Annona coriacea Mart.","SPSF00044003","Splink","SPSF","Arzolla, F.A.R.D.P.","1466","Native","Bronze","Low","Estação Ecológica Mogi-Guaçu","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.","SPSF00048742","Splink","SPSF","Arzolla, F.A.R.D.P.","1657","Native","Bronze","High","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Apocynaceae","Aspidosperma","riedelii","Müll.Arg.","APOCYNACEAE Aspidosperma riedelii Müll.Arg.","BOTU033997","Splink","BOTU","Matheus, L.C.","43","Native","Latão","Low","Jardim Botânico do IBB","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Apocynaceae","Tabernaemontana","catharinensis","A.DC.","APOCYNACEAE Tabernaemontana catharinensis A.DC.","SPSF00043941","Splink","SPSF","Arzolla, F.A.R.D.P.","1440","Native","Bronze","Low","Estação Ecológica Mogi-Guaçu","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Aquifoliaceae","Ilex","paraguariensis","A.St.-Hil.","AQUIFOLIACEAE Ilex paraguariensis A.St.-Hil.","SPSF00048748","Splink","SPSF","Arzolla, F.A.R.D.P.","1664","Native","Bronze","High","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Araliaceae","Dendropanax","cuneatus","(DC.) Decne. & Planch.","ARALIACEAE Dendropanax cuneatus (DC.) Decne. & Planch.","BOTU033978","Splink","BOTU","Matheus, L.C.","72","Native","Latão","Low","Jardim Botânico do IBB","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Araliaceae","Didymopanax","vinosus","(Cham. & Schltdl.) Marchal","ARALIACEAE Didymopanax vinosus (Cham. & Schltdl.) Marchal","FLOR0074950","Splink","FLOR","Arzolla, F.A.R.D.P.","1465","Native","Bronze","High","Estação Ecológica de Avaré.","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Arecaceae","Allagoptera","campestris","(Mart.) Kuntze","ARECACEAE Allagoptera campestris (Mart.) Kuntze","SPSF00048810","Splink","SPSF","Cielo Filho","1433","Native","Bronze","High","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Arecaceae","Phoenix","roebelenii","O'Brien","ARECACEAE Phoenix roebelenii O'Brien","BOTU033955","Splink","BOTU","Matheus, L.C.","38","Cultivated","Latão","Low","Jardim Botânico do IBB","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Arecaceae","Sabal","minor","(Jacq.) Pers.","ARECACEAE Sabal minor (Jacq.) Pers.","BOTU033957","Splink","BOTU","Matheus, L.C.","33","Cultivated","Latão","Low","Jardim Botânico do IBB","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Arecaceae","Syagrus","hoehnei","Burret","ARECACEAE Syagrus hoehnei Burret","SPSF00045961","Splink","SPSF","Arzolla, F.A.R.D.P.","1529","Native","Bronze","Low","Parque Estadual Nascentes do Paranapanema","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Aristolochiaceae","Aristolochia","cynanchifolia","Mart. & Zucc.","ARISTOLOCHIACEAE Aristolochia cynanchifolia Mart. & Zucc.","BOTU033951","Splink","BOTU","Matheus, L.C.","48","Native","Latão","Low","Jardim Botânico do IBB","Não"
"ESTAÇÃO ECOLÓGICA AVARÉ","Angiosperms","Asparagaceae","Cordyline","fruticosa","(L.) A.Chev.","ASPARAGACEAE Cordyline fruticosa (L.) A.Chev.","BOTU034012","Splink","BOTU","Matheus, L.C.","56","Cultivated","Latão","Low","Jardim Botânico do IBB","Não"
