"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","14296","GBIF","HUSC","Boldrin, A.H.L.","553","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Athyriaceae","Diplazium","cristatum","(Desr.) Alston","ATHYRIACEAE Diplazium cristatum (Desr.) Alston","14320","GBIF","HUSC","Boldrin, A.H.L.","577","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Blechnaceae","Blechnum","occidentale","L.","BLECHNACEAE Blechnum occidentale L.","14297","GBIF","HUSC","Boldrin, A.H.L.","554","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Blechnaceae","Blechnum","polypodioides","Raddi","BLECHNACEAE Blechnum polypodioides Raddi","14299","GBIF","HUSC","Boldrin, A.H.L.","556","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Blechnaceae","Neoblechnum","brasiliense","(Desv.) Gasper & V.A.O. Dittrich","BLECHNACEAE Neoblechnum brasiliense (Desv.) Gasper & V.A.O. Dittrich","14268","GBIF","HUSC","Boldrin, A.H.L.","525","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Blechnaceae","Telmatoblechnum","serrulatum","(Rich.) Perrie, D.J. Ohlsen & Brownsey","BLECHNACEAE Telmatoblechnum serrulatum (Rich.) Perrie, D.J. Ohlsen & Brownsey","14343","GBIF","HUSC","Boldrin, A.H.L.","600","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Cyatheaceae","Cyathea","atrovirens","(Langsd. & Fisch.) Domin","CYATHEACEAE Cyathea atrovirens (Langsd. & Fisch.) Domin","14280","GBIF","HUSC","Boldrin, A.H.L.","537","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Dryopteridaceae","Megalastrum","connexum","(Kaulf.) A.R.Sm. & R.C.Moran","DRYOPTERIDACEAE Megalastrum connexum (Kaulf.) A.R.Sm. & R.C.Moran","14329","GBIF","HUSC","Boldrin, A.H.L.","586","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Dryopteridaceae","Mickelia","guianensis","(Aubl.) R.C.Moran, Labiak & Sundue","DRYOPTERIDACEAE Mickelia guianensis (Aubl.) R.C.Moran, Labiak & Sundue","14338","GBIF","HUSC","Boldrin, A.H.L.","595","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Dryopteridaceae","Polybotrya",,"Willd.","DRYOPTERIDACEAE Polybotrya Willd.","14353","GBIF","HUSC","Boldrin, A.H.L.","610",,"Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Gleicheniaceae","Gleichenella","pectinata","(Willd.) Ching","GLEICHENIACEAE Gleichenella pectinata (Willd.) Ching","14313","GBIF","HUSC","Boldrin, A.H.L.","570","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Hymenophyllaceae","Trichomanes",,"L.","HYMENOPHYLLACEAE Trichomanes L.","14316","GBIF","HUSC","Boldrin, A.H.L.","573",,"Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Hymenophyllaceae","Vandenboschia","rupestris","(Raddi) Ebihara","HYMENOPHYLLACEAE Vandenboschia rupestris (Raddi) Ebihara","14367","GBIF","HUSC","Boldrin, A.H.L.","624","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Lygodiaceae","Lygodium","volubile","Sw.","LYGODIACEAE Lygodium volubile Sw.","14346","GBIF","HUSC","Boldrin, A.H.L.","603","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Angiosperms","Melastomataceae","Pleroma","clavatum","(Pers.) P.J.F.Guim. & Michelang.","MELASTOMATACEAE Pleroma clavatum (Pers.) P.J.F.Guim. & Michelang.","14339","GBIF","HUSC","Boldrin, A.H.L.","596","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Nephrolepidaceae","Nephrolepis",,"Schott","NEPHROLEPIDACEAE Nephrolepis Schott","14331","GBIF","HUSC","Boldrin, A.H.L.","588",,"Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Polypodiaceae","Campyloneurum","nitidum","(Kaulf.) C.Presl","POLYPODIACEAE Campyloneurum nitidum (Kaulf.) C.Presl","14290","GBIF","HUSC","Boldrin, A.H.L.","547","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Polypodiaceae","Campyloneurum","rigidum","Sm.","POLYPODIACEAE Campyloneurum rigidum Sm.","14305","GBIF","HUSC","Boldrin, A.H.L.","562","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Polypodiaceae","Microgramma","crispata","(Fée) R.M.Tryon & A.F.Tryon","POLYPODIACEAE Microgramma crispata (Fée) R.M.Tryon & A.F.Tryon","14335","GBIF","HUSC","Boldrin, A.H.L.","592","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Polypodiaceae","Microgramma","vacciniifolia","(Langsd. & Fisch.) Copel.","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","14294","GBIF","HUSC","Boldrin, A.H.L.","551","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Polypodiaceae","Pecluma","plumula","(Willd.) M.G.Price","POLYPODIACEAE Pecluma plumula (Willd.) M.G.Price","14352","GBIF","HUSC","Boldrin, A.H.L.","609","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Polypodiaceae","Pleopeltis","angusta","Humb. & Bonpl. ex Willd.","POLYPODIACEAE Pleopeltis angusta Humb. & Bonpl. ex Willd.","14273","GBIF","HUSC","Boldrin, A.H.L.","530","Unknown","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Polypodiaceae","Pleopeltis","astrolepis","(Liebm.) E.Fourn.","POLYPODIACEAE Pleopeltis astrolepis (Liebm.) E.Fourn.","14327","GBIF","HUSC","Boldrin, A.H.L.","584","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Polypodiaceae","Pleopeltis","hirsutissima","(Raddi) de la Sota","POLYPODIACEAE Pleopeltis hirsutissima (Raddi) de la Sota","14275","GBIF","HUSC","Boldrin, A.H.L.","532","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Pteridaceae","Adiantum","latifolium","Lam.","PTERIDACEAE Adiantum latifolium Lam.","14342","GBIF","HUSC","Boldrin, A.H.L.","599","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
