"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Acanthaceae","Aphelandra","prismatica","(Vell.) Hiern","ACANTHACEAE Aphelandra prismatica (Vell.) Hiern","2305","GBIF","HUSC","Sampaio, P.S.P.","400","Native","Ouro","Low","https://images.cria.org.br/viewer/HUSC002305_01","Forte dos Andradas"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Acanthaceae","Avicennia","schaueriana","Stapf & Leechm. ex Moldenke","ACANTHACEAE Avicennia schaueriana Stapf & Leechm. ex Moldenke","8144","GBIF","HUSC","Perrotti, G.G.","s.n.","Native","Bronze","Low","https://images.cria.org.br/viewer/HUSC008144_01","Manguezal da Dow Brasil (franja do rio Santo Amaro)."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Acanthaceae","Brillantaisia","lamium","(Nees) Benth.","ACANTHACEAE Brillantaisia lamium (Nees) Benth.","15858","GBIF","HUSC","Vilaca, L.F.","38","Naturalized","Bronze","Low",,"Bairro do Perequê, Área de Preservação Ambiental - APA - núcleo Serra do Guararu, Solo - Espodossolos, Textura - Arenosa, Relevo - Plano"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Acanthaceae","Ruellia","solitaria","Vell.","ACANTHACEAE Ruellia solitaria Vell.","1552","GBIF","HUSC","Sampaio, P.S.P.","72","Native","Bronze","Low","https://images.cria.org.br/viewer/HUSC001552_01","Praia do Guaiuba, encosta adjacente ao costão rochoso do lado esquerdo de que olha para o mar."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(L.) Kuntze","AMARANTHACEAE Alternanthera brasiliana (L.) Kuntze","8265","GBIF","HUSC","Roveri, R.","17","Native","Bronze","Low",,"quintal da casa na Vila Prainha Branca"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Amaranthaceae","Blutaparon","portulacoides","(A.St.-Hil.) Mears","AMARANTHACEAE Blutaparon portulacoides (A.St.-Hil.) Mears","147101","GBIF","UB","Hoehne, F.C.","Herb.39695","Native","Ouro","Low","https://images.cria.org.br/viewer/UB0112356",
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Amaranthaceae","Dysphania","ambrosioides","(L.) Mosyakin & Clemants","AMARANTHACEAE Dysphania ambrosioides (L.) Mosyakin & Clemants","8269","GBIF","HUSC","Maciel, F.","s.n.","Naturalized","Bronze","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Anacardiaceae","Schinus","terebinthifolia","Raddi","ANACARDIACEAE Schinus terebinthifolia Raddi","8289","GBIF","HUSC","Nougueira, M.G.","s.n.","Native","Bronze","Low",,"Estrada do pernambuco, Enseada"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Anemiaceae","Anemia","australis","(Mickel) M. Kessler & A.R. Sm.","ANEMIACEAE Anemia australis (Mickel) M. Kessler & A.R. Sm.","4214","GBIF","HUSC","Boldrin, A.H.L.","142","Native","Bronze","Low",,"Forte dos Andradas, estrada que leva à Trilha do Obuseiro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Anemiaceae","Anemia","ferruginea","Humb. & Bonpl. ex Kunth","ANEMIACEAE Anemia ferruginea Humb. & Bonpl. ex Kunth","4219","GBIF","HUSC","Boldrin, A.H.L.","147","Native","Bronze","Low",,"Forte dos Andradas, estrada que leva à Trilha do Obuseiro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","998","GBIF","HUSC","Boldrin, A.H.L.","23","Native","Bronze","Low",,"Forte dos Andradas, Trilha que leva a Praia de Fora (Obuseiro)"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Annonaceae","Annona","glabra","L.","ANNONACEAE Annona glabra L.",,"GBIF",,,,"Native","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Aquifoliaceae","Ilex","theezans","Mart. ex Reissek","AQUIFOLIACEAE Ilex theezans Mart. ex Reissek","55334","GBIF","IAC","Bernacci, L.C.","4864","Native","Bronze","Low",,"Vicente de Carvalho, Vila Zilda"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Araceae","Anthurium","pentaphyllum","(Aubl.) G.Don","ARACEAE Anthurium pentaphyllum (Aubl.) G.Don","86298041","GBIF","Observations","Mortara, M.",,"Native","Bronze","Low",,"Guarujá - SP, 11444, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Araceae","Monstera","adansonii","Schott","ARACEAE Monstera adansonii Schott","NY00495357","GBIF","NY","Hoehne, F.C.","29667","Native","Ouro","Low","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/0/49/53/57/ny_00495357.dzi","Ilha de Sto. Amaro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Araceae","Philodendron","crassinervium","Lindl.","ARACEAE Philodendron crassinervium Lindl.","86298568","GBIF","Observations","Mortara, M.",,"Native","Bronze","Low",,"Guarujá - SP, 11444, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Araceae","Philodendron","eximium","Schott","ARACEAE Philodendron eximium Schott","155944500","GBIF","Observations","Mortara, M.",,"Native","Bronze","Low",,"Tortuga, Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Araceae","Philodendron","ornatum","Schott","ARACEAE Philodendron ornatum Schott","86298169","GBIF","Observations","Mortara, M.",,"Native","Bronze","Low",,"Parque Enseada, Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Araceae","Pistia","stratiotes","L.","ARACEAE Pistia stratiotes L.",,"GBIF",,,,"Native","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Aspleniaceae","Asplenium","serratum","L.","ASPLENIACEAE Asplenium serratum L.","4225","GBIF","HUSC","Boldrin, A.H.L.","153","Native","Bronze","Low",,"Forte dos Andradas, Trilha do Obuseiro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Asteraceae","Sphagneticola","trilobata","(L.) Pruski","ASTERACEAE Sphagneticola trilobata (L.) Pruski","18433487","GBIF","Observations","Valerio, J.",,"Native","Bronze","Low",,"Rua Canto da Enseada, 200–320, Guarujá, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Asteraceae","Vernonia",,"Schreb.","ASTERACEAE Vernonia Schreb.","01096274","GBIF","NY","Hoehne, F.C.","s.n.",,"Latão","Low",,"Ilha de Santo Amaro."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Athyriaceae","Diplazium","cristatum","(Desr.) Alston","ATHYRIACEAE Diplazium cristatum (Desr.) Alston","3511","GBIF","HUSC","Boldrin, A.H.L.","107","Native","Bronze","Low",,"Forte dos Andradas, estrada que leva a trilha do Obuseiro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Blechnaceae","Blechnum","occidentale","L.","BLECHNACEAE Blechnum occidentale L.","2708","GBIF","HUSC","Boldrin, A.H.L.","74","Native","Bronze","Low",,"Forte dos Andradas, trilha que leva à Praia de Fora."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Blechnaceae","Blechnum","polypodioides","Raddi","BLECHNACEAE Blechnum polypodioides Raddi","2715","GBIF","HUSC","Boldrin, A.H.L.","81","Native","Bronze","Low",,"Forte dos Andradas, trilha que leva à Praia de Fora."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Blechnaceae","Neoblechnum","brasiliense","(Desv.) Gasper & V.A.O. Dittrich","BLECHNACEAE Neoblechnum brasiliense (Desv.) Gasper & V.A.O. Dittrich","3512","GBIF","HUSC","Boldrin, A.H.L.","106","Native","Bronze","Low",,"Forte dos Andradas, trilha que leva à Praia de Fora."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Bromeliaceae","Aechmea","caudata","Lindm.","BROMELIACEAE Aechmea caudata Lindm.","155942646","GBIF","Observations","Mortara, M.",,"Native","Bronze","Low",,"Tortuga, Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Cactaceae","Cereus","fernambucensis","Lem.","CACTACEAE Cereus fernambucensis Lem.","155943654","GBIF","Observations","Mortara, M.",,"Native","Bronze","Low",,"Tortuga, Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Calyceraceae","Acicarpha","spathulata","R.Br.","CALYCERACEAE Acicarpha spathulata R.Br.","S16-53936","GBIF","S","Dusen, P.","18119","Native","Latão","Low",,"Plantae Brasilienses. São Paulo: Guarujá."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Campanulaceae","Hippobroma","longiflora","(L.) G.Don","CAMPANULACEAE Hippobroma longiflora (L.) G.Don","4191","GBIF","SPFR","Hoehne, F.C.",,"Native","Bronze","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Clusiaceae","Clusia","criuva","Cambess.","CLUSIACEAE Clusia criuva Cambess.","8145","GBIF","HUSC","Costa, D.","50","Native","Bronze","Low",,"Serra do Guararu, Condomínio Iporanga, península, área manguezal, conhecida como rabo do Dragão."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Combretaceae","Terminalia","catappa","L.","COMBRETACEAE Terminalia catappa L.",,"GBIF",,,,"Naturalized","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Convolvulaceae","Jacquemontia","blanchetii","Moric.","CONVOLVULACEAE Jacquemontia blanchetii Moric.","8153","GBIF","HUSC","Sampaio, P.S.P.","911","Native","Bronze","Low",,"praia Iporanga trilha praia das conchas a praia são pedro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Cucurbitaceae","Sicyos","edulis","Jacq.","CUCURBITACEAE Sicyos edulis Jacq.","12050","GBIF","HUSC","Roveri, R.","17","Naturalized","Bronze","Low",,"quintal da casa na Vila Prainha Branca"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Cyatheaceae","Cyathea","atrovirens","(Langsd. & Fisch.) Domin","CYATHEACEAE Cyathea atrovirens (Langsd. & Fisch.) Domin","4193","GBIF","HUSC","Boldrin, A.H.L.","121","Native","Ouro","Low",,"Forte dos Andradas, estrada que leva a trilha do Obuseiro."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Cyperaceae","Carex",,"L.","CYPERACEAE Carex L.","1221","GBIF","HUSC","Sampaio, P.S.P.","1",,"Bronze","Low",,"Praia do Tombo."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Cyperaceae","Cyperus","obtusatus","(J.Presl & C.Presl) Mattf. & Kük.","CYPERACEAE Cyperus obtusatus (J.Presl & C.Presl) Mattf. & Kük.","EIU011531","GBIF","EIU","Hoehne, F.C.","s.n.","Native","Ouro","Low",,"Guarujá"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Cyperaceae","Fimbristylis","cymosa","R.Br.","CYPERACEAE Fimbristylis cymosa R.Br.","602414","GBIF","NY","Hoehne, F.C.","29611","Native","Latão","Low",,"Ilha de St.Amaro, S.Paulo."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Cyperaceae","Scleria","gaertneri","Raddi","CYPERACEAE Scleria gaertneri Raddi","187753","GBIF","UB","Kramer, M.","s.n.","Native","Latão","Low","https://images.cria.org.br/viewer/UB0011913","1 km from the center of the city of Guarujá. 1 km from the ocean between the beaches, Praia do Tombo and Praia de Guarujá. At the farm, Fazenda Sitio Grande."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Dilleniaceae","Doliocarpus","schottianus","Eichler","DILLENIACEAE Doliocarpus schottianus Eichler","8140","GBIF","HUSC","Martins, G.V.","s.n.","Native","Bronze","Low",,"praia Iporanga"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Dryopteridaceae","Ctenitis","falciculata","(Raddi) Ching","DRYOPTERIDACEAE Ctenitis falciculata (Raddi) Ching","2711","GBIF","HUSC","Boldrin, A.H.L.","77","Native","Bronze","Low",,"Forte dos Andradas, estrada que leva à trilha do Obuzeiro."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Dryopteridaceae","Elaphoglossum","luridum","(Fée) Christ","DRYOPTERIDACEAE Elaphoglossum luridum (Fée) Christ","886060","GBIF","NY","Brade, A.C.","6917","Native","Ouro","Low",,"Ilha Sto. Amaro prope Santos."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Dryopteridaceae","Rumohra","adiantiformis","(G.Forst.) Ching","DRYOPTERIDACEAE Rumohra adiantiformis (G.Forst.) Ching","4194","GBIF","HUSC","Boldrin, A.H.L.","123","Native","Bronze","Low",,"Forte dos Andradas"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Fabaceae","Desmodium","axillare","(Sw.) DC.","FABACEAE Desmodium axillare (Sw.) DC.","594241","GBIF","NY","Hoehne, F.C.","s.n.","Native","Latão","Low",,"Guarujá"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Fabaceae","Jupunba","brachystachya","(DC.) M.V.B.Soares et al.","FABACEAE Jupunba brachystachya (DC.) M.V.B.Soares et al.","390958","GBIF","NY","Rawitscher, F.",,"Native","Ouro","Low",,"Guarujá: litoral"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Fabaceae","Pterocarpus","rohrii","Vahl","FABACEAE Pterocarpus rohrii Vahl","8137","GBIF","HUSC","Martins, G.V.","s.n.","Native","Latão","Low",,"praia Iporanga"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Fabaceae","Senna","multijuga","(Rich.) H.S.Irwin & Barneby","FABACEAE Senna multijuga (Rich.) H.S.Irwin & Barneby","8156","GBIF","HUSC","Sampaio, P.S.P.","914","Native","Bronze","Low",,"praia Iporanga beira da rua de acesso as praias."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Fabaceae","Zygia","selloi","(Benth.) L.Rico","FABACEAE Zygia selloi (Benth.) L.Rico","NY00459666","GBIF","NY","Gehrt, A.","28064","Native","Ouro","Low","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/v-149-00/45/96/66/ny_v-149-00459666.dzi","Ilha de Sto. Amaro. Mata do Guarujá"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Gleicheniaceae","Gleichenella","pectinata","(Willd.) Ching","GLEICHENIACEAE Gleichenella pectinata (Willd.) Ching","4230","GBIF","HUSC","Boldrin, A.H.L.","158","Native","Bronze","Low",,"Forte dos Andradas"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Gleicheniaceae","Sticherus","bifidus","(Willd.) Ching","GLEICHENIACEAE Sticherus bifidus (Willd.) Ching","4210","GBIF","HUSC","Boldrin, A.H.L.","138","Native","Bronze","Low",,"Forte dos Andradas, estrada que leva a trilha do Obuseiro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Heliconiaceae","Heliconia","psittacorum","L.f.","HELICONIACEAE Heliconia psittacorum L.f.",,"GBIF",,,,"Native","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Hymenophyllaceae","Abrodictyum","rigidum","(Sw.) Ebihara & Dubuisson","HYMENOPHYLLACEAE Abrodictyum rigidum (Sw.) Ebihara & Dubuisson","4226","GBIF","HUSC","Boldrin, A.H.L.","154","Native","Bronze","Low",,"Forte dos Andradas, trilha do Obuseiro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Lamiaceae","Coleus","scutellarioides","(L.) Benth.","LAMIACEAE Coleus scutellarioides (L.) Benth.","125295533","GBIF","Observations","Giu",,"Cultivated","Bronze","Low",,"Ilha de Santo Amaro, Guarujá, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Lindsaeaceae","Lindsaea","stricta","(Sw.) Dryand.","LINDSAEACEAE Lindsaea stricta (Sw.) Dryand.","3413","GBIF","HUSC","Boldrin, A.H.L.","91","Native","Bronze","Low",,"Forte dos Andradas, estrada que leva a trilha do Obuseiro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Lygodiaceae","Lygodium","volubile","Sw.","LYGODIACEAE Lygodium volubile Sw.","4215","GBIF","HUSC","Boldrin, A.H.L.","143","Native","Bronze","Low",,"Forte dos Andradas."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Malvaceae","Urena","lobata","L.","MALVACEAE Urena lobata L.",,"GBIF",,,,"Native","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Melastomataceae","Miconia","flammea","Casar.","MELASTOMATACEAE Miconia flammea Casar.","8133","GBIF","HUSC","Martins, G.V.","s.n.","Native","Bronze","Low",,"praia Iporanga"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Melastomataceae","Miconia","prasina","(Sw.) DC.","MELASTOMATACEAE Miconia prasina (Sw.) DC.",,"GBIF",,,,"Native","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Melastomataceae","Ossaea","sanguinea","Cogn.","MELASTOMATACEAE Ossaea sanguinea Cogn.","8132","GBIF","HUSC","Martins, G.V.","s.n.","Native","Bronze","Low",,"praia Iporanga"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Moraceae","Artocarpus","heterophyllus","Lam.","MORACEAE Artocarpus heterophyllus Lam.","214277625","GBIF","Observations","Alves.v.s",,"Naturalized","Bronze","Low",,"Guarujá - SP, 11432, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Moraceae","Ficus","cestrifolia","Schott ex Spreng.","MORACEAE Ficus cestrifolia Schott ex Spreng.","54726","GBIF","UEC","Grombone-Guaratini, M.T.","22867","Native","Ouro","Low",,"guarujá."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Myrtaceae","Eugenia","brasiliensis","Lam.","MYRTACEAE Eugenia brasiliensis Lam.","12080","GBIF","HUSC","Roveri, R.","47","Native","Bronze","Low",,"quintal da casa na Vila Prainha Branca"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Orchidaceae","Cattleya","intermedia","Graham ex Hook.","ORCHIDACEAE Cattleya intermedia Graham ex Hook.","193980509","GBIF","Observations","Meyer, D.",,"Native","Bronze","Low",,"São Paulo, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Orchidaceae","Epidendrum","fulgens","Brongn.","ORCHIDACEAE Epidendrum fulgens Brongn.",,"GBIF",,,,"Native","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Orchidaceae","Habenaria","pleiophylla","Hoehne & Schltr.","ORCHIDACEAE Habenaria pleiophylla Hoehne & Schltr.","8152","GBIF","HUSC","Sampaio, P.S.P.","910","Native","Bronze","Low",,"praia Iporanga trilha praia das conchas a praia são pedro"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Orchidaceae","Oeceoclades","maculata","(Lindl.) Lindl.","ORCHIDACEAE Oeceoclades maculata (Lindl.) Lindl.",,"GBIF",,,,"Naturalized","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Pandanaceae","Pandanus","utilis","Bory","PANDANACEAE Pandanus utilis Bory","105458477","GBIF","Observations","Giu",,"Cultivated","Bronze","Low",,"Ilha de Santo Amaro, Guarujá, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Passifloraceae","Passiflora","amethystina","J.C.Mikan","PASSIFLORACEAE Passiflora amethystina J.C.Mikan","49357","GBIF","IAC","Bernacci, L.C.","4474","Native","Ouro","Low",,"Vicente de Carvalho, Zila Zilda, morro da Asa Delta (antenas), beira da estrada."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Passifloraceae","Passiflora","capsularis","L.","PASSIFLORACEAE Passiflora capsularis L.","49356","GBIF","IAC","Bernacci, L.C.","4473","Native","Ouro","Low",,"Vicente de Carvalho, Zila Zilda, morro da Asa Delta (antenas), beira da estrada."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Passifloraceae","Passiflora","foetida","L.","PASSIFLORACEAE Passiflora foetida L.","46722","GBIF","IAC","Bernacci, L.C.","4030","Native","Ouro","Low",,"Vicente de Carvalho, Zila Zilda, morro da Asa Delta (antenas), beira da trilha."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Passifloraceae","Passiflora","mediterranea","Vell.","PASSIFLORACEAE Passiflora mediterranea Vell.","46723","GBIF","IAC","Bernacci, L.C.","4031","Native","Ouro","Low",,"Vicente de Carvalho, Zila Zilda, morro da Asa Delta (antenas), beira da estrada."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Piperaceae","Peperomia","guarujana","C.DC.","PIPERACEAE Peperomia guarujana C.DC.","G00329811","Splink","G",,"7","Native","Ouro","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Plantaginaceae","Plantago","major","L.","PLANTAGINACEAE Plantago major L.",,"GBIF",,,,"Naturalized","Latão","Low",,
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Polypodiaceae","Microgramma","geminata","(Schrad.) R.M.Tryon & A.F.Tryon","POLYPODIACEAE Microgramma geminata (Schrad.) R.M.Tryon & A.F.Tryon","0108067","GBIF","WU","Wettstein, R.","s.n.","Native","Bronze","Low",,"Brasilia. Prov. São Paulo. Ilha de S. Amaro prope Santos. 5–50 m."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Polypodiaceae","Microgramma","squamulosa","(Kaulf.) de la Sota","POLYPODIACEAE Microgramma squamulosa (Kaulf.) de la Sota","3507","GBIF","HUSC","Boldrin, A.H.L.","103","Native","Bronze","Low",,"Forte dos Andradas, trilha que leva à Praia de Fora."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Ferns and Lycophytes","Polypodiaceae","Serpocaulon","triseriale","(Sw.) A.R.Sm.","POLYPODIACEAE Serpocaulon triseriale (Sw.) A.R.Sm.","2712","GBIF","HUSC","Boldrin, A.H.L.","78","Native","Bronze","Low",,"Forte dos Andradas. Estrada que leva à trilha do Obuseiro."
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE SANTO AMARO","Angiosperms","Primulaceae","Myrsine","coriacea","(Sw.) R.Br. ex Roem. & Schult.","PRIMULACEAE Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","46724","GBIF","IAC","Bernacci, L.C.","4032","Native","Ouro","Low",,"Vicente de Carvalho, Zila Zilda, morro da Asa Delta (antenas), beira da estrada."
