"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Asteraceae","Wedelia",,"Jacq.","ASTERACEAE Wedelia Jacq.","3699","GBIF","SORO","Castello, A.C.D.","3",,"Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Bignoniaceae","Handroanthus","umbellatus","(Sond.) Mattos","BIGNONIACEAE Handroanthus umbellatus (Sond.) Mattos","1420","GBIF","SORO","Coelho, S.","909","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Cardiopteridaceae","Citronella","paniculata","(Mart.) R.A.Howard","CARDIOPTERIDACEAE Citronella paniculata (Mart.) R.A.Howard","1421","GBIF","SORO","Coelho, S.","857","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Convolvulaceae",,,"Juss.","CONVOLVULACEAE Convolvulaceae Juss.","3700","GBIF","SORO","Castello, A.C.D.","4",,"Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Cordiaceae","Cordia","trichotoma","(Vell.) Arráb. ex Steud.","CORDIACEAE Cordia trichotoma (Vell.) Arráb. ex Steud.","1425","GBIF","SORO","Coelho, S.","965","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Elaeocarpaceae","Sloanea","hirsuta","(Schott) Planch. ex Benth.","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","1419","GBIF","SORO","Coelho, S.","856","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Fabaceae","Dahlstedtia","floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","FABACEAE Dahlstedtia floribunda (Vogel) M.J. Silva & A.M.G. Azevedo","1428","GBIF","SORO","Coelho, S.","778","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Melastomataceae","Miconia","minutiflora","(Bonpl.) DC.","MELASTOMATACEAE Miconia minutiflora (Bonpl.) DC.","1424","GBIF","SORO","Coelho, S.","425","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Meliaceae","Trichilia","elegans","A.Juss.","MELIACEAE Trichilia elegans A.Juss.","5746","GBIF","SORO","Ferreira, L.C.","6","Native","Bronze","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Meliaceae","Trichilia","pallida","Sw.","MELIACEAE Trichilia pallida Sw.","3703","GBIF","SORO","Castello, A.C.D.","6","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Piperaceae","Piper",,"L.","PIPERACEAE Piper L.","3701","GBIF","SORO","Castello, A.C.D.","5",,"Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Rubiaceae","Cordiera","concolor","(Cham.) Kuntze","RUBIACEAE Cordiera concolor (Cham.) Kuntze","1423","GBIF","SORO","Coelho, S.","823","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Rutaceae","Esenbeckia","febrifuga","(A.St.-Hil.) A. Juss. ex Mart.","RUTACEAE Esenbeckia febrifuga (A.St.-Hil.) A. Juss. ex Mart.","1427","GBIF","SORO","Coelho, S.","547","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Rutaceae","Zanthoxylum","fagara","(L.) Sarg.","RUTACEAE Zanthoxylum fagara (L.) Sarg.","1422","GBIF","SORO","Coelho, S.","717","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Salicaceae","Xylosma","pseudosalzmannii","Sleumer","SALICACEAE Xylosma pseudosalzmannii Sleumer","1426","GBIF","SORO","Coelho, S.","235","Native","Latão","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
"PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","Angiosperms","Sapindaceae","Serjania",,"Mill.","SAPINDACEAE Serjania Mill.","SORO003704","Splink","SORO","Castello, A.C.D.","7",,"Bronze","High","Parque Natural Municipal Corredores da Biodiversidade","Não"
