"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","258679","Splink","SP",,"2722","Native","Ouro","Bronze",,"distr. Itaqueri, Salto de Itaqueri"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Asystasia","gangetica","(L.) T.Anderson","ACANTHACEAE Asystasia gangetica (L.) T.Anderson",,"GBIF",,,,"Naturalized","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Dicliptera","squarrosa","Nees","ACANTHACEAE Dicliptera squarrosa Nees","HPL000199","Splink","HPL",,"2770","Native","Prata","Bronze",,"Coletada nas proximidades do município de Santa Maria da Serra; em beira de capoeira."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Hygrophila","costata","Nees & T. Nees","ACANTHACEAE Hygrophila costata Nees & T. Nees","258690","Splink","SP",,"2733","Native","Ouro","Bronze",,"Distrito Itaqueri, Salto de Itaqueri"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","159937","GBIF","UEC","Arzolla, F.A.R.D.P.","663","Native","Ouro","Prata","https://images.cria.org.br/viewer/UEC017967","Itaqueri da Serra, Cachoeria do Saltão, Floresta Estacional Semidecidual."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","8324","GBIF","HRCB","Ribeiro, J.E.L.S.","151","Native","Ouro","Bronze",,"Estrada entre São Pedro e Itaqueri da Serra"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Justicia","lythroides","(Pohl ex Nees) V.A.W.Graham","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","258684","Splink","SP",,"2727","Native","Ouro","Bronze",,"distr. Itaqueri, Salto de Itaqueri"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Pachystachys",,"Nees","ACANTHACEAE Pachystachys Nees","ESA00146111","Reflora","ESA","Kubo, W.K.","283",,"Ouro","Bronze",,"Parcela SCA_03"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","34148","GBIF","SPSF","Arzolla, F.A.R.D.P.","761","Native","Ouro","Prata",,"Serra de Itaqueri"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Ruellia","bulbifera","Lindau","ACANTHACEAE Ruellia bulbifera Lindau","HRCB028567","Splink","HRCB",,"62","Native","Bronze","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Ruellia","elegans","Poir.","ACANTHACEAE Ruellia elegans Poir.","132564","GBIF","SPF","Barreto, K.D.","1441","Native","Ouro","Bronze","https://images.cria.org.br/viewer/SPF00132564",
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Ruellia","geminiflora","Kunth","ACANTHACEAE Ruellia geminiflora Kunth","113851","Splink","SP",,"1032","Native","Ouro","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Acanthaceae","Thunbergia","grandiflora","Roxb.","ACANTHACEAE Thunbergia grandiflora Roxb.","ESA023000","Splink","ESA",,"3365","Naturalized","Prata","Bronze",,"Próximo ao Pedágio (Represa do Broa). 22*12'18,5""S, 47*52'17,7""W. Área perturbada."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Alismataceae","Echinodorus","grandiflorus","(Cham. & Schltr.) Micheli","ALISMATACEAE Echinodorus grandiflorus (Cham. & Schltr.) Micheli","RB01223085","GBIF","RB","Assis, G.B.","230","Native","Prata","Ouro","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/30/85/01223085-1.jpg|jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/30/85/01223085.jpg","campo úmido, área alagada. Estação Ecológica de Itirapina"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Alismataceae","Echinodorus","longipetalus","Micheli","ALISMATACEAE Echinodorus longipetalus Micheli","SPFR011531","Splink","SPFR",,"1072","Native","Bronze","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Alismataceae","Echinodorus","paniculatus","Micheli","ALISMATACEAE Echinodorus paniculatus Micheli","57434","GBIF","HRCB","Lombardi, J.A.","9289","Native","Bronze","Ouro",,"Fazenda Pedra Vermelha"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Alismataceae","Helanthium","tenellum","(Mart.) Britton","ALISMATACEAE Helanthium tenellum (Mart.) Britton","32420","Splink","IAC",,"9530","Native","Bronze","Bronze",,"Represa do Broa, 6 km do trevo Itirapina, São Carlos"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Alismataceae","Sagittaria","rhombifolia","Cham.","ALISMATACEAE Sagittaria rhombifolia Cham.","93873","GBIF","UEC",,"95/94","Native","Latão","Bronze","https://images.cria.org.br/viewer/UEC090557","Fazenda da RIPASA., SP 225. lago - segundo brejo ao lado esquerdo da estrada em direção a Brotas."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Amaranthaceae","Alternanthera","martii","R.E.Fr.","AMARANTHACEAE Alternanthera martii R.E.Fr.","147013","GBIF","UB","Eiten, G.","2981","Native","Bronze","Bronze","https://images.cria.org.br/viewer/UB0123618","NW of intersection of road to Campo Alegre with the Brotas-Itirapina road"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Amaranthaceae","Alternanthera","pubiflora","(Benth.) Kuntze","AMARANTHACEAE Alternanthera pubiflora (Benth.) Kuntze","UEC119219","Splink","UEC",,"17","Naturalized","Bronze","Bronze",,"Núcleo de pescadores da Ponte de Santa M"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Amaranthaceae","Alternanthera","regelii","(Seub.) Schinz","AMARANTHACEAE Alternanthera regelii (Seub.) Schinz","ESA023982","GBIF","ESA","Barreto, K.D.","3346","Native","Ouro","Bronze","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/2/39/82/esa00023982.dzi","Próximo ao Pedágio (Represa do Broa). 22*10'52,3""S, 47*52'48,6""W. Cerrado."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Amaranthaceae","Amaranthus","viridis","L.","AMARANTHACEAE Amaranthus viridis L.","6518","GBIF","FCAB","Barreto, K.D.","1526","Naturalized","Ouro","Bronze",,"Rodovia Waschington Luiz."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Amaranthaceae","Froelichia","procera","(Seub.) Pedersen","AMARANTHACEAE Froelichia procera (Seub.) Pedersen","PACA085342","Splink","PACA",,,"Native","Ouro","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Amaranthaceae","Gomphrena","arborescens","L.f.","AMARANTHACEAE Gomphrena arborescens L.f.","146335622","GBIF","Observations","Miguelmagro",,"Native","Bronze","Bronze",,"São Carlos - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Amaranthaceae","Gomphrena","macrocephala","A.St.-Hil.","AMARANTHACEAE Gomphrena macrocephala A.St.-Hil.","US01340742","GBIF","US","Eiten, G.","3393","Native","Ouro","Bronze","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/us/us/1/34/7/42/us01340742.dzi","3.1. km along road east from RR crossing in city of Itirapina"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ","Angiosperms","Amaranthaceae","Gomphrena","virgata","Mart.","AMARANTHACEAE Gomphrena virgata Mart.","PACA116017","Splink","PACA",,,"Native","Bronze","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ",,"Amaranthaceae","Hebanthe","eriantha","(Poir.) Pedersen","AMARANTHACEAE Hebanthe eriantha (Poir.) Pedersen","HRCB020708","Splink","HRCB",,"1008",,"Ouro","Bronze",,
