"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Acanthaceae","Aphelandra","schottiana","(Nees) Profice","ACANTHACEAE Aphelandra schottiana (Nees) Profice","35126","GBIF","BOTU","Cassola, H.","517","Native","Bronze","High","PNM Cachoeira da Marta, Trilha da Cachoeira","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","35125","GBIF","BOTU","Cassola, H.","516","Native","Bronze","High","PNM Cachoeira da Marta, Trilha da Cachoeira","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","35118","GBIF","BOTU","Cassola, H.","523","Native","Bronze","High","PNM Cachoeira da Marta","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Acanthaceae","Justicia","scheidweileri","V.A.W.Graham","ACANTHACEAE Justicia scheidweileri V.A.W.Graham","37803","GBIF","BOTU","Campos, R.P.M.C.","269","Native","Bronze","High","Parque Natural Municipal Cachoeira da Marta","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","35122","GBIF","BOTU","Cassola, H.","524","Native","Bronze","High","PNM Cachoeira da Marta","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","35180","GBIF","BOTU","Cassola, H.","561","Native","Bronze","High","Trilha da cuesta, PNM Cachoeira da Marta","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Anacardiaceae","Astronium","urundeuva","(M.Allemão) Engl.","ANACARDIACEAE Astronium urundeuva (M.Allemão) Engl.","35140","GBIF","BOTU","Cassola, H.","530","Native","Bronze","High","PNM Cachoeira da Marta, zona de amortecimento","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","35184","GBIF","BOTU","Cassola, H.","559","Native","Bronze","High","Trilha da cuesta, PNM Cachoeira da Marta","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Anacardiaceae","Schinus","terebinthifolia","Raddi","ANACARDIACEAE Schinus terebinthifolia Raddi","35129","GBIF","BOTU","Cassola, H.","519","Native","Bronze","High","PNM Cachoeira da Marta, Trilha da Cuesta, área com plantio de espécies arbóreas","Não"
"PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA","Angiosperms","Apocynaceae","Aspidosperma","riedelii","Müll.Arg.","APOCYNACEAE Aspidosperma riedelii Müll.Arg.","35130","GBIF","BOTU","Cassola, H.","539","Native","Bronze","High","PNM Cachoeira da Marta, zona de amortecimento","Não"
