"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","45338","GBIF","SPSF","Polisel, R.T.","1015","Native","Bronze","Ouro","https://images.cria.org.br/viewer/SPSF00045338","Parque Estadual de Campos do Jordão"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Acanthaceae","Poikilacanthus","glandulosus","(Nees) Ariza","ACANTHACEAE Poikilacanthus glandulosus (Nees) Ariza","SPSF00015280","Splink","SPSF",,"285","Native","Bronze","Ouro",,"Parque Estadual de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO",,"Acanthaceae|Rubiaceae","Justicia|Gonzalagunia",,"L.|Ruiz & Pav.","ACANTHACEAE|RUBIACEAE Justicia L.|Gonzalagunia Ruiz & Pav.","SPSF00014863","Splink","SPSF",,"273",,"Latão","Ouro",,"P.E. de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Alismataceae","Echinodorus","grandiflorus","(Cham. & Schltr.) Micheli","ALISMATACEAE Echinodorus grandiflorus (Cham. & Schltr.) Micheli","97987","GBIF","UEC","Pansarin, E.R.","240","Native","Ouro","Ouro","https://images.cria.org.br/viewer/UEC090611","Horto Florestal."
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Alismataceae","Sagittaria","montevidensis","Cham. & Schltdl.","ALISMATACEAE Sagittaria montevidensis subsp. montevidensis Cham. & Schltdl.","109637","GBIF","UEC","Anderson, J.","85","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC090576","Parque Estadual de Campos de Jordão, Parque da Lagoa, São bento do sapucaí."
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Alstroemeriaceae","Alstroemeria","calliantha","M.C.Assis","ALSTROEMERIACEAE Alstroemeria calliantha M.C.Assis","52001","GBIF","SPSF","Cornia, M.G.K.","289","Native","Bronze","Ouro","https://images.cria.org.br/viewer/SPSF00052001","Parque Estadual de Campos do Jordão"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Alstroemeriaceae","Alstroemeria","cunha","Vell.","ALSTROEMERIACEAE Alstroemeria cunha Vell.","47888","GBIF","SPSF","Barreto, T.E.","205","Native","Latão","Ouro","https://images.cria.org.br/viewer/SPSF00047888","Parque Estadual de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Alstroemeriaceae","Alstroemeria","foliosa","Mart. ex Schult. & Schult.f.","ALSTROEMERIACEAE Alstroemeria foliosa Mart. ex Schult. & Schult.f.","UEC090522","Splink","UEC",,"35328","Native","Bronze","Ouro",,"Parque Estadual de Campos do Jordão"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Alstroemeriaceae","Alstroemeria","inodora","Herb.","ALSTROEMERIACEAE Alstroemeria inodora Herb.","K001245566","GBIF","K","Buzato, S.","28015","Native","Latão","Ouro","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/kew/k/0/12/45/56/6/k001245566.dzi","Horto Florestal de Campos do Jordão"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Alstroemeriaceae","Alstroemeria","isabelleana","Herb.","ALSTROEMERIACEAE Alstroemeria isabelleana Herb.","57937","GBIF","SPSF","Ivanauskas, N.M.","7634","Native","Prata","Ouro","https://images.cria.org.br/viewer/SPSF00057937","Parque Estadual de Campos do Jordão"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Alstroemeriaceae","Bomarea","edulis","(Tussac) Herb.","ALSTROEMERIACEAE Bomarea edulis (Tussac) Herb.","SPSF00007999","Splink","SPSF",,"41","Native","Bronze","Ouro",,"Parque Estadual de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(L.) Kuntze","AMARANTHACEAE Alternanthera brasiliana var. brasiliana (L.) Kuntze","69559","GBIF","UEC","Tamashiro, J.Y.","26629","Native","Bronze","Ouro",,"Horto Florestal, trilha do Rio Sapucaí."
"PARQUE ESTADUAL CAMPOS DO JORDÃO",,"Amaranthaceae","Betula","populifolia",,"AMARANTHACEAE Betula populifolia","SPSF00008780","Splink","SPSF",,"s/n",,"Bronze","Ouro",,"Parque Estadual de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO",,"Amaranthaceae","Betula","verrucosa","Ehrh.","AMARANTHACEAE Betula verrucosa Ehrh.","RB00054287","GBIF","RB","Vaz, A.F.",,,"Bronze","Ouro","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/5/42/87/00054287.jpg","Campos do Jordão. Cultivada no Parque Estadual Campos do Jordão. Parque Estadual Campos do Jordão"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Amaranthaceae","Chamissoa",,"Kunth","AMARANTHACEAE Chamissoa Kunth","180282","GBIF","UB","Carvalho-Silva, M.","1253",,"Ouro","Bronze","https://images.cria.org.br/viewer/UB0112011",
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Amaranthaceae","Hebanthe","pulverulenta","Mart.","AMARANTHACEAE Hebanthe pulverulenta Mart.","109871","GBIF","UEC","Anderson, L.O.","112","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC067884","Parque Estadual Campos do Jordão, Parque dos Lagos, São Bento do Sapucaí, subindo 9 km na trilha em direção ao charco, área de mata alagada."
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Amaryllidaceae","Hippeastrum","glaucescens","(Mart.) Herb.","AMARYLLIDACEAE Hippeastrum glaucescens (Mart.) Herb.","SPSF00011552","Splink","SPSF",,"500","Native","Bronze","Ouro",,"Parque Estadual de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO",,"Amaryllidaceae","Leucobryum","albicans","(Schwägr.) Lindb.","AMARYLLIDACEAE Leucobryum albicans (Schwägr.) Lindb.","80965","GBIF","UFP","Vital, D.M.","9599",,"Bronze","Ouro",,"Horto Florestal, Na sede de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO",,"Amaryllidaceae","Leucobryum","clavatum","Hampe","AMARYLLIDACEAE Leucobryum clavatum Hampe","71058","GBIF","CESJ","Yano, O.","19632",,"Latão","Ouro",,"Parque Estadual de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO",,"Amaryllidaceae","Leucobryum","giganteum","Müll.Hal.","AMARYLLIDACEAE Leucobryum giganteum Müll.Hal.","80960","GBIF","UFP","Vital, D.M.","9601",,"Bronze","Ouro",,"Entre o horto e a represa nova"
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Amaryllidaceae","Nothoscordum","gracile","(Aiton) Stearn","AMARYLLIDACEAE Nothoscordum gracile (Aiton) Stearn","250746","GBIF","R","Emmerich, W.",,"Native","Latão","Ouro","https://images.cria.org.br/viewer/R010094340 | https://images.cria.org.br/viewer/R010094341","Parque Estadual de Campos do Jordão. Viveiro do Parque."
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","SPSF00008775","Splink","SPSF",,"s/n","Native","Bronze","Ouro",,"Parque Estadual de Campos do Jordão."
"PARQUE ESTADUAL CAMPOS DO JORDÃO","Angiosperms","Anacardiaceae","Schinus","engleri","F.A.Barkley","ANACARDIACEAE Schinus engleri F.A.Barkley","37776","GBIF","SPSF","Polisel, R.T.","318","Native","Ouro","Bronze","https://images.cria.org.br/viewer/SPSF00037776","Região do Cedro Vermelho"
