"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Acanthaceae","Herpetacanthus","rubiginosus","Nees","ACANTHACEAE Herpetacanthus rubiginosus Nees","525568","Splink","SP",,"2388","Native","Ouro","High",,"Parque Estadual das Águas da Billings"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Alismataceae","Echinodorus","grandiflorus","(Cham. & Schltr.) Micheli","ALISMATACEAE Echinodorus grandiflorus (Cham. & Schltr.) Micheli","21841","GBIF","EFC","Agnol, R.T.D.","3913","Native","Bronze","High","https://images.cria.org.br/viewer/EFC021841_a | https://images.cria.org.br/viewer/EFC021841_b","Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Araceae","Anthurium","sellowianum","Kunth","ARACEAE Anthurium sellowianum Kunth","21832","GBIF","EFC","Agnol, R.T.D.","3902","Native","Bronze","High",,"Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Araceae","Heteropsis","salicifolia","Kunth","ARACEAE Heteropsis salicifolia Kunth","525576","Splink","SP",,"2382","Native","Bronze","High",,"Parque Estadual das Águas da Billings"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Asteraceae","Calea","pinnatifida","(R.Br.) Less.","ASTERACEAE Calea pinnatifida (R.Br.) Less.","21816","GBIF","EFC","Agnol, R.T.D.","3886","Native","Bronze","High",,"Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Asteraceae","Critoniopsis","hermogenesii","M.Monge & Semir","ASTERACEAE Critoniopsis hermogenesii M.Monge & Semir","21796","GBIF","EFC","Agnol, R.T.D.","3865","Native","Ouro","High",,"Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Asteraceae","Leptostelma","maximum","D.Don","ASTERACEAE Leptostelma maximum D.Don","21814","GBIF","EFC","Agnol, R.T.D.","3884","Native","Bronze","High",,"Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Asteraceae","Verbesina","glabrata","Hook. & Arn.","ASTERACEAE Verbesina glabrata Hook. & Arn.","526077","Splink","SP",,"2362","Native","Bronze","High",,"Parque Estadual das Águas da Billings"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Begoniaceae","Begonia","radicans","Vell.","BEGONIACEAE Begonia radicans Vell.","SP0525577","Splink","SP",,"2387","Native","Bronze","High",,"Parque Estadual das Águas da Billings"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Bromeliaceae","Quesnelia",,"Gaudich.","BROMELIACEAE Quesnelia Gaudich.","MBM444337","Splink","MBM",,"10131",,"Latão","Low",,"Represa Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Commelinaceae","Dichorisandra","pubescens","Mart. ex Schult. f.","COMMELINACEAE Dichorisandra pubescens Mart. ex Schult. f.","21811","GBIF","EFC","Agnol, R.T.D.","3881","Native","Bronze","High",,"Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Commelinaceae","Tripogandra","diuretica","(Mart.) Handlos","COMMELINACEAE Tripogandra diuretica (Mart.) Handlos","21845","GBIF","EFC","Agnol, R.T.D.","3917","Native","Bronze","High",,"Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Cucurbitaceae","Cayaponia","cabocla","(Vell.) Mart.","CUCURBITACEAE Cayaponia cabocla (Vell.) Mart.","525673","Splink","SP",,"2441","Native","Bronze","High",,"Parque Estadual das Águas da Billings, estrada da Pedra Branca"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Cyperaceae","Rhynchospora","corymbosa","(L.) Britton","CYPERACEAE Rhynchospora corymbosa (L.) Britton","21797","GBIF","EFC","Agnol, R.T.D.","3866","Native","Bronze","High",,"Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Cyperaceae","Rhynchospora","foliosa","(Kunth) L.B.Sm.","CYPERACEAE Rhynchospora foliosa (Kunth) L.B.Sm.","21808","GBIF","EFC","Agnol, R.T.D.","3878","Native","Bronze","High",,"Parque Estadual Águas da Billings."
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Ferns and Lycophytes","Dryopteridaceae","Polybotrya",,"Willd.","DRYOPTERIDACEAE Polybotrya Willd.","UPCB00081484","Reflora","UPCB","Engels, M.E.","12459",,"Ouro","High",,"Parque Estadual Águas da Billings"
"PARQUE ESTADUAL ÁGUAS DA BILLINGS","Angiosperms","Elaeocarpaceae","Sloanea","guianensis","(Aubl.) Benth.","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","42438","Splink","HCF",,"12445","Native","Bronze","High",,"Parque Estadual Águas da Billings"
