"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","92186794","GBIF","Observations","Raso, T.T.B.",,"Native","Ouro","Bronze",,"Serra Negra, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Aphelandra","schottiana","(Nees) Profice","ACANTHACEAE Aphelandra schottiana (Nees) Profice","51347","GBIF","HRCB","Santos, L.B.","301","Native","Ouro","Bronze",,"Parque Ecológico da Pavuna, Da sede até o lago e volta contornando toda a borda, depois descida até a primeira cachoeira pela trilha à direita. Mata atlântica, floresta estacional semidecídua."
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Asystasia","gangetica","(L.) T.Anderson","ACANTHACEAE Asystasia gangetica (L.) T.Anderson",,"GBIF",,,,"Naturalized","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Barleria","cristata","L.","ACANTHACEAE Barleria cristata L.","228308805","GBIF","Observations","Chola, K.",,"Cultivated","Bronze","Bronze",,"Areal, Pinhalzinho - SP, 12995-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Clistax","brasiliensis","Mart.","ACANTHACEAE Clistax brasiliensis Mart.","49762","Splink","SP",,"506","Native","Latão","Bronze",,"Monte Alegre"
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Crossandra","infundibuliformis","(L.) Nees","ACANTHACEAE Crossandra infundibuliformis (L.) Nees","14182391","GBIF","Observations","Valerio, J.",,"Cultivated","Bronze","Bronze",,"Rua Alameda das Primaveras, Amparo, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Dicliptera","squarrosa","Nees","ACANTHACEAE Dicliptera squarrosa Nees","58127","Splink","SP",,"1357","Native","Bronze","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Hygrophila","costata","Nees & T. Nees","ACANTHACEAE Hygrophila costata Nees & T. Nees","ESA032029","Splink","ESA",,"11150","Native","Ouro","Ouro",,"Estrada em torno da Represa Atibainha. Mata mesófila semidecídua."
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Hypoestes","sanguinolenta","(Van Houtte) Hook. f.","ACANTHACEAE Hypoestes sanguinolenta (Van Houtte) Hook. f.","120633","GBIF","SPF","Bernacci, L.C.","412","Cultivated","Ouro","Ouro","https://images.cria.org.br/viewer/SPF00120633","Estação Experimental do IAC"
"ÁREA DE PROTEÇÃO AMBIENTAL PIRACICABA JUQUERÍ-MIRIMÁREA II","Angiosperms","Acanthaceae","Justicia","brandegeeana","Wassh. & L.B.Sm.","ACANTHACEAE Justicia brandegeeana Wassh. & L.B.Sm.","201652","GBIF","UEC","Zanetti, B.C.","41","Native","Latão","Bronze","https://images.cria.org.br/viewer/UEC177917","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN. Casa Amarela, Arcadas."
