"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Alstroemeriaceae","Alstroemeria","inodora","Herb.","ALSTROEMERIACEAE Alstroemeria inodora Herb.","UEC100270","Splink","UEC","Leitao Filho, H.F.","33282","Native","Latão","Low","Estrada Sete Barras para São Miguel Arcanjo.","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","CGMS01073425","Reflora","CGMS","Caxambu, M.G.","4909","Native","Ouro","Low","Arrededores. Orla de floresta.","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Annonaceae","Annona","glabra","L.","ANNONACEAE Annona glabra L.",,"GBIF",,,,"Native","Latão","Low",,"Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Annonaceae","Xylopia","brasiliensis","Spreng.","ANNONACEAE Xylopia brasiliensis Spreng.","UEC099727","Splink","UEC",,"159","Native","Latão","Low","Pedrinhas","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Apocynaceae","Allamanda","cathartica","L.","APOCYNACEAE Allamanda cathartica L.","278963","Splink","SP","Leitao Filho, H.F.","33169","Native","Ouro","Low","Estrada Sete Barras p/ S. MIguel Arcanjo","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Apocynaceae",,,"Juss.","APOCYNACEAE Apocynaceae Juss.","S14-21647","GBIF","S","Leitao Filho, H.F.","33165",,"Latão","Low","Plantas do Brasil. Brasil, São Paulo, Estrada Sete Barros p/ São Miguel Arcanjo.","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Apocynaceae","Forsteronia","leptocarpa","(Hook. & Arn.) A.DC.","APOCYNACEAE Forsteronia leptocarpa (Hook. & Arn.) A.DC.","HRCB020293","Splink","HRCB","Leitao Filho, H.F.","33164","Native","Ouro","Low","Estrada Sete Barras p/ S. Miguel Arcanjo","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Apocynaceae","Mandevilla","funiformis","(Vell.) K.Schum.","APOCYNACEAE Mandevilla funiformis (Vell.) K.Schum.","81678","GBIF","UPCB","Leitao Filho, H.F.","32794","Native","Ouro","Low","Restinga.","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Apocynaceae","Mandevilla","urophylla","(Hook.) Woodson","APOCYNACEAE Mandevilla urophylla (Hook.) Woodson","88043","Splink","UEC","Moraes, P.L.R.","924","Native","Ouro","Low","Parque Estadual de Carlos Botelho","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Angiosperms","Apocynaceae","Oxypetalum","banksii","R.Br. ex Schult.","APOCYNACEAE Oxypetalum banksii R.Br. ex Schult.","HUEFS0203607","Splink","HUEFS","Leitao Filho, H.F.","32799","Native","Ouro","Low","Ilha Comprida.","Não"
