"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Acanthaceae","Fittonia","albivenis","(Lindl. ex Veitch) Brummitt","ACANTHACEAE Fittonia albivenis (Lindl. ex Veitch) Brummitt","65842763","GBIF","Observations","Scnasc",,"Native","Ouro","Low",,"Brazil"
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Acanthaceae","Justicia",,"L.","ACANTHACEAE Justicia L.","17851","GBIF","SPFR","Boscolo, D.","40",,"Ouro","Low",,
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Amaryllidaceae","Hippeastrum","morelianum","Lem.","AMARYLLIDACEAE Hippeastrum morelianum Lem.","167464725","GBIF","Observations","Cunha, F.P.",,"Native","Bronze","Low",,"São Paulo, BR"
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.",,"GBIF",,,,"Native","Latão","Low",,
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Apocynaceae","Aspidosperma","olivaceum","Müll.Arg.","APOCYNACEAE Aspidosperma olivaceum Müll.Arg.","UEC156371","Splink","UEC",,"246","Native","Bronze","High",,"Parque Estadual do Itapetinga Local: interior da trilha. Luminosidade: alta (copa no dossel); umidade alta. Solo: em meio a serrapilheira."
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Apocynaceae","Temnadenia","violacea","(Vell.) Miers","APOCYNACEAE Temnadenia violacea (Vell.) Miers","21489","GBIF","EFC","Souza, I.","1142","Native","Bronze","Low",,"Sítio Primavera"
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Arecaceae","Acrocomia","aculeata","(Jacq.) Lodd. ex Mart.","ARECACEAE Acrocomia aculeata (Jacq.) Lodd. ex Mart.","215703995","GBIF","Observations","Mariacarolinaaaa",,"Native","Bronze","High",,"Parque Estadual de Itapetinga, Mairiporã, SP, BR"
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Arecaceae","Archontophoenix","alexandrae","(F.Muell.) H.Wendl. & Drude","ARECACEAE Archontophoenix alexandrae (F.Muell.) H.Wendl. & Drude","194500277","GBIF","Observations","Felipe_paulesini",,"Cultivated","Bronze","High",,"Parque Estadual de Itapetinga, Nazaré Paulista, SP, BR"
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Asteraceae","Baccharis","dracunculifolia","DC.","ASTERACEAE Baccharis dracunculifolia DC.",,"GBIF",,,,"Native","Latão","Low",,
"PARQUE ESTADUAL ITAPETINGA","Angiosperms","Asteraceae","Cyrtocymura","scorpioides","(Lam.) H.Rob.","ASTERACEAE Cyrtocymura scorpioides (Lam.) H.Rob.","210431","GBIF","UEC","Campos-Rocha, A.","1792","Native","Ouro","Low","https://images.cria.org.br/viewer/UEC192828","Brazil, São Paulo, Atibaia, Serra do Itapetinga."
