"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Amaranthaceae","Alternanthera","tenella","Colla","AMARANTHACEAE Alternanthera tenella Colla","96699","GBIF","SPF","Garcia, R.J.F.","493","Native","Ouro","Bronze","https://images.cria.org.br/viewer/SPF00096699","Parque do Carmo"
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","4613","Splink","SINBIOTA",,,"Native","Latão","Bronze",,"Parque do Carmo"
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Apocynaceae","Orthosia","guilleminiana","(Decne.) Liede & Meve","APOCYNACEAE Orthosia guilleminiana (Decne.) Liede & Meve","COR00109706","GBIF","COR","Garcia, R.J.F.","3550","Native","Ouro","Ouro","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/cor/cor/0/10/97/6/cor00109706.dzi","Parque Natural Municipal da Fazenda do Carmo, topo de morro. Campo; Topo de morro."
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Apocynaceae","Orthosia","urceolata","E.Fourn.","APOCYNACEAE Orthosia urceolata E.Fourn.","COR00109705","Splink","COR",,"650","Native","Bronze","Ouro",,"Parque Natural Municipal da Fazenda do Carmo, Trilha do Tabor, antes da implantação do parque [Pq. Ecol. APA do Carmo]."
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Aquifoliaceae","Ilex","dumosa","Reissek","AQUIFOLIACEAE Ilex dumosa Reissek","2430936","GBIF","Bioversity","Romao, G.O.H.","75429","Native","Latão","Bronze",,
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Arecaceae","Geonoma","schottiana","Mart.","ARECACEAE Geonoma schottiana Mart.","2228","Splink","SINBIOTA",,,"Native","Latão","Bronze",,"Itaquera"
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Aristolochiaceae","Aristolochia","labiata","Willd.","ARISTOLOCHIACEAE Aristolochia labiata Willd.","49332","GBIF","HRCB","Garcia, R.J.F.","613","Native","Bronze","Ouro",,"Parque Natural Municipal da Fazenda do Carmo Capoeirinha"
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Asteraceae","Achyrocline","albicans","Griseb.","ASTERACEAE Achyrocline albicans Griseb.","PMSP013145","GBIF","PMSP","Garcia, R.J.F.","3540","Native","Ouro","Bronze","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/1/31/45/pmsp00013145.dzi","Parque Natural Fazenda do Carmo."
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Asteraceae","Baccharis","brevifolia","DC.","ASTERACEAE Baccharis brevifolia DC.","HUFABC002541","Splink","HUFABC",,"349","Native","Ouro","Ouro",,"Parque Natural Municipal Fazenda do Carmo"
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Asteraceae","Baccharis","crispa","Spreng.","ASTERACEAE Baccharis crispa Spreng.","PMSP001705","GBIF","PMSP","Garcia, R.J.F.","508","Unknown","Ouro","Bronze","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/0/17/5/pmsp00001705.dzi","Parque Ecológico APA do Carmo, Trilha 8."
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Asteraceae","Baccharis","dracunculifolia","DC.","ASTERACEAE Baccharis dracunculifolia DC.","PMSP001675","GBIF","PMSP","Garcia, R.J.F.","478","Native","Ouro","Bronze","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/0/16/75/pmsp00001675.dzi","Parque Ecológico APA do Carmo, Trilha 7."
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Asteraceae","Baccharis","erioclada","DC.","ASTERACEAE Baccharis erioclada DC.","85405","GBIF","UEC","Garcia, R.J.F.","497","Native","Ouro","Bronze","https://images.cria.org.br/viewer/UEC102600","Parque Ecológico da APA do Carmo. Trilha 1, próximo à bifurcação com a trilha 8"
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Asteraceae","Baccharis","lateralis","Baker","ASTERACEAE Baccharis lateralis Baker","PMSP001687","GBIF","PMSP","Garcia, R.J.F.","490","Native","Ouro","Bronze","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/0/16/87/pmsp00001687.dzi","Parque Ecológico APA do Carmo"
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Angiosperms","Asteraceae","Baccharis","sphenophylla","Dusén ex Malme","ASTERACEAE Baccharis sphenophylla Dusén ex Malme","264306","GBIF","HUEFS","Barreto, E.H.P.","1261","Native","Ouro","Ouro","https://images.cria.org.br/viewer/HUEFS0264306","Parque Natural Municipal da Fazenda do Carmo."
