"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","87360","GBIF","UEC","Durigan, G.","30649","Native","Prata","Ouro","https://images.cria.org.br/viewer/UEC022388","Estação Experimental de Marilia"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Anacardiaceae","Astronium","graveolens","Jacq.","ANACARDIACEAE Astronium graveolens Jacq.","77904","GBIF","UEC","Durigan, G.","30744","Native","Latão","Ouro","https://images.cria.org.br/viewer/UEC066772","Estação Experimental de Marília, Mata ciliar."
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Annonaceae","Annona","cacans","Warm.","ANNONACEAE Annona cacans Warm.","071449","GBIF","UEC","Durigan, G.","30556","Native","Latão","Ouro","https://images.cria.org.br/viewer/UEC026886","Estação Experimental de Marília, mata ci"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","77900","GBIF","UEC","Durigan, G.","30740","Native","Latão","Ouro","https://images.cria.org.br/viewer/UEC051998","Estação Experimental de Marília, Mata ciliar."
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Apocynaceae","Aspidosperma","australe","Müll.Arg.","APOCYNACEAE Aspidosperma australe Müll.Arg.","71452","GBIF","UEC","Durigan, G.","30554","Native","Ouro","Ouro","https://images.cria.org.br/viewer/UEC037504 | https://images.cria.org.br/viewer/UEC037504_c","Estação Experimental de Marília"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Apocynaceae","Aspidosperma","polyneuron","Müll.Arg.","APOCYNACEAE Aspidosperma polyneuron Müll.Arg.","71424","GBIF","UEC","Durigan, G.","30635","Native","Ouro","Ouro","https://images.cria.org.br/viewer/UEC109132","Estação Experimental de Marília."
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Apocynaceae","Forsteronia","pilosa","(Vell.) Müll.Arg.","APOCYNACEAE Forsteronia pilosa (Vell.) Müll.Arg.","71279","GBIF","UEC","Durigan, G.","s.n.","Native","Ouro","Ouro",,"Estação Experimental de Marília."
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Bignoniaceae","Adenocalymma","paulistarum","Bureau & K.Schum.","BIGNONIACEAE Adenocalymma paulistarum Bureau & K.Schum.","87361","GBIF","UEC","Durigan, G.","30648","Native","Ouro","Ouro","https://images.cria.org.br/viewer/UEC139421","Estação Experimental de Marília"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Bignoniaceae","Cuspidaria","pulchra","(Cham.) L.G.Lohmann","BIGNONIACEAE Cuspidaria pulchra (Cham.) L.G.Lohmann","77886","GBIF","UEC","Durigan, G.","30562","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC104442","Estação Experimental de Marília, mata ci"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Bignoniaceae","Lundia","obliqua","Sond.","BIGNONIACEAE Lundia obliqua Sond.","87367","GBIF","UEC","Durigan, G.","30651","Native","Latão","Ouro","https://images.cria.org.br/viewer/UEC140429","Estação Experimental de Marília"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Bignoniaceae","Tynanthus","cognatus","(Cham.) Miers","BIGNONIACEAE Tynanthus cognatus (Cham.) Miers","71197","GBIF","UEC","Durigan, G.","30691","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC105690","Estação Experimental de Marília"
"ESTAÇÃO ECOLÓGICA MARÍLIA","Angiosperms","Bignoniaceae","Zeyheria","tuberculosa","(Vell.) Bureau ex Verl.","BIGNONIACEAE Zeyheria tuberculosa (Vell.) Bureau ex Verl.","71215","GBIF","UEC","Durigan, G.","30687","Native","Latão","Ouro","https://images.cria.org.br/viewer/UEC148866","Estação Experimental de Marília"
