"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Acanthaceae","Justicia","lythroides","(Pohl ex Nees) V.A.W.Graham","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","HRCB052297","Splink","HRCB","Lombardi, J.A.","7688","Native","Bronze","High","Parque Estadual de Porto Ferreira Picada indo de próximo à sede em direção a trilha de uso extensivo dos jequitibás","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","UNOP008294","Splink","UNOP","Oliveira, A.P.C.","87","Native","Bronze","High","Parque Estadual de Porto Ferreira, trilha das árvores gigantes.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","HRCB052389","Splink","HRCB","Lombardi, J.A.","7735","Native","Bronze","High","Parque Estadual de Porto Ferreira Trilha do Poção","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Acanthaceae","Ruellia","jussieuoides","Schltdl. & Cham.","ACANTHACEAE Ruellia jussieuoides Schltdl. & Cham.","HRCB052299","Splink","HRCB","Lombardi, J.A.","7690","Native","Bronze","High","Parque Estadual de Porto Ferreira Picada indo de próximo à sede em direção a trilha de uso extensivo dos jequitibás","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(Moq.) Kuntze","AMARANTHACEAE Alternanthera brasiliana var. villosa (Moq.) Kuntze","HUEFS0201988","Splink","HUEFS","Oliveira, A.P.C.","12","Native","Bronze","High","Parque Estadual de Porto Ferreira, trilha da Lagoa.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Amaranthaceae","Chamissoa","acuminata","Mart.","AMARANTHACEAE Chamissoa acuminata Mart.","HRCB068052","Splink","HRCB","Sabino, G.P.","62","Native","Bronze","High","Parque Estadual Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Amaranthaceae","Chamissoa","altissima","(Jacq.) Kunth","AMARANTHACEAE Chamissoa altissima (Jacq.) Kunth","ALCB066380","Splink","ALCB","Sabino, G.P.","62","Native","Bronze","High","Parque Estadual Porto Ferreira (FES), margens do Rio Mogi. Inflorescências rosas, cor muito acentuada.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Amaranthaceae","Pfaffia","tuberosa","(Spreng.) Hicken","AMARANTHACEAE Pfaffia tuberosa (Spreng.) Hicken","HRCB054948","Splink","HRCB","Lombardi, J.A.","8091","Native","Bronze","High","Parque Estadual de Porto Ferreira Trilha do rio Mogi-Guaçu","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Amaryllidaceae","Hippeastrum","puniceum","(Lam.) Kuntze","AMARYLLIDACEAE Hippeastrum puniceum (Lam.) Kuntze","HRCB071787","Splink","HRCB","Sabino, G.P.","15","Native","Bronze","High","Parque Estadual de Porto Ferreira Trilha próxima à várzea, ao lado do Rio Mogi Guaçu","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","44048","GBIF","UEC","Bertoni, J.E.A.","18639","Native","Ouro","Low","Reserva Estadual de Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","UEC077338","Splink","UEC","Bertoni, J.E.A.","20379","Native","Latão","High","Parque Estadual Porto Ferreira, Em mata ciliar.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","141939","Splink","BHCB","Lombardi, J.A.","7781","Native","Bronze","High","Parque Estadual de Porto Ferreira;, Trilha do Poção.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Ferns and Lycophytes","Anemiaceae","Anemia","tomentosa","(Schrad.) Mickel","ANEMIACEAE Anemia tomentosa var. anthriscifolia (Schrad.) Mickel","153399","GBIF","BHCB","Lombardi, J.A.","8082","Native","Bronze","High","Parque Estadual de Porto Ferreira;, Trilha da Pesquisa.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Annonaceae","Annona","coriacea","Mart.","ANNONACEAE Annona coriacea Mart.","SPSF00027349","Splink","SPSF","Dickfeldt, E.P.","20","Native","Ouro","High","Parque Estadual","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","HRCB062083","Splink","HRCB","Konopczyk, R.M.G.","s.n.","Native","Bronze","High","Dique marginal do rio Mogi Guaçu Parque Estadual de Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Annonaceae","Xylopia","aromatica","(Lam.) Mart.","ANNONACEAE Xylopia aromatica (Lam.) Mart.","MBM287171","Splink","MBM","Dickfeldt, E.P.","53","Native","Bronze","High","Parque Estadual de Porto Ferreira.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Aspidosperma","ramiflorum","Müll.Arg.","APOCYNACEAE Aspidosperma ramiflorum Müll.Arg.","HRCB071805","Splink","HRCB","Sabino, G.P.","33","Native","Bronze","High","Parque Estadual de Porto Ferreira Trilha próxima à várzea, ao lado do Rio Mogi Guaçu","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.","HRCB052417","Splink","HRCB","Lombardi, J.A.","7763","Native","Bronze","High","Parque Estadual de Porto Ferreira Trilha do Poção","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Forsteronia","glabrescens","Müll.Arg.","APOCYNACEAE Forsteronia glabrescens Müll.Arg.","HRCB067992","Splink","HRCB","Lianas, T.","2","Native","Ouro","High","Parque Estadual Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Forsteronia","pubescens","A.DC.","APOCYNACEAE Forsteronia pubescens A.DC.","HRCB067993","Splink","HRCB","Lianas, T.","3","Native","Bronze","High","Parque Estadual Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Gonolobus","rostratus","(Vahl) R.Br. ex Shult.","APOCYNACEAE Gonolobus rostratus (Vahl) R.Br. ex Shult.","HRCB052643","Splink","HRCB","Oliveira, A.P.C.","77","Native","Bronze","High","Parque Estadual de Porto Ferreira Trilha das árvores gigantes, próximo ao laranjal","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Odontadenia","lutea","(Vell.) Markgr.","APOCYNACEAE Odontadenia lutea (Vell.) Markgr.","68001","GBIF","HRCB","Lianas, T.","11","Native","Bronze","High","Parque Estadual Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Oxypetalum","appendiculatum","Mart.","APOCYNACEAE Oxypetalum appendiculatum Mart.","67994","GBIF","HRCB","Lianas, T.","4","Native","Bronze","High","Parque Estadual Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Prestonia","coalita","(Vell.) Woodson","APOCYNACEAE Prestonia coalita (Vell.) Woodson","HRCB067995","Splink","HRCB","Lianas, T.","5","Native","Bronze","High","Parque Estadual Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA",,"Apocynaceae","Pruskortizia","dasytricha","(Schltr.) Morillo","APOCYNACEAE Pruskortizia dasytricha (Schltr.) Morillo","52643","GBIF","HRCB","Oliveira, A.P.C.","77",,"Bronze","High","Parque Estadual de Porto Ferreira Trilha das árvores gigantes, próximo ao laranjal","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Secondatia","densiflora","A.DC.","APOCYNACEAE Secondatia densiflora A.DC.","HRCB067996","Splink","HRCB","Lianas, T.","6","Native","Bronze","High","Parque Estadual Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Apocynaceae","Temnadenia","violacea","(Vell.) Miers","APOCYNACEAE Temnadenia violacea (Vell.) Miers","HRCB052464","Splink","HRCB","Oliveira, A.P.C.","18","Native","Ouro","High","Parque Estadual de Porto Ferreira Trilha do Poção","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Aquifoliaceae","Ilex","cerasifolia","Reissek","AQUIFOLIACEAE Ilex cerasifolia Reissek","MBM288153","Splink","MBM","Dickfeldt, E.P.","52","Native","Prata","High","Parque Estadual.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Araceae","Philodendron","oblongum","(Vell.) Kunth","ARACEAE Philodendron oblongum (Vell.) Kunth","HRCB071786","Splink","HRCB","Sabino, G.P.","14","Native","Bronze","High","Parque Estadual de Porto Ferreira Trilha da transição chegando nas primeiras manchas de Floresta.","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Araceae","Philodendron","propinquum","Schott","ARACEAE Philodendron propinquum Schott","HRCB062017","Splink","HRCB","Marcusso, G.M.","262","Native","Bronze","High","Parque Estadual de Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Araceae","Thaumatophyllum","bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","ARACEAE Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","HRCB062030","Splink","HRCB","Marcusso, G.M.","296","Native","Bronze","High","Parque Estadual de Porto Ferreira","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Araliaceae","Didymopanax","morototoni","(Aubl.) Decne. & Planch.","ARALIACEAE Didymopanax morototoni (Aubl.) Decne. & Planch.","HRCB071801","Splink","HRCB","Sabino, G.P.","29","Native","Bronze","High","Parque Estadual de Porto Ferreira Cerradão, próximo à lagoa do Cerrado","Não"
"PARQUE ESTADUAL PORTO FERREIRA","Angiosperms","Araliaceae","Didymopanax","vinosus","(Cham. & Schltdl.) Marchal","ARALIACEAE Didymopanax vinosus (Cham. & Schltdl.) Marchal","HRCB052466","Splink","HRCB","Oliveira, A.P.C.","20","Native","Bronze","High","Parque Estadual de Porto Ferreira Trilha do Poção","Não"
