"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Acanthaceae","Justicia","lythroides","(Pohl ex Nees) V.A.W.Graham","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","305025","Splink","SP",,"11347","Native","Ouro","Bronze",,"Fazenda Santo Antonio/Ruy Barbosa, 17 Km de Ibitinga em direção a Iacanga (SP 321).Mata mesófila semidecídua com abundância de Cariniana, Cedrela e Hymenaca."
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","SPSF00020952","Splink","SPSF",,"11328","Native","Ouro","Bronze",,"17km de Ibitinga em direção a Iacanga (SP-321). Fazenda Santo Antônio/Ruy Barbosa."
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Anacardiaceae","Anacardium","occidentale","L.","ANACARDIACEAE Anacardium occidentale L.",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Anacardiaceae","Harpephyllum","caffrum","Bernh. ex C. Krauss","ANACARDIACEAE Harpephyllum caffrum Bernh. ex C. Krauss","SPSF00003212","Splink","SPSF",,,"Cultivated","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA",,"Annonaceae","Porella",,"L.","ANNONACEAE Porella L.","088073","GBIF","SP-BRYOPHYTA","Vital, D.M.","2259",,"Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Allamanda","cathartica","L.","APOCYNACEAE Allamanda cathartica L.",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Macroscepis","grandiflora","(Mart.) H.A.Keller & Liede","APOCYNACEAE Macroscepis grandiflora (Mart.) H.A.Keller & Liede","440145","GBIF","NY","Grotta, A.S.",,"Native","Bronze","Bronze",,"Ibitinga"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Mandevilla","emarginata","(Vell.) C.Ezcurra","APOCYNACEAE Mandevilla emarginata (Vell.) C.Ezcurra","SPSF00003296","Splink","SPSF",,,"Native","Bronze","Bronze",,"na mata."
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Prestonia","coalita","(Vell.) Woodson","APOCYNACEAE Prestonia coalita (Vell.) Woodson","118418","GBIF","SPF","Souza, V.C.","11348","Native","Ouro","Bronze","https://images.cria.org.br/viewer/SPF00118418","SP-321. Fazenda Santo Antôio/Ruy Barbosa. Mata mesófila semidecídua com abundância de Cariniana, Cedela e Hymenaca."
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Prestonia","tomentosa","R.Br.","APOCYNACEAE Prestonia tomentosa R.Br.","65282","GBIF","UEC","Hoehne, W.","10771","Native","Bronze","Bronze",,
