"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Acanthaceae","Aphelandra","prismatica","(Vell.) Hiern","ACANTHACEAE Aphelandra prismatica (Vell.) Hiern","104543093","GBIF","Observations","Ferreira, M.S.",,"Native","Bronze","Ouro",,"Ilhabela, SP, 11630-000, Brasil"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","110256","GBIF","SPF","Rapini, A.","46","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPF00110256","Parque Estadual de Ilhabela"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Acanthaceae","Megaskepasma","erythrochlamys","Lindau","ACANTHACEAE Megaskepasma erythrochlamys Lindau","254568367","GBIF","Observations","Motta, M.C.",,"Cultivated","Bronze","Prata",,"Ilhabela, BR-SP, BR"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Acanthaceae","Thunbergia","alata","Bojer ex Sims","ACANTHACEAE Thunbergia alata Bojer ex Sims","165843359","GBIF","Observations","Garcia, R.",,"Naturalized","Bronze","Prata",,"Ilhabela, SP, Brasil"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Alstroemeriaceae","Bomarea","edulis","(Tussac) Herb.","ALSTROEMERIACEAE Bomarea edulis (Tussac) Herb.","103049876","GBIF","Observations","Zabin, D.",,"Native","Bronze","Ouro",,"Ilhabela - SP, Brasil"
"PARQUE ESTADUAL ILHABELA",,"Amaranthaceae","Champia","parvula","(C.Agardh) Harv.","AMARANTHACEAE Champia parvula (C.Agardh) Harv.","622644","GBIF","Algae","Joly, A.B.","104",,"Latão","Prata",,"Ilhabela, São Sebastião"
"PARQUE ESTADUAL ILHABELA",,"Amaranthaceae","Champia","salicornioides",,"AMARANTHACEAE Champia salicornioides","647515","Splink","MICH",,"103",,"Latão","Ouro",,"Ilhabela, Sao Sebastiao Island"
"PARQUE ESTADUAL ILHABELA",,"Amaryllidaceae","Griffithsia","radicans","Kütz.","AMARYLLIDACEAE Griffithsia radicans Kütz.","US 74798","GBIF","US","Schmitt, W.L.","24",,"Latão","Bronze","https://collections.nmnh.si.edu/media/?i=16071838","Villa Bella, Ilha S. Sebastiao"
"PARQUE ESTADUAL ILHABELA",,"Amaryllidaceae","Griffithsia","tenuis",,"AMARYLLIDACEAE Griffithsia tenuis","3288","Splink","OBIS_BR",,,,"Latão","Bronze",,"Praia da Figueira"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Anacardiaceae","Mangifera","indica","L.","ANACARDIACEAE Mangifera indica L.","36996030","GBIF","Observations","Giardino, S.",,"Cultivated","Bronze","Prata",,"Ilhabela"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Apocynaceae","Allamanda","cathartica","L.","APOCYNACEAE Allamanda cathartica L.","36996913","GBIF","Observations","Giardino, S.",,"Native","Bronze","Prata",,"Ilhabela"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Apocynaceae","Catharanthus","roseus","(L.) G.Don","APOCYNACEAE Catharanthus roseus (L.) G.Don","36937034","GBIF","Observations","Giardino, S.",,"Cultivated","Bronze","Prata",,"Ilhabela"
"PARQUE ESTADUAL ILHABELA",,"Apocynaceae","Chaetomorpha","antennina",,"APOCYNACEAE Chaetomorpha antennina","27247","Splink","OBIS_BR",,,,"Latão","Bronze",,"Praia da Figueira"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Apocynaceae","Mandevilla","atroviolacea","(Stadelm.) Woodson","APOCYNACEAE Mandevilla atroviolacea (Stadelm.) Woodson","MG076489","GBIF","MG","Rosa, N.A.","3873","Native","Ouro","Bronze",,"E.B. do Alto da Serra de Paranapiacaba"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Apocynaceae","Mandevilla","pendula","(Ule) Woodson","APOCYNACEAE Mandevilla pendula (Ule) Woodson","178646","GBIF","SP","Rosa, N.A.","3873","Native","Bronze","Bronze",,"E.B. do Alto da Serra de Paranapiacaba"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Apocynaceae","Nerium","oleander","L.","APOCYNACEAE Nerium oleander L.","36936976","GBIF","Observations","Giardino, S.",,"Cultivated","Bronze","Prata",,"Ilhabela"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Araceae","Anthurium","intermedium","Kunth","ARACEAE Anthurium intermedium Kunth","48722","GBIF","UEC","Hutchison, P.C.","8866","Native","Ouro","Prata","https://images.cria.org.br/viewer/UEC090239","Ilhabela"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Araceae","Anthurium","sellowianum","Kunth","ARACEAE Anthurium sellowianum Kunth","MG076494","GBIF","MG","Rosa, N.A.","3878","Native","Ouro","Bronze",,"E.B. do Alto da Serra de Paranapiacaba"
"PARQUE ESTADUAL ILHABELA","Angiosperms","Araceae","Thaumatophyllum","bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","ARACEAE Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","103118046","GBIF","Observations","Alex",,"Native","Bronze","Prata",,"Ilhabela, BR-SP, BR"
"PARQUE ESTADUAL ILHABELA",,"Araliaceae","Acanthophora","muscoides",,"ARALIACEAE Acanthophora muscoides","640243","Splink","MICH",,"29",,"Latão","Bronze",,"Villa Bella, Ilha S. Sebastiao"
