"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","29161","GBIF","IAC","Bernacci, L.C.","508","Native","Bronze","Bronze",,"Estação Experimenal de Tiête"
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Acanthaceae","Dicliptera","squarrosa","Nees","ACANTHACEAE Dicliptera squarrosa Nees","275783","Splink","SP",,"504","Native","Ouro","Bronze",,"ESTAÇÃO EXPERIMENTAL DO IAC."
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","232061","GBIF","SPF","Bernacci, L.C.","507","Native","Ouro","Bronze","https://images.cria.org.br/viewer/SPF00232061","Estação Experimental do IAC"
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Adoxaceae","Sambucus","australis","Cham. & Schltdl.","ADOXACEAE Sambucus australis Cham. & Schltdl.",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Amaranthaceae","Amaranthus",,"L.","AMARANTHACEAE Amaranthus L.","5886","GBIF","BOTU","Oliveira, R.S.","28",,"Bronze","Bronze","https://images.cria.org.br/viewer/BOTU005886",
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Amaranthaceae","Chamissoa","altissima","(Jacq.) Kunth","AMARANTHACEAE Chamissoa altissima (Jacq.) Kunth","6847","GBIF","FCAB","Bernacci, L.C.","550","Native","Ouro","Bronze",,"Instituto Agronômico. Próximo ao rio"
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Amaranthaceae","Chenopodium",,"L.","AMARANTHACEAE Chenopodium L.","78458","GBIF","UEC","Bernacci, L.C.","1585",,"Bronze","Bronze","https://images.cria.org.br/viewer/UEC004294","mata às margens do Rio Capivari, à beira de estrada de terra à partir de usina"
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Amaranthaceae","Dysphania","ambrosioides","(L.) Mosyakin & Clemants","AMARANTHACEAE Dysphania ambrosioides (L.) Mosyakin & Clemants","289202","GBIF","SP","Bernacci, L.C.","1585","Naturalized","Bronze","Bronze",,"mata às margens do Rio Capivari, à beira de estrada de terra à partir de usina"
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Amaranthaceae","Gomphrena","celosioides","Mart.","AMARANTHACEAE Gomphrena celosioides Mart.","78457","GBIF","UEC","Bernacci, L.C.","1566","Native","Ouro","Bronze","https://images.cria.org.br/viewer/UEC066461","Estação Experimental do IAC."
"ÁREA DE PROTEÇÃO AMBIENTAL TIETÊ","Angiosperms","Amaranthaceae","Gomphrena","desertorum","Mart.","AMARANTHACEAE Gomphrena desertorum Mart.","57577","GBIF","R","Lofgren, J.A.C.","39","Native","Latão","Bronze",,"Fazenda Ponte Alta. Propriedades não conhecidas"
