"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Acanthaceae","Dicliptera","squarrosa","Nees","ACANTHACEAE Dicliptera squarrosa Nees","9122","GBIF","HISA","Fioravanti, C.D.","03","Native","Bronze","Bronze",,"Fazenda Capoava"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","ESA019398","GBIF","ESA","Barreto, K.D.","2150","Native","Ouro","Bronze","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/1/93/98/esa00019398.dzi","Mata da Casa Branca."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Acanthaceae","Justicia","lythroides","(Pohl ex Nees) V.A.W.Graham","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","RB00983679","GBIF","RB","Barreto, K.D.","2089","Native","Ouro","Bronze","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/98/36/79/00983679.jpg","Mata da Casa Branca."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Acanthaceae","Pseuderanthemum","exaequatum","(Nees) Radlk.","ACANTHACEAE Pseuderanthemum exaequatum (Nees) Radlk.","71887","GBIF","SPF","Simao-Bianchini, R.","126","Native","Latão","Bronze","https://images.cria.org.br/viewer/SPF00071887","Estrada Cabreúva - Pirapora do Bom Jesus"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","V0250991F","GBIF","F","Simao-Bianchini, R.","122","Native","Ouro","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Acanthaceae","Ruellia","simplex","C.Wright","ACANTHACEAE Ruellia simplex C.Wright",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Acanthaceae","Thunbergia","grandiflora","Roxb.","ACANTHACEAE Thunbergia grandiflora Roxb.","250146323","GBIF","Observations","Keith",,"Naturalized","Bronze","Bronze",,"Jacaré, Cabreúva - State of São Paulo, 13315-000, Brazil"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Alstroemeriaceae","Alstroemeria","plantaginea","Mart. ex Schult. & Schult.f.","ALSTROEMERIACEAE Alstroemeria plantaginea Mart. ex Schult. & Schult.f.","ESA019459","GBIF","ESA","Barreto, K.D.","2092","Native","Ouro","Prata","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/1/94/59/esa00019459.dzi","Jacaré. Cerrado."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(Moq.) Kuntze","AMARANTHACEAE Alternanthera brasiliana var. villosa (Moq.) Kuntze","ESA019566","GBIF","ESA","Barreto, K.D.","2179","Native","Ouro","Bronze","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/1/95/66/esa00019566.dzi","Mata da Casa Branca."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Amaranthaceae","Alternanthera","villosa","Kunth","AMARANTHACEAE Alternanthera villosa Kunth","145849","GBIF","HUEFS","Cerati, T.M.","74","Native","Ouro","Bronze","https://images.cria.org.br/viewer/HUEFS0145849",
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Amaranthaceae","Chamissoa","altissima","(Jacq.) Kunth","AMARANTHACEAE Chamissoa altissima (Jacq.) Kunth","17697","GBIF","SPF","Grotta, A.S.","230","Native","Ouro","Bronze","https://images.cria.org.br/viewer/SPF00017697","Proximidades da cidade."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Amaranthaceae","Pfaffia","tuberosa","(Spreng.) Hicken","AMARANTHACEAE Pfaffia tuberosa (Spreng.) Hicken","6508","GBIF","FCAB","Barreto, K.D.","2107","Native","Ouro","Ouro",,"Jacaré."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Anacardiaceae","Schinus","terebinthifolia","Raddi","ANACARDIACEAE Schinus terebinthifolia Raddi","197983","GBIF","UEC","Carneiro, M.J.","4","Native","Bronze","Bronze","https://images.cria.org.br/viewer/UEC154324","Canteiro municipal"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.","ESA022054","Splink","ESA",,"2030","Native","Prata","Ouro",,"Jacaré. 23o14'13,6""S, 47o02'34,1""W. Cerrado."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apiaceae","Eryngium","canaliculatum","Cham. & Schltdl.","APIACEAE Eryngium canaliculatum Cham. & Schltdl.","197336","GBIF","UEC","Silva, B.G.","392","Native","Bronze","Bronze","https://images.cria.org.br/viewer/UEC156937 | https://images.cria.org.br/viewer/UEC156937_01","Unidade de Desenvolvimento Ambiental - UNIDAM"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.","206037175","GBIF","Observations","Lapa, R.R.",,"Native","Bronze","Bronze",,"Centro, Cabreúva - SP, 13315-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Ditassa","burchellii","Hook. & Arn.","APOCYNACEAE Ditassa burchellii Hook. & Arn.","RB00568360","GBIF","RB","Barreto, K.D.","2165","Native","Ouro","Bronze","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/56/83/60/00568360.jpg","Mata da Casa Branca."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Mandevilla","emarginata","(Vell.) C.Ezcurra","APOCYNACEAE Mandevilla emarginata (Vell.) C.Ezcurra","197221","GBIF","UEC","Barreto, K.D.","2070","Native","Ouro","Ouro","https://images.cria.org.br/viewer/UEC141964","Jacaré."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Mandevilla","pentlandiana","(A.DC.) Woodson","APOCYNACEAE Mandevilla pentlandiana (A.DC.) Woodson","ESA019382","Splink","ESA",,"2166","Native","Bronze","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Oxypetalum","appendiculatum","Mart.","APOCYNACEAE Oxypetalum appendiculatum Mart.","UB00136327","GBIF","UB","Bianchini, R.S.","120","Native","Ouro","Bronze","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/ub/ub/0/13/63/27/ub00136327.dzi","Estrada Cabreúva-Pirapora do Bom Jesus."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Oxypetalum","balansae","Malme","APOCYNACEAE Oxypetalum balansae Malme","HRCB024054","Splink","HRCB",,"26","Native","Bronze","Bronze",,"Rodovia Marechal Rondon"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Prestonia","coalita","(Vell.) Woodson","APOCYNACEAE Prestonia coalita (Vell.) Woodson","HRCB019755","Splink","HRCB",,"12","Native","Ouro","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Rhodocalyx","riedelii","(Müll.Arg.) J.F.Morales & M.E.Endress","APOCYNACEAE Rhodocalyx riedelii (Müll.Arg.) J.F.Morales & M.E.Endress","88048","GBIF","UEC","Barreto, K.D.","2057","Native","Ouro","Prata","https://images.cria.org.br/viewer/UEC178724","Jacaré. Cerrado."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Tabernaemontana","catharinensis","A.DC.","APOCYNACEAE Tabernaemontana catharinensis A.DC.","440705","GBIF","NY","Gehrt, A.","12920","Native","Latão","Bronze",,"Pirapóra a Cabreuva"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Apocynaceae","Temnadenia","violacea","(Vell.) Miers","APOCYNACEAE Temnadenia violacea (Vell.) Miers","88099","GBIF","UEC","Barreto, K.D.","2103","Native","Bronze","Ouro",,"Jacaré, cerrado"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Araceae","Monstera","adansonii","Schott","ARACEAE Monstera adansonii Schott",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Araceae","Philodendron","propinquum","Schott","ARACEAE Philodendron propinquum Schott","RB00474062","GBIF","RB","Barreto, K.D.","2088","Native","Ouro","Bronze","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/47/40/62/00474062.jpg","Mata da Casa Branca."
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Araceae","Thaumatophyllum","bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","ARACEAE Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","91534532","GBIF","Observations","Andrecas",,"Native","Bronze","Bronze",,"Cabreúva - SP, 13315-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Arecaceae","Syagrus","flexuosa","(Mart.) Becc.","ARECACEAE Syagrus flexuosa (Mart.) Becc.","ESA019377","GBIF","ESA","Barreto, K.D.","2075","Native","Ouro","Bronze","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/1/93/77/esa00019377.dzi",
"ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA","Angiosperms","Aristolochiaceae","Aristolochia","arcuata","Mast.","ARISTOLOCHIACEAE Aristolochia arcuata Mast.","192638","GBIF","SP","Cerati, T.M.","80","Native","Bronze","Bronze",,
