"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Asteraceae","Moquiniastrum","polymorphum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum polymorphum (Less.) G. Sancho","23733","GBIF","HRCB","Cardoso-Leite, E.","303","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Asteraceae","Piptocarpha","angustifolia","Dusén ex Malme","ASTERACEAE Piptocarpha angustifolia Dusén ex Malme","23724","GBIF","HRCB","Cardoso-Leite, E.","119","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Asteraceae","Symphyopappus","itatiayensis","(Hieron.) R.M.King & H.Rob.","ASTERACEAE Symphyopappus itatiayensis (Hieron.) R.M.King & H.Rob.","23735","GBIF","HRCB","Cardoso-Leite, E.","328","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Balanophoraceae","Langsdorffia","hypogaea","Mart.","BALANOPHORACEAE Langsdorffia hypogaea Mart.","ESA010921","GBIF","ESA","Rodrigues, R.R.",,"Native","Bronze","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Bignoniaceae","Handroanthus","chrysotrichus","(Mart. ex DC.) Mattos","BIGNONIACEAE Handroanthus chrysotrichus (Mart. ex DC.) Mattos","80545","GBIF","UEC","Cardoso-Leite, E.","249","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Bignoniaceae","Jacaranda","micrantha","Cham.","BIGNONIACEAE Jacaranda micrantha Cham.","80544","GBIF","UEC",,"282","Native","Ouro","Medium","Mata da Camara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Cannabaceae","Trema","micranthum","(L.) Blume","CANNABACEAE Trema micranthum (L.) Blume","84287","GBIF","UEC","Cardoso-Leite, E.","87","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Cardiopteridaceae","Citronella","paniculata","(Mart.) R.A.Howard","CARDIOPTERIDACEAE Citronella paniculata (Mart.) R.A.Howard","80441","GBIF","UEC","Cardoso-Leite, E.","141","Native","Bronze","Medium","Mata Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Caricaceae","Jacaratia","heptaphylla","(Vell.) A.DC.","CARICACEAE Jacaratia heptaphylla (Vell.) A.DC.","80531","GBIF","UEC","Cardoso-Leite, E.","228","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Celastraceae","Monteverdia","aquifolium","(Mart.) Biral","CELASTRACEAE Monteverdia aquifolium (Mart.) Biral","80527","GBIF","UEC","Cardoso-Leite, E.","241","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Celastraceae","Monteverdia","evonymoides","(Reissek) Biral","CELASTRACEAE Monteverdia evonymoides (Reissek) Biral","80528","GBIF","UEC","Cardoso-Leite, E.","382","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Celastraceae","Monteverdia","gonoclados","(Mart.) Biral","CELASTRACEAE Monteverdia gonoclados (Mart.) Biral","80529","GBIF","UEC","Cardoso-Leite, E.","226","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Chrysobalanaceae","Hirtella","hebeclada","Moric. ex DC.","CHRYSOBALANACEAE Hirtella hebeclada Moric. ex DC.","80524","GBIF","UEC","Cardoso-Leite, E.","154","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Chrysobalanaceae","Licania","hoehnei","Pilg.","CHRYSOBALANACEAE Licania hoehnei Pilg.","80525","GBIF","UEC","Cardoso-Leite, E.","65","Native","Bronze","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Clethraceae","Clethra","scabra","Pers.","CLETHRACEAE Clethra scabra Pers.","30408","GBIF","BOTU","Cardoso, E.L.","278","Native","Ouro","Medium","Mata da Câmara. Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Combretaceae","Terminalia","triflora","(Griseb.) Lillo","COMBRETACEAE Terminalia triflora (Griseb.) Lillo","80523","GBIF","UEC","Cardoso-Leite, E.","132","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Connaraceae","Connarus","regnellii","G.Schellenb.","CONNARACEAE Connarus regnellii G.Schellenb.","80518","GBIF","UEC","Cardoso-Leite, E.","244","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Cordiaceae","Cordia","ecalyculata","Vell.","CORDIACEAE Cordia ecalyculata Vell.","80539","GBIF","UEC","Cardoso-Leite, E.","330","Native","Bronze","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Cordiaceae","Cordia","sellowiana","Cham.","CORDIACEAE Cordia sellowiana Cham.","026807","GBIF","ESA","Cardoso-Leite, E.","153","Native","Bronze","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Cordiaceae","Cordia","trichotoma","(Vell.) Arráb. ex Steud.","CORDIACEAE Cordia trichotoma (Vell.) Arráb. ex Steud.","80542","GBIF","UEC","Cardoso-Leite, E.","26808","Native","Bronze","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Cunoniaceae","Lamanonia","ternata","Vell.","CUNONIACEAE Lamanonia ternata Vell.","80519","GBIF","UEC","Cardoso-Leite, E.","305","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Elaeocarpaceae","Sloanea","hirsuta","(Schott) Planch. ex Benth.","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","80500","GBIF","UEC","Cardoso-Leite, E.","186","Native","Ouro","Medium","Mata da câmara. Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Euphorbiaceae","Actinostemon","concolor","(Spreng.) Müll.Arg.","EUPHORBIACEAE Actinostemon concolor (Spreng.) Müll.Arg.","80520","GBIF","UEC",,"398","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Euphorbiaceae","Alchornea","glandulosa","Poepp. & Endl.","EUPHORBIACEAE Alchornea glandulosa Poepp. & Endl.","80430","GBIF","UEC",,"113","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Euphorbiaceae","Croton","celtidifolius","Baill.","EUPHORBIACEAE Croton celtidifolius Baill.","80502","GBIF","UEC",,"223","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Euphorbiaceae","Croton","floribundus","Spreng.","EUPHORBIACEAE Croton floribundus Spreng.","80504","GBIF","UEC",,"121","Native","Latão","Medium","Mata da Câmara, Mata Mesófila Semidecídua"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Euphorbiaceae","Croton","macrobothrys","Baill.","EUPHORBIACEAE Croton macrobothrys Baill.","80505","GBIF","UEC",,"394","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Euphorbiaceae","Gymnanthes","klotzschiana","Müll.Arg.","EUPHORBIACEAE Gymnanthes klotzschiana Müll.Arg.","276640","GBIF","SP","Leite, E.C.","386","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Euphorbiaceae","Sapium","glandulosum","(L.) Morong","EUPHORBIACEAE Sapium glandulosum (L.) Morong","446558","GBIF","SP","Leite, E.C.","232","Native","Bronze","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Euphorbiaceae","Tetrorchidium","rubrivenium","Poepp.","EUPHORBIACEAE Tetrorchidium rubrivenium Poepp.","80429","GBIF","UEC","Cardoso-Leite, E.","387","Native","Bronze","Medium","Mata da Câmara, Mata mesófila semidecídua"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Anadenanthera","colubrina","(Griseb.) Altschul","FABACEAE Anadenanthera colubrina var. cebil (Griseb.) Altschul","84292","GBIF","UEC",,"306","Native","Latão","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Bauhinia","forficata","Link","FABACEAE Bauhinia forficata subsp. forficata Link","80532","GBIF","UEC",,"297","Native","Latão","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Dahlstedtia","floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","FABACEAE Dahlstedtia floribunda (Vogel) M.J. Silva & A.M.G. Azevedo","80428","GBIF","UEC","Leite, C.","350","Native","Ouro","Medium","Mata da Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Erythrina","falcata","Benth.","FABACEAE Erythrina falcata Benth.","80423","GBIF","UEC","Cardoso-Leite, E.","270","Native","Bronze","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Hymenaea","courbaril","L.","FABACEAE Hymenaea courbaril L.","80534","GBIF","UEC","Cardoso-Leite, E.","253","Native","Ouro","Medium","Mata da Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Inga","marginata","Willd.","FABACEAE Inga marginata Willd.","84312","GBIF","UEC","Cardoso-Leite, E.","108","Native","Bronze","Medium","Mata da Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Inga","sessilis","(Vell.) Mart.","FABACEAE Inga sessilis (Vell.) Mart.","84313","GBIF","UEC","Cardoso-Leite, E.","224","Native","Bronze","Medium","Mata Câmara, mata mesófila semidecídua"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Machaerium","nyctitans","(Vell.) Benth.","FABACEAE Machaerium nyctitans (Vell.) Benth.","80427","GBIF","UEC","Leite, E.C.","136","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Machaerium","stipitatum","Vogel","FABACEAE Machaerium stipitatum Vogel","80426","GBIF","UEC",,"128","Native","Ouro","Medium","Mata da câmara. mata mesófila semidecídua"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Machaerium","villosum","Vogel","FABACEAE Machaerium villosum Vogel","80434","GBIF","UEC",,"302","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Myrocarpus","frondosus","Allemão","FABACEAE Myrocarpus frondosus Allemão","80435","GBIF","UEC",,"390","Native","Ouro","Medium","Mata da Câmara, mata mesófila semidecídua"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Ormosia","arborea","(Vell.) Harms","FABACEAE Ormosia arborea (Vell.) Harms","ESA026846","GBIF","ESA","Cardoso-Leite, E.","185","Native","Latão","Medium","Mata da Câmara, mata mesófila semidecídual"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Ormosia","minor","Vogel","FABACEAE Ormosia minor Vogel","80424","GBIF","UEC",,"185","Native","Latão","Medium","Mata da Câmara, mata mesófila semidecídual"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Peltophorum","dubium","(Spreng.) Taub.","FABACEAE Peltophorum dubium (Spreng.) Taub.","80537","GBIF","UEC","Leite, C.","26814","Native","Bronze","Medium","Mata da Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Piptadenia","gonoacantha","(Mart.) J.F.Macbr.","FABACEAE Piptadenia gonoacantha (Mart.) J.F.Macbr.","84327","GBIF","UEC","Cardoso-Leite, E.","308","Native","Ouro","Medium","Mata de Câmara, Mata mesófila semidecí"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Platymiscium","floribundum","Vogel","FABACEAE Platymiscium floribundum Vogel","80436","GBIF","UEC",,"251","Native","Ouro","Medium","Mata Câmara, mata mesófila semidecídua"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Senna","multijuga","(Gardner) H.S.Irwin & Barneby","FABACEAE Senna multijuga subsp. lindleyana (Gardner) H.S.Irwin & Barneby","ESA026813","Reflora","ESA","Cardoso-Leite, E.","135","Native","Ouro","Medium","Mata de Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Senna","pendula","(Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby","FABACEAE Senna pendula (Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby","80535","GBIF","UEC","Cardoso-Leite, E.","26812","Native","Bronze","Medium","Mata da Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Fabaceae","Senna","splendida","(Vogel) H.S.Irwin & Barneby","FABACEAE Senna splendida (Vogel) H.S.Irwin & Barneby","80538","GBIF","UEC","Cardoso-Leite, E.","361","Native","Ouro","Medium","Mata da Câmara, Mata mesófila semidecídua. Borda da mata."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lamiaceae","Aegiphila","integrifolia","(Jacq.) Moldenke","LAMIACEAE Aegiphila integrifolia (Jacq.) Moldenke","UEC168272","Splink","UEC",,"27018","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lamiaceae","Vitex","polygama","Cham.","LAMIACEAE Vitex polygama Cham.","29232","GBIF","TEPB","Cardoso-Leite, E.","301","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Cryptocarya","moschata","Nees & Mart.","LAURACEAE Cryptocarya moschata Nees & Mart.","80483","GBIF","UEC","Leite, E.C.","90","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Endlicheria","paniculata","(Spreng.) J.F.Macbr.","LAURACEAE Endlicheria paniculata (Spreng.) J.F.Macbr.","80454","GBIF","UEC","Cardoso-Leite, E.","371","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Nectandra","megapotamica","(Spreng.) Mez","LAURACEAE Nectandra megapotamica (Spreng.) Mez","80453","GBIF","UEC","Cardoso-Leite, E.","41","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Nectandra","oppositifolia","Nees & Mart.","LAURACEAE Nectandra oppositifolia Nees & Mart.","80450","GBIF","UEC","Cardoso-Leite, E.","2","Native","Ouro","High","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Ocotea","brachybotrya","(Meisn.) Mez","LAURACEAE Ocotea brachybotrya (Meisn.) Mez","80451","GBIF","UEC","Cardoso-Leite, E.","203","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Ocotea","corymbosa","(Meisn.) Mez","LAURACEAE Ocotea corymbosa (Meisn.) Mez","23745","GBIF","HRCB","Cardoso-Leite, E.","327","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Ocotea","odorifera","(Vell.) Rohwer","LAURACEAE Ocotea odorifera (Vell.) Rohwer","80448","GBIF","UEC","Cardoso-Leite, E.","269","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Ocotea","puberula","(Rich.) Nees","LAURACEAE Ocotea puberula (Rich.) Nees","80443","GBIF","UEC","Cardoso-Leite, E.","378","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Lauraceae","Ocotea","silvestris","Vattimo-Gil","LAURACEAE Ocotea silvestris Vattimo-Gil","80439","GBIF","UEC","Cardoso-Leite, E.","362","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Malvaceae","Ceiba","speciosa","(A.St.-Hil.) Ravenna","MALVACEAE Ceiba speciosa (A.St.-Hil.) Ravenna","ESA026804","GBIF","ESA","Cardoso-Leite, E.","206","Native","Ouro","Medium","Mata da Cãmara.&nf;23º 31' 26''S , 47º 06' 45''W."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Melastomataceae","Leandra","carassana","(DC.) Cogn.","MELASTOMATACEAE Leandra carassana (DC.) Cogn.","80492","GBIF","UEC","Cardoso-Leite, E.","222","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Melastomataceae","Miconia","buddlejoides","Triana","MELASTOMATACEAE Miconia buddlejoides Triana","80491","GBIF","UEC",,"198","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Melastomataceae","Miconia","cinnamomifolia","(DC.) Naudin","MELASTOMATACEAE Miconia cinnamomifolia (DC.) Naudin","80488","GBIF","UEC",,"104","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Melastomataceae","Miconia","discolor","DC.","MELASTOMATACEAE Miconia discolor DC.","80489","GBIF","UEC",,"220","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Melastomataceae","Miconia","latecrenata","(DC.) Naudin","MELASTOMATACEAE Miconia latecrenata (DC.) Naudin","80487","GBIF","UEC",,"16","Native","Latão","Medium","Mata do Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Melastomataceae","Miconia","petropolitana","Cogn.","MELASTOMATACEAE Miconia petropolitana Cogn.","RB00856616","GBIF","RB","Cardoso-Leite, E.","335","Native","Ouro","Medium","Mata da câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Melastomataceae","Miconia","pusilliflora","(DC.) Naudin","MELASTOMATACEAE Miconia pusilliflora (DC.) Naudin","80486","GBIF","UEC",,"335","Native","Latão","Medium","Mata da câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Meliaceae","Cabralea","canjerana","(Vell.) Mart.","MELIACEAE Cabralea canjerana (Vell.) Mart.","80413","GBIF","UEC","Cardoso-Leite, E.","243","Native","Ouro","Medium","Mata da Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Meliaceae","Cedrela","fissilis","Vell.","MELIACEAE Cedrela fissilis Vell.","026924","GBIF","ESA","Cardoso-Leite, E.","207","Native","Bronze","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Meliaceae","Guarea","macrophylla","(Vell.) T.D.Penn.","MELIACEAE Guarea macrophylla subsp. tuberculata (Vell.) T.D.Penn.","026925","GBIF","ESA","Cardoso-Leite, E.","155","Native","Ouro","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Meliaceae","Trichilia","catigua","A.Juss.","MELIACEAE Trichilia catigua A.Juss.","026926","GBIF","ESA","Cardoso-Leite, E.","167","Native","Bronze","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Meliaceae","Trichilia","elegans","A.Juss.","MELIACEAE Trichilia elegans A.Juss.","80412","GBIF","UEC","Cardoso-Leite, E.","157","Native","Bronze","Medium","Mata Da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Meliaceae","Trichilia","pallens","C.DC.","MELIACEAE Trichilia pallens C.DC.","026928","GBIF","ESA","Cardoso-Leite, E.","29","Native","Prata","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Meliaceae","Trichilia","pallida","Sw.","MELIACEAE Trichilia pallida Sw.","80440","GBIF","UEC","Cardoso-Leite, E.","29","Native","Bronze","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Meliaceae","Trichilia","silvatica","C.DC.","MELIACEAE Trichilia silvatica C.DC.","026929","GBIF","ESA","Cardoso-Leite, E.","292","Native","Prata","Medium","Mata da Câmara."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Monimiaceae","Mollinedia","schottiana","(Spreng.) Perkins","MONIMIACEAE Mollinedia schottiana (Spreng.) Perkins","152360","GBIF","UEC","Cardoso-Leite, E.","202","Native","Ouro","Medium","Mata da Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Monimiaceae","Mollinedia","uleana","Perkins","MONIMIACEAE Mollinedia uleana Perkins","80496","GBIF","UEC","Leite, C.","231","Native","Ouro","Medium","Mata da Câmara, Mata mesófila semidecidua"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Moraceae","Brosimum","gaudichaudii","Trécul","MORACEAE Brosimum gaudichaudii Trécul","84358","GBIF","UEC","Cardoso-Leite, E.","230","Native","Ouro","Medium","Mata da Câmara, Mata Mesófila semidecídua"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Moraceae","Ficus","adhatodifolia","Schott in Spreng.","MORACEAE Ficus adhatodifolia Schott in Spreng.","84359","GBIF","UEC","Cardoso-Leite, E.","375","Native","Ouro","Medium","Mata da Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Moraceae","Maclura","tinctoria","(L.) D.Don ex Steud.","MORACEAE Maclura tinctoria (L.) D.Don ex Steud.","84357","GBIF","UEC","Cardoso-Leite, E.","407","Native","Ouro","Medium","Mata da Câmara, Mata mesófila semidecídua."
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Myristicaceae","Virola","bicuhyba","(Schott ex Spreng.) Warb.","MYRISTICACEAE Virola bicuhyba (Schott ex Spreng.) Warb.","84354","GBIF","UEC","Cardoso-Leite, E.","109","Native","Ouro","Medium","Mata de Câmara"
"PARQUE NATURAL MUNICIPAL SÃO ROQUE","Angiosperms","Myrtaceae","Campomanesia","guazumifolia","(Cambess.) O.Berg","MYRTACEAE Campomanesia guazumifolia (Cambess.) O.Berg","84353","GBIF","UEC","Cardoso-Leite, E.","35","Native","Ouro","Medium","Mata da Câmara"
