"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","468407","Splink","SP",,"2064","Native","Ouro","High","Estação Ecológica de Ribeirão Preto, (Mata de Santa Tereza), ao lado do anel viário de Ribeirão Preto"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Acanthaceae","Hygrophila","costata","Nees & T. Nees","ACANTHACEAE Hygrophila costata Nees & T. Nees","SPFR018367","Splink","SPFR",,"s.n.","Native","Ouro","High","Estação Ecológica de Ribeirão Preto (Mata Santa Tereza). Borda de mata, próximo à rodovia"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(L.) Kuntze","AMARANTHACEAE Alternanthera brasiliana (L.) Kuntze","18984","GBIF","SPFR","Ferreira, M.H.","53","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata Santa Tereza). Borda, próximo à rodovia, setor 1"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Amaranthaceae","Alternanthera","tenella","Colla","AMARANTHACEAE Alternanthera tenella Colla","SPFR018986","Splink","SPFR",,"176","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata Santa Tereza). Estrada que leva à captação de água"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Amaranthaceae","Amaranthus","deflexus","L.","AMARANTHACEAE Amaranthus deflexus L.","18985","GBIF","SPFR","Ferreira, M.H.","47","Naturalized","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata Santa Tereza). Borda, próximo à rodovia, setor 1"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Amaranthaceae","Chamissoa","acuminata","Mart.","AMARANTHACEAE Chamissoa acuminata Mart.","18989","GBIF","SPFR","Ferreira, M.H.","55","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata Santa Tereza). Borda, próximo à rodovia, setor 1"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","18988","GBIF","SPFR","Ferreira, M.H.","82","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata Santa Tereza). Estrada que divide a EERP e a APP"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Anacardiaceae","Astronium","graveolens","Jacq.","ANACARDIACEAE Astronium graveolens Jacq.","13187","GBIF","SPFR","Tanaka, G.K.","6","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata de Santa Teresa). Borda da mata ao longo da cerca"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Anacardiaceae","Astronium","urundeuva","(M.Allemão) Engl.","ANACARDIACEAE Astronium urundeuva (M.Allemão) Engl.","13207","GBIF","SPFR","Tanaka, G.K.","36","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata de Santa Teresa). Borda da mata ao longo da estrada"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Annonaceae","Annona","mucosa","Jacq.","ANNONACEAE Annona mucosa Jacq.","13190","GBIF","SPFR","Tanaka, G.K.","67","Native","Bronze","High","Estação Ecológica de Ribeirão Preto. Borda da mata ao longo da cerca"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","13211","GBIF","SPFR","Tanaka, G.K.","3","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata de Santa Teresa). Borda da mata ao longo da cerca"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Apocynaceae","Aspidosperma","parvifolium","A.DC.","APOCYNACEAE Aspidosperma parvifolium A.DC.","13188","GBIF","SPFR","Tanaka, G.K.","69","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata de Santa Teresa). Borda da mata ao longo da estrada municipal"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Apocynaceae","Aspidosperma","polyneuron","Müll.Arg.","APOCYNACEAE Aspidosperma polyneuron Müll.Arg.","13189","GBIF","SPFR","Tanaka, G.K.","31","Native","Bronze","High","Estação Ecológica de Ribeirão Preto (Mata de Santa Teresa). Borda da mata ao longo da estrada"
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Apocynaceae","Forsteronia","pubescens","A.DC.","APOCYNACEAE Forsteronia pubescens A.DC.","MBM451381","Splink","MBM",,"103","Native","Bronze","High","Estação Ecológica de Ribeirão Preto, borda da mata, próximo à rodovia."
"ESTAÇÃO ECOLÓGICA RIBEIRÃO PRETO","Angiosperms","Apocynaceae","Macropharynx","peltata","(Vell.) J.F.Morales & M.E. Endress","APOCYNACEAE Macropharynx peltata (Vell.) J.F.Morales & M.E. Endress","18983","GBIF","SPFR","Ferreira, M.H.","156","Native","Bronze","High","Estação Ecológica de Ribeirão Preto. Estrada que divide a EERP e a APP"
