"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Begoniaceae","Begonia","cucullata","Willd.","BEGONIACEAE Begonia cucullata Willd.","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Bromeliaceae","Nidularium","innocentii","Lem.","BROMELIACEAE Nidularium innocentii Lem.","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Convolvulaceae","Ipomoea","ramosissima","(Poir.) Choisy","CONVOLVULACEAE Ipomoea ramosissima (Poir.) Choisy","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Cucurbitaceae","Melothria",,"L.","CUCURBITACEAE Melothria L.","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,,"Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Dioscoreaceae","Dioscorea","laxiflora","Mart. ex Griseb.","DIOSCOREACEAE Dioscorea laxiflora Mart. ex Griseb.","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Malvaceae","Pavonia","nemoralis","A.St.-Hil.","MALVACEAE Pavonia nemoralis A.St.-Hil.","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Malvaceae","Wissadula","hernandioides","(L.Hér.) Garcke","MALVACEAE Wissadula hernandioides (L.Hér.) Garcke","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Melastomataceae","Leandra","variabilis","Raddi","MELASTOMATACEAE Leandra variabilis Raddi","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Melastomataceae","Pleroma","fothergillii","(Schrank et Mart. ex DC.) Triana","MELASTOMATACEAE Pleroma fothergillii (Schrank et Mart. ex DC.) Triana","SPF00116261","GBIF","SPF","Ferreira, G.M.P.","76","Native","Bronze","Área de Proteção Ambiental Mata do Iguatemi","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Melastomataceae","Pleroma","sellowianum","(Cham.) P.J.F.Guim. & Michelang.","MELASTOMATACEAE Pleroma sellowianum (Cham.) P.J.F.Guim. & Michelang.","SPF00116264","Splink","SPF","Ferreira, G.M.P.","92","Native","Ouro","APA Mata do Iguatemi","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Myrtaceae","Myrcia","tijucensis","Kiaersk.","MYRTACEAE Myrcia tijucensis Kiaersk.","HUFABC002383","Splink","HUFABC","Barretto, E.H.P.","2103","Native","Prata","APA Mata do Iguatemi","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Myrtaceae","Myrcia","vellozoi","Mazine","MYRTACEAE Myrcia vellozoi Mazine","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Rubiaceae","Galium","hypocarpium","(L.) Endl. ex Griseb.","RUBIACEAE Galium hypocarpium (L.) Endl. ex Griseb.","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Rubiaceae","Psychotria",,"L.","RUBIACEAE Psychotria L.","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,,"Latão","Cidade Tiradentes","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL MATA DO IGUATEMÍ","Angiosperms","Typhaceae","Typha","domingensis","Pers.","TYPHACEAE Typha domingensis Pers.","2468","GBIF","PMSP - SMMA - DEPAVE","Ferreira, G.M.P.",,"Native","Latão","Cidade Tiradentes","Não"
