"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Acanthaceae","Thunbergia","alata","Bojer ex Sims","ACANTHACEAE Thunbergia alata Bojer ex Sims","130589","GBIF","ESA","Souza, V.C.","35792","Naturalized","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Amaranthaceae","Alternanthera","tenella","Colla","AMARANTHACEAE Alternanthera tenella Colla","130236","GBIF","ESA","Souza, V.C.","35439","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Ferns and Lycophytes","Anemiaceae","Anemia","raddiana","Link","ANEMIACEAE Anemia raddiana Link","129908","GBIF","ESA","Souza, V.C.","35175","Native","Bronze","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Annonaceae","Annona","cornifolia","A.St.-Hil.","ANNONACEAE Annona cornifolia A.St.-Hil.","ESA131347","Splink","ESA","Souza, V.C.","36550","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Annonaceae","Xylopia","aromatica","(Lam.) Mart.","ANNONACEAE Xylopia aromatica (Lam.) Mart.","ESA130087","Splink","ESA","Souza, V.C.","35290","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Apocynaceae","Oxypetalum","balansae","Malme","APOCYNACEAE Oxypetalum balansae Malme","ESA00131095","GBIF","ESA","Souza, V.C.","36298","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Aristolochiaceae","Aristolochia","labiata","Willd.","ARISTOLOCHIACEAE Aristolochia labiata Willd.","ESA130285","Splink","ESA","Souza, V.C.","35488","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Ambrosia","polystachya","DC.","ASTERACEAE Ambrosia polystachya DC.","ESA130196","Splink","ESA","Souza, V.C.","35399","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Aspilia","clausseniana","Baker","ASTERACEAE Aspilia clausseniana Baker","ESA00131583","Reflora","ESA","Souza, V.C.","36788","Native","Ouro","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Chromolaena","laevigata","(Lam.) R.M.King & H.Rob.","ASTERACEAE Chromolaena laevigata (Lam.) R.M.King & H.Rob.","ESA131045","Splink","ESA","Souza, V.C.","36248","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Chrysolaena","cognata","(Less.) Dematt.","ASTERACEAE Chrysolaena cognata (Less.) Dematt.","130195","GBIF","ESA","Souza, V.C.","35398","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Lepidaploa","remotiflora","(Rich.) H.Rob.","ASTERACEAE Lepidaploa remotiflora (Rich.) H.Rob.","130170","GBIF","ESA","Souza, V.C.","35373","Native","Bronze","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Lessingianthus","coriaceus","(Less.) H.Rob.","ASTERACEAE Lessingianthus coriaceus (Less.) H.Rob.","ESA130167","Splink","ESA","Souza, V.C.","35370","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Lessingianthus","glabratus","(Less.) H.Rob.","ASTERACEAE Lessingianthus glabratus (Less.) H.Rob.","ESA131582","Splink","ESA","Souza, V.C.","36787","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Moquiniastrum","polymorphum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum polymorphum (Less.) G. Sancho","130586","GBIF","ESA","Souza, V.C.","35789","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Orthopappus","angustifolius","(Sw.) Gleason","ASTERACEAE Orthopappus angustifolius (Sw.) Gleason","ESA130183","Splink","ESA","Souza, V.C.","35386","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
"PARQUE NATURAL MUNICIPAL JATOBÁS","Angiosperms","Asteraceae","Pterocaulon","alopecuroides","(Lam.) DC.","ASTERACEAE Pterocaulon alopecuroides (Lam.) DC.","ESA130124","Splink","ESA","Souza, V.C.","35327","Native","Prata","Low","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","Não"
