"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"FLORESTA ESTADUAL DE GUARULHOS","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","254655068","GBIF","Observations","Bolochio, C.",,"Native","Bronze","MJ75+FX - Guarulhos, SP, Brasil","Não"
"FLORESTA ESTADUAL DE GUARULHOS","Angiosperms","Euphorbiaceae","Gymnanthes","klotzschiana","Müll.Arg.","EUPHORBIACEAE Gymnanthes klotzschiana Müll.Arg.","SP0526243","Splink","SP","Brandao, C.R.","1","Native","Latão","rua Frei Caneca","Não"
