"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Ferns and Lycophytes","Anemiaceae","Anemia",,"Sw.","ANEMIACEAE Anemia Sw.","6340","GBIF","NX","Athayde Filho, F.P.","1671",,"Bronze","Low",,"Estrada de acesso à praia do Cedro, ca. De 12 Km do centro de Ubatuba."
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Angiosperms","Bignoniaceae","Sparattosperma","leucanthum","(Vell.) K.Schum.","BIGNONIACEAE Sparattosperma leucanthum (Vell.) K.Schum.","1040606","GBIF","Tropicos","Leitao Filho, H.F.","s.n.","Native","Latão","Low",,"Ubatuba."
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Ferns and Lycophytes","Blechnaceae","Blechnum",,"L.","BLECHNACEAE Blechnum L.","6360","GBIF","NX","Athayde Filho, F.P.","1668",,"Bronze","Low",,"Estrada de acesso à praia do Cedro."
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Angiosperms","Fabaceae","Vigna","luteola","(Jacq.) Benth.","FABACEAE Vigna luteola (Jacq.) Benth.","19105","GBIF","BOTU","Amaral Junior, A.S.M.","23","Native","Latão","Low",,
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Angiosperms","Onagraceae","Ludwigia","leptocarpa","(Nutt.) H.Hara","ONAGRACEAE Ludwigia leptocarpa (Nutt.) H.Hara","336666","GBIF","MO","Zardini, E.M.","2149","Native","Ouro","Low",,"Ubatuba."
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Ferns and Lycophytes","Polypodiaceae","Microgramma","geminata","(Schrad.) R.M.Tryon & A.F.Tryon","POLYPODIACEAE Microgramma geminata (Schrad.) R.M.Tryon & A.F.Tryon","RB00708481","GBIF","RB","Athayde, F.P.F.","331","Native","Ouro","Low","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/70/84/81/00708481.jpg","Estrada do Farol. A estrada se einici cerca de 15km do centro da cidade e atravessa três morros baixos."
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Ferns and Lycophytes","Polypodiaceae","Pleopeltis","angusta","Humb. & Bonpl. ex Willd.","POLYPODIACEAE Pleopeltis angusta Humb. & Bonpl. ex Willd.","18854","GBIF","SJRP","Athayde, F.P.F.","301","Unknown","Ouro","Low","https://images.cria.org.br/viewer/SJRP00022734","Praia do Pereque-Açu, região central da cidade. Morro que separa esta praia do Tenório."
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Angiosperms","Rubiaceae","Chiococca","alba","(L.) Hitchc.","RUBIACEAE Chiococca alba (L.) Hitchc.","120825","GBIF","CEN","Antar, G.M.","2581","Native","Ouro","Low","https://images.cria.org.br/viewer/CEN00120825","Praia do Matarazzo. Rua que permite o acesso a praia."
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Angiosperms","Solanaceae","Cestrum",,"L.","SOLANACEAE Cestrum L.","19017","GBIF","BOTU","Amaral Junior, A.S.M.","85",,"Latão","Low",,
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM","Angiosperms","Verbenaceae","Petrea","volubilis","L.","VERBENACEAE Petrea volubilis L.","447334","GBIF","Tropicos","Smith","5785","Native","Latão","Low",,"Ubatuba."
