"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","campaniforme","Roem. & Schult.","SOLANACEAE Solanum campaniforme Roem. & Schult.","BHCB195998","Splink","BHCB",,"8098","Native","Ouro","Low","Paranapiacaba, Núcleo Olho D'Água. Trilha do Gravatá"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","didymum","Dunal","SOLANACEAE Solanum didymum Dunal","525888","Splink","SP",,"2448","Native","Bronze","Low","E.B. do Alto da Serra de Paranapiacaba"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","diploconos","(Mart.) Bohs","SOLANACEAE Solanum diploconos (Mart.) Bohs","BHCB195995","Splink","BHCB",,"3","Native","Ouro","Low","Paranapiacaba, Núcleo Olho D'Água, Trilha Hortênsias"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","hoehnei","C.V.Morton","SOLANACEAE Solanum hoehnei C.V.Morton","253816","GBIF","SP","Kirizawa, M.","2636","Native","Ouro","Medium","Reserva Biológica do Alto da Serra de Paranapiacaba"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","inornatum","Witasek","SOLANACEAE Solanum inornatum Witasek","HSTM00005696","GBIF","HSTM","Giacomin.l.l.","1111","Native","Ouro","Low","Paranapiacaba. Parque Municipal das Nascentes de Paranapiacaba. Trilha do caminho da Bela Vista."
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","pseudoquina","A.St.-Hil.","SOLANACEAE Solanum pseudoquina A.St.-Hil.","BHCB196003","Splink","BHCB",,"8133","Native","Ouro","Low","Paranapiacaba, Trilha da Pontinha"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","swartzianum","Roem. & Schult.","SOLANACEAE Solanum swartzianum Roem. & Schult.","134409","GBIF","BHCB","Giacomin, L.L.","1108","Native","Ouro","Low","Parque Municipal das Nascentes de Paranapiacaba, Trilha do caminho da Bela Vista"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA",,"Solanaceae","Solanum","swartzianum|Solanum","Roem. & Schult.|Dunal","SOLANACEAE Solanum swartzianum Roem. & Schult.|Solanum argenteum Dunal","SPSF00044723","Splink","SPSF",,"634",,"Prata","High","Parque Natural Municipal Nascentes do Paranapiacaba."
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","variabile","Mart.","SOLANACEAE Solanum variabile Mart.","BHCB196006","Splink","BHCB",,"8144","Native","Ouro","Low","Paranapiacaba, Trilha da Pontinha"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","vellozianum","Dunal","SOLANACEAE Solanum vellozianum Dunal","429382","GBIF","SP","Silva, F.B.","8265","Native","Ouro","Low","Paranapiacaba, Trilha dos Jipeiros"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Solanaceae","Solanum","wacketii","Witasek","SOLANACEAE Solanum wacketii Witasek","38325","GBIF","UFP","Kirizawa, M.","1169","Native","Ouro","Medium","Santo André, Vila de Paranapiacaba, Reserva Biológica do Alto da Serra de Paranapiacaba."
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Urticaceae","Boehmeria","caudata","Sw.","URTICACEAE Boehmeria caudata Sw.","719875","GBIF","NY","Almeida-Scabbia, R.J.","5350","Native","Ouro","Low","Paranapiacaba, Trilha da Pontinha"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Urticaceae","Coussapoa","microcarpa","(Schott) Rizzini","URTICACEAE Coussapoa microcarpa (Schott) Rizzini","514917","GBIF","SP","Lima, M.E.L.","1944","Native","Ouro","High","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Urticaceae","Pilea",,"Lindl.","URTICACEAE Pilea Lindl.","134139","GBIF","BHCB","Hattori, E.K.O.","904",,"Latão","Low","Vila de Paranapiacaba, Estrada para Taquarussu"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Urticaceae","Urera","baccifera","(L.) Gaudich. ex Wedd.","URTICACEAE Urera baccifera (L.) Gaudich. ex Wedd.","226003348","GBIF","Observations","Rafaspalding",,"Native","Bronze","High","Parque Natural Municipal Nascentes de Paranapiacaba, Santo André, SP, BR"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Urticaceae","Urera","nitida","(Vell.) P.Brack","URTICACEAE Urera nitida (Vell.) P.Brack","18300","GBIF","SPFR","Nascimento, I.C.","1","Native","Bronze","High","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha das Hortênsias"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Verbenaceae","Lantana","camara","L.","VERBENACEAE Lantana camara L.","429575","GBIF","SP","Silva, F.B.","8280","Naturalized","Bronze","Low","Paranapiacaba, Trilha atrás da guarita da estrada do Taquaruçu"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Verbenaceae","Verbena",,"L.","VERBENACEAE Verbena L.","150118","GBIF","SPF","Geraldo, M.V.","s.n.",,"Latão","Medium","Reserva Biológica Alto da Serra de Paranapiacaba"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Vitaceae","Cissus","paullinifolia","Vell.","VITACEAE Cissus paullinifolia Vell.","442437","GBIF","SP","Villagra, B.L.P.","329","Native","Prata","High","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria"
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Winteraceae","Drimys","brasiliensis","Miers","WINTERACEAE Drimys brasiliensis subsp. brasiliensis Miers","413295","GBIF","NY","Santana, J.","s.n.","Native","Bronze","Low","Paranapiacaba, Estaçao Biológica (via férrea Sao Paulo-Santos)"
