"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae",,,"Juss.","ACANTHACEAE Acanthaceae Juss.","BHCB025742","Splink","BHCB","Giacomin, L.L.","851",,"Latão","High","Estacão Ecológica de Bananal, Trilha das Sete Quedas.","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae","Aphelandra",,"R.Br.","ACANTHACEAE Aphelandra R.Br.","PMSP006215","GBIF","PMSP","Garcia, R.J.F.","1966",,"Bronze","High","Estação Ecológica de Bananal. Trilha do Rio da Pedra Vermelha, mata. Altitude 1200 a 1900 m.s.m. Na trilha mais aberta.","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","275726","Splink","SP","Rodrigues, E.A.","225","Native","Ouro","High","Serra da Bocaina, beira da estrada em direção à EStação Ecológica do Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","SPSF00042445","Splink","SPSF","Polisel, R.T.","882","Native","Bronze","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae","Staurogyne","itatiaiae","(Wawra) Leonard","ACANTHACEAE Staurogyne itatiaiae (Wawra) Leonard","454268","Splink","SP","Polisel, R.T.","533","Native","Ouro","High","Estação Ecológica de Bananal, trilha para a Pedra Vermelha","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae","Stenostephanus","lobeliiformis","Nees","ACANTHACEAE Stenostephanus lobeliiformis Nees","CESJ064104","Splink","CESJ","Dittrich, V.A.O.","956","Native","Bronze","High","Estação Ecológica de Bananal, Altitude aproximada","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Acanthaceae|Rubiaceae","Gonzalagunia",,"Ruiz & Pav.","ACANTHACEAE|RUBIACEAE Gonzalagunia Ruiz & Pav.","SHPR001462","Splink","SHPR","Biral, L.","2530",,"Latão","High","Estação Ecológica Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Alliaceae",,,"J. St.-Hil.","ALLIACEAE Amaryllidaceae J. St.-Hil.","SHPR001482","Splink","SHPR","Biral, L.","2550",,"Latão","Low","Estrada Sertão do Ariró","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Amaranthaceae",,,"A.Juss.","AMARANTHACEAE Amaranthaceae A.Juss.","SHPR001561","Splink","SHPR","Biral, L.","2628",,"Latão","Low","Estrada de terra Sertão do Ariró, sentido Rio Claro (RJ),","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Amaranthaceae","Celosia","corymbifera","Didr.","AMARANTHACEAE Celosia corymbifera Didr.","SPSF00042263","Splink","SPSF","Polisel, R.T.","593","Native","Bronze","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","BHCB054925","Splink","BHCB","Morais, P.O.","109","Native","Latão","High","Estacão Ecológica de Bananal, Rio das Cobras entre a primeira e a sétima queda.","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Amaranthaceae","Hebanthe","pulverulenta","Mart.","AMARANTHACEAE Hebanthe pulverulenta Mart.","SPSF00042340","Splink","SPSF","Polisel, R.T.","754","Native","Prata","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Amaranthaceae","Pfaffia",,"Mart.","AMARANTHACEAE Pfaffia Mart.","HEPH00019243","Reflora","HEPH","Giacomin, L.L.","872",,"Ouro","High","Estação ecológica de bananal; margens da estrada que dá acesso à Estação.","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Amaryllidaceae","Hippeastrum","calyptratum","(Ker Gawl.) Herb.","AMARYLLIDACEAE Hippeastrum calyptratum (Ker Gawl.) Herb.","PMSP006217","GBIF","PMSP","Garcia, R.J.F.","1967","Native","Bronze","High","Estação Ecológica de Bananal. Trilha do rio da Pedra vermelha, entre 1200 e 1900m.s.m.","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Anacardiaceae",,,"R.Br.","ANACARDIACEAE Anacardiaceae R.Br.","65931","GBIF","BHCB","Morais, P.O.","102",,"Latão","High","Estacão Ecológica de Bananal, Pedra Vermelha e Córrego do Barbosa. Aproximadamente 1300 m de altitude.","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","SHPR001528","Splink","SHPR","Biral, L.","2595","Native","Bronze","High","Estação Ecológica Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Anemiaceae","Anemia","raddiana","Link","ANEMIACEAE Anemia raddiana Link","62926","Splink","BHCB","Salino, A.","7594","Native","Bronze","High","Estação Ecológica de Bananal, Estação Ecológica de Bananal, trilha para o Pico do Caracol.","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Ferns and Lycophytes","Anemiaceae","Anemia","villosa","Humb. & Bonpl. ex Willd.","ANEMIACEAE Anemia villosa Humb. & Bonpl. ex Willd.","SPSF00032095","Splink","SPSF","Salino, A.","6254","Native","Bronze","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Annonaceae","Annona","dolabripetala","Raddi","ANNONACEAE Annona dolabripetala Raddi","SPSF00042367","Splink","SPSF","Polisel, R.T.","783","Native","Ouro","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Annonaceae","Annona","emarginata","(Schltdl.) H.Rainer","ANNONACEAE Annona emarginata (Schltdl.) H.Rainer","SPSF00042242","Splink","SPSF","Polisel, R.T.","572","Native","Prata","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Annonaceae","Annona","sylvatica","A.St.-Hil.","ANNONACEAE Annona sylvatica A.St.-Hil.","SPSF00042410","Splink","SPSF","Polisel, R.T.","839","Native","Ouro","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Annonaceae","Duguetia","salicifolia","R.E.Fr.","ANNONACEAE Duguetia salicifolia R.E.Fr.","SPSF00042291","Splink","SPSF","Polisel, R.T.","622","Native","Ouro","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Annonaceae","Guatteria","australis","A.St.-Hil.","ANNONACEAE Guatteria australis A.St.-Hil.","SP007992","Splink","SP","Garcia, R.J.F.","1963","Native","Ouro","High","Estação Ecológica de Bananal. Trilha do Rio da Pedra Vermelha","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Annonaceae","Xylopia","langsdorffiana","A.St.-Hil.","ANNONACEAE Xylopia langsdorffiana A.St.-Hil.","SPSF00045459","Splink","SPSF","Ivanauskas, N.M.","6390","Native","Prata","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.","SPSF00042496","Splink","SPSF","Polisel, R.T.","986","Native","Bronze","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Apocynaceae","Ditassa",,"R.Br.","APOCYNACEAE Ditassa R.Br.","BHCB025806","Splink","BHCB","Giacomin, L.L.","868",,"Latão","High","Estacão Ecológica de Bananal, Trilha do Pico do Caracol.","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Apocynaceae","Tabernaemontana","laeta","Mart.","APOCYNACEAE Tabernaemontana laeta Mart.","SPSF00042300","Splink","SPSF","Polisel, R.T.","631","Native","Prata","High","Estação Ecológica de Bananal","Não"
"ESTAÇÃO ECOLÓGICA BANANAL","Angiosperms","Aquifoliaceae","Ilex","theezans","Mart. ex Reissek","AQUIFOLIACEAE Ilex theezans Mart. ex Reissek","SPSF00053678","Splink","SPSF","Ivanauskas, N.M.","6862","Native","Prata","High","Estação Ecológica de Bananal","Não"
