"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJATI","Angiosperms","Fabaceae",,,"Lindl.","FABACEAE Fabaceae Lindl.","FURB80601","Splink","FURB",,"4639",,"Ouro","Low","no alto da colina"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJATI","Angiosperms","Malpighiaceae","Stigmaphyllon","bonariense","(Hook. & Arn.) C.E.Anderson","MALPIGHIACEAE Stigmaphyllon bonariense (Hook. & Arn.) C.E.Anderson","FURB80617","Splink","FURB",,"4640","Native","Ouro","Low",
