"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Acanthaceae","Aphelandra","prismatica","(Vell.) Hiern","ACANTHACEAE Aphelandra prismatica (Vell.) Hiern","51863","GBIF","HRCB","Zipparro, V.B.","2329","Native","Bronze","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Leste, parcela 5 da Fenologia"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Apocynaceae","Orthosia",,"Decne.","APOCYNACEAE Orthosia Decne.","51873","GBIF","HRCB","Luize, B.G.","56",,"Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA)"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Apocynaceae","Oxypetalum","banksii","R.Br. ex Schult.","APOCYNACEAE Oxypetalum banksii R.Br. ex Schult.","51874","GBIF","HRCB","Zipparro, V.B.","2408","Native","Bronze","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA)"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Apocynaceae","Tabernaemontana","hystrix","Steud.","APOCYNACEAE Tabernaemontana hystrix Steud.","51875","GBIF","HRCB","Zipparro, V.B.","2325","Native","Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Sul, próximo à parcela G."
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Araceae","Anthurium","alcatrazense","Nadruz & Cath.","ARACEAE Anthurium alcatrazense Nadruz & Cath.","64360","GBIF","HRCB","Lira, S.P.",,"Native","Bronze","Bronze",,
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Araceae","Anthurium","intermedium","Kunth","ARACEAE Anthurium intermedium Kunth","64641","GBIF","HRCB","Poli, L.P.","67","Native","Ouro","Ouro",,"Estação Ecológica Tupinambás, Ilha das Cabras."
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Araceae","Anthurium","loefgrenii","Engl.","ARACEAE Anthurium loefgrenii Engl.","INPA0291273","Splink","INPA",,"57","Native","Ouro","Ouro",,"Estação Ecológica Tupinambás Arquipélago de Alcatrazes"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Araceae","Anthurium","urvilleanum","Schott","ARACEAE Anthurium urvilleanum Schott","64643","GBIF","HRCB","Poli, L.P.","64","Native","Ouro","Ouro",,"Estação Ecológica Tupinambás Ilha das Palmas"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Ferns and Lycophytes","Aspleniaceae","Asplenium","claussenii","Hieron.","ASPLENIACEAE Asplenium claussenii Hieron.","181087","GBIF","BHCB","Poli, L.P.","56","Native","Bronze","Ouro",,"Estação Ecológica Tupinambás, Arquipélago de Alcatrazes."
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Asteraceae","Achyrocline","satureioides","(Lam.) DC.","ASTERACEAE Achyrocline satureioides (Lam.) DC.","51890","GBIF","HRCB","Zipparro, V.B.","2320","Native","Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA) Campo Antrópico do Engenho, parcela N."
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Asteraceae","Chromolaena",,"DC.","ASTERACEAE Chromolaena DC.","53354","GBIF","HRCB","Zipparro, V.B.","s.n.",,"Bronze","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA) Campo antrópico do bambu, ambiente iluminado"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Asteraceae","Eupatorium",,"L.","ASTERACEAE Eupatorium L.","51899","GBIF","HRCB","Carvalho, M.H.","s.n.",,"Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA)"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Asteraceae","Heterocondylus","alatus","(Vell.) R.M.King & H.Rob.","ASTERACEAE Heterocondylus alatus (Vell.) R.M.King & H.Rob.","51903","GBIF","HRCB","Carvalho, M.H.","s.n.","Native","Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Sul"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Asteraceae","Mikania",,"Willd.","ASTERACEAE Mikania Willd.","51910","GBIF","HRCB","Zipparro, V.B.","2452",,"Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA) Campo antrópico do Engenho, dentro da Parcela N, 5X5"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Asteraceae","Piptocarpha",,"R.Br.","ASTERACEAE Piptocarpha R.Br.","51918","GBIF","HRCB","Carvalho, M.H.","s.n.",,"Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA)"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Asteraceae","Vernonia",,"Schreb.","ASTERACEAE Vernonia Schreb.","51992","GBIF","HRCB","Zipparro, V.B.","s.n.",,"Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA)"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS",,"Balantiopsidaceae","Isotachis","aubertii","(Schwägr.) Mitt.","BALANTIOPSIDACEAE Isotachis aubertii (Schwägr.) Mitt.","RB00577306","Reflora","RB","Costa, D.P.","5136",,"Ouro","Bronze",,"PE Serra do Mar, Alto da Serra que liga Ubatuba a São Luiz de Paraitinga, Rodovia Oswaldo Cruz, próximo a entrada do Núcleo Santa Virgínia, Floresta Montana. Sobre barranco na beira da rodovia."
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Begoniaceae","Begonia","nuda","Irmsch.","BEGONIACEAE Begonia nuda Irmsch.","50623","GBIF","MBML","Poli, L.P.","61","Native","Ouro","Ouro",,"Estação Ecológica Tupinambás Ilha das Palmas"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Bignoniaceae","Adenocalymma",,"Mart. ex Meisn. emend L.G.Lohmann","BIGNONIACEAE Adenocalymma Mart. ex Meisn. emend L.G.Lohmann","51925","GBIF","HRCB","Luize, B.G.","2",,"Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Sul"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Bignoniaceae","Sparattosperma","leucanthum","(Vell.) K.Schum.","BIGNONIACEAE Sparattosperma leucanthum (Vell.) K.Schum.","51931","GBIF","HRCB","Zipparro, V.B.","2462","Native","Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA) Trilha do Sul, dentro da Parcela F"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Ferns and Lycophytes","Blechnaceae","Blechnum","xcaudatum","Cav.","BLECHNACEAE Blechnum xcaudatum Cav.","24468","GBIF","SJRP","Athayde, F.P.F.","893","Native","Bronze","Bronze","https://images.cria.org.br/viewer/SJRP00014423","Parque da Ilha Anchieta (PEIA)"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS",,"Brachytheciaceae","Squamidium","brasiliense","(Hornsch.) Broth.","BRACHYTHECIACEAE Squamidium brasiliense (Hornsch.) Broth.","RB00577316","Reflora","RB","Costa, D.P.","5145",,"Ouro","Bronze",,"PE Serra do Mar, Alto da Serra que liga Ubatuba a São Luiz de Paraitinga, Rodovia Oswaldo Cruz, próximo a entrada do Núcleo Santa Virgínia, Floresta Montana. Sobre barranco a beira da rodovia."
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Bromeliaceae",,,"A.Juss.","BROMELIACEAE Bromeliaceae A.Juss.","64640","GBIF","HRCB","Poli, L.P.","65",,"Latão","Ouro",,"Estação Ecológica Tupinambás, Ilha das Cabras"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Cannabaceae","Trema","micranthum","(L.) Blume","CANNABACEAE Trema micranthum (L.) Blume","51944","GBIF","HRCB","Zipparro, V.B.","2265","Native","Latão","Bronze",,"Parque Estadual da Ilha Anchieta próximo a casa dos guardas"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Celastraceae","Maytenus","ubatubensis","R.M.Carvalho-Okano","CELASTRACEAE Maytenus ubatubensis R.M.Carvalho-Okano","51947","GBIF","HRCB","Zipparro, V.B.","2328",,"Latão","Bronze",,"Parque Estadual da Ilha Anchieta Trilha do leste"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Clusiaceae","Garcinia",,"L.","CLUSIACEAE Garcinia L.","51953","GBIF","HRCB","Zipparro, V.B.","2299",,"Latão","Bronze",,"Parque Estadual da Ilha Anchieta (PEIA)"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Commelinaceae","Dichorisandra","hexandra","(Aubl.) C.B.Clarke","COMMELINACEAE Dichorisandra hexandra (Aubl.) C.B.Clarke","52367","GBIF","HRCB","Zipparro, V.B.","2394","Native","Bronze","Bronze",,"Parque Estadual da Ilha Anchieta Trilha do Sul, descida para a Praia do Sul"
"ESTAÇÃO ECOLÓGICA TUPINAMBÁS","Angiosperms","Commelinaceae","Gibasis","geniculata","(Jacq.) Rohweder","COMMELINACEAE Gibasis geniculata (Jacq.) Rohweder","52365","GBIF","HRCB","Zipparro, V.B.","2402","Native","Bronze","Bronze",,"Parque Estadual da Ilha Anchieta Trilha do Leste"
